t;e;i;d;set
0.0;0.0;0.0;0.0;0
0.0;0.0;0.0;0.0;0
0.0;200.0;-0.5;0.0;0
0.003;200.0;-0.5;0.0;0
0.006;200.0;-0.5;0.0;0
0.009000000000000001;199.0;-0.5;0.0;0
0.012;198.0;-0.5;0.0;0
0.015000000000000001;197.0;-0.5;0.0;0
0.018000000000000002;196.0;-0.5;0.0;0
0.021;195.0;-0.5;0.0;0
0.024;193.0;-0.5;0.0;0
0.027;191.0;-0.5;0.0;0
0.030000000000000002;189.0;-0.5;0.0;0
0.033;187.0;-0.5;-2.0;0
0.036000000000000004;185.0;-0.5;-2.0;0
0.039;182.0;-0.5;-2.0;0
0.042;179.0;-0.5;-2.0;0
0.045000000000000005;176.0;-0.5;-2.0;0
0.048;173.0;-0.5;-2.0;0
0.051000000000000004;170.0;-0.5;-2.0;0
0.054;166.0;-0.5;-2.0;0
0.057;162.0;-0.5;-2.0;0
0.060000000000000005;158.0;-0.5;-2.0;0
0.063;154.0;-0.5;-2.0;0
0.066;149.0;-0.5;-5.0;0
0.069;145.0;-0.5;-5.0;0
0.07200000000000001;140.0;-0.5;-5.0;0
0.075;135.0;-0.5;-5.0;0
0.078;130.0;-0.5;-5.0;0
0.081;124.0;-0.5;-5.0;0
0.084;119.0;-0.5;-5.0;0
0.08700000000000001;113.0;-0.5;-5.0;0
0.09000000000000001;107.0;-0.5;-5.0;0
0.093;102.0;-0.5;-5.0;0
0.096;95.0;-0.5;-5.0;0
0.099;89.0;-0.5;-6.0;0
0.10200000000000001;83.0;-0.5;-6.0;0
0.10500000000000001;76.0;-0.5;-6.0;0
0.108;69.0;-0.5;-6.0;0
0.111;63.0;-0.5;-6.0;0
0.114;56.0;-0.5;-6.0;0
0.117;49.0;-0.5;-6.0;0
0.12000000000000001;42.0;-0.5;-6.0;0
0.12300000000000001;35.0;-0.5;-6.0;0
0.126;28.0;-0.5;-6.0;0
0.129;21.0;-0.5;-6.0;0
0.132;14.0;-0.5;-7.0;0
0.135;7.0;-0.5;-7.0;0
0.138;-0.0;-0.5;-7.0;0
0.14100000000000001;-8.0;0.5;-7.0;0
0.14400000000000002;-16.0;0.5;-7.0;0
0.14700000000000002;-23.0;0.5;-7.0;0
0.15;-31.0;0.5;-7.0;0
0.153;-39.0;0.5;-7.0;0
0.156;-47.0;0.5;-7.0;0
0.159;-55.0;0.5;-7.0;0
0.162;-62.0;0.5;-7.0;0
0.165;-70.0;0.5;-8.0;0
0.168;-77.0;0.5;-8.0;0
0.171;-84.0;0.5;-8.0;0
0.17400000000000002;-92.0;0.5;-8.0;0
0.17700000000000002;-98.0;0.5;-8.0;0
0.18000000000000002;-106.0;0.5;-8.0;0
0.183;-112.0;0.5;-8.0;0
0.186;-119.0;0.5;-8.0;0
0.189;-125.0;0.5;-8.0;0
0.192;-131.0;0.5;-8.0;0
0.195;-137.0;0.5;-8.0;0
0.198;-143.0;0.5;-6.0;0
0.201;-148.0;0.5;-6.0;0
0.20400000000000001;-154.0;0.5;-6.0;0
0.20700000000000002;-159.0;0.5;-6.0;0
0.21000000000000002;-164.0;0.5;-6.0;0
0.21300000000000002;-168.0;0.5;-6.0;0
0.216;-173.0;0.5;-6.0;0
0.219;-177.0;0.5;-6.0;0
0.222;-181.0;0.5;-6.0;0
0.225;-185.0;0.5;-6.0;0
0.228;-188.0;0.5;-6.0;0
0.231;-192.0;0.5;-4.0;0
0.234;-195.0;0.5;-4.0;0
0.23700000000000002;-198.0;0.5;-4.0;0
0.24000000000000002;-201.0;0.5;-4.0;0
0.24300000000000002;-203.0;0.5;-4.0;0
0.24600000000000002;-206.0;0.5;-4.0;0
0.249;-208.0;0.5;-4.0;0
0.252;-209.0;0.5;-4.0;0
0.255;-211.0;0.5;-4.0;0
0.258;-213.0;0.5;-4.0;0
0.261;-214.0;0.5;-4.0;0
0.264;-215.0;0.5;-1.0;0
0.267;-216.0;0.5;-1.0;0
0.27;-216.0;0.5;-1.0;0
0.273;-217.0;0.5;-1.0;0
0.276;-217.0;0.5;-1.0;0
0.279;-217.0;0.5;-1.0;0
0.28200000000000003;-216.0;0.5;-1.0;0
0.28500000000000003;-216.0;0.5;-1.0;0
0.28800000000000003;-215.0;0.5;-1.0;0
0.29100000000000004;-214.0;0.5;-1.0;0
0.29400000000000004;-213.0;0.5;-1.0;0
0.29700000000000004;-212.0;0.5;1.0;0
0.3;-210.0;0.5;1.0;0
0.303;-209.0;0.5;1.0;0
0.306;-207.0;0.5;1.0;0
0.309;-205.0;0.5;1.0;0
0.312;-202.0;0.5;1.0;0
0.315;-200.0;0.5;1.0;0
0.318;-197.0;0.5;1.0;0
0.321;-194.0;0.5;1.0;0
0.324;-191.0;0.5;1.0;0
0.327;-187.0;0.5;1.0;0
0.33;-184.0;0.5;3.0;0
0.333;-180.0;0.5;3.0;0
0.336;-176.0;0.5;3.0;0
0.339;-172.0;0.5;3.0;0
0.342;-167.0;0.5;3.0;0
0.34500000000000003;-162.0;0.5;3.0;0
0.34800000000000003;-158.0;0.5;3.0;0
0.35100000000000003;-153.0;0.5;3.0;0
0.35400000000000004;-148.0;0.5;3.0;0
0.35700000000000004;-142.0;0.5;3.0;0
0.36000000000000004;-137.0;0.5;3.0;0
0.36300000000000004;-131.0;0.5;6.0;0
0.366;-125.0;0.5;6.0;0
0.369;-119.0;0.5;6.0;0
0.372;-113.0;0.5;6.0;0
0.375;-106.0;0.5;6.0;0
0.378;-100.0;0.5;6.0;0
0.381;-93.0;0.5;6.0;0
0.384;-86.0;0.5;6.0;0
0.387;-79.0;0.5;6.0;0
0.39;-72.0;0.5;6.0;0
0.393;-65.0;0.5;6.0;0
0.396;-58.0;0.5;7.0;0
0.399;-50.0;0.5;7.0;0
0.402;-43.0;0.5;7.0;0
0.405;-35.0;0.5;7.0;0
0.40800000000000003;-28.0;0.5;7.0;0
0.41100000000000003;-20.0;0.5;7.0;0
0.41400000000000003;-13.0;0.5;7.0;0
0.41700000000000004;-5.0;0.5;7.0;0
0.42000000000000004;2.0;-0.5;7.0;0
0.42300000000000004;10.0;-0.5;7.0;0
0.42600000000000005;19.0;-0.5;7.0;0
0.42900000000000005;27.0;-0.5;8.0;0
0.432;36.0;-0.5;8.0;0
0.435;44.0;-0.5;8.0;0
0.438;52.0;-0.5;8.0;0
0.441;60.0;-0.5;8.0;0
0.444;68.0;-0.5;8.0;0
0.447;76.0;-0.5;8.0;0
0.45;84.0;-0.5;8.0;0
0.453;92.0;-0.5;8.0;0
0.456;99.0;-0.5;8.0;0
0.459;106.0;-0.5;8.0;0
0.462;114.0;-0.5;8.0;0
0.465;121.0;-0.5;8.0;0
0.468;128.0;-0.5;8.0;0
0.47100000000000003;134.0;-0.5;8.0;0
0.47400000000000003;141.0;-0.5;8.0;0
0.47700000000000004;147.0;-0.5;8.0;0
0.48000000000000004;153.0;-0.5;8.0;0
0.48300000000000004;158.0;-0.5;8.0;0
0.48600000000000004;164.0;-0.5;8.0;0
0.48900000000000005;169.0;-0.5;8.0;0
0.49200000000000005;175.0;-0.5;8.0;0
0.49500000000000005;180.0;-0.5;5.0;0
0.498;184.0;-0.5;5.0;0
0.501;189.0;-0.5;5.0;0
0.504;193.0;-0.5;5.0;0
0.507;197.0;-0.5;5.0;0
0.51;201.0;-0.5;5.0;0
0.513;205.0;-0.5;5.0;0
0.516;208.0;-0.5;5.0;0
0.519;211.0;-0.5;5.0;0
0.522;214.0;-0.5;5.0;0
0.525;217.0;-0.5;5.0;0
0.528;220.0;-0.5;3.0;0
0.531;222.0;-0.5;3.0;0
0.534;224.0;-0.5;3.0;0
0.537;226.0;-0.5;3.0;0
0.54;228.0;-0.5;3.0;0
0.543;229.0;-0.5;3.0;0
0.546;230.0;-0.5;3.0;0
0.549;232.0;-0.5;3.0;0
0.552;232.0;-0.5;3.0;0
0.555;233.0;-0.5;3.0;0
0.558;233.0;-0.5;3.0;0
0.561;234.0;-0.5;1.0;0
0.5640000000000001;234.0;-0.5;1.0;0
0.5670000000000001;234.0;-0.5;1.0;0
0.5700000000000001;233.0;-0.5;1.0;0
0.5730000000000001;233.0;-0.5;1.0;0
0.5760000000000001;232.0;-0.5;1.0;0
0.5790000000000001;231.0;-0.5;1.0;0
0.5820000000000001;229.0;-0.5;1.0;0
0.5850000000000001;228.0;-0.5;1.0;0
0.5880000000000001;226.0;-0.5;1.0;0
0.5910000000000001;225.0;-0.5;1.0;0
0.5940000000000001;223.0;-0.5;-2.0;0
0.597;220.0;-0.5;-2.0;0
0.6;218.0;-0.5;-2.0;0
0.603;215.0;-0.5;-2.0;0
0.606;212.0;-0.5;-2.0;0
0.609;209.0;-0.5;-2.0;0
0.612;206.0;-0.5;-2.0;0
0.615;203.0;-0.5;-2.0;0
0.618;199.0;-0.5;-2.0;0
0.621;195.0;-0.5;-2.0;0
0.624;191.0;-0.5;-2.0;0
0.627;187.0;-0.5;-4.0;0
0.63;182.0;-0.5;-4.0;0
0.633;177.0;-0.5;-4.0;0
0.636;172.0;-0.5;-4.0;0
0.639;167.0;-0.5;-4.0;0
0.642;162.0;-0.5;-4.0;0
0.645;156.0;-0.5;-4.0;0
0.648;151.0;-0.5;-4.0;0
0.651;145.0;-0.5;-4.0;0
0.654;139.0;-0.5;-4.0;0
0.657;132.0;-0.5;-4.0;0
0.66;126.0;-0.5;-6.0;0
0.663;119.0;-0.5;-6.0;0
0.666;113.0;-0.5;-6.0;0
0.669;106.0;-0.5;-6.0;0
0.672;99.0;-0.5;-6.0;0
0.675;91.0;-0.5;-6.0;0
0.678;84.0;-0.5;-6.0;0
0.681;77.0;-0.5;-6.0;0
0.684;69.0;-0.5;-6.0;0
0.687;61.0;-0.5;-6.0;0
0.6900000000000001;54.0;-0.5;-6.0;0
0.6930000000000001;46.0;-0.5;-8.0;0
0.6960000000000001;38.0;-0.5;-8.0;0
0.6990000000000001;30.0;-0.5;-8.0;0
0.7020000000000001;22.0;-0.5;-8.0;0
0.7050000000000001;14.0;-0.5;-8.0;0
0.7080000000000001;6.0;-0.5;-8.0;0
0.7110000000000001;-2.0;0.5;-8.0;0
0.7140000000000001;-11.0;0.5;-8.0;0
0.7170000000000001;-20.0;0.5;-8.0;0
0.7200000000000001;-29.0;0.5;-8.0;0
0.7230000000000001;-37.0;0.5;-8.0;0
0.7260000000000001;-47.0;0.5;-10.0;0
0.729;-55.0;0.5;-10.0;0
0.732;-64.0;0.5;-10.0;0
0.735;-72.0;0.5;-10.0;0
0.738;-80.0;0.5;-10.0;0
0.741;-88.0;0.5;-10.0;0
0.744;-97.0;0.5;-10.0;0
0.747;-104.0;0.5;-10.0;0
0.75;-112.0;0.5;-10.0;0
0.753;-120.0;0.5;-10.0;0
0.756;-127.0;0.5;-10.0;0
0.759;-134.0;0.5;-7.0;0
0.762;-141.0;0.5;-7.0;0
0.765;-148.0;0.5;-7.0;0
0.768;-154.0;0.5;-7.0;0
0.771;-161.0;0.5;-7.0;0
0.774;-167.0;0.5;-7.0;0
0.777;-173.0;0.5;-7.0;0
0.78;-178.0;0.5;-7.0;0
0.783;-184.0;0.5;-7.0;0
0.786;-189.0;0.5;-7.0;0
0.789;-194.0;0.5;-7.0;0
0.792;-199.0;0.5;-5.0;0
0.795;-204.0;0.5;-5.0;0
0.798;-208.0;0.5;-5.0;0
0.801;-212.0;0.5;-5.0;0
0.804;-216.0;0.5;-5.0;0
