t;e;d;i;set

0.774;0;15;0;0
0.779;0;15;0;0
0.784;0;15;0;0
0.789;0;15;0;0
0.794;0;15;0;0
0.799;0;15;0;0
0.804;0;15;0;0
0.809;0;15;0;0
0.814;0;15;0;0
0.819;0;15;0;0
0.824;0;15;0;0
0.829;0;15;0;0
0.834;0;15;0;0
0.839;0;15;0;0
0.844;0;15;0;0
0.849;0;15;0;0
0.854;0;15;0;0
0.859;0;15;0;0
0.864;0;15;0;0
0.869;0;15;0;0
0.874;0;15;0;0
0.879;0;15;0;0
0.884;0;15;0;0
0.889;0;15;0;0
0.894;0;15;0;0
0.899;0;15;0;0
0.904;0;15;0;0
0.909;0;15;0;0
0.914;0;15;0;0
0.919;0;15;0;0
0.924;0;15;0;0
0.929;0;15;0;0
0.934;0;15;0;0
0.939;0;15;0;0
0.944;0;15;0;0
0.949;0;15;0;0
0.954;0;15;0;0
0.959;0;15;0;0
0.964;0;15;0;0
0.969;0;15;0;0
0.974;0;15;0;0
0.979;0;15;0;0
0.984;0;15;0;0
0.989;0;15;0;0
0.994;0;15;0;0
0.999;0;15;0;0
1.004;0;15;0;0
1.009;0;15;0;0
1.014;0;15;0;0
1.019;0;15;0;0
1.024;0;15;0;0
1.029;0;15;0;0
1.034;0;15;0;0
1.039;0;15;0;0
1.044;0;15;0;0
1.049;0;15;0;0
1.054;0;15;0;0
1.059;0;15;0;0
1.064;0;15;0;0
1.069;0;15;0;0
1.074;0;15;0;0
1.079;0;15;0;0
1.084;0;15;0;0
1.089;0;15;0;0
1.094;0;15;0;0
1.099;0;15;0;0
1.104;0;15;0;0
1.109;7;117;0;0
1.114;15;98;0;0
1.119;31;67;0;0
1.124;47;52;0;0
1.129;70;41;0;0
1.134;86;34;0;0
1.139;101;31;0;0
1.144;133;31;0;0
1.149;164;32;0;0
1.154;195;36;0;0
1.159;225;38;0;0
1.164;271;41;0;0
1.169;316;47;0;0
1.174;360;52;0;0
1.179;418;62;0;0
1.184;474;69;0;0
1.189;529;72;0;0
1.194;575;74;0;0
1.199;619;73;0;0
1.204;667;72;0;0
1.209;707;73;0;0
1.214;744;70;0;0
1.219;775;67;0;0
1.224;804;70;0;0
1.229;831;66;0;0
1.234;856;65;0;0
1.239;880;63;0;0
1.244;901;61;0;0
1.249;920;60;0;0
1.254;935;58;0;0
1.259;948;56;0;0
1.264;960;52;0;0
1.269;966;47;0;0
1.274;970;42;0;0
1.279;977;36;0;0
1.284;979;31;0;0
1.289;983;27;0;0
1.294;983;24;0;0
1.299;983;21;0;0
1.304;983;18;0;0
1.309;982;14;0;0
1.314;979;8;0;0
1.319;975;5000;0;0
1.324;970;-8;0;0
1.329;964;-14;0;0
1.334;955;-20;0;0
1.339;946;-26;0;0
1.344;932;-33;0;0
1.349;914;-41;0;0
1.354;894;-46;0;0
1.359;872;-51;0;0
1.364;844;-62;0;0
1.369;809;-67;0;0
1.374;770;-72;0;0
1.379;728;-81;0;0
1.384;678;-83;0;0
1.389;619;-88;0;0
1.394;562;-89;0;0
1.399;502;-89;0;0
1.404;425;-94;0;0
1.409;346;-101;0;0
1.414;263;-104;0;0
1.419;179;-103;0;0
1.424;101;-110;0;0
1.429;7;-111;0;0
1.434;-70;-110;0;0
1.439;-156;-110;0;0
1.444;-241;-112;0;0
1.449;-316;-106;0;0
1.454;-389;-105;0;0
1.459;-467;-104;0;0
1.464;-529;-101;0;0
1.469;-594;-99;0;0
1.474;-649;-96;0;0
1.479;-701;-95;0;0
1.484;-744;-92;0;0
1.489;-785;-85;0;0
1.494;-822;-81;0;0
1.499;-852;-79;0;0
1.504;-872;-71;0;0
