t;e;d;i;set

5.088;-404;-10.438413361169102;0;0
5.097;-418;-8.532423208191126;0;0
5.106;-418;-7.800312012480499;0;0
5.115;-425;-6.8212824010914055;0;0
5.123;-425;-6.443298969072165;0;0
5.132;-432;-4.990019960079841;0;0
5.141;-432;-4.212299915754001;0;0
5.15;-432;-3.7537537537537538;0;0
5.158;-425;-5.506607929515418;0;0
5.166;-418;23.923444976076556;0;0
5.175;-418;3.7678975131876413;0;0
5.184;-411;2.4189646831156266;0;0
5.193;-404;2.710027100271003;0;0
5.201;-389;3.0637254901960786;0;0
5.209;-382;4.306632213608958;0;0
5.218;-368;6.63129973474801;0;0
5.227;-353;8.680555555555555;0;0
5.236;-338;9.980039920159681;0;0
5.245;-323;10.638297872340425;0;0
5.252;-309;11.013215859030836;0;0
5.261;-286;11.389521640091116;0;0
5.27;-271;12.755102040816327;0;0
5.279;-248;13.88888888888889;0;0
5.288;-225;14.925373134328359;0;0
5.296;-202;15.290519877675841;0;0
5.305;-179;16.89189189189189;0;0
5.314;-148;19.455252918287936;0;0
5.322;-133;17.857142857142858;0;0
5.331;-109;15.92356687898089;0;0
5.34;-78;16.233766233766232;0;0
5.348;-54;17.6678445229682;0;0
5.356;-23;20.5761316872428;0;0
5.365;7;21.83406113537118;0;0
5.375;39;19.9203187250996;0;0
5.383;70;21.73913043478261;0;0
5.391;101;23.923444976076556;0;0
5.4;133;25.12562814070352;0;0
5.409;164;25.12562814070352;0;0
5.417;202;26.17801047120419;0;0
5.426;241;26.595744680851062;0;0
5.435;278;24.875621890547265;0;0
5.443;316;26.17801047120419;0;0
5.452;353;28.40909090909091;0;0
5.461;389;29.41176470588235;0;0
5.469;425;26.31578947368421;0;0
5.478;460;25.252525252525253;0;0
5.486;488;26.31578947368421;0;0
5.495;515;27.17391304347826;0;0
5.504;542;26.041666666666668;0;0
5.513;568;26.17801047120419;0;0
5.521;581;20.0;0;0
5.53;594;17.36111111111111;0;0
5.539;606;12.195121951219512;0;0
5.547;606;9.980039920159681;0;0
5.555;606;8.250825082508252;0;0
5.564;606;7.82472613458529;0;0
5.573;594;24.390243902439025;0;0
5.581;587;-12.106537530266344;0;0
5.59;568;-6.622516556291391;0;0
5.599;555;-7.552870090634441;0;0
5.608;529;-14.204545454545455;0;0
5.617;502;-16.501650165016503;0;0
5.625;474;-19.68503937007874;0;0
5.634;432;-23.04147465437788;0;0
5.642;404;-24.271844660194176;0;0
5.651;368;-27.932960893854748;0;0
5.659;323;-30.303030303030305;0;0
5.668;271;-32.25806451612903;0;0
5.677;218;-35.2112676056338;0;0
5.685;171;-37.03703703703704;0;0
5.694;117;-37.59398496240601;0;0
5.703;62;-38.16793893129771;0;0
5.711;0;-40.32258064516129;0;0
5.721;-54;-42.73504273504273;0;0
5.729;-117;-50.0;0;0
5.737;-164;-47.61904761904762;0;0
5.746;-210;-45.45454545454545;0;0
5.755;-256;-36.76470588235294;0;0
5.763;-278;-30.67484662576687;0;0
5.772;-309;-25.641025641025642;0;0
5.781;-331;-20.32520325203252;0;0
5.79;-338;-15.290519877675841;0;0
5.798;-346;-12.787723785166241;0;0
5.806;-346;-9.84251968503937;0;0
5.815;-331;-68.4931506849315;0;0
5.824;-323;10.245901639344263;0;0
5.833;-309;5.807200929152149;0;0
5.842;-286;7.22543352601156;0;0
5.851;-263;12.376237623762377;0;0
5.858;-241;13.736263736263735;0;0
5.867;-218;16.077170418006432;0;0
5.876;-187;17.482517482517483;0;0
5.885;-156;18.867924528301888;0;0
5.893;-125;20.833333333333332;0;0
5.902;-94;21.008403361344538;0;0
5.911;-54;21.92982456140351;0;0
5.92;-23;24.03846153846154;0;0
5.928;7;27.17391304347826;0;0
5.937;39;28.089887640449437;0;0
5.945;86;27.77777777777778;0;0
5.954;125;27.77777777777778;0;0
5.962;164;27.027027027027028;0;0
5.971;202;28.40909090909091;0;0
5.98;241;28.571428571428573;0;0
5.988;286;29.069767441860463;0;0
5.997;316;27.027027027027028;0;0
6.006;346;26.17801047120419;0;0
6.014;375;24.271844660194176;0;0
6.023;404;22.93577981651376;0;0
6.032;418;20.080321285140563;0;0
6.04;439;17.793594306049823;0;0
6.049;446;13.66120218579235;0;0
6.058;453;10.940919037199125;0;0
6.066;453;9.191176470588236;0;0
6.075;446;33.333333333333336;0;0
6.084;432;-10.869565217391305;0;0
6.092;418;-6.839945280437757;0;0
6.101;404;-8.264462809917354;0;0
6.11;375;-17.985611510791365;0;0
6.119;346;-18.115942028985508;0;0
6.127;323;-19.157088122605366;0;0
6.135;286;-22.026431718061673;0;0
6.144;256;-25.252525252525253;0;0
6.153;218;-27.17391304347826;0;0
6.162;187;-26.17801047120419;0;0
6.17;164;-24.03846153846154;0;0
6.179;133;-23.04147465437788;0;0
6.188;101;-23.474178403755868;0;0
6.196;70;-21.27659574468085;0;0
6.205;54;-16.722408026755854;0;0
6.214;39;-13.966480446927374;0;0
6.222;31;-12.106537530266344;0;0
6.231;23;-10.660980810234541;0;0
6.239;15;-8.928571428571429;0;0
6.248;15;-8.025682182985554;0;0
6.257;15;-7.6923076923076925;0;0
6.265;15;-7.6923076923076925;0;0
6.274;23;-172.41379310344828;0;0
