
0.066;262.0;-4.0;0;None
0.075;251.0;-4.0;0;None
0.153;78.0;-8.0;0;None
0.225;-133.0;-9.0;0;None
0.321;-264.0;-2.0;0;None
0.41700000000000004;-192.0;4.0;0;None
0.507;39.0;8.0;0;None
0.5910000000000001;213.0;6.0;0;None
0.672;227.0;-1.0;0;None
0.768;55.0;-8.0;0;None
0.8580000000000001;-162.0;-5.0;0;None
0.93;-219.0;-1.0;0;None
1.002;-154.0;4.0;0;None
1.095;62.0;8.0;0;None
1.179;194.0;4.0;0;None
1.233;192.0;-1.0;0;None
1.329;32.0;-7.0;0;None
1.341;3.0;-7.0;0;None
1.437;-170.0;-4.0;0;None
1.5210000000000001;-159.0;3.0;0;None
1.605;-6.0;6.0;0;None
1.683;140.0;4.0;0;None
1.788;141.0;-3.0;0;None
1.8840000000000001;-34.0;-6.0;0;None
1.953;-142.0;-3.0;0;None
