t;e;d;i;set

152.869;0;0.21342894950271055;0;0
152.874;0;0.20697934346152255;0;0
152.879;0;0.2009081046329409;0;0
152.884;0;0.19518288636452355;0;0
152.889;0;0.18977492693665313;0;0
152.894;0;0.18465856631089117;0;0
152.899;0;0.17981083899737477;0;0
152.904;0;0.1752111294109402;0;0
152.909;0;0.17084087880548057;0;0
152.914;0;0.1666833350001667;0;0
152.919;0;0.16272333778110457;0;0
152.924;0;0.1589471341831707;0;0
152.929;0;0.1553422189082549;0;0
152.934;0;-0.1532848953064165;0;0
152.939;0;-0.15679879578524836;0;0
152.944;0;-0.1604724308363823;0;0
152.949;0;-0.1643223346917313;0;0
152.954;0;-0.1683615058253081;0;0
152.959;0;-0.17260425296879314;0;0
152.964;0;-0.17706636447340462;0;0
152.969;0;-0.18176530463865057;0;0
152.974;0;-0.18672044215400702;0;0
152.979;0;-0.19195331695331697;0;0
152.984;0;-0.1974879532348527;0;0
152.989;0;-0.20335122824141857;0;0
152.994;0;-0.20957330874339844;0;0
152.999;0;-0.21618817018332756;0;0
153.004;0;-0.223234217340834;0;0
153.009;0;-0.23075503045966403;0;0
153.014;0;-0.23880026745629956;0;0
153.019;0;-0.24742676167854316;0;0
153.024;0;-0.2566998665160694;0;0
153.029;0;-0.26669511414550884;0;0
153.034;0;-0.2775002775002775;0;0
153.039;0;-0.2892179546506247;0;0
153.044;0;-0.3019688368160406;0;0
153.049;0;-0.31589588071771546;0;0
153.054;0;-0.33116969134984764;0;0
153.059;0;-0.34799554565701557;0;0
153.064;0;-0.36662267194603315;0;0
153.069;0;-0.3873566780291292;0;0
153.074;0;-0.41057644933486614;0;0
153.079;0;-0.43675751222921033;0;0
153.084;0;-0.4665049449524165;0;0
153.089;0;-0.500600720865038;0;0
153.094;0;-0.5400734499891985;0;0
153.099;0;-0.5863039399624765;0;0
153.104;0;-0.6411900487304437;0;0
153.109;0;-0.7074136955291455;0;0
153.114;7;-1.2242899118511263;0;0
153.119;7;8.051529790660226;0;0
153.124;15;7.385524372230428;0;0
153.129;23;10.1010101010101;0;0
153.134;23;8.278145695364238;0;0
153.139;39;3.9093041438623923;0;0
153.144;39;8.333333333333334;0;0
153.149;47;4.166666666666667;0;0
153.154;54;2.6910656620021527;0;0
153.159;54;6.067961165048544;0;0
153.164;62;4.132231404958677;0;0
153.169;70;2.5510204081632653;0;0
153.174;70;5.055611729019211;0;0
153.179;70;4.677268475210477;0;0
153.184;70;2.7793218454697053;0;0
153.189;94;3.257328990228013;0;0
153.194;109;9.861932938856016;0;0
153.199;140;13.368983957219251;0;0
153.204;171;18.38235294117647;0;0
153.209;210;20.161290322580644;0;0
153.214;256;21.367521367521366;0;0
153.219;301;24.50980392156863;0;0
153.224;353;27.17391304347826;0;0
153.229;404;26.595744680851062;0;0
153.234;446;25.641025641025642;0;0
153.239;509;30.303030303030305;0;0
153.244;568;32.467532467532465;0;0
153.249;606;26.737967914438503;0;0
153.254;643;23.696682464454977;0;0
153.259;690;29.940119760479043;0;0
153.264;734;29.940119760479043;0;0
153.269;765;23.80952380952381;0;0
153.274;799;27.027027027027028;0;0
153.279;827;23.474178403755868;0;0
153.284;848;19.841269841269842;0;0
153.289;872;23.04147465437788;0;0
153.294;891;20.0;0;0
153.299;908;21.09704641350211;0;0
