t;e;d;i;set

349.599;-7;77;503;0
349.604;-39;-584;287;0
349.609;-23;-100;79;0
349.614;-70;-819;-356;0
349.619;-47;-554;-845;0
349.624;-15;129;-1000;0
349.629;-39;-13;-1000;0
349.634;-23;-24;-1000;0
349.639;0;526;-1000;0
349.644;-7;288;-1000;0
349.649;0;212;-1000;0
349.654;23;455;-904;0
349.659;23;634;-720;0
349.664;23;654;-536;0
349.669;31;647;-288;0
349.674;39;685;24;0
349.679;54;850;435;0
349.684;0;7;580;0
349.689;-31;-664;380;0
349.694;-15;-197;276;0
349.699;-70;-1116;-128;0
349.704;-70;-1069;-776;0
349.709;-31;-235;-1000;0
349.714;-70;-993;-1000;0
349.719;-7;208;-1000;0
349.724;-39;-515;-1000;0
349.729;-15;-313;-1000;0
349.734;-7;134;-1000;0
349.739;-7;256;-1000;0
349.744;0;312;-1000;0
349.749;15;551;-912;0
349.754;23;705;-728;0
349.759;23;715;-544;0
349.764;23;683;-360;0
349.769;39;769;-88;0
349.774;54;857;263;0
349.779;23;166;535;0
349.784;-23;-614;460;0
349.789;-23;-316;220;0
349.794;-47;-604;-12;0
349.799;-70;-949;-596;0
349.804;-31;-104;-938;0
349.809;-23;213;-1000;0
349.814;-39;-221;-1000;0
349.819;-15;126;-1000;0
349.824;0;478;-1000;0
349.829;-7;363;-1000;0
349.834;7;485;-979;0
349.839;23;755;-819;0
349.844;23;814;-635;0
349.849;31;805;-387;0
349.854;39;828;-83;0
349.859;54;939;290;0
349.864;23;391;585;0
349.869;-23;-418;510;0
349.874;-15;-442;350;0
349.879;-39;-816;158;0
349.884;-86;-1551;-418;0
349.889;-47;-598;-923;0
349.894;-54;-564;-1000;0
349.899;-39;-383;-1000;0
349.904;-23;-81;-1000;0
349.909;-39;-537;-1000;0
349.914;0;100;-1000;0
349.919;-7;29;-1000;0
349.924;-7;-84;-1000;0
349.929;15;250;-936;0
349.934;23;525;-752;0
349.939;31;616;-504;0
349.944;39;680;-192;0
349.949;47;689;144;0
349.954;39;588;539;0
349.959;-7;-293;600;0
349.964;-15;-655;424;0
349.969;-23;-443;336;0
349.974;-70;-1227;-115;0
349.979;-70;-1296;-675;0
349.984;-39;-840;-994;0
349.989;-86;-1638;-1000;0
349.994;-39;-569;-1000;0
349.999;-70;-1665;-1000;0
350.004;-54;-1081;-1000;0
350.009;-62;-782;-1000;0
350.014;-78;-1043;-1000;0
350.019;-54;-538;-1000;0
350.024;-78;-977;-1000;0
350.029;-78;-660;-1000;0
350.034;-70;-252;-1000;0
350.039;-94;-631;-1000;0
350.044;-94;-507;-1000;0
350.049;-86;-181;-1000;0
350.054;-101;-554;-1000;0
350.059;-109;-458;-1000;0
350.064;-101;-376;-1000;0
350.069;-125;-664;-1000;0
350.074;-133;-529;-1000;0
350.079;-133;-458;-1000;0
350.084;-140;-448;-1000;0
350.089;-140;-598;-1000;0
350.094;-156;-855;-1000;0
350.099;-164;-1023;-1000;0
350.104;-171;-1010;-1000;0
350.109;-179;-1027;-1000;0
350.114;-195;-1085;-1000;0
350.119;-210;-1273;-1000;0
350.124;-210;-1296;-1000;0
350.129;-233;-1355;-1000;0
350.134;-248;-1832;-1000;0
350.139;-256;-1575;-1000;0
350.144;-271;-1345;-1000;0
350.149;-309;-1857;-1000;0
350.154;-316;-1935;-1000;0
350.159;-338;-1926;-1000;0
350.164;-375;-2294;-1000;0
350.169;-2456;0;1000;0
350.174;-2480;0;1000;0
350.179;-2679;0;1000;0
350.184;-2606;0;1000;0
350.189;-2974;0;1000;0
350.194;-2686;0;1000;0
350.199;-2782;0;1000;0
350.204;-2746;0;1000;0
350.209;-2543;0;1000;0
350.214;-2554;0;1000;0
350.219;-2435;0;1000;0
350.224;-2270;0;1000;0
350.229;-2151;0;1000;0
350.234;-1993;0;1000;0
350.239;-1912;0;1000;0
350.244;-1842;0;1000;0
350.249;-1731;0;1000;0
350.254;-1628;0;1000;0
350.259;-1530;0;1000;0
350.264;-1390;0;1000;0
350.269;-1259;0;1000;0
350.274;-1079;0;1000;0
350.279;-991;0;1000;0
350.284;-822;0;1000;0
350.289;-692;0;1000;0
350.294;-570;0;1000;0
350.299;-397;0;1000;0
350.304;-224;0;1000;0
350.309;-5;0;1000;0
350.314;217;0;1000;0
350.319;395;0;1000;0
350.324;572;0;1000;0
350.329;752;0;1000;0
350.334;892;0;1000;0
350.339;1069;0;1000;0
350.344;1200;0;1000;0
350.349;1335;0;1000;0
350.354;1463;0;1000;0
350.359;1542;0;1000;0
350.364;1664;0;1000;0
350.369;1737;0;1000;0
350.374;1806;0;1000;0
350.379;1826;0;1000;0
350.384;1885;0;1000;0
350.389;1941;0;1000;0
350.394;1947;0;1000;0
350.399;1995;0;1000;0
350.404;1987;0;1000;0
350.409;2027;0;1000;0
350.414;2065;0;1000;0
350.419;2054;0;1000;0
350.424;2037;0;1000;0
