t;e;d;i;set

30.339;995;0;0;0
30.342;995;0;0;0
30.345;995;0;0;0
30.348;995;0;0;0
30.351;995;0;0;0
30.354;995;0;0;0
30.357;995;0;0;0
30.36;995;0;0;0
30.363;995;0;0;0
30.366;995;0;0;0
30.369;995;0;0;0
30.372;995;0;0;0
30.375;995;0;0;0
30.378;995;0;0;0
30.381;995;0;0;0
30.384;995;0;0;0
30.387;995;0;0;0
30.39;995;0;0;0
30.393;995;0;0;0
30.396;995;0;0;0
30.399;995;0;0;0
30.402;995;0;0;0
30.405;995;0;0;0
30.408;995;0;0;0
30.411;995;0;0;0
30.414;995;0;0;0
30.417;995;0;0;0
30.42;995;0;0;0
30.423;995;0;0;0
30.426;995;0;0;0
30.429;995;0;0;0
30.432;995;0;0;0
30.435;995;0;0;0
30.438;995;0;0;0
30.441;995;0;0;0
30.444;995;0;0;0
30.447;995;0;0;0
30.45;995;0;0;0
30.453;995;0;0;0
30.456;995;0;0;0
30.459;995;0;0;0
30.462;995;0;0;0
30.465;995;0;0;0
30.468;995;0;0;0
30.471;995;0;0;0
30.474;995;0;0;0
30.477;995;0;0;0
30.48;995;0;0;0
30.483;995;0;0;0
30.486;995;0;0;0
30.489;995;0;0;0
30.492;995;0;0;0
30.495;995;0;0;0
30.498;995;0;0;0
30.501;995;0;0;0
30.504;995;0;0;0
30.507;995;0;0;0
30.51;995;0;0;0
30.513;995;0;0;0
30.516;995;0;0;0
30.519;995;0;0;0
30.522;994;0;0;0
30.525;994;0;0;0
30.528;994;0;0;0
30.531;994;0;0;0
30.534;994;0;0;0
30.537;994;0;0;0
30.54;994;0;0;0
30.543;994;0;0;0
30.546;994;0;0;0
30.549;994;0;0;0
30.552;994;0;0;0
30.555;994;0;0;0
30.558;994;0;0;0
30.561;994;0;0;0
30.564;994;0;0;0
30.567;994;0;0;0
30.57;994;0;0;0
30.573;994;0;0;0
30.576;994;0;0;0
30.579;994;0;0;0
30.582;994;0;0;0
30.585;994;0;0;0
30.588;994;0;0;0
30.591;994;0;0;0
30.594;994;0;0;0
30.597;994;0;0;0
30.6;994;0;0;0
30.603;994;0;0;0
30.606;994;0;0;0
30.609;994;0;0;0
30.612;994;0;0;0
30.615;994;0;0;0
30.618;994;0;0;0
30.621;994;0;0;0
30.624;994;0;0;0
30.627;994;0;0;0
30.63;994;0;0;0
30.633;994;0;0;0
30.636;994;0;0;0
30.639;994;0;0;0
30.642;994;0;0;0
30.645;994;0;0;0
30.648;994;0;0;0
30.651;994;0;0;0
30.654;994;0;0;0
30.657;994;0;0;0
30.66;994;0;0;0
30.663;994;0;0;0
30.666;994;0;0;0
30.669;994;0;0;0
30.672;994;0;0;0
30.675;994;0;0;0
30.678;994;0;0;0
30.681;994;0;0;0
30.684;994;0;0;0
30.687;994;0;0;0
30.69;994;0;0;0
30.693;994;0;0;0
30.696;994;0;0;0
30.699;994;0;0;0
30.702;994;0;0;0
30.705;994;0;0;0
30.708;994;0;0;0
30.711;994;0;0;0
30.714;994;0;0;0
30.717;994;0;0;0
30.72;994;0;0;0
30.723;994;0;0;0
30.726;994;0;0;0
30.729;994;0;0;0
30.732;994;0;0;0
30.735;994;0;0;0
30.738;994;0;0;0
30.741;994;0;0;0
30.744;994;0;0;0
30.747;994;0;0;0
30.75;994;0;0;0
30.753;994;0;0;0
30.756;994;0;0;0
30.759;994;0;0;0
30.762;994;0;0;0
30.765;994;0;0;0
30.768;994;0;0;0
30.771;994;0;0;0
30.774;994;0;0;0
30.777;994;0;0;0
30.78;994;0;0;0
30.783;994;0;0;0
30.786;994;0;0;0
30.789;994;0;0;0
30.792;994;0;0;0
30.795;994;0;0;0
30.798;994;0;0;0
30.801;994;0;0;0
30.804;994;0;0;0
30.807;994;0;0;0
30.81;994;0;0;0
30.813;994;0;0;0
30.816;994;0;0;0
30.819;994;0;0;0
30.822;994;0;0;0
30.825;994;0;0;0
30.828;994;0;0;0
30.831;994;0;0;0
30.834;994;0;0;0
30.837;994;0;0;0
30.84;994;0;0;0
30.843;994;0;0;0
30.846;994;0;0;0
30.849;994;0;0;0
30.852;994;0;0;0
30.855;994;0;0;0
30.858;994;0;0;0
30.861;994;0;0;0
30.864;994;0;0;0
30.867;994;0;0;0
30.87;994;0;0;0
30.873;994;0;0;0
30.876;994;0;0;0
30.879;994;0;0;0
30.882;994;0;0;0
30.885;994;0;0;0
30.888;994;0;0;0
30.891;994;0;0;0
30.894;994;0;0;0
30.897;994;0;0;0
30.9;994;0;0;0
30.903;994;0;0;0
30.906;994;0;0;0
30.909;994;0;0;0
30.912;994;0;0;0
30.915;994;0;0;0
30.918;994;0;0;0
30.921;994;0;0;0
30.924;994;0;0;0
30.927;994;0;0;0
30.93;994;0;0;0
30.933;994;0;0;0
30.936;994;0;0;0
30.939;994;0;0;0
30.942;994;0;0;0
30.945;994;0;0;0
30.948;994;0;0;0
30.951;994;0;0;0
30.954;994;0;0;0
30.957;994;0;0;0
30.96;994;0;0;0
30.963;994;0;0;0
30.966;994;0;0;0
30.969;994;0;0;0
30.972;994;0;0;0
30.975;994;0;0;0
30.978;994;0;0;0
30.981;994;0;0;0
30.984;994;0;0;0
30.987;994;0;0;0
30.99;994;0;0;0
30.993;994;0;0;0
30.996;994;0;0;0
30.999;994;0;0;0
31.002;994;0;0;0
31.005;994;0;0;0
31.008;994;0;0;0
31.011;994;0;0;0
31.014;994;0;0;0
31.017;994;0;0;0
31.02;994;0;0;0
31.023;994;0;0;0
31.026;994;0;0;0
31.029;994;0;0;0
31.032;994;0;0;0
31.035;994;0;0;0
31.038;994;0;0;0
31.041;994;0;0;0
31.044;994;0;0;0
31.047;994;0;0;0
31.05;994;0;0;0
31.053;994;0;0;0
31.056;994;0;0;0
31.059;994;0;0;0
31.062;994;0;0;0
31.065;994;0;0;0
31.068;994;0;0;0
31.071;994;0;0;0
31.074;994;0;0;0
31.077;994;0;0;0
31.08;994;0;0;0
31.083;994;0;0;0
31.086;994;0;0;0
31.089;994;0;0;0
31.092;994;0;0;0
31.095;993;0;0;0
31.098;993;0;0;0
31.101;993;0;0;0
31.104;993;0;0;0
31.107;993;0;0;0
31.11;993;0;0;0
31.113;993;0;0;0
31.116;993;0;0;0
31.119;993;0;0;0
31.122;993;0;0;0
31.125;993;0;0;0
31.128;993;0;0;0
31.131;993;0;0;0
31.134;993;0;0;0
31.137;993;0;0;0
31.14;993;0;0;0
31.143;993;0;0;0
31.146;993;0;0;0
31.149;993;0;0;0
31.152;993;0;0;0
31.155;993;0;0;0
31.158;993;0;0;0
31.161;993;0;0;0
31.164;993;0;0;0
31.167;993;0;0;0
31.17;993;0;0;0
31.173;993;0;0;0
31.176;993;0;0;0
31.179;993;0;0;0
31.182;993;0;0;0
31.185;993;0;0;0
31.188;993;0;0;0
31.191;993;0;0;0
31.194;993;0;0;0
31.197;993;0;0;0
31.2;993;0;0;0
31.203;993;0;0;0
31.206;993;0;0;0
31.209;993;0;0;0
31.212;993;0;0;0
31.215;993;0;0;0
31.218;993;0;0;0
31.221;993;0;0;0
31.224;993;0;0;0
31.227;993;0;0;0
31.23;993;0;0;0
31.233;993;0;0;0
31.236;993;0;0;0
31.239;993;0;0;0
31.242;993;0;0;0
31.245;993;0;0;0
31.248;993;0;0;0
31.251;993;0;0;0
31.254;993;0;0;0
31.257;993;0;0;0
31.26;993;0;0;0
31.263;993;0;0;0
31.266;993;0;0;0
31.269;993;0;0;0
31.272;993;0;0;0
31.275;993;0;0;0
31.278;993;0;0;0
31.281;993;0;0;0
31.284;993;0;0;0
31.287;993;0;0;0
31.29;993;0;0;0
31.293;993;0;0;0
31.296;993;0;0;0
31.299;993;0;0;0
31.302;993;0;0;0
31.305;993;0;0;0
31.308;993;0;0;0
31.311;993;0;0;0
31.314;993;0;0;0
31.317;993;0;0;0
31.32;993;0;0;0
31.323;993;0;0;0
31.326;993;0;0;0
31.329;993;0;0;0
31.332;993;0;0;0
31.335;993;0;0;0
31.338;993;0;0;0
31.341;993;0;0;0
31.344;993;0;0;0
31.347;993;0;0;0
31.35;993;0;0;0
31.353;993;0;0;0
31.356;993;0;0;0
31.359;993;0;0;0
31.362;993;0;0;0
31.365;993;0;0;0
31.368;993;0;0;0
31.371;993;0;0;0
31.374;993;0;0;0
31.377;993;0;0;0
31.38;993;0;0;0
31.383;993;0;0;0
31.386;993;0;0;0
31.389;993;0;0;0
31.392;993;0;0;0
31.395;993;0;0;0
31.398;993;0;0;0
31.401;993;0;0;0
31.404;993;0;0;0
31.407;993;0;0;0
31.41;993;0;0;0
31.413;993;0;0;0
31.416;993;0;0;0
31.419;993;0;0;0
31.422;993;0;0;0
31.425;993;0;0;0
31.428;993;0;0;0
31.431;993;0;0;0
31.434;993;0;0;0
31.437;993;0;0;0
31.44;993;0;0;0
31.443;993;0;0;0
31.446;993;0;0;0
31.449;993;0;0;0
31.452;992;0;0;0
31.455;992;0;0;0
31.458;992;0;0;0
31.461;992;0;0;0
31.464;992;0;0;0
31.467;992;0;0;0
31.47;992;0;0;0
31.473;992;0;0;0
31.476;992;0;0;0
31.479;992;0;0;0
31.482;992;0;0;0
31.485;992;0;0;0
31.488;992;0;0;0
31.491;992;0;0;0
31.494;992;0;0;0
31.497;992;0;0;0
31.5;992;0;0;0
31.503;992;0;0;0
31.506;992;0;0;0
31.509;992;0;0;0
31.512;992;0;0;0
31.515;992;0;0;0
31.518;992;0;0;0
31.521;992;0;0;0
31.524;992;0;0;0
31.527;992;0;0;0
31.53;992;0;0;0
31.533;992;0;0;0
31.536;992;0;0;0
31.539;992;0;0;0
31.542;992;0;0;0
31.545;992;0;0;0
31.548;992;0;0;0
31.551;992;0;0;0
31.554;992;0;0;0
31.557;992;0;0;0
31.56;992;0;0;0
31.563;992;0;0;0
31.566;992;0;0;0
31.569;992;0;0;0
31.572;992;0;0;0
31.575;992;0;0;0
31.578;992;0;0;0
31.581;992;0;0;0
31.584;992;0;0;0
31.587;992;0;0;0
31.59;992;0;0;0
31.593;992;0;0;0
31.596;992;0;0;0
31.599;992;0;0;0
31.602;992;0;0;0
31.605;992;0;0;0
31.608;992;0;0;0
31.611;992;0;0;0
31.614;992;0;0;0
31.617;992;0;0;0
31.62;992;0;0;0
31.623;992;0;0;0
31.626;992;0;0;0
31.629;992;0;0;0
31.632;992;0;0;0
31.635;992;0;0;0
31.638;992;0;0;0
31.641;992;0;0;0
31.644;992;0;0;0
31.647;992;0;0;0
31.65;992;0;0;0
31.653;992;0;0;0
31.656;992;0;0;0
31.659;992;0;0;0
31.662;992;0;0;0
31.665;992;0;0;0
31.668;992;0;0;0
31.671;992;0;0;0
31.674;992;0;0;0
31.677;992;0;0;0
31.68;992;0;0;0
31.683;992;0;0;0
31.686;992;0;0;0
31.689;992;0;0;0
31.692;992;0;0;0
31.695;992;0;0;0
31.698;992;0;0;0
31.701;992;0;0;0
31.704;992;0;0;0
31.707;992;0;0;0
31.71;992;0;0;0
31.713;992;0;0;0
31.716;992;0;0;0
31.719;992;0;0;0
31.722;992;0;0;0
31.725;992;0;0;0
31.728;992;0;0;0
31.731;992;0;0;0
31.734;992;0;0;0
31.737;992;0;0;0
31.74;992;0;0;0
31.743;992;0;0;0
31.746;992;0;0;0
31.749;992;0;0;0
31.752;992;0;0;0
31.755;992;0;0;0
31.758;992;0;0;0
31.761;992;0;0;0
31.764;992;0;0;0
31.767;992;0;0;0
31.77;992;0;0;0
31.773;992;0;0;0
31.776;992;0;0;0
31.779;992;0;0;0
31.782;992;0;0;0
31.785;992;0;0;0
31.788;992;0;0;0
31.791;992;0;0;0
31.794;992;0;0;0
31.797;992;0;0;0
31.8;992;0;0;0
31.803;992;0;0;0
31.806;992;0;0;0
31.809;991;0;0;0
31.812;991;0;0;0
31.815;991;0;0;0
31.818;991;0;0;0
31.821;991;0;0;0
31.824;991;0;0;0
31.827;991;0;0;0
31.83;991;0;0;0
31.833;991;0;0;0
31.836;991;0;0;0
31.839;991;0;0;0
31.842;991;0;0;0
31.845;991;0;0;0
31.848;991;0;0;0
31.851;991;0;0;0
31.854;991;0;0;0
31.857;991;0;0;0
31.86;991;0;0;0
31.863;991;0;0;0
31.866;991;0;0;0
31.869;991;0;0;0
31.872;991;0;0;0
31.875;991;0;0;0
31.878;991;0;0;0
31.881;991;0;0;0
31.884;991;0;0;0
31.887;991;0;0;0
31.89;991;0;0;0
31.893;991;0;0;0
31.896;991;0;0;0
31.899;991;0;0;0
31.902;991;0;0;0
31.905;991;0;0;0
31.908;991;0;0;0
31.911;991;0;0;0
31.914;991;0;0;0
31.917;991;0;0;0
31.92;991;0;0;0
31.923;991;0;0;0
31.926;991;0;0;0
31.929;991;0;0;0
31.932;990;0;0;0
31.935;991;0;0;0
31.938;991;0;0;0
31.941;991;0;0;0
31.944;991;0;0;0
31.947;990;0;0;0
31.95;990;0;0;0
31.953;991;0;0;0
31.956;991;0;0;0
31.959;991;0;0;0
31.962;991;0;0;0
31.965;991;0;0;0
31.968;991;0;0;0
31.971;991;0;0;0
31.974;991;0;0;0
31.977;991;0;0;0
31.98;991;0;0;0
31.983;991;0;0;0
31.986;990;0;0;0
