
0.315;-262.0;-2.0;0;None
0.34800000000000003;-263.0;0.0;0;None
0.378;-245.0;2.0;0;None
0.456;-105.0;6.0;0;None
0.5730000000000001;189.0;6.0;0;None
0.621;236.0;4.0;0;None
0.636;240.0;1.0;0;None
0.66;235.0;-1.0;0;None
0.753;93.0;-6.0;0;None
0.9;-210.0;-2.0;0;None
0.924;-219.0;-1.0;0;None
0.9480000000000001;-214.0;-1.0;0;None
1.002;-154.0;4.0;0;None
1.032;-94.0;7.0;0;None
1.1400000000000001;152.0;5.0;0;None
1.332;25.0;-7.0;0;None
1.485;-184.0;1.0;0;None
1.623;34.0;7.0;0;None
1.6560000000000001;100.0;6.0;0;None
1.8270000000000002;82.0;-5.0;0;None
1.9680000000000002;-153.0;-3.0;0;None
1.998;-160.0;-1.0;0;None
