t;e;i;d;set
0.0;0.0;0.0;0.0;0
0.0;0.0;0.0;0.0;0
0.0;0.0;-0.5;0.0;0
0.003;-1.0;0.5;0.0;0
0.006;-1.0;0.5;0.0;0
0.009000000000000001;-0.0;-0.5;0.0;0
0.012;0.0;-0.5;0.0;0
0.015000000000000001;-1.0;0.5;0.0;0
0.018000000000000002;-1.0;0.5;0.0;0
0.021;-0.0;-0.5;0.0;0
0.024;0.0;-0.5;0.0;0
0.027;-1.0;0.5;0.0;0
0.030000000000000002;-1.0;0.5;0.0;0
0.033;-0.0;-0.5;1.0;0
0.036000000000000004;0.0;-0.5;1.0;0
0.039;-1.0;0.5;1.0;0
0.042;-1.0;0.5;1.0;0
0.045000000000000005;-0.0;-0.5;1.0;0
0.048;0.0;-0.5;1.0;0
0.051000000000000004;-1.0;0.5;1.0;0
0.054;-1.0;0.5;1.0;0
0.057;0.0;-0.5;1.0;0
0.060000000000000005;0.0;-0.5;1.0;0
0.063;-1.0;0.5;1.0;0
0.066;-1.0;0.5;0.0;0
0.069;0.0;-0.5;0.0;0
0.07200000000000001;0.0;-0.5;0.0;0
0.075;-1.0;0.5;0.0;0
0.078;-1.0;0.5;0.0;0
0.081;0.0;-0.5;0.0;0
0.084;0.0;-0.5;0.0;0
0.08700000000000001;-1.0;0.5;0.0;0
0.09000000000000001;-1.0;0.5;0.0;0
0.093;0.0;-0.5;0.0;0
0.096;0.0;-0.5;0.0;0
0.099;-1.0;0.5;-1.0;0
0.10200000000000001;-1.0;0.5;-1.0;0
0.10500000000000001;0.0;-0.5;-1.0;0
0.108;0.0;-0.5;-1.0;0
0.111;-1.0;0.5;-1.0;0
0.114;-1.0;0.5;-1.0;0
0.117;0.0;-0.5;-1.0;0
0.12000000000000001;0.0;-0.5;-1.0;0
0.12300000000000001;-0.0;-0.5;-1.0;0
0.126;-1.0;0.5;-1.0;0
0.129;0.0;-0.5;-1.0;0
0.132;0.0;-0.5;0.0;0
0.135;-0.0;-0.5;0.0;0
0.138;-1.0;0.5;0.0;0
0.14100000000000001;0.0;-0.5;0.0;0
0.14400000000000002;0.0;-0.5;0.0;0
0.14700000000000002;-0.0;-0.5;0.0;0
0.15;-0.0;-0.5;0.0;0
0.153;-1.0;0.5;0.0;0
0.156;-1.0;0.5;0.0;0
0.159;-1.0;0.5;0.0;0
0.162;-0.0;-0.5;0.0;0
0.165;-1.0;0.5;-1.0;0
0.168;-1.0;0.5;-1.0;0
0.171;-0.0;-0.5;-1.0;0
0.17400000000000002;-0.0;-0.5;-1.0;0
0.17700000000000002;-1.0;0.5;-1.0;0
0.18000000000000002;-1.0;0.5;-1.0;0
0.183;-0.0;-0.5;-1.0;0
0.186;-0.0;-0.5;-1.0;0
0.189;-1.0;0.5;-1.0;0
0.192;-1.0;0.5;-1.0;0
0.195;-0.0;-0.5;-1.0;0
0.198;-0.0;-0.5;0.0;0
0.201;-1.0;0.5;0.0;0
0.20400000000000001;-1.0;0.5;0.0;0
0.20700000000000002;-0.0;-0.5;0.0;0
0.21000000000000002;0.0;-0.5;0.0;0
0.21300000000000002;-1.0;0.5;0.0;0
0.216;-1.0;0.5;0.0;0
0.219;0.0;-0.5;0.0;0
0.222;0.0;-0.5;0.0;0
0.225;-1.0;0.5;0.0;0
0.228;-1.0;0.5;0.0;0
0.231;0.0;-0.5;1.0;0
0.234;0.0;-0.5;1.0;0
0.23700000000000002;-1.0;0.5;1.0;0
0.24000000000000002;-1.0;0.5;1.0;0
0.24300000000000002;0.0;-0.5;1.0;0
0.24600000000000002;0.0;-0.5;1.0;0
0.249;-0.0;-0.5;1.0;0
0.252;-0.0;-0.5;1.0;0
0.255;-1.0;0.5;1.0;0
0.258;-1.0;0.5;1.0;0
0.261;-0.0;-0.5;1.0;0
0.264;-0.0;-0.5;0.0;0
0.267;-1.0;0.5;0.0;0
0.27;-1.0;0.5;0.0;0
0.273;-0.0;-0.5;0.0;0
0.276;-0.0;-0.5;0.0;0
0.279;-1.0;0.5;0.0;0
0.28200000000000003;-1.0;0.5;0.0;0
0.28500000000000003;-0.0;-0.5;0.0;0
0.28800000000000003;0.0;-0.5;0.0;0
0.29100000000000004;-1.0;0.5;0.0;0
0.29400000000000004;-1.0;0.5;0.0;0
0.29700000000000004;0.0;-0.5;1.0;0
0.3;0.0;-0.5;1.0;0
0.303;-1.0;0.5;1.0;0
0.306;-1.0;0.5;1.0;0
0.309;0.0;-0.5;1.0;0
0.312;0.0;-0.5;1.0;0
0.315;-0.0;-0.5;1.0;0
0.318;-0.0;-0.5;1.0;0
0.321;-1.0;0.5;1.0;0
0.324;-1.0;0.5;1.0;0
0.327;-0.0;-0.5;1.0;0
0.33;-0.0;-0.5;0.0;0
0.333;-1.0;0.5;0.0;0
0.336;-1.0;0.5;0.0;0
0.339;-0.0;-0.5;0.0;0
0.342;-0.0;-0.5;0.0;0
0.34500000000000003;-1.0;0.5;0.0;0
0.34800000000000003;-1.0;0.5;0.0;0
0.35100000000000003;0.0;-0.5;0.0;0
0.35400000000000004;0.0;-0.5;0.0;0
0.35700000000000004;-1.0;0.5;0.0;0
0.36000000000000004;-1.0;0.5;0.0;0
0.36300000000000004;0.0;-0.5;1.0;0
0.366;0.0;-0.5;1.0;0
0.369;-0.0;-0.5;1.0;0
0.372;-0.0;-0.5;1.0;0
0.375;-1.0;0.5;1.0;0
0.378;-1.0;0.5;1.0;0
0.381;-0.0;-0.5;1.0;0
0.384;-0.0;-0.5;1.0;0
0.387;-1.0;0.5;1.0;0
0.39;-1.0;0.5;1.0;0
0.393;-0.0;-0.5;1.0;0
0.396;0.0;-0.5;0.0;0
0.399;-1.0;0.5;0.0;0
0.402;-1.0;0.5;0.0;0
0.405;0.0;-0.5;0.0;0
0.40800000000000003;0.0;-0.5;0.0;0
0.41100000000000003;-0.0;-0.5;0.0;0
0.41400000000000003;-1.0;0.5;0.0;0
0.41700000000000004;0.0;-0.5;0.0;0
0.42000000000000004;1.0;-0.5;0.0;0
0.42300000000000004;-0.0;-0.5;0.0;0
0.42600000000000005;-0.0;-0.5;0.0;0
0.42900000000000005;-1.0;0.5;-1.0;0
0.432;-1.0;0.5;-1.0;0
0.435;-0.0;-0.5;-1.0;0
0.438;0.0;-0.5;-1.0;0
0.441;-1.0;0.5;-1.0;0
0.444;-1.0;0.5;-1.0;0
0.447;0.0;-0.5;-1.0;0
0.45;0.0;-0.5;-1.0;0
0.453;-1.0;0.5;-1.0;0
0.456;-1.0;0.5;-1.0;0
0.459;0.0;-0.5;-1.0;0
0.462;1.0;-0.5;1.0;0
0.465;-0.0;-0.5;1.0;0
0.468;-0.0;-0.5;1.0;0
0.47100000000000003;-1.0;0.5;1.0;0
0.47400000000000003;-1.0;0.5;1.0;0
0.47700000000000004;-0.0;-0.5;1.0;0
0.48000000000000004;0.0;-0.5;1.0;0
0.48300000000000004;-1.0;0.5;1.0;0
0.48600000000000004;-1.0;0.5;1.0;0
0.48900000000000005;0.0;-0.5;1.0;0
0.49200000000000005;0.0;-0.5;1.0;0
0.49500000000000005;-0.0;-0.5;-0.0;0
0.498;-1.0;0.5;-0.0;0
0.501;0.0;-0.5;-0.0;0
0.504;1.0;-0.5;-0.0;0
0.507;-0.0;-0.5;-0.0;0
0.51;-0.0;-0.5;-0.0;0
0.513;-1.0;0.5;-0.0;0
0.516;-1.0;0.5;-0.0;0
0.519;-0.0;-0.5;-0.0;0
0.522;0.0;-0.5;-0.0;0
0.525;-1.0;0.5;-0.0;0
0.528;-1.0;0.5;0.0;0
0.531;0.0;-0.5;0.0;0
0.534;0.0;-0.5;0.0;0
0.537;-0.0;-0.5;0.0;0
0.54;-0.0;-0.5;0.0;0
0.543;-1.0;0.5;0.0;0
0.546;-1.0;0.5;0.0;0
0.549;-0.0;-0.5;0.0;0
0.552;-0.0;-0.5;0.0;0
0.555;-1.0;0.5;0.0;0
0.558;-1.0;0.5;0.0;0
0.561;-0.0;-0.5;1.0;0
0.5640000000000001;0.0;-0.5;1.0;0
0.5670000000000001;-1.0;0.5;1.0;0
0.5700000000000001;-1.0;0.5;1.0;0
0.5730000000000001;0.0;-0.5;1.0;0
0.5760000000000001;1.0;-0.5;1.0;0
0.5790000000000001;-0.0;-0.5;1.0;0
0.5820000000000001;-0.0;-0.5;1.0;0
0.5850000000000001;-1.0;0.5;1.0;0
0.5880000000000001;-1.0;0.5;1.0;0
0.5910000000000001;-0.0;-0.5;1.0;0
0.5940000000000001;0.0;-0.5;0.0;0
0.597;-1.0;0.5;0.0;0
0.6;-1.0;0.5;0.0;0
0.603;0.0;-0.5;0.0;0
0.606;0.0;-0.5;0.0;0
0.609;-0.0;-0.5;0.0;0
0.612;-0.0;-0.5;0.0;0
0.615;-1.0;0.5;0.0;0
0.618;-1.0;0.5;0.0;0
0.621;-0.0;-0.5;0.0;0
0.624;-0.0;-0.5;0.0;0
0.627;-1.0;0.5;-1.0;0
0.63;-1.0;0.5;-1.0;0
0.633;0.0;-0.5;-1.0;0
0.636;0.0;-0.5;-1.0;0
0.639;-0.0;-0.5;-1.0;0
0.642;-0.0;-0.5;-1.0;0
0.645;-1.0;0.5;-1.0;0
0.648;-1.0;0.5;-1.0;0
0.651;-0.0;-0.5;-1.0;0
0.654;-0.0;-0.5;-1.0;0
0.657;-1.0;0.5;-1.0;0
0.66;-1.0;0.5;0.0;0
0.663;0.0;-0.5;0.0;0
0.666;0.0;-0.5;0.0;0
0.669;-0.0;-0.5;0.0;0
0.672;-0.0;-0.5;0.0;0
0.675;-1.0;0.5;0.0;0
0.678;-1.0;0.5;0.0;0
0.681;-0.0;-0.5;0.0;0
0.684;-0.0;-0.5;0.0;0
0.687;-1.0;0.5;0.0;0
0.6900000000000001;-1.0;0.5;0.0;0
0.6930000000000001;0.0;-0.5;1.0;0
0.6960000000000001;0.0;-0.5;1.0;0
0.6990000000000001;-0.0;-0.5;1.0;0
0.7020000000000001;-0.0;-0.5;1.0;0
0.7050000000000001;-1.0;0.5;1.0;0
0.7080000000000001;-1.0;0.5;1.0;0
0.7110000000000001;-0.0;-0.5;1.0;0
0.7140000000000001;0.0;-0.5;1.0;0
0.7170000000000001;-1.0;0.5;1.0;0
0.7200000000000001;-1.0;0.5;1.0;0
0.7230000000000001;0.0;-0.5;1.0;0
0.7260000000000001;0.0;-0.5;0.0;0
0.729;-0.0;-0.5;0.0;0
0.732;-0.0;-0.5;0.0;0
0.735;-1.0;0.5;0.0;0
0.738;-1.0;0.5;0.0;0
0.741;-0.0;-0.5;0.0;0
0.744;0.0;-0.5;0.0;0
0.747;-1.0;0.5;0.0;0
0.75;-1.0;0.5;0.0;0
0.753;0.0;-0.5;0.0;0
0.756;1.0;-0.5;0.0;0
0.759;-0.0;-0.5;-1.0;0
0.762;-0.0;-0.5;-1.0;0
0.765;-1.0;0.5;-1.0;0
0.768;-1.0;0.5;-1.0;0
0.771;0.0;-0.5;-1.0;0
0.774;0.0;-0.5;-1.0;0
0.777;-0.0;-0.5;-1.0;0
0.78;-0.0;-0.5;-1.0;0
0.783;-1.0;0.5;-1.0;0
0.786;-1.0;0.5;-1.0;0
0.789;-0.0;-0.5;-1.0;0
0.792;-0.0;-0.5;0.0;0
0.795;-1.0;0.5;0.0;0
0.798;-1.0;0.5;0.0;0
0.801;0.0;-0.5;0.0;0
0.804;0.0;-0.5;0.0;0
0.807;-0.0;-0.5;0.0;0
