
0.129;145.0;-5.0;0;None
0.129;145.0;-5.0;0;None
0.159;60.0;-8.0;0;None
0.225;-133.0;-9.0;0;None
0.258;-203.0;-7.0;0;None
0.258;-203.0;-7.0;0;None
0.29100000000000004;-246.0;-5.0;0;None
0.324;-264.0;-2.0;0;None
0.333;-265.0;0.0;0;None
0.333;-265.0;0.0;0;None
0.387;-236.0;2.0;0;None
0.41100000000000003;-202.0;4.0;0;None
0.465;-81.0;8.0;0;None
0.465;-81.0;8.0;0;None
0.513;56.0;8.0;0;None
0.513;56.0;8.0;0;None
0.555;157.0;8.0;0;None
0.618;235.0;4.0;0;None
0.651;238.0;1.0;0;None
0.651;238.0;1.0;0;None
0.675;225.0;-1.0;0;None
0.675;225.0;-1.0;0;None
0.6990000000000001;199.0;-4.0;0;None
0.735;135.0;-6.0;0;None
0.735;135.0;-6.0;0;None
0.78;23.0;-8.0;0;None
0.792;-10.0;-8.0;0;None
0.792;-10.0;-8.0;0;None
0.8490000000000001;-146.0;-7.0;0;None
0.861;-166.0;-5.0;0;None
0.879;-191.0;-5.0;0;None
0.879;-191.0;-5.0;0;None
0.936;-218.0;-1.0;0;None
0.9630000000000001;-204.0;2.0;0;None
0.999;-159.0;4.0;0;None
0.999;-159.0;4.0;0;None
1.0230000000000001;-113.0;7.0;0;None
1.062;-21.0;7.0;0;None
1.062;-21.0;7.0;0;None
1.107;89.0;8.0;0;None
1.116;109.0;8.0;0;None
1.167;185.0;4.0;0;None
1.167;185.0;4.0;0;None
1.2990000000000002;99.0;-6.0;0;None
1.3110000000000002;73.0;-6.0;0;None
1.347;-11.0;-7.0;0;None
1.3920000000000001;-109.0;-6.0;0;None
1.4520000000000002;-181.0;-2.0;0;None
1.4520000000000002;-181.0;-2.0;0;None
1.524;-156.0;3.0;0;None
1.524;-156.0;3.0;0;None
1.56;-101.0;5.0;0;None
1.608;1.0;6.0;0;None
1.6320000000000001;53.0;7.0;0;None
1.6320000000000001;53.0;7.0;0;None
1.6560000000000001;100.0;6.0;0;None
1.689;147.0;4.0;0;None
1.725;171.0;2.0;0;None
