t;e;d;i;set

30.14;7;3169;0;0
30.144;7;3169;0;0
30.148;7;3169;0;0
30.152;7;3169;0;0
30.156;7;3169;0;0
30.16;7;3169;0;0
30.164;7;3169;0;0
30.168;7;3169;0;0
30.172;7;3169;0;0
30.176;7;3169;0;0
30.18;7;3169;0;0
30.184;7;3169;0;0
30.188;7;3169;0;0
30.192;7;3169;0;0
30.196;7;3169;0;0
30.2;7;3169;0;0
30.204;7;3169;0;0
30.208;7;3169;0;0
30.212;7;3169;0;0
30.216;7;3169;0;0
30.22;7;3169;0;0
30.224;7;3169;0;0
30.228;7;3169;0;0
30.232;7;3169;0;0
30.236;7;3169;0;0
30.24;7;3169;0;0
30.244;7;3169;0;0
30.248;7;3169;0;0
30.252;7;3169;0;0
30.256;7;3169;0;0
30.26;7;3169;0;0
30.264;7;3169;0;0
30.268;7;3169;0;0
30.272;7;3169;0;0
30.276;7;3169;0;0
30.28;7;3169;0;0
30.284;7;3169;0;0
30.288;7;3169;0;0
30.292;7;3169;0;0
30.296;7;3169;0;0
30.3;7;3169;0;0
30.304;7;3169;0;0
30.308;7;3169;0;0
30.312;7;3169;0;0
30.316;7;3169;0;0
30.32;7;3169;0;0
30.324;7;3169;0;0
30.328;7;3169;0;0
30.332;7;3169;0;0
30.336;7;3169;0;0
30.34;7;3169;0;0
30.344;7;3169;0;0
30.348;7;3169;0;0
30.352;7;3169;0;0
30.356;7;3169;0;0
30.36;7;3169;0;0
30.364;7;3169;0;0
30.368;7;3169;0;0
30.372;7;3169;0;0
30.376;7;3169;0;0
30.38;7;3169;0;0
30.384;7;3169;0;0
30.388;7;3169;0;0
30.392;7;3169;0;0
30.396;0;3168;0;0
30.399;0;3168;0;0
30.403;0;3167;0;0
30.406;0;3167;0;0
30.41;0;3167;0;0
30.413;0;3167;0;0
30.417;0;3167;0;0
30.421;0;3167;0;0
30.424;0;3167;0;0
30.428;0;3167;0;0
30.431;0;3167;0;0
30.435;0;3167;0;0
30.438;0;3167;0;0
30.442;0;3167;0;0
30.445;0;3167;0;0
30.449;0;3167;0;0
30.452;0;3167;0;0
30.456;0;3167;0;0
30.459;0;3167;0;0
30.463;0;3167;0;0
30.466;0;3167;0;0
30.47;0;3167;0;0
30.473;0;3167;0;0
30.477;0;3167;0;0
30.481;0;3167;0;0
30.484;0;3167;0;0
30.488;0;3167;0;0
30.491;0;3167;0;0
30.495;0;3167;0;0
30.498;0;3167;0;0
30.502;0;3167;0;0
30.505;0;3167;0;0
30.509;0;3167;0;0
30.513;7;3167;0;0
30.517;7;3167;0;0
30.521;7;3167;0;0
30.525;7;3167;0;0
30.529;7;3167;0;0
30.533;7;3167;0;0
30.537;7;3167;0;0
30.541;7;3167;0;0
30.545;7;3167;0;0
30.549;7;3167;0;0
30.553;7;3167;0;0
30.557;7;3167;0;0
30.561;7;3167;0;0
30.565;7;3167;0;0
30.569;7;3167;0;0
30.573;7;3167;0;0
30.577;7;3167;0;0
30.581;7;3167;0;0
30.585;7;3167;0;0
30.589;7;3167;0;0
30.593;7;3167;0;0
30.597;7;3167;0;0
30.601;7;3167;0;0
30.605;7;3167;0;0
30.609;7;3167;0;0
30.613;7;3167;0;0
30.617;7;3167;0;0
30.621;7;3167;0;0
