t;e;d;i;set

1.104;0;0;0;0
1.109;0;0;0;0
1.114;0;0;0;0
1.119;0;0;0;0
1.124;0;0;0;0
1.129;0;0;0;0
1.134;0;0;0;0
1.139;0;0;0;0
1.144;0;0;0;0
1.149;0;0;0;0
1.154;0;0;0;0
1.159;0;0;0;0
1.164;0;0;0;0
1.169;0;0;0;0
1.174;0;0;0;0
1.179;0;0;0;0
1.184;0;0;0;0
1.189;0;0;0;0
1.194;0;0;0;0
1.199;0;0;0;0
1.204;0;0;0;0
1.209;0;0;0;0
1.214;0;0;0;0
1.219;0;0;0;0
1.224;0;0;0;0
1.229;0;0;0;0
1.234;0;0;0;0
1.239;0;0;0;0
1.244;0;0;0;0
1.249;15;0;0;0
1.254;23;0;0;0
1.259;31;0;0;0
1.264;47;0;0;0
1.269;62;0;0;0
1.274;78;0;0;0
1.279;94;0;0;0
1.284;109;0;0;0
1.289;140;0;0;0
1.294;156;0;0;0
1.299;179;0;0;0
1.304;210;0;0;0
1.309;248;0;0;0
1.314;294;0;0;0
1.319;331;0;0;0
1.324;382;0;0;0
1.329;439;0;0;0
1.334;488;0;0;0
1.339;535;0;0;0
1.344;581;0;0;0
1.349;625;0;0;0
1.354;667;0;0;0
1.359;701;0;0;0
1.364;734;0;0;0
1.369;760;0;0;0
1.374;780;0;0;0
1.379;799;0;0;0
1.384;818;0;0;0
1.389;835;0;0;0
1.394;844;0;0;0
1.399;856;0;0;0
1.404;860;0;0;0
1.409;868;0;0;0
1.414;868;0;0;0
1.419;868;0;0;0
1.424;868;0;0;0
1.429;864;0;0;0
1.434;860;0;0;0
1.439;852;0;0;0
1.444;840;0;0;0
1.449;827;0;0;0
1.454;809;0;0;0
1.459;790;0;0;0
1.464;770;0;0;0
1.469;750;0;0;0
1.474;718;0;0;0
1.479;690;0;0;0
1.484;655;0;0;0
1.489;625;0;0;0
1.494;575;0;0;0
1.499;529;0;0;0
1.504;481;0;0;0
1.509;432;0;0;0
1.514;382;0;0;0
1.519;316;0;0;0
1.524;256;0;0;0
1.529;187;0;0;0
1.534;125;0;0;0
1.539;70;0;0;0
1.544;0;0;0;0
1.549;-62;0;0;0
1.554;-140;0;0;0
1.559;-202;0;0;0
1.564;-263;0;0;0
1.569;-323;0;0;0
1.574;-382;0;0;0
1.579;-439;0;0;0
1.584;-488;0;0;0
1.589;-529;0;0;0
1.594;-575;0;0;0
1.599;-612;0;0;0
1.604;-649;0;0;0
1.609;-678;0;0;0
1.614;-701;0;0;0
1.619;-728;0;0;0
1.624;-750;0;0;0
1.629;-765;0;0;0
1.634;-780;0;0;0
1.639;-794;0;0;0
1.644;-804;0;0;0
1.649;-809;0;0;0
1.654;-818;0;0;0
1.659;-818;0;0;0
1.664;-818;0;0;0
1.669;-818;0;0;0
1.674;-813;0;0;0
1.679;-804;0;0;0
1.684;-799;0;0;0
1.689;-785;0;0;0
1.694;-770;0;0;0
1.699;-755;0;0;0
1.704;-739;0;0;0
1.709;-718;0;0;0
1.714;-690;0;0;0
1.719;-667;0;0;0
1.724;-637;0;0;0
1.729;-600;0;0;0
1.734;-562;0;0;0
1.739;-522;0;0;0
1.744;-481;0;0;0
1.749;-439;0;0;0
1.754;-389;0;0;0
1.759;-338;0;0;0
1.764;-278;0;0;0
1.769;-225;0;0;0
1.774;-171;0;0;0
1.779;-117;0;0;0
1.784;-47;0;0;0
1.789;15;0;0;0
1.794;62;0;0;0
1.799;109;0;0;0
1.804;171;0;0;0
1.809;233;0;0;0
1.814;278;0;0;0
1.819;331;0;0;0
1.824;382;0;0;0
1.829;425;0;0;0
1.834;467;0;0;0
1.839;502;0;0;0
1.844;535;0;0;0
1.849;575;0;0;0
1.854;600;0;0;0
1.859;625;0;0;0
1.864;649;0;0;0
1.869;673;0;0;0
1.874;690;0;0;0
1.879;707;0;0;0
1.884;718;0;0;0
1.889;728;0;0;0
1.894;734;0;0;0
1.899;739;0;0;0
1.904;739;0;0;0
1.909;739;0;0;0
1.914;739;0;0;0
1.919;734;0;0;0
1.924;728;0;0;0
1.929;718;0;0;0
1.934;707;0;0;0
1.939;695;0;0;0
1.944;673;0;0;0
1.949;655;0;0;0
1.954;631;0;0;0
1.959;606;0;0;0
1.964;575;0;0;0
1.969;549;0;0;0
1.974;515;0;0;0
1.979;474;0;0;0
1.984;439;0;0;0
1.989;397;0;0;0
1.994;353;0;0;0
1.999;309;0;0;0
2.004;263;0;0;0
2.009;210;0;0;0
2.014;156;0;0;0
2.019;109;0;0;0
2.024;54;0;0;0
2.029;0;0;0;0
2.034;-54;0;0;0
2.039;-109;0;0;0
2.044;-164;0;0;0
2.049;-210;0;0;0
2.054;-263;0;0;0
2.059;-309;0;0;0
2.064;-353;0;0;0
2.069;-404;0;0;0
2.074;-439;0;0;0
2.079;-474;0;0;0
2.084;-509;0;0;0
2.089;-535;0;0;0
2.094;-568;0;0;0
2.099;-594;0;0;0
2.104;-612;0;0;0
2.109;-637;0;0;0
2.114;-649;0;0;0
2.119;-667;0;0;0
2.124;-673;0;0;0
2.129;-684;0;0;0
2.134;-690;0;0;0
2.139;-695;0;0;0
2.144;-695;0;0;0
2.149;-695;0;0;0
2.154;-690;0;0;0
2.159;-684;0;0;0
2.164;-673;0;0;0
2.169;-661;0;0;0
2.174;-649;0;0;0
2.179;-637;0;0;0
2.184;-619;0;0;0
2.189;-600;0;0;0
2.194;-575;0;0;0
2.199;-549;0;0;0
2.204;-522;0;0;0
2.209;-495;0;0;0
2.214;-467;0;0;0
2.219;-432;0;0;0
2.224;-397;0;0;0
2.229;-353;0;0;0
2.234;-316;0;0;0
2.239;-263;0;0;0
2.244;-225;0;0;0
2.249;-187;0;0;0
2.254;-140;0;0;0
2.259;-86;0;0;0
2.264;-31;0;0;0
2.269;15;0;0;0
2.274;54;0;0;0
2.279;101;0;0;0
2.284;140;0;0;0
2.289;195;0;0;0
2.294;233;0;0;0
2.299;271;0;0;0
2.304;316;0;0;0
2.309;353;0;0;0
2.314;389;0;0;0
2.319;418;0;0;0
2.324;446;0;0;0
2.329;474;0;0;0
2.334;502;0;0;0
2.339;522;0;0;0
2.344;549;0;0;0
2.349;562;0;0;0
2.354;575;0;0;0
2.359;587;0;0;0
2.364;600;0;0;0
2.369;612;0;0;0
2.374;619;0;0;0
2.379;619;0;0;0
2.384;625;0;0;0
2.389;619;0;0;0
2.394;612;0;0;0
2.399;612;0;0;0
2.404;600;0;0;0
2.409;594;0;0;0
2.414;575;0;0;0
2.419;562;0;0;0
2.424;549;0;0;0
2.429;522;0;0;0
2.434;502;0;0;0
2.439;481;0;0;0
2.444;453;0;0;0
2.449;425;0;0;0
2.454;397;0;0;0
2.459;368;0;0;0
2.464;331;0;0;0
2.469;294;0;0;0
2.474;256;0;0;0
2.479;210;0;0;0
2.484;171;0;0;0
2.489;140;0;0;0
