t;e;i;d;set
0.0;0.0;0.0;0.0;0
0.0;0.0;0.0;0.0;0
0.0;399.0;0.0;0.0;0
0.003;399.0;0.0;0.0;0
0.006;399.0;0.0;0.0;0
0.009000000000000001;399.0;0.0;0.0;0
0.012;399.0;0.0;0.0;0
0.015000000000000001;399.0;0.0;0.0;0
0.018000000000000002;399.0;0.0;0.0;0
0.021;399.0;0.0;0.0;0
0.024;399.0;0.0;0.0;0
0.027;399.0;0.0;0.0;0
0.030000000000000002;399.0;0.0;0.0;0
0.033;399.0;0.0;0.0;0
0.036000000000000004;399.0;0.0;0.0;0
0.039;399.0;0.0;0.0;0
0.042;399.0;0.0;0.0;0
0.045000000000000005;399.0;0.0;0.0;0
0.048;399.0;0.0;0.0;0
0.051000000000000004;399.0;0.0;0.0;0
0.054;399.0;0.0;0.0;0
0.057;399.0;0.0;0.0;0
0.060000000000000005;399.0;0.0;0.0;0
0.063;399.0;0.0;0.0;0
0.066;399.0;0.0;0.0;0
0.069;399.0;0.0;0.0;0
0.07200000000000001;399.0;0.0;0.0;0
0.075;399.0;0.0;0.0;0
0.078;399.0;0.0;0.0;0
0.081;399.0;0.0;0.0;0
0.084;399.0;0.0;0.0;0
0.08700000000000001;399.0;0.0;0.0;0
0.09000000000000001;398.0;-0.006;0.0;0
0.093;398.0;-0.012;0.0;0
0.096;398.0;-0.018000000000000002;0.0;0
0.099;398.0;-0.024;0.0;0
0.10200000000000001;398.0;-0.03;0.0;0
0.10500000000000001;398.0;-0.036;0.0;0
0.108;398.0;-0.041999999999999996;0.0;0
0.111;398.0;-0.047999999999999994;0.0;0
0.114;398.0;-0.05399999999999999;0.0;0
0.117;398.0;-0.05999999999999999;0.0;0
0.12000000000000001;398.0;-0.06599999999999999;0.0;0
0.12300000000000001;398.0;-0.072;0.0;0
0.126;398.0;-0.078;0.0;0
0.129;398.0;-0.084;0.0;0
0.132;398.0;-0.09000000000000001;0.0;0
0.135;398.0;-0.09600000000000002;0.0;0
0.138;398.0;-0.10200000000000002;0.0;0
0.14100000000000001;398.0;-0.10800000000000003;0.0;0
0.14400000000000002;397.0;-0.11700000000000002;0.0;0
0.14700000000000002;397.0;-0.12600000000000003;0.0;0
0.15;397.0;-0.13500000000000004;0.0;0
0.153;397.0;-0.14400000000000004;0.0;0
0.156;397.0;-0.15300000000000005;0.0;0
0.159;397.0;-0.16200000000000006;0.0;0
0.162;397.0;-0.17100000000000007;0.0;0
0.165;397.0;-0.18000000000000008;0.0;0
0.168;397.0;-0.18900000000000008;0.0;0
0.171;397.0;-0.1980000000000001;0.0;0
0.17400000000000002;396.0;-0.2100000000000001;0.0;0
0.17700000000000002;396.0;-0.22200000000000011;0.0;0
0.18000000000000002;396.0;-0.23400000000000012;0.0;0
0.183;396.0;-0.24600000000000014;0.0;0
0.186;396.0;-0.2580000000000001;0.0;0
0.189;396.0;-0.27000000000000013;0.0;0
0.192;396.0;-0.28200000000000014;0.0;0
0.195;395.0;-0.29700000000000015;0.0;0
0.198;395.0;-0.31200000000000017;0.0;0
0.201;395.0;-0.3270000000000002;0.0;0
0.20400000000000001;395.0;-0.3420000000000002;0.0;0
0.20700000000000002;395.0;-0.3570000000000002;0.0;0
0.21000000000000002;394.0;-0.3750000000000002;0.0;0
0.21300000000000002;394.0;-0.39300000000000024;0.0;0
0.216;394.0;-0.41100000000000025;0.0;0
0.219;394.0;-0.42900000000000027;0.0;0
0.222;394.0;-0.4470000000000003;0.0;0
0.225;393.0;-0.4680000000000003;0.0;0
0.228;393.0;-0.4890000000000003;0.0;0
0.231;393.0;-0.5;0.0;0
0.234;392.0;-0.5;0.0;0
0.23700000000000002;392.0;-0.5;0.0;0
0.24000000000000002;392.0;-0.5;0.0;0
0.24300000000000002;392.0;-0.5;0.0;0
0.24600000000000002;391.0;-0.5;0.0;0
0.249;391.0;-0.5;0.0;0
0.252;391.0;-0.5;0.0;0
0.255;390.0;-0.5;0.0;0
0.258;390.0;-0.5;0.0;0
0.261;389.0;-0.5;0.0;0
0.264;389.0;-0.5;0.0;0
0.267;389.0;-0.5;0.0;0
0.27;388.0;-0.5;0.0;0
0.273;388.0;-0.5;0.0;0
0.276;387.0;-0.5;0.0;0
0.279;387.0;-0.5;0.0;0
0.28200000000000003;386.0;-0.5;0.0;0
0.28500000000000003;386.0;-0.5;0.0;0
0.28800000000000003;385.0;-0.5;0.0;0
0.29100000000000004;384.0;-0.5;0.0;0
0.29400000000000004;384.0;-0.5;0.0;0
0.29700000000000004;383.0;-0.5;-1.0;0
0.3;382.0;-0.5;-1.0;0
0.303;382.0;-0.5;-1.0;0
0.306;381.0;-0.5;-1.0;0
0.309;380.0;-0.5;-1.0;0
0.312;379.0;-0.5;-1.0;0
0.315;379.0;-0.5;-1.0;0
0.318;378.0;-0.5;-1.0;0
0.321;377.0;-0.5;-1.0;0
0.324;376.0;-0.5;-1.0;0
0.327;375.0;-0.5;-1.0;0
0.33;374.0;-0.5;-1.0;0
0.333;373.0;-0.5;-1.0;0
0.336;372.0;-0.5;-1.0;0
0.339;371.0;-0.5;-1.0;0
0.342;369.0;-0.5;-1.0;0
0.34500000000000003;368.0;-0.5;-1.0;0
0.34800000000000003;367.0;-0.5;-1.0;0
0.35100000000000003;366.0;-0.5;-1.0;0
0.35400000000000004;364.0;-0.5;-1.0;0
0.35700000000000004;363.0;-0.5;-1.0;0
0.36000000000000004;361.0;-0.5;-1.0;0
0.36300000000000004;360.0;-0.5;-1.0;0
0.366;358.0;-0.5;-1.0;0
0.369;356.0;-0.5;-1.0;0
0.372;355.0;-0.5;-1.0;0
0.375;353.0;-0.5;-1.0;0
0.378;351.0;-0.5;-1.0;0
0.381;349.0;-0.5;-1.0;0
0.384;347.0;-0.5;-1.0;0
0.387;345.0;-0.5;-1.0;0
0.39;342.0;-0.5;-1.0;0
0.393;340.0;-0.5;-1.0;0
0.396;338.0;-0.5;-2.0;0
0.399;335.0;-0.5;-2.0;0
0.402;333.0;-0.5;-2.0;0
0.405;330.0;-0.5;-2.0;0
0.40800000000000003;327.0;-0.5;-2.0;0
0.41100000000000003;324.0;-0.5;-2.0;0
0.41400000000000003;321.0;-0.5;-2.0;0
0.41700000000000004;318.0;-0.5;-2.0;0
0.42000000000000004;315.0;-0.5;-2.0;0
0.42300000000000004;311.0;-0.5;-2.0;0
0.42600000000000005;308.0;-0.5;-2.0;0
0.42900000000000005;304.0;-0.5;-4.0;0
0.432;300.0;-0.5;-4.0;0
0.435;296.0;-0.5;-4.0;0
0.438;292.0;-0.5;-4.0;0
0.441;288.0;-0.5;-4.0;0
0.444;283.0;-0.5;-4.0;0
0.447;279.0;-0.5;-4.0;0
0.45;274.0;-0.5;-4.0;0
0.453;269.0;-0.5;-4.0;0
0.456;264.0;-0.5;-4.0;0
0.459;259.0;-0.5;-4.0;0
0.462;253.0;-0.5;-6.0;0
0.465;248.0;-0.5;-6.0;0
0.468;242.0;-0.5;-6.0;0
0.47100000000000003;236.0;-0.5;-6.0;0
0.47400000000000003;230.0;-0.5;-6.0;0
0.47700000000000004;223.0;-0.5;-6.0;0
0.48000000000000004;217.0;-0.5;-6.0;0
0.48300000000000004;210.0;-0.5;-6.0;0
0.48600000000000004;203.0;-0.5;-6.0;0
0.48900000000000005;195.0;-0.5;-6.0;0
0.49200000000000005;188.0;-0.5;-6.0;0
0.49500000000000005;180.0;-0.5;-8.0;0
0.498;173.0;-0.5;-8.0;0
0.501;165.0;-0.5;-8.0;0
0.504;156.0;-0.5;-8.0;0
0.507;148.0;-0.5;-8.0;0
0.51;139.0;-0.5;-8.0;0
0.513;131.0;-0.5;-8.0;0
0.516;122.0;-0.5;-8.0;0
0.519;113.0;-0.5;-8.0;0
0.522;103.0;-0.5;-8.0;0
0.525;94.0;-0.5;-8.0;0
0.528;84.0;-0.5;-10.0;0
0.531;75.0;-0.5;-10.0;0
0.534;65.0;-0.5;-10.0;0
0.537;55.0;-0.5;-10.0;0
0.54;45.0;-0.5;-10.0;0
0.543;35.0;-0.5;-10.0;0
0.546;25.0;-0.5;-10.0;0
0.549;15.0;-0.5;-10.0;0
0.552;5.0;-0.5;-10.0;0
0.555;-5.0;0.5;-10.0;0
0.558;-15.0;0.5;-10.0;0
0.561;-25.0;0.5;-10.0;0
0.5640000000000001;-35.0;0.5;-10.0;0
0.5670000000000001;-45.0;0.5;-10.0;0
0.5700000000000001;-54.0;0.5;-10.0;0
0.5730000000000001;-64.0;0.5;-10.0;0
0.5760000000000001;-73.0;0.5;-10.0;0
0.5790000000000001;-83.0;0.5;-10.0;0
0.5820000000000001;-92.0;0.5;-10.0;0
0.5850000000000001;-101.0;0.5;-10.0;0
0.5880000000000001;-110.0;0.5;-10.0;0
0.5910000000000001;-119.0;0.5;-10.0;0
0.5940000000000001;-128.0;0.5;-9.0;0
0.597;-136.0;0.5;-9.0;0
0.6;-144.0;0.5;-9.0;0
0.603;-152.0;0.5;-9.0;0
0.606;-160.0;0.5;-9.0;0
0.609;-167.0;0.5;-9.0;0
0.612;-175.0;0.5;-9.0;0
0.615;-182.0;0.5;-9.0;0
0.618;-189.0;0.5;-9.0;0
0.621;-196.0;0.5;-9.0;0
0.624;-202.0;0.5;-9.0;0
0.627;-208.0;0.5;-6.0;0
0.63;-214.0;0.5;-6.0;0
0.633;-220.0;0.5;-6.0;0
0.636;-226.0;0.5;-6.0;0
0.639;-231.0;0.5;-6.0;0
0.642;-236.0;0.5;-6.0;0
0.645;-241.0;0.5;-6.0;0
0.648;-246.0;0.5;-6.0;0
0.651;-250.0;0.5;-6.0;0
0.654;-254.0;0.5;-6.0;0
0.657;-259.0;0.5;-6.0;0
0.66;-262.0;0.5;-3.0;0
0.663;-266.0;0.5;-3.0;0
0.666;-270.0;0.5;-3.0;0
0.669;-273.0;0.5;-3.0;0
0.672;-276.0;0.5;-3.0;0
0.675;-279.0;0.5;-3.0;0
0.678;-282.0;0.5;-3.0;0
0.681;-285.0;0.5;-3.0;0
0.684;-287.0;0.5;-3.0;0
0.687;-289.0;0.5;-3.0;0
0.6900000000000001;-291.0;0.5;-3.0;0
0.6930000000000001;-293.0;0.5;-2.0;0
0.6960000000000001;-295.0;0.5;-2.0;0
0.6990000000000001;-297.0;0.5;-2.0;0
0.7020000000000001;-298.0;0.5;-2.0;0
0.7050000000000001;-299.0;0.5;-2.0;0
0.7080000000000001;-301.0;0.5;-2.0;0
0.7110000000000001;-302.0;0.5;-2.0;0
0.7140000000000001;-302.0;0.5;-2.0;0
0.7170000000000001;-303.0;0.5;-2.0;0
0.7200000000000001;-304.0;0.5;-2.0;0
0.7230000000000001;-304.0;0.5;-2.0;0
0.7260000000000001;-304.0;0.5;0.0;0
0.729;-304.0;0.5;0.0;0
0.732;-304.0;0.5;0.0;0
0.735;-304.0;0.5;0.0;0
0.738;-304.0;0.5;0.0;0
0.741;-303.0;0.5;0.0;0
0.744;-303.0;0.5;0.0;0
0.747;-302.0;0.5;0.0;0
0.75;-301.0;0.5;0.0;0
0.753;-300.0;0.5;0.0;0
0.756;-299.0;0.5;0.0;0
0.759;-297.0;0.5;2.0;0
0.762;-296.0;0.5;2.0;0
0.765;-294.0;0.5;2.0;0
0.768;-292.0;0.5;2.0;0
0.771;-290.0;0.5;2.0;0
0.774;-288.0;0.5;2.0;0
0.777;-286.0;0.5;2.0;0
0.78;-283.0;0.5;2.0;0
