
0.09000000000000001;228.0;-4.0;0;None
0.183;-14.0;-9.0;0;None
0.255;-198.0;-7.0;0;None
0.336;-265.0;0.0;0;None
0.41700000000000004;-192.0;4.0;0;None
0.48000000000000004;-39.0;8.0;0;None
0.48900000000000005;-13.0;8.0;0;None
0.537;118.0;8.0;0;None
0.618;235.0;4.0;0;None
0.7020000000000001;194.0;-4.0;0;None
0.765;63.0;-8.0;0;None
0.8370000000000001;-122.0;-7.0;0;None
0.93;-219.0;-1.0;0;None
1.002;-154.0;4.0;0;None
1.083;33.0;7.0;0;None
1.161;179.0;4.0;0;None
1.245;182.0;-1.0;0;None
1.3170000000000002;60.0;-6.0;0;None
1.401;-125.0;-6.0;0;None
1.494;-181.0;1.0;0;None
1.584;-53.0;6.0;0;None
1.665;115.0;6.0;0;None
1.752;169.0;-1.0;0;None
1.824;87.0;-5.0;0;None
1.893;-52.0;-6.0;0;None
1.9740000000000002;-156.0;-3.0;0;None
1.998;-160.0;-1.0;0;None
