
0.126;152.0;-5.0;0;None
0.216;-110.0;-9.0;0;None
0.24000000000000002;-168.0;-7.0;0;None
0.303;-255.0;-2.0;0;None
0.405;-212.0;4.0;0;None
0.453;-113.0;6.0;0;None
0.528;96.0;8.0;0;None
0.618;235.0;4.0;0;None
0.6900000000000001;210.0;-1.0;0;None
0.744;115.0;-6.0;0;None
0.789;-2.0;-8.0;0;None
0.8520000000000001;-151.0;-7.0;0;None
0.861;-166.0;-5.0;0;None
0.9780000000000001;-189.0;2.0;0;None
1.002;-154.0;4.0;0;None
1.0350000000000001;-87.0;7.0;0;None
1.077;18.0;7.0;0;None
1.149;165.0;5.0;0;None
1.1820000000000002;195.0;4.0;0;None
1.227;195.0;-1.0;0;None
1.272;148.0;-4.0;0;None
