
0.111;187.0;-5.0;0;None
0.14400000000000002;104.0;-8.0;0;None
0.156;69.0;-8.0;0;None
0.264;-213.0;-5.0;0;None
0.42000000000000004;-186.0;4.0;0;None
0.504;30.0;8.0;0;None
0.6;222.0;4.0;0;None
0.687;213.0;-1.0;0;None
0.759;78.0;-8.0;0;None
0.8490000000000001;-146.0;-7.0;0;None
0.9690000000000001;-198.0;2.0;0;None
0.993;-169.0;4.0;0;None
1.014;-132.0;4.0;0;None
1.083;33.0;7.0;0;None
1.179;194.0;4.0;0;None
1.185;197.0;4.0;0;None
1.197;201.0;1.0;0;None
1.266;157.0;-4.0;0;None
1.272;148.0;-4.0;0;None
1.2750000000000001;143.0;-4.0;0;None
1.347;-11.0;-7.0;0;None
1.4520000000000002;-181.0;-2.0;0;None
1.5;-178.0;1.0;0;None
1.5450000000000002;-127.0;3.0;0;None
1.584;-53.0;6.0;0;None
1.653;94.0;6.0;0;None
1.7100000000000002;165.0;4.0;0;None
1.758;167.0;-1.0;0;None
1.806;117.0;-3.0;0;None
1.8900000000000001;-47.0;-6.0;0;None
1.998;-160.0;-1.0;0;None
