tiempo;error;integral;derivada;setPoint
15831;-88;-12;-7088;1
15840;-86;-48;0;1
15849;-84;-84;0;0
15855;-83;-106;0;0
15861;-81;-128;1;0
15867;-80;-150;1;1
15873;-79;-172;1;1
15882;-77;-205;1;0
15888;-76;-226;1;0
15894;-75;-246;1;1
15900;-74;-266;1;1
15906;-73;-286;1;0
15912;-72;-306;0;0
15918;-71;-326;0;0
15927;-69;-355;1;0
15933;-68;-373;1;0
15939;-67;-391;1;0
15945;-66;-409;1;0
15951;-65;-427;1;0
15957;-64;-445;1;1
15963;-64;-463;0;0
15969;-63;-481;0;0
15975;-62;-497;0;1
15984;-60;-521;1;0
15990;-60;-537;0;1
15996;-59;-553;0;0
16005;-57;-577;1;0
16011;-57;-593;0;0
16017;-56;-609;0;0
16023;-55;-623;0;0
16029;-54;-637;1;0
16038;-53;-658;0;0
16044;-52;-672;1;0
16053;-51;-693;1;0
16062;-50;-714;0;0
16071;-49;-735;0;0
16077;-48;-748;1;0
16086;-47;-766;1;0
16095;-46;-784;1;1
16101;-46;-796;0;0
16107;-45;-808;0;0
16113;-44;-820;1;1
16119;-44;-832;0;0
16128;-43;-850;0;0
16134;-42;-862;0;0
16140;-42;-874;0;0
16146;-41;-884;0;1
16152;-40;-894;1;0
16173;-38;-929;1;0
16182;-38;-944;0;0
16203;-36;-979;0;0
16209;-35;-989;0;0
16215;-35;-999;0;0
16221;-34;-1007;0;0
16230;-33;-1019;1;0
16236;-33;-1027;0;0
16242;-33;-1035;0;0
16248;-32;-1043;0;1
16254;-32;-1051;0;1
16263;-31;-1063;0;0
16275;-30;-1079;0;0
16281;-30;-1087;0;0
16287;-29;-1095;0;0
16293;-29;-1103;0;0
16299;-28;-1111;1;0
16308;-28;-1123;0;1
16314;-27;-1130;1;1
16320;-27;-1136;0;0
16326;-27;-1142;0;0
16332;-26;-1148;0;1
16338;-26;-1154;0;0
16344;-26;-1160;0;0
16350;-25;-1166;0;0
16356;-25;-1172;0;0
16365;-24;-1181;1;0
16371;-24;-1187;0;0
16377;-24;-1193;0;0
16383;-23;-1199;0;0
16389;-23;-1205;0;0
16398;-23;-1214;0;0
16404;-22;-1220;0;1
16410;-22;-1226;0;0
16416;-22;-1232;0;1
16422;-21;-1238;1;1
16428;-21;-1244;0;0
16434;-21;-1250;0;0
16440;-20;-1255;1;0
16446;-20;-1259;0;1
16452;-20;-1263;0;0
16458;-20;-1267;0;1
16464;-19;-1271;0;1
16470;-19;-1275;0;0
16476;-19;-1279;0;1
16488;-18;-1287;0;0
16494;-18;-1291;0;0
16500;-18;-1295;0;0
16512;-17;-1303;0;2
16521;-17;-1309;0;2
16527;-17;-1313;0;0
16533;-16;-1317;1;2
16539;-16;-1321;0;0
16545;-16;-1325;0;0
16551;-16;-1329;0;1
16557;-16;-1333;0;1
16563;-15;-1337;1;0
16569;-15;-1341;0;1
16575;-15;-1345;0;0
16581;-15;-1349;0;1
16587;-15;-1353;0;0
16593;-14;-1357;1;0
16599;-14;-1361;0;2
16605;-14;-1365;0;0
16611;-14;-1369;0;1
16617;-14;-1373;0;1
16623;-13;-1376;1;0
16629;-13;-1378;0;0
16635;-13;-1380;0;0
16641;-13;-1382;0;1
16647;-13;-1384;0;0
16656;-13;-1387;0;0
16662;-12;-1389;1;1
16668;-12;-1391;0;0
16677;-12;-1394;0;0
16689;-12;-1398;0;1
16695;-12;-1400;0;1
16701;-12;-1402;0;1
16707;-11;-1404;0;0
16713;-11;-1406;0;1
16719;-11;-1408;0;0
16725;-11;-1410;0;0
16731;-11;-1412;0;0
16737;-11;-1414;0;1
16743;-10;-1416;1;0
16749;-10;-1418;0;0
16752;-10;-1419;0;0
16758;-10;-1421;0;0
16764;-10;-1423;0;0
16770;-10;-1425;0;0
16779;-10;-1428;0;0
16785;-9;-1430;1;0
16791;-9;-1432;0;0
16797;-9;-1434;0;0
16803;-9;-1436;0;0
16854;-8;-1453;0;1
16887;-8;-1464;0;1
16893;-8;-1466;0;0
17097;-5;-1489;0;0
17103;-5;-1489;0;0
17109;-5;-1489;0;1
17115;-5;-1489;0;0
17121;-5;-1489;0;0
17127;-5;-1489;0;0
17133;-5;-1489;0;0
17151;-5;-1489;0;0
17157;-5;-1489;0;0
17163;-5;-1489;0;0
17205;-4;-1489;1;0
17211;-4;-1489;0;0
17217;-4;-1489;0;0
