tiempo;error;integral;derivada;setPoint
15048;-45;-12;-7133;0
15054;-45;-24;-7133;0
15060;45;-18;-7133;0
15066;45;-6;-7133;0
15072;45;6;-7133;0
15078;45;18;-7133;0
15084;45;30;-7133;0
15090;45;42;-7133;0
15096;45;54;88;0
15102;97;73;88;0
15108;97;99;88;0
15114;97;125;88;0
15120;149;159;99;0
15126;149;201;99;0
15132;149;243;99;0
15138;149;285;99;0
15144;149;327;99;0
15150;149;369;99;0
15156;149;411;99;0
15162;149;453;99;0
15168;201;502;99;0
15174;201;558;99;0
15180;201;614;29;0
15186;201;670;29;0
15192;201;726;29;0
15198;253;798;29;0
15204;253;870;29;0
15210;253;942;29;0
15216;253;1014;29;0
15222;253;1086;29;0
15228;253;1158;24;0
15234;253;1230;24;0
15240;253;1302;24;0
15246;253;1374;24;0
15255;253;1482;-16;0
15261;253;1554;-2;0
15267;253;1626;-2;0
15273;253;1698;-2;0
15279;253;1770;-2;0
15285;253;1842;-2;0
15291;253;1914;-2;0
15297;253;1986;-2;0
15303;253;2058;-2;0
15309;253;2130;-1;0
15315;201;2186;-54;0
15321;201;2242;-54;0
15327;201;2298;-54;0
15333;201;2354;-54;0
15339;201;2410;-54;0
15345;201;2466;-54;0
15351;149;2515;-54;0
15357;149;2557;-54;0
15363;149;2599;-54;0
15369;149;2641;-54;0
15375;149;2683;-80;0
15381;149;2725;-80;0
15387;149;2767;-80;0
15393;149;2809;-80;0
15399;149;2851;-80;0
15405;97;2885;-80;0
15411;97;2911;-64;0
15417;97;2937;-64;0
15423;97;2963;-64;0
15429;97;2989;-64;0
15435;97;3015;-64;0
15441;45;3027;-64;0
15447;45;3039;-64;0
15453;45;3051;-64;0
15459;45;3063;-64;0
15465;45;3075;-61;0
15471;45;3087;-61;0
15477;45;3099;-61;0
15483;45;3111;-61;0
15489;45;3123;-61;0
15495;45;3135;-61;0
15501;45;3147;-6;0
15507;45;3159;-1;0
15513;0;3159;-45;0
15519;0;3159;-45;0
15525;0;3159;-45;0
15531;0;3159;-45;0
15537;0;3159;-45;0
15543;-45;3153;-45;0
15549;-45;3141;-45;0
15555;-45;3129;-45;0
15561;-45;3117;-45;0
15567;-45;3105;-45;0
15573;-45;3093;-42;0
15579;-45;3081;-42;0
15585;-45;3069;-42;0
15591;-45;3057;-42;0
15597;-45;3045;-42;0
15603;-97;3019;-48;0
15609;-97;2993;-48;0
15615;-97;2967;-48;0
15621;-97;2941;-48;0
15627;-97;2915;-48;0
15633;-97;2889;-48;0
15639;-97;2863;-48;0
15645;-97;2837;-48;0
15651;-97;2811;-48;0
15657;-97;2785;-48;0
15663;-97;2759;1;0
15669;-97;2733;1;0
15675;-97;2707;1;0
15681;-97;2681;1;0
15687;-97;2655;1;0
15693;-97;2629;1;0
15699;-97;2603;1;0
15705;-97;2577;1;0
15711;-97;2551;0;0
15717;-97;2525;1;0
15723;-97;2499;0;0
15729;-97;2473;1;0
15735;-97;2447;1;0
15741;-97;2421;1;0
15747;-97;2395;1;0
15753;-97;2369;0;0
15759;-97;2343;1;0
15765;-97;2317;0;0
15771;-97;2291;1;0
15777;-97;2265;0;0
15783;-97;2239;1;0
15789;-97;2213;1;0
15795;-97;2187;1;0
15801;-97;2161;1;0
15807;-97;2135;0;0
15813;-97;2109;1;0
15819;-97;2083;0;0
15825;-97;2057;1;0
15831;-97;2031;1;0
15837;-45;2012;53;0
15843;-45;2000;53;0
15849;-45;1988;53;0
15855;-45;1976;53;0
15861;-45;1964;53;0
15867;-45;1952;53;0
15873;-45;1940;53;0
15879;-45;1928;53;0
15885;-45;1916;53;0
15891;-45;1904;53;0
15897;-45;1892;53;0
15903;-45;1880;1;0
15909;-45;1868;1;0
