tiempo;error;integral;derivada;setPoint
18648;2903;10000;-268;424
18654;2855;10000;-98;424
18660;2859;10000;-98;424
18666;2827;10000;-98;424
18672;2779;10000;-98;424
18678;2731;10000;-98;424
18684;2699;10000;-98;424
18690;2651;10000;-98;424
18693;2635;10000;-98;424
18699;2655;10000;-252;484
18705;3405;10000;-252;484
18711;3409;10000;-252;484
18717;3361;10000;-252;484
18723;3313;10000;-72;484
18729;3281;10000;-72;484
18735;3233;10000;-72;484
18741;3185;10000;-72;484
18747;3137;10000;-72;484
18753;3089;10000;-72;484
18759;3041;10000;-72;484
18765;3045;10000;-72;484
18771;2997;10000;-316;484
18777;2965;10000;-316;484
18783;2985;10000;-316;484
18789;2937;10000;-316;484
18795;2905;10000;-316;484
18801;2918;10000;-316;484
18807;2870;10000;-316;484
18813;2883;10000;-316;484
18819;2851;10000;-316;484
18825;2803;10000;-194;484
18831;2771;10000;-194;484
18837;2775;10000;-194;484
18843;2743;10000;-194;484
18849;2711;10000;-194;484
18855;2663;10000;-194;484
18861;2683;10000;-194;484
18867;2651;10000;-194;484
18873;2655;10000;-180;484
18879;2623;10000;-180;484
18885;2643;10000;-180;484
18891;2595;10000;-180;484
18897;2563;10000;-180;535
18903;3193;10000;-180;535
18909;3145;10000;-180;535
18915;3113;10000;-180;535
18921;3065;10000;-180;535
18927;3017;10000;-180;535
18933;2985;10000;-180;535
18939;2937;10000;-380;535
18945;2905;10000;-48;535
18951;2909;10000;36;535
18957;2861;10000;36;535
18963;2813;10000;36;535
18969;2713;10000;36;535
18975;2681;10000;36;535
18981;2685;10000;36;535
18987;2637;10000;36;535
18993;2589;10000;36;535
18999;2505;10000;36;535
19005;2457;10000;36;535
19011;2425;10000;-484;535
19017;2393;10000;-484;535
19023;2413;10000;-484;535
19029;2427;10000;-484;535
19035;2411;10000;-484;535
19041;2379;10000;-484;535
19047;2347;10000;-484;535
19053;2331;10000;-484;535
19059;2299;10000;-126;535
19065;2267;10000;-126;535
19071;2287;10000;-126;535
19077;2203;10000;-126;535
19083;2171;10000;-126;535
19089;2139;10000;-144;535
19095;2107;10000;-144;535
19101;2075;10000;-144;535
19107;2043;10000;-144;535
19113;2011;10000;-144;535
19119;1979;10000;-144;535
19125;1963;10000;-144;535
19131;1931;10000;-144;535
19137;1899;10000;-256;535
19143;1867;10000;-16;535
19149;1835;10000;-16;535
19155;1819;10000;-19;535
19161;1787;10000;-16;535
19164;1771;10000;-16;535
19170;1693;10000;-62;535
19176;1661;10000;-62;535
19182;1645;10000;-62;535
19188;1613;10000;-62;535
19194;1581;10000;-62;535
19200;1513;10000;-62;535
19206;1481;10000;-62;535
19212;1465;10000;-62;535
19218;1433;10000;-62;535
19224;1409;10000;-62;535
19230;1385;10000;-308;535
19236;1369;10000;-308;535
19242;1353;10000;-308;535
19248;1337;10000;-308;535
19254;1321;10000;-308;535
19260;1305;10000;-80;535
19266;1281;10000;-16;535
19272;1257;10000;-16;535
19278;1189;10000;-60;535
19284;1165;10000;-60;535
19290;1141;10000;-60;535
19296;1073;10000;-60;535
19302;1057;10000;-60;535
19308;1033;10000;-60;535
19314;1017;10000;-60;535
19320;1001;10000;-60;535
19326;985;10000;-60;535
19332;961;10000;-60;535
19338;893;10000;-296;535
19344;885;10000;-296;535
19350;877;10000;-296;535
19356;865;10000;-296;535
19362;857;10000;-296;535
19368;849;10000;-296;535
19374;841;10000;-296;535
19380;833;10000;-296;535
19386;821;10000;-296;535
19392;813;10000;-296;535
19398;805;10000;-88;535
19404;789;10000;-8;535
19410;773;10000;-8;535
19416;705;10000;-60;535
19422;697;10000;-60;535
19428;681;10000;-60;535
19434;665;10000;-60;535
19440;657;10000;-60;535
19446;641;10000;-60;535
19452;633;10000;-60;535
19458;617;10000;-60;535
19464;605;10000;-60;535
19470;548;10000;-60;535
19476;536;10000;-169;535
19482;528;10000;-169;535
19488;520;10000;-169;535
19494;512;10000;-169;535
19500;504;10000;-169;535
19506;500;10000;-169;535
19512;492;10000;-169;535
19518;484;10000;-169;535
19524;476;10000;-169;535
19530;423;10000;-113;535
19536;419;10000;-113;535
19542;411;10000;-113;535
19548;403;10000;-113;535
19554;395;10000;-113;535
19560;387;10000;-113;535
19566;379;10000;-113;535
19572;371;10000;-113;535
19578;367;10000;-113;535
19584;359;10000;-113;535
19590;351;10000;-72;535
19596;343;10000;-4;535
19602;331;10000;-8;535
19608;323;10000;-4;535
19614;315;10000;-4;535
19620;303;10000;-4;535
19626;295;10000;-4;535
19632;287;10000;-4;535
19638;275;10000;-8;535
19644;215;10000;-8;535
19650;207;10000;-8;535
19656;251;10000;-8;535
19662;243;10000;-8;535
19668;235;10000;-8;535
19674;175;10000;-8;535
19680;171;10000;-8;535
19686;163;10000;-8;535
19692;155;10000;-8;535
19698;147;10000;-8;535
19704;142;10000;-132;535
19713;137;10000;-132;535
19719;185;10000;-132;535
19725;181;10000;-132;535
19731;179;10000;36;535
19737;167;10000;36;535
19743;159;10000;36;535
19749;151;10000;36;535
19755;143;10000;36;535
19761;135;10000;36;535
19767;127;10000;36;535
19773;119;10000;36;535
19779;113;10000;-2;535
19785;109;10000;-5;535
19791;101;10000;-4;535
19797;93;10000;-4;535
19803;87;10000;-4;535
19809;81;10000;-4;535
19815;75;10000;-4;535
19821;69;10000;-4;535
19827;63;10000;-4;535
19833;59;10000;-2;535
19839;53;10000;-2;535
19845;47;10000;-2;535
19851;86;10000;43;535
19857;78;10000;43;535
19863;70;10000;43;535
19869;66;10000;43;535
19875;58;10000;43;535
19881;50;10000;43;535
19887;42;10000;43;535
19893;38;10000;43;535
19899;30;10000;43;535
19905;22;10000;43;535
19911;18;10000;-72;535
19917;14;10000;-2;535
19923;53;10000;41;535
19929;49;10000;41;535
19935;41;10000;41;535
19941;33;10000;41;535
19947;29;10000;41;535
19953;21;10000;41;535
19959;13;10000;41;535
19965;9;10000;41;535
19971;1;10000;41;535
19977;-5;10000;41;535
19983;-11;9998;-64;535
19989;-14;9995;-2;535
19998;-22;9988;-2;535
20010;-30;9974;-2;535
20016;-34;9966;-2;535
20022;-40;9956;-4;535
20028;-44;9944;-2;535
20034;-48;9932;-2;535
20040;-52;9918;-2;535
20046;-56;9903;-2;535
20055;-62;9879;-2;535
20061;-66;9861;-2;535
20067;-70;9842;-2;535
20073;-74;9822;-1;535
20079;-76;9802;-2;535
20085;-80;9780;-2;535
20091;-84;9757;-2;535
20097;-88;9733;-2;535
20103;-90;9709;-1;535
20109;-44;9698;50;535
20115;-50;9685;50;535
20121;-54;9671;50;535
20127;-112;9640;50;535
20133;-116;9608;50;535
20139;-120;9575;50;535
20145;-124;9541;50;535
20154;-132;9487;50;535
20160;-136;9449;50;535
20166;-140;9410;-100;535
20172;-88;9386;-100;535
20178;-88;9362;-100;535
20184;-141;9330;-100;535
20190;-141;9290;-1;535
20196;-144;9250;-1;535
20202;-146;9210;-1;535
20211;-150;9147;-1;535
20217;-152;9105;-1;535
20223;-154;9062;-1;535
20229;-156;9018;-1;535
20235;-158;8974;-1;535
20241;-160;8930;-1;535
20247;-162;8884;-1;535
20253;-164;8838;-1;535
20259;-166;8792;-1;535
20265;-168;8745;-1;535
20271;-170;8697;-1;535
20277;-171;8649;-1;535
20283;-173;8601;-1;535
20289;-175;8552;-1;535
20295;-176;8502;0;535
20301;-178;8452;-1;535
20307;-179;8402;0;535
20313;-181;8352;-1;535
20319;-182;8300;0;535
20325;-184;8248;-1;535
20331;-185;8196;-1;535
20337;-186;8144;0;535
20346;-188;8066;0;535
20352;-189;8012;0;535
20358;-190;7958;0;535
20364;-192;7904;-1;535
20370;-193;7850;-1;535
20376;-194;7796;-1;535
20382;-195;7742;-1;535
20388;-195;7688;0;535
20394;-196;7632;0;535
20400;-197;7576;0;535
20406;-198;7520;0;535
20412;-199;7464;-1;535
20418;-199;7408;0;535
20424;-200;7352;0;535
20433;-246;7254;-46;535
20439;-244;7185;-46;535
20445;-243;7117;-46;535
20451;-241;7049;-46;535
20457;-240;6981;-46;535
20463;-238;6913;-46;535
20469;-237;6846;-46;535
20475;-235;6780;-46;535
20481;-234;6714;-46;535
20487;-232;6648;-46;535
20493;-231;6582;15;535
20499;-231;6516;22;535
20505;-231;6450;20;535
20511;-232;6384;-1;535
20517;-232;6318;-1;535
20523;-232;6252;-1;535
20529;-231;6186;1;535
20535;-231;6120;0;535
20541;-230;6055;1;535
20547;-230;5991;0;535
20553;-229;5927;1;535
20559;-229;5863;0;535
20565;-228;5799;1;535
20571;-228;5735;0;535
20577;-227;5671;0;535
20583;-227;5607;0;535
20589;-226;5543;0;535
20595;-269;5467;-45;535
20601;-267;5391;-45;535
20607;-264;5317;-45;535
20613;-261;5243;-45;535
20619;-214;5176;-45;535
20625;-212;5116;-45;535
20631;-210;5056;-45;535
20637;-208;4998;-45;535
20643;-206;4940;-45;535
20649;-249;4870;-45;535
20658;-247;4765;24;535
20664;-203;4708;24;535
20670;-203;4650;24;535
20676;-203;4592;24;535
20682;-203;4534;24;535
20688;-203;4476;24;535
20694;-247;4406;24;535
20703;-246;4301;24;535
20709;-245;4231;2;535
20715;-243;4163;2;535
20721;-242;4095;2;535
20727;-240;4027;2;535
20733;-239;3959;2;535
20739;-237;3892;2;535
20745;-236;3826;2;535
20751;-234;3760;11;535
20757;-233;3694;1;535
20763;-231;3628;1;535
20769;-229;3564;1;535
20775;-183;3506;45;535
20781;-183;3454;45;535
20787;-183;3402;45;535
20793;-184;3350;45;535
20799;-229;3286;45;535
20805;-228;3222;45;535
20811;-228;3158;45;535
20817;-227;3094;45;535
20823;-227;3030;45;535
20829;-226;2966;45;535
20835;-226;2902;-43;535
20841;-222;2839;-43;535
20847;-219;2777;-43;535
20853;-216;2716;-43;535
20859;-214;2656;1;535
20865;-168;2608;46;535
20871;-168;2560;46;535
20877;-168;2512;46;535
20883;-168;2464;46;535
20889;-168;2416;46;535
20895;-168;2368;46;535
20901;-168;2320;46;535
20907;-168;2272;46;535
20913;-168;2224;46;535
20919;-168;2176;46;535
20925;-167;2130;1;535
20931;-165;2084;1;535
20937;-164;2038;1;535
20943;-162;1992;1;535
20949;-161;1946;1;535
20955;-160;1902;1;535
20961;-158;1858;1;535
20967;-157;1814;0;535
20973;-155;1770;1;535
20979;-154;1726;1;535
20985;-152;1684;1;535
20991;-151;1642;1;535
20997;-150;1600;0;535
21003;-148;1558;1;535
21009;-147;1516;0;535
21015;-145;1476;1;535
21021;-144;1436;0;535
21027;-142;1396;1;535
21033;-141;1356;1;535
21039;-139;1317;1;535
21045;-138;1279;1;535
21051;-137;1241;0;535
21057;-135;1203;1;535
21063;-134;1165;0;535
21069;-132;1128;1;535
21075;-131;1092;1;535
21081;-129;1056;1;535
21087;-128;1020;1;535
21093;-127;984;0;535
21099;-125;949;1;535
21105;-124;915;1;535
21111;-122;881;1;535
21117;-121;847;1;535
21123;-120;813;0;535
21129;-118;780;1;535
21135;-117;748;1;535
21141;-115;716;0;535
21147;-114;684;1;535
21153;-113;652;0;535
21159;-111;621;1;535
21165;-110;591;1;535
21171;-109;561;0;535
21177;-107;531;1;535
21183;-106;501;1;535
21189;-105;471;0;535
21195;-103;443;1;535
21201;-102;415;1;535
21207;-101;387;0;535
21213;-99;359;1;535
21219;-98;331;1;535
21225;-97;304;1;535
21231;-96;278;0;535
21237;-94;252;1;535
21243;-93;226;1;535
21249;-92;200;0;535
21255;-91;174;0;535
21261;-89;150;1;535
21267;-88;126;1;535
21273;-87;102;0;535
21279;-86;78;0;535
21288;-84;42;0;535
21294;-83;20;0;535
21300;-81;-2;1;535
21306;-80;-24;1;535
21312;-79;-46;1;535
21318;-78;-68;0;535
21324;-77;-90;0;535
21330;-76;-110;0;535
21336;-74;-130;1;535
21342;-73;-150;1;535
21348;-72;-170;1;535
21354;-71;-190;1;535
21360;-70;-210;1;535
21366;-69;-228;0;535
21372;-68;-246;0;535
21378;-67;-264;0;535
21384;-66;-282;0;535
21390;-65;-300;0;535
21396;-63;-318;1;535
21402;-62;-335;1;535
21408;-61;-351;1;535
21414;-60;-367;1;535
21420;-59;-383;1;535
21426;-58;-399;1;535
21432;-57;-415;1;535
21438;-56;-431;1;535
21444;-55;-446;1;535
21450;-54;-460;1;535
21456;-53;-474;1;535
21462;-52;-488;1;535
21468;-51;-502;1;535
21474;-50;-516;1;535
21480;-49;-530;1;535
21486;-48;-543;1;535
21492;-47;-555;1;535
21498;-47;-567;0;535
21504;-46;-579;0;535
21510;-90;-597;1;535
21516;-88;-621;1;535
21522;-86;-645;1;535
21525;-86;-657;1;535
21531;-84;-681;1;535
21537;-38;-697;1;535
21543;-37;-707;1;535
21549;-36;-717;1;535
21555;-35;-727;1;535
21561;-35;-737;1;535
21567;-78;-759;-33;535
21573;-75;-780;-33;535
21579;-73;-800;-33;535
21588;-70;-823;-33;535
21594;-68;-841;-33;535
21600;-21;-847;-33;535
21606;-19;-851;-33;535
21612;-17;-855;-33;535
21618;-16;-859;-33;535
21624;-14;-863;64;535
21630;-15;-867;64;535
21636;-16;-871;64;535
21642;-17;-875;64;535
21648;-19;-879;64;535
21654;-20;-883;64;535
21660;-21;-889;-10;535
21666;-65;-900;-45;535
21672;-62;-917;-45;535
21678;-59;-933;-45;535
21684;-57;-949;-45;535
21690;-54;-963;-45;535
21696;-52;-977;-45;535
21702;-4;-977;-45;535
21708;-3;-977;-45;535
21714;-1;-977;-45;535
21720;1;-977;-45;535
21726;3;-977;68;535
21732;2;-977;68;535
21738;0;-977;68;535
21744;-1;-977;68;535
21750;-3;-977;68;535
21756;-4;-977;68;535
21762;-5;-977;-12;535
21768;-49;-984;-45;535
21774;-46;-996;-45;535
21780;-44;-1008;-45;535
21786;-41;-1019;-45;535
21792;6;-1024;-45;535
21798;8;-1022;-45;535
21804;9;-1020;-45;535
21810;11;-1018;-45;535
21816;13;-1016;-45;535
21822;14;-1012;-45;535
21828;16;-1008;65;535
21834;15;-1004;65;535
21840;13;-1001;65;535
21846;12;-999;65;535
21852;10;-997;-6;535
21858;10;-995;-8;535
21864;11;-993;1;535
21870;11;-991;1;535
21876;11;-989;1;535
21882;12;-987;1;535
21888;-31;-995;-45;535
21894;-29;-1003;-45;535
21900;18;-999;-45;535
21906;19;-995;-45;535
21912;21;-990;-45;535
21918;22;-984;-45;535
21924;24;-978;-45;535
21930;25;-972;-45;535
21936;26;-966;-45;535
21942;28;-959;-45;535
21948;29;-951;62;535
21954;27;-944;62;535
21960;26;-938;-4;535
21966;26;-932;-4;535
21972;26;-926;-3;535
21978;26;-920;-3;535
21984;26;-914;-3;535
21990;26;-908;-3;535
21996;27;-902;1;535
22002;27;-896;0;535
22008;27;-890;0;535
22014;27;-884;0;535
22020;27;-878;0;535
22026;27;-872;0;535
22032;27;-866;0;535
22038;27;-860;0;535
22044;27;-854;0;535
22050;27;-848;0;535
22059;27;-839;0;535
22065;27;-833;0;535
22071;27;-827;0;535
22077;27;-821;0;535
22083;27;-815;0;535
22089;27;-809;0;535
22095;27;-803;0;535
22101;27;-797;0;535
22107;27;-791;0;535
22113;27;-785;0;535
22119;26;-779;0;535
22125;26;-773;0;535
22131;26;-767;0;535
22137;26;-761;0;535
22143;26;-755;0;535
22149;26;-749;0;535
22158;26;-740;0;535
22164;26;-734;0;535
22170;26;-728;0;535
22176;26;-722;0;535
22182;26;-716;0;535
22188;26;-710;0;535
22194;26;-704;0;535
22200;26;-698;0;535
22206;26;-692;0;535
22212;26;-686;0;535
22218;26;-680;0;535
22224;26;-674;0;535
22230;26;-668;0;535
22236;25;-662;-1;535
22242;25;-656;0;535
22248;25;-650;0;535
22254;25;-644;0;535
22260;25;-638;0;535
22266;25;-632;0;535
22272;25;-626;0;535
22278;25;-620;0;535
22284;25;-614;0;535
22290;25;-608;0;535
22296;25;-602;0;535
22302;24;-596;-1;535
22308;24;-590;0;535
22314;25;-590;-45;535
22320;26;-584;-45;535
22326;28;-577;-45;535
22332;29;-569;-45;535
22338;30;-561;-45;535
22344;31;-553;-45;535
22350;32;-545;-45;535
22356;33;-537;-45;535
22362;34;-529;-45;535
22368;35;-519;-45;535
22374;36;-509;89;535
22380;34;-501;-2;535
22386;34;-493;-2;535
22392;34;-485;-2;535
22398;34;-477;-2;535
22404;33;-469;-1;535
22410;33;-461;-1;535
22416;33;-453;0;535
22422;33;-445;0;535
22428;32;-437;0;535
22434;32;-429;0;535
22440;32;-421;0;535
22446;32;-413;0;535
22452;31;-405;0;535
22458;31;-397;0;535
22464;31;-389;0;535
22470;30;-381;-1;535
22476;30;-373;0;535
22482;30;-365;0;535
22488;30;-357;0;535
22494;29;-349;0;535
22500;29;-341;0;535
22506;29;-333;0;535
22512;29;-325;0;535
22518;28;-317;0;535
22524;28;-309;0;535
22530;28;-301;0;535
22539;27;-291;0;535
22545;27;-285;0;535
22551;27;-279;0;535
22557;26;-273;0;535
22563;26;-267;0;535
22569;26;-261;0;535
22575;26;-255;0;535
22581;25;-249;0;535
22587;25;-243;0;535
22593;25;-237;0;535
22599;25;-231;0;535
22605;24;-225;0;535
22611;24;-219;0;535
22617;24;-213;0;535
22623;24;-207;0;535
22629;23;-201;0;535
22635;23;-195;0;535
22641;23;-189;0;535
22647;23;-183;0;535
22653;22;-177;0;535
22659;22;-171;0;535
22665;22;-165;0;535
22671;22;-159;0;535
22677;21;-153;0;535
22683;21;-147;0;535
22689;21;-141;0;535
22695;21;-135;0;535
22701;20;-131;0;535
22707;20;-127;0;535
22713;20;-123;0;535
22719;20;-119;0;535
22725;19;-115;0;535
22731;19;-111;0;535
22737;19;-107;0;535
22743;19;-103;0;535
22749;19;-99;0;535
22755;18;-95;0;535
22761;18;-91;0;535
22767;18;-87;0;535
22773;18;-83;0;535
22779;17;-79;0;535
22785;17;-75;0;535
22791;17;-71;0;535
22797;17;-67;0;535
22803;16;-63;0;535
22809;16;-59;0;535
22815;16;-55;0;535
22821;16;-51;0;535
22827;16;-47;0;535
22833;15;-43;0;535
22836;15;-41;0;535
22842;15;-37;0;535
22848;15;-33;0;535
22854;15;-29;0;535
22860;14;-25;-1;535
22866;14;-21;0;535
22872;14;-17;0;535
22878;14;-13;0;535
22884;14;-9;0;535
22890;13;-6;-1;535
22896;13;-4;0;535
22902;13;-2;0;535
22908;13;0;0;535
22914;13;2;0;535
22920;13;4;0;535
22926;13;6;0;535
22932;12;8;0;535
22938;12;10;0;535
22944;12;12;0;535
22953;12;15;0;535
22959;12;17;0;535
22965;12;19;0;535
22971;11;21;0;535
22977;11;23;0;535
22983;11;25;0;535
22989;11;27;0;535
22992;11;28;0;535
22998;11;30;0;535
23004;11;32;0;535
23010;10;34;-1;535
