tiempo;error;integral;derivada;setPoint
11316;391;4884;-47;51
11322;387;4994;-47;51
11328;383;5103;-47;51
11334;379;5211;-2;51
11340;373;5317;-2;51
11346;367;5422;-4;51
11352;1054;5624;-2;103
11358;1038;5921;-8;103
11364;1022;6214;-8;103
11370;954;6487;-60;103
11376;942;6756;-60;103
11382;930;7022;-60;103
11388;866;7269;-60;103
11394;858;7514;-60;103
11400;846;7755;-60;103
11406;830;7993;-60;103
11412;822;8228;-60;103
11418;810;8459;-60;103
11424;802;8688;-60;103
11430;794;8914;-168;103
11436;786;9138;-168;103
11442;778;9360;-168;103
11448;770;9580;-4;103
11454;758;9796;-4;103
11460;746;10000;-8;103
11466;1590;10000;-4;167
11472;1566;10000;-8;167
11478;1542;10000;-8;167
11484;1518;10000;-8;167
11490;1450;10000;-60;167
11496;1426;10000;-60;167
11502;1358;10000;-60;167
11508;1342;10000;-60;167
11514;1318;10000;-60;167
11520;1302;10000;-60;167
11526;1286;10000;-60;167
11532;1270;10000;-60;167
11538;1254;10000;-60;167
11544;1238;10000;-60;167
11550;1218;10000;-228;167
11556;1206;10000;-228;167
11562;1194;10000;-36;167
11568;1178;10000;-8;167
11574;1162;10000;-8;167
11580;1146;10000;-8;167
11586;1130;10000;-8;167
11592;1114;10000;-8;167
11598;1098;10000;-8;167
11604;1082;10000;-8;167
11610;1066;10000;-8;167
11616;1050;10000;-8;167
11622;1034;10000;-8;167
11628;1018;10000;-8;167
11634;1002;10000;-8;167
11640;994;10000;-8;167
11646;1030;10000;44;167
11652;1684;10000;44;218
11658;1668;10000;44;218
11664;1688;10000;44;218
11670;1620;10000;44;218
11676;1588;10000;44;218
11682;1564;10000;44;218
11688;1540;10000;44;218
11694;1516;10000;44;218
11700;1492;10000;44;218
11706;1476;10000;-232;218
11712;1460;10000;-232;218
11718;1496;10000;-232;218
11724;1480;10000;-232;218
11730;1464;10000;-12;218
11736;1440;10000;-12;218
11742;1424;10000;-12;269
11748;2070;10000;-12;269
11754;2054;10000;-12;269
11760;2022;10000;-12;269
11766;1990;10000;-12;269
11772;1958;10000;-12;269
11778;1942;10000;-208;269
11784;1910;10000;-16;269
11790;1894;10000;-16;269
11796;1914;10000;36;269
11802;2561;10000;36;320
11808;2529;10000;36;320
11814;2445;10000;36;320
11820;2397;10000;36;320
11826;2365;10000;36;320
11832;2333;10000;36;320
11838;2301;10000;36;320
11844;2269;10000;36;320
11850;2237;10000;36;320
11856;2883;10000;-388;371
11862;2851;10000;-388;371
11868;2887;10000;-388;371
11874;2855;10000;-44;371
11880;2755;10000;-44;371
11886;2723;10000;-44;371
11892;2675;10000;-44;371
11898;3401;10000;-44;428
11904;3353;10000;-44;428
11910;3305;10000;-44;428
11916;3257;10000;-44;428
11922;3225;10000;-44;428
11928;3177;10000;-436;428
11934;3145;10000;-436;428
11940;3097;10000;-32;428
11946;3065;10000;-16;428
11952;2965;10000;-68;428
11958;2917;10000;-68;428
11964;2937;10000;-68;428
11970;2889;10000;-68;428
11976;3549;10000;-68;480
11982;3501;10000;-68;480
11988;3453;10000;-68;480
11994;3405;10000;-68;480
12000;3357;10000;-68;480
12006;3257;10000;-68;480
12012;3225;10000;-432;480
12018;3193;10000;-432;480
12024;3213;10000;-432;480
12030;3181;10000;-432;480
12036;3133;10000;-432;480
12042;3779;10000;-432;531
12048;3747;10000;-432;531
12054;3699;10000;-432;531
12060;3651;10000;-432;531
12066;3619;10000;-284;531
12072;3571;10000;-284;531
12078;3539;10000;-284;531
12084;3491;10000;-128;531
12090;3443;10000;-16;531
12096;3395;10000;-16;531
12102;3347;10000;-16;589
12108;4070;10000;-32;589
12114;4022;10000;-32;589
12120;3974;10000;-32;589
12126;3926;10000;-32;589
12132;3878;10000;-32;589
12138;3846;10000;-16;589
12144;3798;10000;-16;589
12150;3750;10000;-16;589
12156;3702;10000;-16;589
12162;3654;10000;-16;589
12168;3606;10000;-16;589
12174;3610;10000;36;589
12180;4241;10000;36;640
12186;4193;10000;36;640
12192;4145;10000;36;640
12198;4097;10000;36;640
12204;4049;10000;36;640
12210;4001;10000;36;640
12216;3953;10000;36;640
12222;3921;10000;36;640
12228;3873;10000;36;640
12234;3825;10000;-464;640
12240;3829;10000;36;640
12246;4459;10000;36;691
12252;4411;10000;36;691
12258;4363;10000;36;691
12264;4315;10000;36;691
12270;4267;10000;36;691
12276;4235;10000;36;691
12282;4187;10000;36;745
12288;4857;10000;36;745
12294;4809;10000;36;745
12300;4761;10000;-16;745
12306;4713;10000;-16;745
12312;4710;10000;13;745
12318;4662;10000;13;745
12324;4614;10000;13;745
12330;4566;10000;13;745
12336;4518;10000;13;745
12342;4470;10000;13;745
12348;4422;10000;13;745
12354;5097;10000;13;796
12360;5065;10000;13;796
12366;5017;10000;13;796
12372;4969;10000;-435;796
12378;4921;10000;-435;796
12384;4873;10000;-435;796
12390;4825;10000;-435;796
12396;4777;10000;-435;796
12402;4729;10000;-435;796
12408;4681;10000;-435;796
12414;4633;10000;-336;796
12420;4585;10000;-32;796
12426;4537;10000;-32;796
12432;4505;10000;-16;796
12438;4457;10000;-16;796
12444;4409;10000;-16;796
12450;4361;10000;-16;796
12456;4313;10000;-16;848
12462;4957;10000;-16;848
12468;4909;10000;-16;848
12474;4861;10000;-16;848
12480;4813;10000;-32;848
12486;4765;10000;-32;848
12492;4717;10000;-32;848
12498;4669;10000;-32;848
12504;4621;10000;-32;848
12510;4573;10000;-32;848
12516;4541;10000;-16;848
12522;4493;10000;-16;848
12528;4445;10000;-16;848
12534;4397;10000;-16;848
12540;4349;10000;-16;848
12546;4301;10000;-16;848
12552;4253;10000;-32;848
12558;4205;10000;-32;848
12564;4157;10000;-32;848
12570;4109;10000;-32;848
12576;4061;10000;-32;848
12582;4013;10000;-32;848
12588;3965;10000;-32;848
12594;3933;10000;-16;848
12600;3885;10000;-16;848
12606;3837;10000;-16;848
12612;3789;10000;-16;848
12618;3741;10000;-16;848
12624;3693;10000;-16;848
12630;3645;10000;-16;848
12636;3597;10000;-32;848
12642;3549;10000;-32;848
12648;3501;10000;-32;848
12654;3453;10000;-32;848
12660;3405;10000;-32;848
12666;3357;10000;-32;848
12672;3325;10000;-16;848
12678;3277;10000;-16;848
12684;3229;10000;-16;848
12690;3181;10000;-16;848
12696;3133;10000;-16;848
12702;3085;10000;-32;848
12708;3053;10000;-16;848
12714;3005;10000;-16;848
12720;2957;10000;-32;848
12726;2925;10000;-16;848
12732;2877;10000;-16;848
12738;2845;10000;-16;848
12744;2797;10000;-16;848
12750;2765;10000;-16;848
12756;2717;10000;-16;848
12762;2685;10000;-16;848
12768;2637;10000;-32;848
12774;2605;10000;-16;848
12780;2573;10000;-16;848
12786;2541;10000;-16;906
12792;3264;10000;-16;906
12798;3216;10000;-32;906
12804;3168;10000;-32;906
12810;3136;10000;-16;906
12816;3088;10000;-16;906
12822;3040;10000;-16;906
12828;2992;10000;-32;906
12834;2960;10000;-16;906
12840;2912;10000;-32;906
12846;2880;10000;-16;906
12852;2832;10000;-32;906
12858;2800;10000;-16;906
12864;2752;10000;-32;906
12870;2720;10000;-16;906
12876;2688;10000;-16;906
12882;2640;10000;-16;906
12888;2608;10000;-16;906
12894;2576;10000;-16;906
12900;2528;10000;-16;906
12906;2496;10000;-16;906
12912;2464;10000;-16;906
12918;2432;10000;-16;906
12924;2400;10000;-16;906
12930;2368;10000;-16;906
12936;2320;10000;-16;906
12942;2288;10000;-16;906
12948;2256;10000;-16;906
12954;2224;10000;-16;906
12960;2192;10000;-16;906
12966;2176;10000;-2;906
12972;2196;10000;36;906
12978;2164;10000;36;906
12984;2132;10000;36;906
12990;2100;10000;36;906
12996;2068;10000;36;906
13002;2036;10000;36;906
13008;2004;10000;36;906
13014;1972;10000;36;906
13020;1940;10000;36;906
13026;1908;10000;36;906
13032;1892;10000;36;906
13038;1860;10000;-16;906
13044;1896;10000;52;906
13050;1864;10000;52;906
13056;1832;10000;52;906
13062;1800;10000;52;906
13068;1784;10000;52;906
13074;1752;10000;52;906
13080;1720;10000;52;906
13086;1704;10000;52;906
13092;1672;10000;52;906
13098;1656;10000;52;906
13104;1632;10000;-272;906
13110;1608;10000;-16;906
13116;1636;10000;36;906
13122;1620;10000;36;906
13128;1640;10000;36;906
13134;1624;10000;36;906
13140;1540;10000;36;906
13146;1516;10000;36;906
13152;1492;10000;36;906
13158;1468;10000;36;906
13164;1452;10000;36;906
13170;1480;10000;36;906
13176;1404;10000;-232;906
13182;1388;10000;-232;906
13188;1380;10000;-232;906
13194;1416;10000;-232;906
13200;1400;10000;-232;906
13206;1384;10000;-232;906
13212;1376;10000;-232;906
13218;1360;10000;-232;906
13224;1344;10000;-232;906
13230;1336;10000;-232;906
13236;1320;10000;-84;906
13242;1304;10000;-84;906
13248;1288;10000;-84;906
13254;1272;10000;-8;906
13260;1248;10000;-8;906
13266;1232;10000;-8;906
13272;1216;10000;-8;906
13278;1200;10000;-8;906
13284;1176;10000;-8;906
13290;1160;10000;-8;906
13296;1144;10000;-8;906
13302;1128;10000;-8;906
13308;1060;10000;-60;906
13314;1044;10000;-60;906
13320;1036;10000;-60;906
13326;1020;10000;-60;906
13332;1004;10000;-60;906
13338;996;10000;-60;906
13344;928;10000;-60;906
13350;916;10000;-60;906
13356;904;10000;-60;906
13362;892;10000;-60;906
13368;884;10000;-180;906
13374;876;10000;-180;906
13380;868;10000;-180;906
13386;860;10000;-180;906
13392;852;10000;-180;906
13398;848;10000;-180;906
13404;840;10000;-48;906
13410;828;10000;-4;906
13416;816;10000;-4;906
13422;804;10000;-4;906
13428;792;10000;-4;906
13434;780;10000;-4;906
13440;716;10000;-56;906
13446;708;10000;-56;906
13452;700;10000;-56;906
13458;692;10000;-56;906
13464;684;10000;-56;906
13470;676;10000;-56;906
13476;664;10000;-56;906
13482;656;10000;-56;906
13488;600;10000;-56;906
13494;592;10000;-56;906
13500;584;10000;-136;906
13506;580;10000;-136;906
13512;576;10000;-136;906
13518;572;10000;-136;906
13524;566;10000;-136;906
13530;562;10000;-136;906
13536;558;10000;-136;906
13542;554;10000;-136;906
13548;548;10000;-4;906
13554;540;10000;-4;906
13560;532;10000;-4;906
13566;524;10000;-4;906
13572;516;10000;-4;906
13578;465;10000;-49;906
13584;459;10000;-49;906
13590;455;10000;-49;906
13596;449;10000;-49;906
13602;443;10000;-49;906
13608;439;10000;-49;906
13614;433;10000;-49;906
13620;429;10000;-49;906
13626;380;10000;-49;906
13632;376;10000;-49;906
13638;372;10000;-93;906
13644;369;10000;-93;906
13650;367;10000;-93;906
13656;364;10000;-93;906
13662;361;10000;-93;906
13668;359;10000;-93;906
13674;356;10000;-93;906
13680;354;10000;-93;906
13686;351;10000;-2;906
13692;345;10000;-2;906
13698;339;10000;-2;906
13704;335;10000;-2;906
13710;331;10000;-2;906
13716;325;10000;-2;906
13722;321;10000;-2;906
13728;317;10000;-2;906
13734;312;10000;-56;906
13740;309;10000;-56;906
13746;306;10000;-56;906
13752;304;10000;-56;906
13758;249;10000;-56;906
13764;247;10000;-56;906
13770;245;10000;-56;906
13779;293;10000;-56;906
13785;291;10000;-56;906
13791;288;10000;27;906
13797;232;10000;27;906
13803;280;10000;27;906
13809;274;10000;27;906
13815;270;10000;27;906
13821;212;10000;27;906
13827;208;10000;27;906
13833;256;10000;27;906
13839;202;10000;-86;906
13845;202;10000;-86;906
13851;253;10000;-86;906
13857;252;10000;-86;906
13863;251;10000;-86;906
13869;249;10000;-86;906
13875;248;10000;-86;906
13881;247;10000;-86;906
13887;246;10000;-86;906
13893;245;10000;-86;906
13899;244;10000;42;906
13905;238;10000;42;906
13911;234;10000;-2;906
13917;232;10000;-2;906
13923;228;10000;-2;906
13929;224;10000;-2;906
13935;222;10000;-2;906
13941;218;10000;-2;906
13947;215;10000;-1;906
13953;212;10000;-2;906
13959;209;10000;-1;906
13965;206;10000;-1;906
13971;203;10000;-1;906
13977;200;10000;-1;906
13983;241;10000;43;906
13989;237;10000;43;906
13995;231;10000;43;906
14001;182;10000;43;906
14007;223;10000;43;906
14013;219;10000;43;906
14019;215;10000;43;906
14025;211;10000;43;906
14031;205;10000;43;906
14037;201;10000;43;906
14043;198;10000;-44;906
14049;197;10000;-44;906
14055;195;10000;-44;906
14061;194;10000;-44;906
14067;191;10000;-6;906
14073;189;10000;-6;906
14079;186;10000;-6;906
14085;184;10000;-6;906
14091;181;10000;-6;906
14097;178;10000;-6;906
14103;176;10000;-17;906
14109;174;10000;-1;906
14115;171;10000;-1;906
14121;169;10000;-1;906
14127;211;10000;44;906
14133;162;10000;44;906
14139;203;10000;44;906
14145;199;10000;44;906
14151;150;10000;44;906
14157;191;10000;44;906
14163;187;10000;44;906
14169;183;10000;44;906
14175;179;10000;44;906
14181;175;10000;44;906
14187;171;10000;-40;906
14193;170;10000;-40;906
14199;124;10000;-40;906
14205;168;10000;-40;906
14211;167;10000;-40;906
14217;164;10000;-5;906
14223;162;10000;-5;906
14229;160;10000;-5;906
14235;158;10000;-5;906
14241;156;10000;-5;906
14247;154;10000;-5;906
14253;151;10000;-5;906
14259;149;10000;-5;906
14265;148;10000;-27;906
14271;145;10000;-1;906
14277;143;10000;-1;853
14283;-563;9840;-1;853
14289;-555;9682;4;853
14295;-547;9526;4;853
14301;-539;9372;4;853
14307;-531;9221;4;853
14313;-523;9072;4;853
14319;-463;8932;56;853
14325;-457;8802;56;853
14331;-451;8673;56;853
14337;-447;8546;56;853
14343;-443;8420;56;853
14349;-437;8296;56;853
14355;-433;8173;56;853
14361;-1131;7951;56;800
14367;-1123;7631;56;800
14373;-1107;7314;56;800
14379;-1039;7009;128;800
14385;-1027;6716;128;800
14391;-1015;6426;128;800
14397;-1003;6140;128;800
14403;-991;5857;128;747
14409;-1684;5376;128;747
14415;-1660;4901;128;747
14421;-1592;4446;128;747
14427;-1516;4013;128;747
14433;-1500;3584;128;747
14439;-1484;3159;260;747
14445;-1468;2740;260;747
14451;-1452;2325;260;747
14457;-2168;1810;260;692
14463;-2144;1196;260;692
14469;-2120;589;260;692
14475;-2044;-4;260;692
14481;-2020;-582;260;692
14490;-1988;-1439;204;692
14496;-1964;-2001;204;692
14502;-2631;-2655;204;640
14508;-2553;-3386;204;640
14514;-2521;-4108;204;640
14520;-2505;-4825;204;640
14526;-2421;-5518;204;640
14532;-2389;-6202;204;640
14538;-2357;-6877;330;640
14544;-2341;-7547;330;587
14550;-3014;-8409;330;587
14556;-2982;-9263;330;587
14562;-2898;-10000;330;587
14568;-2866;-10000;330;587
14574;-2834;-10000;330;587
14580;-2802;-10000;330;587
14586;-2770;-10000;292;587
14592;-2738;-10000;292;587
14598;-2706;-10000;292;587
14604;-2674;-10000;292;530
14610;-3400;-10000;292;530
14616;-3352;-10000;292;530
14622;-3320;-10000;224;530
14628;-3220;-10000;84;530
14634;-3172;-10000;84;530
14640;-3140;-10000;84;530
14646;-3092;-10000;84;530
14652;-3060;-10000;84;530
14658;-3012;-10000;84;530
14664;-2964;-10000;84;530
14670;-2932;-10000;84;530
14676;-3592;-10000;84;478
14682;-3544;-10000;84;478
14688;-3496;-10000;416;478
14694;-3448;-10000;32;478
14700;-3400;-10000;32;478
14706;-3352;-10000;32;478
14712;-3304;-10000;68;478
14718;-3272;-10000;68;478
14724;-3968;-10000;68;426
14730;-3920;-10000;68;426
14736;-3820;-10000;68;426
14742;-3772;-10000;68;426
14748;-3724;-10000;68;426
14754;-3728;-10000;68;426
14760;-3680;-10000;68;426
14766;-3632;-10000;68;374
14772;-4275;-10000;360;374
14778;-4227;-10000;360;374
14784;-4179;-10000;360;374
14790;-4147;-10000;360;374
14796;-4151;-10000;360;374
14802;-4103;-10000;360;374
14808;-4107;-10000;360;374
14814;-4059;-10000;232;374
14820;-4729;-10000;232;320
14826;-4681;-10000;232;320
14832;-4633;-10000;232;320
14838;-4631;-10000;232;320
14844;-4583;-10000;232;320
14850;-4587;-10000;232;320
14856;-4539;-10000;232;320
14862;-4491;-10000;232;320
14868;-4443;-10000;232;320
14874;-4463;-10000;366;320
14880;-4415;-10000;366;269
14886;-5098;-10000;366;269
14892;-5050;-10000;366;269
14898;-5002;-10000;366;269
14904;-5006;-10000;366;269
14910;-4958;-10000;132;269
14916;-4962;-10000;132;269
14922;-4914;-10000;132;269
14928;-4866;-10000;132;269
14934;-4818;-10000;132;269
14940;-4815;-10000;132;269
14946;-4767;-10000;132;269
14952;-4764;-10000;132;269
14958;-4732;-10000;132;269
14964;-4720;-10000;290;269
14970;-4672;-10000;290;269
14976;-4676;-10000;290;269
14982;-4628;-10000;290;269
14988;-4580;-10000;290;218
14994;-5210;-10000;290;218
15000;-5162;-10000;290;218
15006;-5166;-10000;290;218
15012;-5118;-10000;212;218
15018;-5122;-10000;212;218
15024;-5074;-10000;212;218
15030;-5026;-10000;212;218
15036;-4994;-10000;212;218
15042;-4998;-10000;212;218
15048;-4950;-10000;212;218
15054;-4902;-10000;212;218
15060;-4900;-10000;212;218
15066;-4852;-10000;298;218
15072;-4804;-10000;298;218
15078;-4756;-10000;298;218
15084;-4708;-10000;298;218
15090;-4660;-10000;298;218
15096;-4612;-10000;298;218
15102;-4564;-10000;298;218
15108;-4516;-10000;298;218
15114;-4484;-10000;298;218
15120;-4436;-10000;416;218
15126;-4388;-10000;16;218
15132;-4340;-10000;16;218
15138;-4292;-10000;16;218
15144;-4244;-10000;16;218
15150;-4196;-10000;16;218
15156;-4148;-10000;32;218
15162;-4100;-10000;32;218
15168;-4052;-10000;32;218
15174;-4004;-10000;32;218
15180;-3956;-10000;32;218
15186;-3908;-10000;32;218
15192;-3860;-10000;32;218
15198;-3828;-10000;16;218
15204;-3780;-10000;16;218
15210;-4410;-10000;16;167
15216;-4362;-10000;16;167
15222;-4314;-10000;16;167
15228;-4266;-10000;16;167
15234;-4218;-10000;16;167
15240;-4170;-10000;32;167
15246;-4076;-10000;78;167
15252;-4028;-10000;78;167
15258;-3980;-10000;78;167
15264;-3932;-10000;78;167
15270;-3832;-10000;78;167
15276;-3800;-10000;78;167
15282;-3752;-10000;78;167
15288;-3704;-10000;78;167
15294;-3656;-10000;78;167
15300;-3556;-10000;78;167
15306;-3508;-10000;568;167
15312;-3424;-10000;568;167
15318;-3392;-10000;568;167
15324;-3412;-10000;568;167
15330;-3380;-10000;568;167
15336;-3348;-10000;568;167
15342;-3264;-10000;568;167
15348;-3232;-10000;568;167
15354;-3252;-10000;568;167
15360;-3168;-10000;568;167
15366;-3136;-10000;356;167
15372;-3104;-10000;356;167
15378;-3072;-10000;356;167
15384;-3040;-10000;356;167
15390;-3008;-10000;356;167
15396;-2976;-10000;356;167
15402;-2944;-10000;356;167
15408;-2912;-10000;356;167
15414;-2880;-10000;356;167
15420;-2848;-10000;356;167
15426;-2816;-10000;16;167
15432;-2768;-10000;16;167
15438;-2684;-10000;68;167
15444;-2636;-10000;68;167
15450;-2552;-10000;68;167
15456;-2572;-10000;68;167
15462;-2540;-10000;68;167
15468;-2456;-10000;68;167
15474;-2424;-10000;68;167
15480;-2392;-10000;68;167
15486;-2360;-10000;68;167
15492;-2328;-10000;68;167
15498;-2296;-10000;388;167
15504;-2272;-10000;388;167
15510;-2203;-10000;388;167
15516;-2179;-10000;388;167
15522;-2163;-10000;388;167
15528;-2184;-10000;388;167
15534;-2160;-10000;120;167
15540;-2144;-10000;120;167
15546;-2112;-10000;120;167
15552;-2035;-10000;120;167
15558;-2019;-10000;120;167
15564;-1987;-10000;120;167
15570;-1971;-10000;120;167
15576;-1984;-10000;120;167
15582;-1907;-10000;120;167
15588;-1891;-10000;277;167
15594;-1867;-10000;277;167
15600;-1851;-10000;277;167
15606;-1827;-10000;277;167
15612;-1811;-10000;277;167
15618;-1840;-10000;277;167
15624;-1816;-10000;277;167
15630;-1800;-10000;277;167
15636;-1784;-10000;277;167
15642;-1760;-10000;139;167
15648;-1744;-10000;139;167
15654;-1720;-10000;139;167
15660;-1696;-10000;139;167
15666;-1680;-10000;139;167
15672;-1656;-10000;139;167
15678;-1640;-10000;120;167
15684;-1616;-10000;8;167
15690;-1592;-10000;8;167
15696;-1568;-10000;8;167
15702;-1544;-10000;16;167
15708;-1520;-10000;16;167
15714;-1504;-10000;8;167
15720;-1480;-10000;8;167
15726;-1456;-10000;16;167
15732;-1440;-10000;8;167
15738;-1416;-10000;8;167
15744;-1392;-10000;16;167
15750;-1376;-10000;8;167
15756;-1352;-10000;16;167
15762;-1336;-10000;8;167
15768;-1312;-10000;16;167
15774;-1296;-10000;8;167
15780;-1280;-10000;8;167
15786;-1256;-10000;16;167
15792;-1240;-10000;8;167
15798;-1224;-10000;8;167
15804;-1208;-10000;8;167
15810;-1184;-10000;16;167
15816;-1168;-10000;8;167
15822;-1152;-10000;8;167
15828;-1136;-10000;8;167
15834;-1120;-10000;8;167
15840;-1104;-10000;8;167
15846;-1088;-10000;8;167
15852;-1124;-10000;-44;167
15858;-1108;-10000;-44;167
15864;-1084;-10000;-44;167
15870;-1068;-10000;-44;167
15876;-1052;-10000;-44;167
15882;-1036;-10000;-44;167
15888;-1020;-10000;-44;167
15894;-1004;-10000;-44;167
15900;-988;-10000;-44;167
15906;-972;-10000;-44;167
15912;-960;-10000;4;167
15918;-944;-10000;8;167
15924;-928;-10000;8;167
15930;-868;-10000;60;167
15936;-908;-10000;60;167
15942;-896;-10000;60;167
15948;-884;-10000;60;167
15954;-872;-10000;60;167
15960;-864;-10000;60;167
15966;-904;-10000;60;167
15972;-892;-10000;60;167
15978;-880;-10000;60;167
15984;-868;-10000;60;167
15990;-856;-10000;60;167
15996;-848;-10000;16;167
16002;-836;-10000;16;167
16008;-824;-10000;16;167
16014;-812;-10000;16;167
16020;-800;-10000;16;167
16026;-788;-10000;64;167
16032;-776;-10000;8;167
16038;-768;-10000;4;167
16044;-756;-10000;4;167
16050;-744;-10000;4;167
16056;-732;-10000;8;167
16062;-724;-10000;4;167
16068;-712;-10000;4;167
16074;-700;-10000;8;167
16080;-692;-10000;4;167
16086;-680;-10000;8;167
16092;-672;-10000;4;167
16098;-660;-10000;8;167
16104;-652;-10000;4;167
