tiempo;error;integral;derivada;setPoint
23010;-87;-24;1;1021
23016;-86;-48;1;1021
23022;-85;-72;1;1021
23028;-84;-96;0;1021
23034;-82;-118;0;1021
23040;-81;-140;1;1021
23046;-80;-162;1;1021
23052;-79;-184;1;1021
23058;-78;-206;0;1021
23064;-77;-228;0;1021
23070;-76;-248;0;1021
23076;-74;-268;1;1021
23082;-73;-288;1;1021
23088;-72;-308;1;1021
23094;-71;-328;1;1021
23100;-70;-348;1;1021
23106;-69;-367;1;1021
23112;-68;-385;1;1021
23118;-67;-403;1;1021
23124;-66;-421;1;1021
23130;-65;-439;1;1021
23136;-64;-457;1;1021
23142;-63;-475;1;1021
23148;-63;-493;0;1021
23154;-62;-509;0;1021
23163;-60;-533;1;1021
23169;-59;-549;1;1021
23175;-59;-565;0;1021
23181;-58;-581;0;1021
23187;-57;-597;0;1021
23193;-56;-613;0;1021
23199;-55;-628;1;1021
23205;-54;-642;1;1021
23211;-54;-656;0;1021
23217;-53;-670;0;1021
23223;-52;-684;1;1021
23229;-51;-698;1;1021
23235;-51;-712;0;1021
23241;-50;-726;0;1021
23247;-49;-740;1;1021
23253;-49;-754;0;1021
23259;-48;-766;0;1021
23265;-47;-778;0;1021
23271;-46;-790;1;1021
23277;-46;-802;0;1021
23283;-45;-814;0;1021
23289;-45;-826;0;1021
23295;-44;-838;0;1021
23301;-43;-850;1;1021
23307;-43;-862;0;1021
23313;-42;-874;0;1021
23319;-41;-885;1;1021
23325;-41;-895;0;1021
23331;-40;-905;1;1021
23337;-40;-915;0;1021
23343;-39;-925;0;1021
23349;-39;-935;0;1021
23355;-38;-945;0;1021
23361;-37;-955;1;1021
23367;-37;-965;0;1021
23373;-36;-975;1;1021
23379;-36;-985;0;1021
23385;-35;-995;1;1021
23391;-35;-1005;0;1021
23397;-34;-1014;1;1021
23403;-34;-1022;0;1021
23409;-33;-1030;1;1021
23415;-33;-1038;0;1021
23421;-32;-1046;1;1021
23427;-32;-1054;0;1021
23433;-32;-1062;0;1021
23439;-31;-1070;0;1021
23445;-31;-1078;0;1021
23451;-30;-1086;0;1021
23457;-30;-1094;0;1021
23463;-29;-1102;1;1021
23469;-29;-1110;0;1021
23475;-29;-1118;0;1021
23481;-28;-1126;0;1021
23487;-28;-1134;0;1021
23493;-27;-1141;1;1021
23499;-27;-1147;0;1021
23505;-27;-1153;0;1021
23511;-26;-1159;0;1021
23517;-26;-1165;0;1021
23523;-26;-1171;0;1021
23529;-25;-1177;0;1021
23535;-25;-1183;0;1021
23541;-24;-1189;1;1021
23547;-24;-1195;0;1021
23553;-24;-1201;0;1021
23559;-23;-1207;1;1021
23565;-23;-1213;0;1021
23571;-23;-1219;0;1021
23577;-23;-1225;0;1021
23583;-22;-1231;0;1021
23589;-22;-1237;0;1021
23595;-22;-1243;0;1021
23601;-21;-1249;0;1021
23607;-21;-1255;0;1021
23613;-21;-1261;0;1021
23619;-20;-1266;1;1021
23625;-20;-1270;0;1021
23631;-20;-1274;0;1021
23637;-20;-1278;0;1021
23643;-19;-1282;0;1021
23649;-19;-1286;0;1021
23655;-19;-1290;0;1021
23661;-19;-1294;0;1021
23667;-18;-1298;0;1021
23673;-18;-1302;0;1021
23679;-18;-1306;0;1021
23685;-18;-1310;0;1021
23691;-17;-1314;0;1021
23697;-17;-1318;0;1021
23703;-17;-1322;0;1021
23709;-17;-1326;0;1021
23715;-16;-1330;0;1021
23721;-16;-1334;0;1021
23727;-16;-1338;0;1021
23733;-16;-1342;0;1021
23739;-16;-1346;0;1021
23745;-15;-1350;0;1021
23751;-15;-1354;0;1021
23757;-15;-1358;0;1021
23763;-15;-1362;0;1021
23769;-15;-1366;0;1021
23775;-14;-1370;0;1021
23781;-14;-1374;0;1021
23787;-14;-1378;0;1021
23793;-14;-1382;0;1021
23799;-14;-1386;0;1021
23805;-13;-1388;0;1021
23811;-13;-1390;0;1021
23817;-13;-1392;0;1021
23823;-13;-1394;0;1021
23829;-13;-1396;0;1021
23835;-13;-1398;0;1021
23841;-12;-1400;1;1021
23847;-12;-1402;0;1021
23853;-12;-1404;0;1021
23859;-12;-1406;0;1021
23865;-12;-1408;0;1021
23871;-12;-1410;0;1021
23877;-12;-1412;0;1021
23883;-11;-1414;1;1021
23889;-11;-1416;0;1021
23895;-11;-1418;0;1021
23901;-11;-1420;0;1021
23907;-11;-1422;0;1021
23913;-11;-1424;0;1021
23919;-11;-1426;0;1021
23925;-10;-1428;0;1021
23931;-10;-1430;0;1021
23937;-10;-1432;0;1021
23943;-10;-1434;0;1021
23949;-10;-1436;0;1021
23955;-10;-1438;0;1021
23961;-9;-1440;1;1021
23967;-9;-1442;0;1021
