tiempo;error;integral;derivada;setPoint
7632;16;2;-16;1020
7638;64;17;-16;1020
7644;112;46;-16;1020
7650;160;88;-16;1020
7656;163;138;-16;1020
7662;211;195;-16;1020
7668;259;266;-16;1020
7674;307;350;-16;1020
7680;355;448;-16;1020
7686;351;545;-16;1020
7692;399;656;-16;1020
7698;447;773;-16;1020
7704;443;904;-629;1020
7710;491;1041;-629;1020
7716;539;1192;-629;1020
7722;587;1356;-629;1020
7728;635;1534;-629;1020
7734;683;1726;-629;1020
7740;731;1932;-629;1020
7746;779;2152;-629;1020
7752;827;2385;-629;1020
7758;875;2625;-629;1020
7764;923;2885;-480;1020
7770;971;3152;-480;1020
7776;967;3433;-480;1020
7782;1015;3720;-480;1020
7788;1079;4031;-480;1020
7794;1179;4355;-480;1020
7800;1175;4692;-480;1020
7809;1291;5228;-480;1020
7815;1339;5600;-480;1020
7821;1387;5993;-448;1020
7827;1383;6385;-448;1020
7833;1483;6805;-448;1020
7839;1531;7239;-448;1020
7845;1579;7687;-448;1020
7851;1627;8141;-448;1020
7857;1675;8617;-448;1020
7863;1723;9106;-448;1020
7869;1771;9609;-448;1020
7875;1767;10000;-500;1020
7881;1763;10000;-500;1020
7887;1759;10000;-500;1020
7893;1807;10000;-500;1020
7899;1855;10000;-500;1020
7905;1857;10000;-500;1020
7911;1905;10000;-500;1020
7917;1953;10000;-500;1020
7923;2001;10000;-500;1020
7929;2049;10000;-500;1020
7935;2045;10000;-682;1020
7941;2041;10000;-682;1020
7947;2089;10000;-682;1020
7953;2137;10000;-682;1020
7959;2133;10000;-682;1020
7965;2181;10000;-682;1020
7971;2229;10000;-682;1020
7977;2277;10000;-682;1020
7983;2325;10000;-682;1020
7989;2321;10000;-682;1020
7995;2369;10000;-620;1020
8001;2417;10000;-620;1020
8007;2465;10000;-620;1020
8013;2513;10000;-620;1020
8019;2561;10000;-620;1020
8025;2609;10000;-620;1020
8031;2657;10000;-620;1020
8037;2705;10000;-620;1020
8043;2753;10000;-620;1020
8049;2801;10000;-16;1020
8055;2849;10000;-16;1020
8061;2897;10000;-16;1020
8067;2945;10000;-16;1020
8073;2993;10000;-16;1020
8079;3041;10000;-16;1020
8088;3121;10000;-32;1020
8094;3169;10000;-32;1020
8100;3269;10000;20;1020
8106;3317;10000;20;1020
8112;3365;10000;20;1020
8118;3413;10000;20;1020
8124;3513;10000;20;1020
8130;3561;10000;20;1020
8136;3609;10000;20;1020
8142;3657;10000;20;1020
8148;3705;10000;20;1020
8154;3805;10000;20;1020
8160;3905;10000;-324;1020
8166;3953;10000;-324;1020
8172;4001;10000;-324;1020
8178;4049;10000;-324;1020
8184;4097;10000;-324;1020
8190;4145;10000;-324;1020
8196;4239;10000;-324;1020
8202;4287;10000;-324;1020
8208;4387;10000;-324;1020
8214;4435;10000;-324;1020
8220;4483;10000;-324;1020
8226;4531;10000;-398;1020
8232;4631;10000;-398;1020
8238;4731;10000;-398;1020
8244;4779;10000;-398;1020
8250;4827;10000;-398;1020
8256;4875;10000;-398;1020
