tiempo;error;tiempoDev;derivada
22146;0;3;0
22170;0;11;0
22200;0;21;0
22227;0;30;0
22254;0;39;0
22281;0;48;0
22308;0;57;0
22335;0;66;0
22362;0;75;0
22389;0;84;0
22416;0;93;0
22443;0;102;0
22473;0;112;0
22503;0;122;0
22533;0;132;0
22563;0;142;0
22590;0;151;0
22620;0;161;0
22650;0;171;0
22680;0;181;0
22710;0;191;0
22737;0;200;0
22767;0;210;0
22797;0;220;0
22827;0;230;0
22857;0;240;0
22884;0;249;0
22914;0;259;0
22944;15;4;200
22977;86;1;800
23007;187;1;1600
23043;309;1;1500
23079;397;2;400
23112;467;1;700
23145;509;3;233
23178;529;7;100
23214;522;7;-100
23250;495;3;-233
23283;439;1;-700
23319;353;1;-700
23355;256;1;-700
23394;125;1;-800
23427;0;1;-1500
23463;-133;1;-1600
23502;-248;1;-700
23541;-353;1;-700
23577;-425;2;-350
23616;-474;3;-233
23652;-488;9;-77
23691;-474;5;140
23724;-439;1;700
23760;-382;1;700
23796;-301;1;800
23832;-195;1;700
23868;-78;1;1600
23904;47;1;1600
23934;140;1;700
23970;248;1;700
24003;338;2;750
24036;397;2;400
24072;446;4;175
24105;467;7;100
24138;467;9;-77
24174;446;3;-233
24207;404;2;-350
24243;338;2;-400
24279;248;1;-800
24315;140;1;-800
24351;23;1;-1600
24387;-86;1;-800
24423;-187;1;-800
24462;-294;1;-800
24498;-360;2;-350
24537;-411;4;-175
24576;-432;9;-77
24612;-425;16;43
24648;-404;4;175
24684;-346;1;700
24720;-278;1;800
24753;-195;1;700
24792;-86;1;800
24825;15;1;1500
24858;109;1;800
24891;202;1;700
24927;278;2;350
24960;353;2;750
24993;382;5;140
25026;411;5;140
25059;418;14;50
25095;397;2;-350
25128;368;3;-233
25164;309;1;-700
25200;233;1;-800
25236;140;1;-800
25272;47;2;-750
25305;-47;1;-800
25338;-140;1;-700
25377;-233;1;-800
25416;-301;2;-350
25452;-353;2;-350
25491;-375;8;-87
25527;-382;16;-43
25563;-360;4;200
25599;-323;3;266
25635;-263;1;800
25671;-195;2;350
25707;-109;3;533
25740;-15;1;800
25773;62;2;400
25806;148;1;800
25839;218;2;400
25875;286;2;400
25908;331;3;266
25941;353;6;116
25974;368;10;80
26010;353;6;-116
26046;331;5;-140
26082;278;1;-800
26115;225;2;-400
26151;148;2;-400
26187;62;1;-800
26220;-15;1;-800
26256;-101;1;-700
26295;-179;2;-400
26334;-248;3;-233
26370;-294;3;-266
26409;-323;6;-116
26445;-331;15;-53
26481;-316;9;77
26517;-286;4;200
26553;-233;1;800
26589;-171;1;800
26622;-109;1;800
26658;-31;2;400
26691;47;1;800
26721;109;3;500
26757;179;2;400
26790;233;2;400
26823;278;2;350
26856;301;6;116
26889;316;10;70
26925;309;15;-46
26958;294;5;-140
26994;256;3;-233
27030;202;1;-800
27066;140;1;-800
27102;70;1;-800
27135;0;1;-700
27168;-62;1;-800
27207;-140;2;-350
27243;-195;2;-400
27282;-241;4;-200
27321;-271;7;-114
27357;-286;10;-80
27393;-278;12;66
27429;-256;7;100
27465;-218;3;233
27501;-164;3;233
27537;-109;2;400
27570;-39;2;400
27603;15;2;400
27636;78;2;400
27666;125;3;266
27702;179;3;266
27735;218;4;200
27768;248;5;140
27801;263;10;70
27834;263;21;33
27870;256;29;-24
27903;225;3;-266
27939;187;2;-400
27975;140;2;-400
28011;78;1;-800
28044;23;2;-400
28080;-39;2;-400
28113;-94;1;-800
28152;-148;3;-266
28188;-187;3;-266
28227;-218;5;-160
28263;-233;10;-80
28302;-233;23;-34
28338;-218;6;116
28374;-187;2;400
28410;-148;3;266
28446;-109;3;266
28479;-47;1;700
28512;0;1;700
28545;47;2;400
28575;94;2;400
28608;140;1;700
28641;171;3;233
28674;195;5;160
28710;218;6;133
28743;218;17;47
28776;218;28;28
28812;195;6;-116
28845;171;4;-200
28881;133;3;-233
28917;86;2;-400
28950;47;3;-233
28986;-7;2;-350
29019;-54;2;-350
29055;-101;3;-233
29094;-140;4;-175
29130;-164;7;-114
29169;-187;6;-133
29205;-187;18;-44
29244;-179;26;30
29280;-164;10;70
29316;-133;4;175
29352;-101;4;200
29385;-62;4;200
29421;-15;2;400
29451;23;3;266
29484;62;2;400
29514;94;3;266
29547;125;3;266
29580;148;7;114
29613;164;9;88
29646;171;13;53
29679;171;24;29
29712;164;30;-23
29748;148;9;-88
29784;125;6;-133
29820;86;4;-200
29853;47;2;-350
29886;15;3;-266
29919;-15;5;-160
29955;-54;5;-140
29991;-94;3;-266
30027;-117;7;-114
30066;-140;6;-116
30102;-140;18;-38
30141;-140;31;-22
30180;-133;39;17
30213;-117;8;100
30249;-94;5;140
30285;-62;5;160
30318;-31;4;200
30351;0;4;175
30381;31;2;400
30414;54;5;140
30444;78;5;160
30477;101;6;116
30510;117;8;100
30543;125;14;57
30576;133;21;38
30609;125;18;-44
30645;117;12;-66
30681;101;8;-100
30717;78;4;-200
30750;54;5;-160
30783;31;5;-160
30816;0;2;-350
30852;-23;6;-133
30885;-47;6;-133
30921;-70;7;-114
30957;-94;4;-200
30993;-101;12;-58
31032;-109;16;-50
31068;-101;17;47
31104;-94;16;43
31137;-78;8;100
31170;-62;7;114
31206;-39;7;114
31239;-15;3;266
31272;0;6;116
31299;15;7;114
31332;39;6;133
31362;54;8;87
31395;70;9;88
31425;78;12;66
31455;86;17;47
31488;94;17;47
31518;94;27;29
31551;86;24;-33
31584;78;17;-47
31617;62;8;-100
31653;47;7;-100
31686;31;7;-114
31719;15;8;-100
31749;0;7;-100
31782;-15;10;-80
31818;-31;10;-80
31854;-47;11;-72
31890;-54;18;-38
31926;-62;16;-50
31962;-62;28;-28
31998;-54;31;25
32031;-47;13;53
32064;-47;24;29
32097;-31;9;88
32130;-23;13;61
32163;-7;10;80
32193;0;11;63
32223;15;7;114
32256;23;13;61
32286;31;12;66
32319;47;6;133
32349;47;16;50
32382;47;27;29
32412;47;37;21
32445;47;48;16
32475;47;58;13
32508;47;69;11
32538;31;8;-100
32574;31;20;-40
32607;15;9;-88
32640;15;20;-40
32670;0;9;-77
32703;-7;14;-50
32736;-15;14;-57
32772;-15;26;-30
32808;-23;28;-28
32844;-23;40;-20
32877;-23;51;-15
32913;-23;63;-12
32949;-15;54;14
32982;-15;65;12
33015;-15;76;10
33048;-7;39;20
33081;0;20;35
33108;0;29;24
33138;7;24;29
33168;15;14;57
33201;15;25;32
33231;15;35;22
33264;15;46;17
33294;15;56;14
33327;15;67;11
33357;15;77;10
33387;15;87;9
33417;15;97;8
33447;15;107;7
33480;15;118;6
33510;15;128;6
33543;7;126;-6
33573;7;136;-5
33606;7;147;-5
33636;0;38;-18
33669;0;49;-14
33699;0;59;-11
33732;0;70;-10
33762;0;80;-8
33792;0;90;-7
33819;0;99;-7
33852;0;110;-6
33882;0;120;-5
33915;0;131;-5
33945;0;141;-4
33978;0;152;-4
34008;0;162;-4
34041;0;173;-4
34071;0;183;-3
