tiempo;error;tiempoDev;derivada
11374;0;4;0
11424;0;20;0
11474;0;37;0
11524;0;54;0
11574;0;70;0
11624;0;87;0
11674;0;104;0
11724;0;120;0
11774;0;137;0
11824;0;154;0
11874;0;170;0
11924;0;187;0
11974;0;204;0
12024;0;220;0
12074;0;237;0
12124;0;254;0
12174;0;271;0
12224;0;287;0
12274;0;304;0
12324;0;320;0
12374;0;337;0
12424;0;354;0
12474;0;370;0
12524;0;387;0
12574;0;404;0
12624;0;420;0
12674;0;437;0
12724;0;454;0
12774;0;470;0
12824;0;487;0
12874;0;504;0
12924;0;520;0
12974;0;537;0
13024;0;554;0
13074;0;570;0
13124;0;587;0
13174;0;604;0
13224;0;620;0
13274;0;637;0
13324;0;654;0
13374;0;670;0
13424;0;687;0
13474;15;16;50
13524;47;5;160
13574;86;5;160
13624;125;5;160
13674;171;3;233
13724;225;3;233
13774;301;2;350
13824;375;2;350
13874;467;1;700
13924;562;1;700
13974;637;2;300
14024;701;2;300
14074;760;2;250
14124;809;1;500
14174;844;2;200
14224;883;1;300
14274;923;2;150
14324;958;2;150
14374;979;2;100
14424;991;1;100
14474;997;4;25
14524;999;15;6
14574;999;8;-2387
14624;999;25;-764
14674;1190;34;561
14724;999;17;-1123
14774;999;33;-578
14824;999;50;-382
14874;999;66;-289
14924;999;83;-230
14974;999;100;-191
15024;999;116;-164
15074;999;133;-143
15124;999;150;-127
15174;988;1;-200
15224;935;1;-500
15274;765;1;-1500
15324;425;1;-2800
15374;7;1;-2400
15424;-432;1;-2100
15474;-750;1;-2200
15524;-917;1;-300
15574;-979;1;-200
15624;-992;4;-25
15674;-987;2;50
15724;-951;1;400
15774;-852;1;800
15824;-606;1;1900
15874;-233;1;2300
15924;218;1;2300
15974;587;1;2500
16024;827;1;900
16074;938;1;300
16124;975;2;50
16174;980;8;-25
16224;955;2;-250
16274;883;1;-400
16324;695;1;-1200
16374;389;1;-2200
16424;-23;1;-2300
16474;-425;1;-2100
16524;-707;1;-1200
16574;-880;1;-800
16624;-946;3;-200
16674;-962;7;-28
16724;-946;1;200
16774;-876;1;700
16824;-723;1;1600
16874;-439;1;2100
16924;-54;1;2400
16974;316;1;2200
17024;637;1;1200
17074;831;1;900
17124;911;1;300
17174;940;6;33
17224;929;2;-150
17274;868;1;-800
17324;723;1;-1100
17374;460;1;-2100
17424;125;1;-2300
17474;-263;1;-2200
17524;-581;1;-1900
17574;-775;1;-500
17624;-880;2;-200
17674;-917;4;-75
17724;-908;4;75
17774;-844;2;400
17824;-684;1;1700
17874;-453;1;1400
17924;-109;1;2400
17974;256;1;2300
18024;549;1;2000
18074;750;1;1100
18124;856;1;400
18174;891;6;66
18224;880;3;-100
18274;809;1;-900
18324;667;1;-1100
18374;411;1;-1400
18424;78;1;-1600
18474;-256;1;-2300
18524;-542;1;-2000
18574;-739;1;-1100
18624;-831;1;-400
18674;-864;8;-50
18724;-848;3;133
18774;-770;1;500
18824;-600;1;1200
18874;-338;1;1500
18924;-39;1;2300
18974;286;1;2300
19024;555;1;1300
19074;723;1;500
19124;818;1;500
19174;840;9;55
19224;809;1;-400
19274;712;1;-1100
19324;535;1;-1400
19374;286;1;-1500
19424;-31;1;-1600
19474;-338;1;-1500
19524;-562;1;-1300
19574;-718;1;-600
19624;-799;1;-500
19674;-804;5;100
19724;-755;1;500
19774;-631;1;600
19824;-439;1;1400
19874;-187;1;1500
19924;125;1;2400
19974;382;1;1400
20024;587;1;600
20074;712;2;250
20124;770;3;166
20174;765;18;-27
20224;695;1;-600
20274;568;1;-700
20324;346;1;-1400
20374;78;1;-1600
20424;-195;1;-1600
20474;-439;1;-1400
20524;-612;1;-1200
20574;-707;1;-600
20624;-739;6;-83
20674;-707;1;500
20724;-619;1;600
20774;-439;1;1400
20824;-218;1;1500
20874;39;1;1600
20924;294;1;1600
20974;502;1;700
21024;637;1;600
21074;701;3;200
21124;707;8;-62
21174;655;2;-300
21224;535;1;-700
21274;338;1;-1500
21324;94;1;-1500
21374;-148;1;-1500
21424;-375;1;-700
21474;-542;1;-700
21524;-637;2;-300
21574;-673;8;-75
21624;-649;3;200
21674;-562;3;433
21724;-411;1;1400
21774;-218;1;1500
21824;31;1;1600
21874;263;1;1500
21924;446;1;700
21974;575;1;700
22024;643;2;300
22074;649;7;-85
22124;594;2;-300
22174;474;1;-700
22224;309;1;-1400
22274;94;1;-1500
22324;-140;1;-1500
22374;-331;1;-800
22424;-481;1;-700
22474;-575;3;-233
22524;-612;6;-100
22574;-581;3;200
22624;-495;1;700
22674;-353;1;700
22724;-171;1;1600
22774;47;1;1600
22824;248;1;700
22874;411;1;700
22924;529;2;350
22974;587;4;150
23024;581;18;-33
23074;522;1;-700
23124;411;1;-1400
23174;248;1;-1500
23224;47;1;-1500
23274;-148;1;-800
23324;-323;1;-700
23374;-453;1;-700
23424;-529;3;-233
23474;-549;12;-58
23524;-509;1;600
23574;-425;1;700
23624;-294;1;700
23674;-109;1;800
23724;94;1;1600
23774;248;1;700
23824;397;3;500
23874;488;2;350
23924;529;7;100
23974;515;7;-100
24024;453;2;-350
24074;331;1;-700
24124;171;1;-800
24174;0;1;-1500
24224;-171;1;-700
24274;-323;1;-700
24324;-425;2;-350
24374;-481;3;-233
