tiempo;angulo;tiempoDev;derivada
21930;0;0;0
21933;0;0;0
21939;0;0;0
21945;0;0;0
21951;0;0;0
21957;0;0;0
21963;0;0;0
21969;0;0;0
21975;0;0;0
21981;0;0;0
21987;0;0;0
21996;0;0;0
22002;0;0;0
22008;0;0;0
22017;0;0;0
22023;0;0;0
22029;0;0;0
22035;0;0;0
22041;0;0;0
22044;0;0;0
22050;0;0;0
22056;0;0;0
22062;0;0;0
22068;0;0;0
22074;0;0;0
22080;0;0;0
22086;0;0;0
22095;0;0;0
22101;0;0;0
22107;0;0;0
22113;0;0;0
22119;0;0;0
22128;0;0;0
22134;0;0;0
22140;0;0;0
22152;0;0;0
22164;0;0;0
22173;0;0;0
22179;0;0;0
22185;0;0;0
22197;0;0;0
22203;0;0;0
22209;0;0;0
22218;0;0;0
22224;0;0;0
22230;0;0;0
22242;0;0;0
22248;0;0;0
22254;0;0;0
22263;0;0;0
22269;0;0;0
22275;0;0;0
22281;0;0;0
22287;0;0;0
22293;0;0;0
22299;0;0;0
22308;0;0;0
22314;0;0;0
22320;0;0;0
22326;0;0;0
22332;0;0;0
22341;0;0;0
22347;0;0;0
22353;0;0;0
22374;0;0;0
22380;0;0;0
22386;0;0;0
22392;0;0;0
22398;0;0;0
22404;0;0;0
22410;0;0;0
22416;0;0;0
22422;0;0;0
22428;0;0;0
22434;0;0;0
22437;0;0;0
22443;0;0;0
22449;0;0;0
22455;0;0;0
22461;0;0;0
22467;0;0;0
22479;0;0;0
22488;0;0;0
22494;0;0;0
22500;0;0;0
22509;0;0;0
22515;0;0;0
22521;0;0;0
22527;0;0;0
22533;0;0;0
22539;0;0;0
22545;0;0;0
22551;0;0;0
22557;0;0;0
22566;0;0;0
22572;0;0;0
22578;0;0;0
22584;0;0;0
22590;0;0;0
22599;0;0;0
22605;0;0;0
22611;0;0;0
22617;0;0;0
22623;0;0;0
22629;0;0;0
22635;0;0;0
22644;0;0;0
22650;0;0;0
22656;0;0;0
22662;0;0;0
22668;0;0;0
22677;0;0;0
22683;0;0;0
22689;0;0;0
22695;0;0;0
22701;0;0;0
22707;0;0;0
22713;0;0;0
22722;0;0;0
22728;0;0;0
22734;0;0;0
22740;0;0;0
22746;0;0;0
22752;0;0;0
22758;0;0;0
22764;0;0;0
22770;0;0;0
22779;0;0;0
22785;0;0;0
22791;0;0;0
22797;0;0;0
22803;0;0;0
22812;0;0;0
22818;0;0;0
22824;0;0;0
22830;0;0;0
22836;0;0;0
22845;0;0;0
22851;0;0;0
22857;0;0;0
22863;0;0;0
22869;0;0;0
22875;0;0;0
22881;0;0;0
22890;0;0;0
22896;0;0;0
22902;0;0;0
22908;0;0;0
22914;0;0;0
22920;0;0;0
22926;0;0;0
22932;0;0;0
22938;0;0;0
22947;0;0;0
22953;0;0;0
22959;0;0;0
22965;0;0;0
22971;0;0;0
22980;0;0;0
22992;0;0;0
22998;0;0;0
23004;0;0;0
23013;0;0;0
23019;0;0;0
23025;0;0;0
23031;0;0;0
23037;0;0;0
23043;0;0;0
23049;0;0;0
23058;0;0;0
23064;0;0;0
23070;0;0;0
23076;0;0;0
23082;0;0;0
23088;0;0;0
23094;0;0;0
23103;0;0;0
23109;0;0;0
23115;0;0;0
23121;0;0;0
23127;0;0;0
23133;0;0;0
23139;0;0;0
23148;0;0;0
23154;0;0;0
23160;0;0;0
23166;0;0;0
23172;0;0;0
23181;0;0;0
23187;0;0;0
23193;0;0;0
23199;0;0;0
23205;0;0;0
23211;0;0;0
23217;0;0;0
23226;0;0;0
23232;0;0;0
23238;0;0;0
23244;0;0;0
23250;0;0;0
23256;0;0;0
23262;0;0;0
23271;0;0;0
23277;0;0;0
23283;0;0;0
23289;0;0;0
23295;0;0;0
23301;0;0;0
23307;0;0;0
23316;0;0;0
23322;0;0;0
23328;0;0;0
23334;0;0;0
23340;0;0;0
23346;0;0;0
23352;0;0;0
23361;0;0;0
23367;0;0;0
23373;0;0;0
23379;0;0;0
23385;0;0;0
23394;0;0;0
23400;0;0;0
23406;0;0;0
23412;0;0;0
23418;0;0;0
23424;0;0;0
23430;0;0;0
23439;0;0;0
23445;0;0;0
23451;0;0;0
23457;0;0;0
23463;0;0;0
23469;0;0;0
23475;0;0;0
23484;0;0;0
23490;0;0;0
23496;0;0;0
23502;0;0;0
23508;0;0;0
23514;0;0;0
23520;0;0;0
23529;0;0;0
23535;0;0;0
23541;0;0;0
23547;0;0;0
23553;0;0;0
23559;0;0;0
23565;0;0;0
23574;0;0;0
23580;0;0;0
23586;0;0;0
23592;0;0;0
23598;0;0;0
23604;0;0;0
23610;0;0;0
23619;0;0;0
23625;0;0;0
23631;0;0;0
23637;0;0;0
23643;0;0;0
23649;0;0;0
23655;0;0;0
23664;0;0;0
23670;0;0;0
23676;0;0;0
23682;0;0;0
23688;0;0;0
23697;0;0;0
23703;0;0;0
23709;0;0;0
23715;0;0;0
23721;0;0;0
23724;0;0;0
23730;0;0;0
23736;0;0;0
23742;0;0;0
23748;0;0;0
23754;0;0;0
23760;0;0;0
23766;0;0;0
23769;0;0;0
23775;0;0;0
23784;0;0;0
23790;0;0;0
23799;0;0;0
23805;0;0;0
23811;0;0;0
23820;0;0;0
23826;0;0;0
23832;0;0;0
23838;0;0;0
23844;0;0;0
23850;0;0;0
23865;0;0;0
23871;0;0;0
23877;0;0;0
23883;0;0;0
23889;0;0;0
23898;0;0;0
23904;0;0;0
23910;0;0;0
23916;0;0;0
23922;0;0;0
23928;0;0;0
23934;0;0;0
23943;0;0;0
23949;0;0;0
23955;0;0;0
23961;0;0;0
23967;0;0;0
23973;0;0;0
23979;0;0;0
23988;0;0;0
23994;0;0;0
24000;0;0;0
24006;0;0;0
24012;0;0;0
24018;0;0;0
24024;0;0;0
24030;0;0;0
24036;0;0;0
24045;0;0;0
24051;0;0;0
24057;0;0;0
24063;0;0;0
24069;0;0;0
24078;0;0;0
24084;0;0;0
24090;0;0;0
24096;0;0;0
24102;0;0;0
24111;0;0;0
24123;0;0;0
24129;0;0;0
24135;0;0;0
24141;0;0;0
24147;0;0;0
24156;0;0;0
24162;0;0;0
24168;0;0;0
24180;0;0;0
24186;0;0;0
24192;0;0;0
24198;0;0;0
24204;0;0;0
24213;0;0;0
24219;0;0;0
24225;0;0;0
24228;0;0;0
24234;0;0;0
24240;0;0;0
24246;0;0;0
24252;0;0;0
24258;0;0;0
24264;0;0;0
24270;0;0;0
24279;0;0;0
24285;0;0;0
24291;0;0;0
24297;0;0;0
24303;0;0;0
24309;0;0;0
24315;0;0;0
24318;0;0;0
24324;0;0;0
24330;0;0;0
24336;0;0;0
24342;0;0;0
24348;0;0;0
24354;0;0;0
24360;0;0;0
24366;0;0;0
24372;0;0;0
24381;0;0;0
24387;0;0;0
24390;0;0;0
24423;0;0;0
24447;0;0;0
24456;0;0;0
24462;0;0;0
24474;0;0;0
24483;0;0;0
24492;0;0;0
24498;0;0;0
24504;0;0;0
24510;0;0;0
24516;0;0;0
24522;0;0;0
24528;0;0;0
24537;0;0;0
24543;1;24538;0
24549;1;24538;0
24555;1;24538;0
24561;1;24538;0
24567;2;24538;0
24573;2;24538;0
24585;3;42;38
24588;3;42;38
24594;3;42;38
