tiempo;angulo;tiempoDev;derivada
10926;0;0;0
10932;0;0;0
10938;0;0;0
10944;0;0;0
10950;0;0;0
10956;0;0;0
10962;0;0;0
10968;0;0;0
10974;0;0;0
10980;0;0;0
11181;0;0;0
11187;0;0;0
11193;0;0;0
11199;0;0;0
11205;0;0;0
11211;0;0;0
11217;0;0;0
11223;0;0;0
11229;0;0;0
11235;0;0;0
11241;0;0;0
11451;0;0;0
11457;0;0;0
11463;0;0;0
11469;0;0;0
11475;0;0;0
11481;0;0;0
11487;0;0;0
11493;0;0;0
11499;0;0;0
11505;0;0;0
11712;0;0;0
11718;0;0;0
11724;0;0;0
11730;0;0;0
11736;0;0;0
11742;0;0;0
11748;0;0;0
11754;0;0;0
11760;0;0;0
11766;0;0;0
11772;0;0;0
11979;0;0;0
11985;0;0;0
11991;0;0;0
11997;0;0;0
12003;0;0;0
12009;0;0;0
12015;0;0;0
12021;0;0;0
12027;0;0;0
12033;0;0;0
12240;0;0;0
12246;0;0;0
12252;0;0;0
12258;0;0;0
12264;0;0;0
12270;0;0;0
12276;0;0;0
12282;0;0;0
12288;0;0;0
12294;0;0;0
12300;0;0;0
12507;0;0;0
12513;0;0;0
12519;0;0;0
12525;0;0;0
12531;0;0;0
12537;0;0;0
12543;0;0;0
12549;0;0;0
12555;0;0;0
12561;0;0;0
12771;0;0;0
12777;0;0;0
12783;0;0;0
12789;0;0;0
12795;0;0;0
12801;0;0;0
12807;0;0;0
12813;0;0;0
12819;0;0;0
13038;0;0;0
13062;0;0;0
13080;0;0;0
13086;0;0;0
13092;0;0;0
13299;0;0;0
13305;0;0;0
13311;0;0;0
13317;0;0;0
13323;0;0;0
13329;0;0;0
13335;0;0;0
13341;0;0;0
13347;0;0;0
13353;0;0;0
13359;0;0;0
13566;0;0;0
13572;0;0;0
13578;0;0;0
13584;0;0;0
13590;0;0;0
13596;0;0;0
13602;0;0;0
13608;0;0;0
13614;0;0;0
13620;0;0;0
13827;0;0;0
13833;0;0;0
13839;0;0;0
13851;0;0;0
13857;0;0;0
13863;0;0;0
14136;0;0;0
14151;0;0;0
14652;0;0;0
14670;0;0;0
14889;0;0;0
14898;0;0;0
14901;0;0;0
14904;0;0;0
14910;0;0;0
14940;0;0;0
15168;0;0;0
15177;0;0;0
15183;0;0;0
15198;0;0;0
15204;0;0;0
15420;0;0;0
15438;0;0;0
15444;0;0;0
15450;0;0;0
15456;0;0;0
15462;0;0;0
15468;0;0;0
15474;0;0;0
15681;13;46;69
15687;13;46;69
15693;14;46;69
15699;14;46;69
15705;15;38;60
15711;15;38;60
15717;15;38;60
15948;5;42;-73
15954;5;42;-73
15960;5;42;-73
15966;4;42;-73
15972;3;42;-73
15978;3;42;-73
16188;-14;36;-41
16194;-14;36;-41
16200;-15;36;-41
16206;-15;36;-41
16212;-15;36;-41
16218;-15;36;-41
16224;-15;36;-41
16437;-3;32;75
16443;-2;32;75
16449;-2;32;75
16455;-1;32;75
16461;-1;32;75
16467;0;32;75
16473;0;41;56
16479;1;41;56
16683;11;32;25
16689;11;32;25
16695;11;32;25
16701;11;32;25
16707;11;32;25
16713;11;32;25
16719;11;32;25
16725;11;32;25
16935;-1;40;-60
16941;-2;46;-47
16947;-2;46;-47
16953;-3;46;-47
16959;-3;46;-47
16965;-3;46;-47
16971;-3;46;-47
17172;-9;57;-26
17178;-8;166;-9
17184;-8;166;-9
17190;-8;166;-9
17196;-8;166;-9
17202;-8;166;-9
17208;-7;140;5
17418;1;42;35
17424;1;42;35
17430;2;42;35
17436;2;45;33
17442;2;45;33
17448;2;45;33
17454;3;45;33
17460;3;45;33
17466;3;45;33
17670;5;54;29
17676;5;54;29
17682;5;54;29
17688;5;54;29
17694;5;54;29
17700;4;268;5
17706;4;268;5
17712;4;268;5
17919;-3;31;-25
17925;-3;31;-25
17931;-3;31;-25
17937;-3;31;-25
17943;-3;31;-25
17949;-3;31;-25
17955;-3;31;-25
17961;-3;31;-25
18174;-3;127;6
18180;-3;127;6
18186;-3;127;6
18192;-3;127;6
18198;-3;127;6
18204;-2;127;6
18210;-2;95;8
18216;-2;95;8
18420;1;42;16
18426;1;42;16
18432;1;42;16
18438;1;42;16
18444;1;42;16
18450;1;42;16
18456;1;42;16
18462;1;42;16
18669;1;42;16
18675;1;42;16
18681;1;42;16
18687;1;42;16
18693;1;42;16
18699;1;42;16
18705;0;350;-2
18711;0;350;-2
18717;0;350;-2
18927;-1;121;-5
18933;-1;121;-5
18939;-1;121;-5
18945;-1;121;-5
18951;-1;121;-5
18957;-1;121;-5
18963;-1;121;-5
19176;-1;121;-5
19182;-1;121;-5
19188;-1;121;-5
19194;-1;121;-5
19200;-1;121;-5
19206;-1;121;-5
19212;-1;121;-5
19218;-1;121;-5
19431;-1;121;-5
19437;-1;121;-5
19443;-1;121;-5
19449;-1;121;-5
19455;-1;121;-5
19461;-1;121;-5
19467;-1;121;-5
19680;-1;121;-5
19686;-1;121;-5
19692;-1;121;-5
19698;-1;121;-5
19704;-1;121;-5
19710;-1;121;-5
19716;-1;121;-5
19722;-1;121;-5
19935;-1;121;-5
19941;-1;121;-5
19947;-1;121;-5
19953;-1;121;-5
19959;-1;121;-5
19965;-1;121;-5
19971;-1;121;-5
20184;-1;121;-5
20190;-1;121;-5
20196;-1;121;-5
20202;-1;121;-5
20208;-1;121;-5
20214;-1;121;-5
20220;-1;121;-5
20226;-1;121;-5
20439;-1;121;-5
20445;-1;121;-5
20451;-1;121;-5
20457;-1;121;-5
20463;-1;121;-5
20469;-1;121;-5
20475;-1;121;-5
20688;-1;121;-5
20694;-1;121;-5
20700;-1;121;-5
20706;-1;121;-5
20712;-1;121;-5
20718;-1;121;-5
20724;-1;121;-5
20730;-1;121;-5
20943;-1;121;-5
20949;-1;121;-5
20955;-1;121;-5
20961;-1;121;-5
20967;-1;121;-5
20973;-1;121;-5
20979;-1;121;-5
21192;-1;121;-5
21198;-1;121;-5
21204;-1;121;-5
21210;-1;121;-5
21216;-1;121;-5
21222;-1;121;-5
21228;-1;121;-5
21234;-1;121;-5
21447;-1;121;-5
21453;-1;121;-5
21459;-1;121;-5
21465;-1;121;-5
21471;-1;121;-5
21477;-1;121;-5
21483;-1;121;-5
21696;-1;121;-5
21702;-1;121;-5
21708;-1;121;-5
21714;-1;121;-5
21720;-1;121;-5
21726;-1;121;-5
21732;-1;121;-5
21738;-1;121;-5
21951;-1;121;-5
21957;-1;121;-5
21963;-1;121;-5
21969;-1;121;-5
21975;-1;121;-5
21981;-1;121;-5
21987;-1;121;-5
22200;-1;121;-5
22206;-1;121;-5
22212;-1;121;-5
22218;-1;121;-5
22224;-1;121;-5
22230;-1;121;-5
22236;-1;121;-5
22242;-1;121;-5
22455;-1;121;-5
22461;-1;121;-5
22467;-1;121;-5
22473;-1;121;-5
22479;-1;121;-5
22485;-1;121;-5
22491;-1;121;-5
22704;-1;121;-5
22710;-1;121;-5
22716;-1;121;-5
22722;-1;121;-5
22728;-1;121;-5
22734;-1;121;-5
22740;-1;121;-5
22746;-1;121;-5
22959;-1;121;-5
22965;-1;121;-5
22971;-1;121;-5
22977;-1;121;-5
22983;-1;121;-5
22989;-1;121;-5
22995;-1;121;-5
23208;9;32;146
23226;14;32;146
23232;15;32;146
23238;17;34;208
23244;19;34;208
23250;20;34;208
23460;38;91;16
23466;37;91;16
23472;37;91;16
23478;36;41;-75
23484;35;41;-75
23490;34;41;-75
23496;33;41;-75
23703;-18;37;-210
23709;-19;37;-210
23715;-20;37;-210
23721;-21;31;-177
23727;-23;31;-177
23733;-24;31;-177
23739;-25;31;-177
23952;-32;38;60
23958;-31;38;60
23964;-30;38;60
23970;-29;35;108
23976;-28;35;108
23982;-27;35;108
23988;-26;35;108
24195;21;36;175
24201;23;36;175
24207;23;33;163
24213;25;33;163
24219;25;33;163
24225;27;33;163
24231;27;33;163
24444;24;35;-108
24450;23;35;-108
24456;21;35;-108
24462;21;35;-108
24468;19;32;-121
24474;18;32;-121
24480;17;32;-121
24693;-26;35;-131
24699;-27;33;-118
24705;-27;33;-118
24711;-28;33;-118
24717;-29;33;-118
24723;-29;33;-118
24729;-30;33;-118
24942;-16;33;118
24948;-15;33;118
24954;-14;33;118
24960;-13;33;118
24966;-11;33;118
24972;-10;33;118
24978;-9;33;166
25188;26;37;102
25194;26;42;73
25200;27;42;73
25206;27;42;73
25212;27;42;73
25218;27;42;73
25224;27;42;73
25425;9;32;-121
25431;9;32;-121
25437;7;33;-142
25443;6;33;-142
25449;5;33;-142
25455;4;33;-142
25461;3;33;-142
25467;2;33;-142
25680;-25;47;-65
25686;-25;47;-65
25692;-25;47;-65
25698;-26;48;-31
25704;-26;48;-31
25710;-25;48;-31
25716;-25;48;-31
25929;-2;37;127
25935;-1;37;127
25941;0;37;127
25947;1;37;127
25953;2;37;127
25959;3;37;127
25965;3;32;118
26169;22;43;34
26175;22;43;34
26181;22;43;34
26187;21;43;34
26193;21;47;-14
26199;21;47;-14
26205;21;47;-14
26211;21;47;-14
26415;-3;39;-100
26421;-3;39;-100
26427;-4;39;-100
26433;-5;32;-121
26439;-6;32;-121
26445;-7;32;-121
26661;-19;41;-56
26667;-19;41;-56
26673;-19;41;-56
26679;-18;111;7
26685;-18;111;7
26691;-17;111;7
26697;-17;111;7
26904;5;34;88
26910;6;34;88
26916;7;34;88
26922;7;34;91
26928;7;34;91
26934;8;34;91
26940;9;34;91
26946;9;34;91
26952;10;34;70
27159;14;33;-24
27165;13;33;-24
27171;13;33;-24
27177;13;33;-24
27183;12;33;-24
27189;12;32;-46
27195;11;32;-46
27408;-9;33;-69
27414;-9;33;-69
27420;-10;33;-69
27426;-10;33;-69
27432;-11;33;-69
27438;-11;33;-69
27444;-11;33;-69
27654;-10;40;37
27660;-9;40;37
27666;-9;32;50
27672;-9;32;50
27678;-8;32;50
27684;-8;32;50
27690;-7;32;50
27696;-7;32;50
27906;9;36;41
27912;9;36;41
27918;9;36;41
27924;9;36;41
27930;9;36;41
27936;9;36;41
27942;9;36;41
27948;10;50;32
27954;10;50;32
28164;4;40;-37
28170;4;35;-45
28176;3;35;-45
28182;3;35;-45
28188;3;35;-45
28194;2;35;-45
28200;2;35;-45
28206;1;35;-45
28416;-8;62;-24
28422;-8;62;-24
28428;-9;38;-21
28434;-9;38;-21
28440;-9;38;-21
28446;-9;38;-21
28452;-9;38;-21
28665;-2;43;37
28671;-2;43;37
28677;-1;43;37
28683;-1;43;37
28689;-1;43;37
28695;-1;43;37
28701;0;44;34
28707;0;44;34
28914;5;60;26
28920;5;60;26
28926;5;60;26
28932;5;60;26
28938;5;60;26
28944;5;60;26
28950;5;60;26
28956;5;60;26
28962;5;60;26
29166;-1;70;-21
29172;-1;70;-21
29178;-1;70;-21
29184;-1;70;-21
29190;-1;70;-21
29196;-2;70;-21
29202;-2;58;-25
29415;-3;37;-21
29421;-3;37;-21
29427;-3;37;-21
29433;-3;37;-21
29439;-3;37;-21
29445;-3;37;-21
29451;-3;37;-21
29457;-3;37;-21
29670;0;85;8
29676;0;85;8
29682;0;85;8
29688;0;85;8
29694;0;85;8
29700;0;85;8
29706;0;85;8
