tiempo;error;integral;derivada
9297;0;1000;1
9303;0;2988;1
9309;0;4962;1
9315;0;6922;1
9321;0;8868;1
9327;0;10000;1
9333;0;10000;1
9339;0;10000;1
9345;0;10000;1
9351;0;10000;1
9357;0;10000;1
9363;0;10000;1
9366;0;10000;1
9372;0;10000;1
9378;0;10000;1
9384;0;10000;1
9390;0;10000;1
9396;0;10000;1
9402;0;10000;1
9408;0;10000;1
9414;0;10000;1
9420;0;10000;1
9426;0;10000;1
9432;0;10000;1
9438;0;10000;1
9444;0;10000;1
9450;0;10000;1
9456;0;10000;1
9462;0;10000;1
9468;0;10000;1
9474;0;10000;1
9480;0;10000;1
9486;0;10000;1
9492;0;10000;1
9498;0;10000;1
9507;0;10000;1
9513;0;10000;1
9519;0;10000;1
9525;0;10000;1
9531;0;10000;1
9537;0;10000;1
9543;0;10000;1
9549;0;10000;1
9555;0;10000;1
9564;0;10000;1
9570;0;10000;1
9576;0;10000;1
9582;0;10000;1
9588;0;10000;1
9594;0;10000;1
9600;0;10000;1
9606;0;10000;1
9612;0;10000;1
9618;0;10000;1
9624;0;10000;1
9630;0;10000;1
9636;0;10000;1
9642;0;10000;1
9648;0;10000;1
9654;0;10000;1
9660;0;10000;1
9666;0;10000;1
9675;0;10000;1
9681;0;10000;1
9687;0;10000;1
9693;0;10000;1
9699;0;10000;1
9705;0;10000;1
9711;0;10000;1
9720;0;10000;1
9726;0;10000;1
9732;0;10000;1
9738;0;10000;1
9744;0;10000;1
9750;0;10000;1
9756;0;10000;1
9762;0;10000;1
9768;0;10000;1
9771;0;10000;1
9777;0;10000;1
9783;0;10000;1
9789;0;10000;1
9795;0;10000;1
9801;0;10000;1
9807;0;10000;1
9813;0;10000;1
9822;0;10000;1
9828;0;10000;1
9834;0;10000;1
9840;0;10000;1
9846;0;10000;1
9852;0;10000;1
9858;0;10000;1
9864;0;10000;1
9870;0;10000;1
9876;0;10000;1
9882;0;10000;1
9888;0;10000;1
9894;0;10000;1
9900;0;10000;1
9906;0;10000;1
9912;0;10000;1
9918;0;10000;1
9924;0;10000;1
9930;0;10000;1
9936;0;10000;1
9942;0;10000;1
9948;0;10000;1
9954;0;10000;1
9960;0;10000;1
9966;0;10000;1
9972;0;10000;1
9978;0;10000;0
9984;0;10000;1
9990;0;10000;1
9996;0;10000;1
10002;0;10000;0
10008;0;10000;1
10014;0;10000;1
10020;0;10000;1
10026;0;10000;1
10032;0;10000;0
10038;0;10000;1
10044;0;10000;1
10050;0;10000;1
10056;0;10000;1
10062;0;10000;1
10068;0;10000;1
10074;0;10000;1
10080;0;10000;1
10086;0;10000;1
10092;0;10000;1
10101;0;10000;1
10107;0;10000;1
10113;0;10000;1
10119;0;10000;1
10125;0;10000;1
10131;0;10000;1
10137;0;10000;1
10143;0;10000;1
10149;0;10000;1
10155;0;10000;1
10161;0;10000;1
10167;0;10000;1
10173;0;10000;1
10179;0;10000;1
10185;0;10000;1
10191;0;10000;1
10197;0;10000;1
10203;0;10000;1
10209;0;10000;1
10215;0;10000;1
10221;0;10000;1
10227;0;10000;1
10233;0;10000;1
10239;0;10000;1
10248;0;10000;1
10257;0;10000;0
10263;0;10000;1
10269;0;10000;1
10275;0;10000;1
10281;0;10000;0
10287;0;10000;1
10293;0;10000;1
10299;0;10000;0
10305;0;10000;1
10311;0;10000;1
10317;0;10000;1
10323;0;10000;1
10329;0;10000;1
10335;0;10000;1
10341;0;10000;1
10347;0;10000;1
10353;0;10000;1
10359;0;10000;1
10365;0;10000;1
10371;0;10000;1
10377;0;10000;1
10383;0;10000;1
10389;0;10000;1
10395;0;10000;1
10401;0;10000;1
10407;0;10000;1
10413;0;10000;1
10419;0;10000;1
10425;0;10000;1
10431;0;10000;1
10437;0;10000;1
10443;0;10000;1
10449;0;10000;1
10455;0;10000;1
10461;0;10000;1
10467;0;10000;1
10473;0;10000;1
10479;0;10000;1
10485;0;10000;1
10491;0;10000;1
10497;0;10000;1
10503;0;10000;1
10509;0;10000;1
10515;0;10000;0
10521;0;10000;1
10527;0;10000;1
10533;0;10000;1
10539;0;10000;1
10545;0;10000;1
10551;0;10000;1
10557;0;10000;1
10563;0;10000;1
10569;0;10000;1
10575;0;10000;1
10581;0;10000;1
10587;0;10000;1
10593;0;10000;1
10599;0;10000;1
10605;0;10000;1
10611;0;10000;1
10617;0;10000;1
10623;0;10000;1
10629;0;10000;1
10635;0;10000;1
10641;0;10000;1
10650;0;10000;1
10656;0;10000;1
10662;0;10000;1
10668;0;10000;1
10674;0;10000;1
10677;0;10000;1
10683;0;10000;1
10689;0;10000;1
10695;0;10000;1
10701;0;10000;1
10707;0;10000;1
10713;0;10000;1
10719;0;10000;1
10725;0;10000;1
10731;0;10000;1
10737;0;10000;1
10743;0;10000;1
10749;0;10000;1
10755;0;10000;1
10761;0;10000;1
10767;0;10000;1
10773;0;10000;1
10779;0;10000;1
10785;0;10000;1
10791;0;10000;1
10797;0;10000;1
10803;0;10000;1
10809;0;10000;0
