tiempo;angulo;integral;derivada
32820;1;50;-188
32829;-2;36;-188
32835;-3;-2;-187
32841;-5;-50;-187
32847;-6;-50;-187
32853;-7;-50;-193
32859;-9;-50;-193
32865;-11;-50;-193
32871;-12;-50;-200
32877;-14;-50;-200
32883;-15;-50;-200
32889;-16;-50;-177
32895;-17;-50;-177
32901;-19;-50;-177
32907;-20;-50;-163
32913;-21;-50;-163
32919;-22;-50;-163
32925;-23;-50;-143
32931;-24;-50;-143
32937;-26;-50;-143
32943;-27;-50;-143
32949;-28;-50;-143
32955;-29;-50;-143
32961;-29;-50;-143
32967;-30;-50;-143
32973;-31;-50;-143
32979;-31;-50;-80
32985;-32;-50;-80
32991;-32;-50;-80
32997;-33;-50;-78
33003;-34;-50;-78
33009;-34;-50;-78
33015;-35;-50;-71
33021;-35;-50;-71
33027;-35;-50;-71
33033;-35;-50;-71
33039;-35;-50;-71
33045;-35;-50;-71
33051;-35;-50;-71
33057;-35;-50;-71
33063;-35;-50;-71
33069;-35;-50;-71
33075;-35;-50;-71
33081;-34;-50;-71
33087;-34;-50;11
33093;-34;-50;11
33099;-33;-50;11
33105;-33;-50;11
33111;-32;-50;55
33117;-31;-50;55
33123;-31;-50;55
33129;-30;-50;55
33135;-29;-50;75
33141;-29;-50;75
33147;-28;-50;75
33153;-27;-50;115
33159;-26;-50;115
33165;-25;-50;115
33171;-23;-50;127
33177;-23;-50;127
33183;-21;-50;127
33189;-21;-50;135
33195;-19;-50;135
33201;-19;-50;135
33207;-17;-50;126
33213;-16;-50;126
33219;-15;-50;126
33225;-13;-50;155
33231;-12;-50;155
33237;-11;-50;155
33243;-9;-50;205
33249;-7;-50;205
33255;-7;-50;205
33261;-5;-50;172
33267;-4;-50;172
33273;-3;-50;172
33282;-1;-50;177
33288;1;-43;177
33294;2;-29;177
33300;3;9;137
33306;5;50;137
33312;6;50;188
33318;7;50;188
33324;9;50;188
33330;10;50;188
33336;11;50;163
33342;13;50;163
33348;14;50;163
33354;15;50;163
33360;17;50;163
33366;17;50;163
33372;19;50;155
33378;19;50;155
33384;20;50;155
33390;21;50;141
33393;21;50;141
33399;23;50;141
33405;23;50;141
33411;24;50;104
33417;25;50;104
33423;26;50;104
33429;27;50;115
33435;27;50;115
33441;28;50;115
33447;28;50;115
33453;29;50;71
33459;29;50;71
33465;30;50;71
33471;30;50;71
33477;31;50;59
33483;31;50;59
33489;31;50;59
33495;31;50;59
33501;31;50;59
33507;31;50;59
33513;31;50;59
33519;31;50;59
33525;31;50;59
33531;31;50;59
33537;31;50;59
33543;31;50;59
33549;30;50;-11
33558;29;50;-11
33561;29;50;-11
33567;29;50;-11
33573;28;50;-57
33579;28;50;-57
33585;27;50;-57
33591;26;50;-57
33597;26;50;-80
33603;25;50;-80
33609;24;50;-80
33615;23;50;-88
33621;23;50;-88
33627;22;50;-88
33633;21;50;-115
33639;20;50;-115
33645;19;50;-115
33651;18;50;-120
33657;17;50;-120
33663;16;50;-120
33669;15;50;-143
33675;14;50;-143
33681;13;50;-143
33687;11;50;-127
33693;10;50;-127
33699;9;50;-127
33705;7;50;-168
33711;6;50;-168
33717;5;50;-168
33723;4;50;-168
33729;3;50;-147
33735;1;50;-147
33741;1;50;-147
33747;-1;43;-155
33753;-2;21;-155
33759;-3;-25;-155
33765;-5;-50;-163
33771;-5;-50;-163
33777;-7;-50;-163
33783;-8;-50;-163
33789;-9;-50;-147
33795;-11;-50;-147
33801;-12;-50;-147
33807;-13;-50;-168
33813;-14;-50;-168
33819;-15;-50;-168
33825;-16;-50;-147
33831;-17;-50;-147
33837;-18;-50;-147
33843;-19;-50;-135
33849;-19;-50;-135
33855;-20;-50;-135
33861;-21;-50;-94
33867;-22;-50;-94
33873;-23;-50;-94
33879;-23;-50;-94
33885;-24;-50;-85
33891;-25;-50;-85
33897;-25;-50;-85
33903;-26;-50;-93
33909;-27;-50;-93
33915;-27;-50;-93
33921;-27;-50;-93
33927;-28;-50;-93
33933;-28;-50;-57
33939;-28;-50;-57
33945;-28;-50;-57
33951;-29;-50;-57
33957;-29;-50;-30
33963;-29;-50;-30
33969;-29;-50;-30
33975;-29;-50;-30
33978;-29;-50;-30
33984;-29;-50;-30
33990;-28;-50;-30
33996;-28;-50;17
34002;-28;-50;17
34008;-27;-50;50
34017;-27;-50;50
34023;-27;-50;50
34029;-26;-50;50
34035;-26;-50;36
34041;-25;-50;36
34047;-24;-50;36
34053;-24;-50;78
34059;-23;-50;78
34065;-23;-50;78
34071;-22;-50;84
34077;-21;-50;84
34083;-20;-50;84
34089;-19;-50;93
34095;-19;-50;93
34101;-18;-50;94
34107;-17;-50;94
34113;-16;-50;94
34119;-15;-50;127
34125;-15;-50;127
34131;-13;-50;127
34137;-13;-50;127
34143;-11;-50;109
34149;-10;-50;109
34155;-9;-50;109
34161;-7;-50;160
34167;-7;-50;160
34173;-6;-50;160
34179;-5;-50;143
34185;-3;-50;143
34191;-3;-50;143
34197;-1;-50;133
34203;-1;-50;133
34209;1;-50;133
34215;1;-36;137
34221;3;-6;137
34227;4;40;137
34233;5;50;126
34239;6;50;126
34245;7;50;126
34251;8;50;140
34257;9;50;140
34263;10;50;140
34269;11;50;141
34275;12;50;141
34281;13;50;141
34287;14;50;141
34293;15;50;115
34299;16;50;115
34305;17;50;115
34311;17;50;133
34317;18;50;133
34323;19;50;133
34329;19;50;78
34335;19;50;78
34341;20;50;78
34347;21;50;76
34353;21;50;76
34359;22;50;76
34365;23;50;78
34371;23;50;78
34377;23;50;78
34383;24;50;78
34389;24;50;40
34395;24;50;40
34401;24;50;40
34407;25;50;40
34413;25;50;34
34419;25;50;34
34425;25;50;34
34431;25;50;34
34437;25;50;34
34443;25;50;34
34449;25;50;34
34455;24;50;-17
34464;24;50;-17
34470;24;50;-17
34476;23;50;-40
34482;23;50;-40
34488;23;50;-40
34494;22;50;-42
34500;22;50;-42
34509;21;50;-42
34515;21;50;-42
34521;20;50;-60
34527;19;50;-60
34533;19;50;-60
34539;18;50;-84
34545;17;50;-84
34551;17;50;-84
34557;16;50;-83
34563;15;50;-83
34569;15;50;-83
34575;13;50;-100
34581;13;50;-100
34587;12;50;-100
34593;11;50;-127
34599;10;50;-127
34605;9;50;-127
34611;8;50;-127
34617;7;50;-109
34623;6;50;-109
34629;5;50;-135
34635;5;50;-135
34641;3;50;-135
34647;2;50;-135
34653;1;50;-120
34659;1;50;-120
34665;-1;50;-120
34671;-1;36;-122
34677;-3;6;-122
34683;-3;-40;-122
34689;-4;-50;-109
34695;-5;-50;-109
34701;-6;-50;-109
34707;-7;-50;-135
34713;-7;-50;-135
34719;-9;-50;-135
34725;-10;-50;-135
34731;-11;-50;-114
34737;-11;-50;-114
34743;-12;-50;-114
34749;-13;-50;-121
34755;-14;-50;-121
34761;-15;-50;-121
34767;-15;-50;-121
34773;-16;-50;-88
34779;-17;-50;-88
34785;-17;-50;-88
34791;-18;-50;-88
34797;-19;-50;-88
34803;-19;-50;-88
34809;-19;-50;-88
34815;-19;-50;-88
34821;-20;-50;-57
34827;-20;-50;-57
34833;-21;-50;-57
34839;-21;-50;-57
34845;-21;-50;-57
34851;-21;-50;-57
34857;-21;-50;-57
34863;-22;-50;-35
34869;-22;-50;-35
34875;-22;-50;-35
34881;-22;-50;-35
34887;-22;-50;-35
34893;-22;-50;-35
34899;-22;-50;-35
34905;-22;-50;-35
34911;-21;-50;-35
34917;-21;-50;13
34923;-21;-50;13
34929;-21;-50;13
34935;-21;-50;13
34941;-20;-50;27
34947;-20;-50;27
34953;-20;-50;27
34959;-19;-50;27
34965;-19;-50;27
34971;-19;-50;27
34977;-18;-50;45
34983;-18;-50;45
34989;-17;-50;45
34995;-17;-50;45
35001;-16;-50;68
35007;-15;-50;68
35013;-15;-50;68
35019;-14;-50;76
35025;-13;-50;76
35031;-13;-50;76
35037;-11;-50;93
35043;-11;-50;93
35049;-10;-50;93
35055;-9;-50;120
35061;-9;-50;120
35067;-7;-50;120
35073;-7;-50;120
35079;-6;-50;95
35085;-5;-50;95
35091;-5;-50;95
35097;-3;-50;100
35103;-3;-50;100
35109;-2;-50;100
35115;-1;-50;120
35121;-1;-50;120
35127;1;-50;120
35133;1;-36;120
35139;2;-22;120
35145;3;16;88
35151;3;50;88
35157;5;50;88
35163;5;50;126
35169;6;50;126
35175;7;50;126
35181;7;50;126
35187;8;50;88
35193;9;50;88
35199;9;50;88
35205;10;50;94
35211;11;50;94
35217;11;50;94
35226;13;50;80
35232;13;50;80
35238;13;50;80
35244;14;50;75
35250;15;50;75
35256;15;50;75
35262;15;50;75
35268;16;50;64
35274;16;50;64
35280;17;50;64
35286;17;50;64
35292;17;50;64
35298;17;50;64
35304;17;50;64
35310;18;50;35
35316;18;50;35
35325;18;50;35
35331;18;50;35
35337;18;50;35
35343;18;50;35
35349;18;50;35
35355;18;50;35
35361;18;50;35
35367;18;50;35
35373;18;50;35
35379;18;50;35
35385;17;50;35
35394;17;50;-9
35400;17;50;-9
35406;17;50;-9
35409;17;50;-9
35415;16;50;-9
35421;16;50;-26
35427;15;50;-26
35433;15;50;-26
35439;15;50;-26
35445;14;50;-55
35451;13;50;-55
35457;13;50;-55
35463;13;50;-55
35469;12;50;-65
35475;11;50;-65
35481;11;50;-65
35487;10;50;-65
35493;10;50;-80
35499;9;50;-80
35505;9;50;-80
35511;7;50;-80
35517;7;50;-80
35523;6;50;-80
35529;5;50;-88
35538;5;50;-88
35544;4;50;-88
35550;3;50;-88
35556;3;50;-88
35562;2;50;-94
35568;1;50;-94
35574;1;50;-94
35580;0;50;-83
35586;-1;43;-83
35592;-2;29;-83
35598;-2;-1;-83
35604;-3;-47;-100
35610;-3;-50;-100
35616;-5;-50;-100
35622;-5;-50;-94
35628;-5;-50;-94
35634;-6;-50;-94
35640;-7;-50;-71
35646;-7;-50;-71
35652;-8;-50;-71
35658;-9;-50;-84
35664;-9;-50;-84
35673;-10;-50;-84
35679;-11;-50;-80
35685;-11;-50;-80
35691;-12;-50;-80
35697;-12;-50;-80
35703;-13;-50;-62
35709;-13;-50;-62
35715;-14;-50;-62
35721;-14;-50;-62
35727;-14;-50;-62
35733;-15;-50;-55
35739;-15;-50;-55
35745;-15;-50;-55
35754;-15;-50;-55
35760;-15;-50;-55
35766;-16;-50;-55
35775;-16;-50;-22
35781;-16;-50;-22
35787;-16;-50;-22
35793;-16;-50;-22
35799;-16;-50;-22
35805;-16;-50;-22
35811;-16;-50;-22
35817;-16;-50;-22
35823;-16;-50;-22
35829;-16;-50;-22
35835;-15;-50;-22
35841;-15;-50;11
35847;-15;-50;11
35853;-15;-50;11
35859;-15;-50;11
35865;-15;-50;11
35871;-15;-50;11
35877;-14;-50;21
35883;-14;-50;21
35889;-13;-50;21
35895;-13;-50;21
35901;-13;-50;21
35907;-12;-50;46
35913;-11;-50;46
35919;-11;-50;46
35925;-11;-50;46
35931;-10;-50;64
35937;-10;-50;64
35943;-9;-50;64
35949;-9;-50;64
35955;-8;-50;69
35964;-7;-50;69
35970;-7;-50;69
35976;-6;-50;69
35982;-6;-50;65
35988;-5;-50;65
35994;-5;-50;65
36000;-4;-50;69
36006;-3;-50;69
36012;-3;-50;69
36018;-2;-50;69
36024;-2;-50;80
36030;-1;-50;80
36036;-1;-50;80
36045;0;-50;71
36054;1;-36;71
36060;1;-22;71
36066;2;0;65
36072;3;30;65
36078;3;50;65
36081;3;50;65
36087;4;50;69
36093;5;50;69
36099;5;50;69
36105;6;50;69
36111;6;50;80
36117;7;50;80
36123;7;50;80
36129;7;50;80
36135;8;50;53
36141;9;50;53
36147;9;50;53
36153;9;50;53
36159;9;50;53
36165;10;50;53
36171;10;50;53
36177;10;50;53
36183;11;50;47
36189;11;50;47
36195;11;50;47
36201;11;50;47
36207;11;50;47
36213;12;50;25
36222;12;50;25
36228;12;50;25
36234;12;50;25
36240;12;50;25
36246;12;50;25
36249;12;50;25
36255;13;50;25
36261;13;50;15
36267;13;50;15
36273;13;50;15
36279;13;50;15
36285;13;50;15
36291;12;50;-21
36297;12;50;-21
36303;12;50;-21
36309;12;50;-21
36315;11;50;-21
36324;11;50;-28
36330;11;50;-28
36336;11;50;-28
36342;11;50;-28
36348;10;50;-25
36354;10;50;-25
36360;10;50;-25
36366;9;50;-25
36372;9;50;-25
36378;9;50;-25
36384;8;50;-25
36390;8;50;-43
36396;7;50;-43
36402;7;50;-43
36408;7;50;-43
36414;6;50;-51
36423;5;50;-51
36429;5;50;-51
36435;5;50;-51
36441;4;50;-51
36447;4;50;-55
36453;3;50;-55
36459;3;50;-55
36465;2;50;-55
36471;2;50;-66
36480;1;50;-66
36486;1;50;-66
36492;0;50;-66
36498;0;50;-55
36504;-1;43;-55
36510;-1;29;-55
36516;-2;15;-55
36522;-2;-15;-65
36528;-3;-45;-65
36534;-3;-50;-65
36540;-3;-50;-65
36546;-3;-50;-65
36552;-4;-50;-50
36558;-5;-50;-50
36564;-5;-50;-50
36570;-5;-50;-50
36576;-5;-50;-50
36582;-6;-50;-53
36588;-6;-50;-53
36594;-7;-50;-53
36600;-7;-50;-53
36606;-7;-50;-53
36612;-7;-50;-53
36618;-8;-50;-38
36624;-8;-50;-38
36630;-9;-50;-38
36636;-9;-50;-38
36642;-9;-50;-38
36648;-9;-50;-38
36654;-9;-50;-38
36660;-9;-50;-38
36666;-10;-50;-33
36672;-10;-50;-33
36678;-10;-50;-33
36684;-10;-50;-33
36690;-10;-50;-33
36696;-10;-50;-33
36702;-10;-50;-33
36708;-10;-50;-33
36714;-10;-50;-33
36720;-10;-50;-33
36726;-10;-50;-33
36732;-10;-50;-33
36738;-10;-50;-33
36744;-10;-50;-33
36750;-10;-50;-33
36756;-10;-50;-33
36762;-10;-50;-33
36768;-9;-50;-33
36774;-9;-50;7
36780;-9;-50;7
36786;-9;-50;7
36792;-9;-50;7
36798;-9;-50;7
36804;-9;-50;7
36810;-8;-50;7
36816;-8;-50;20
36822;-8;-50;20
36828;-7;-50;50
36834;-7;-50;50
36840;-7;-50;50
36846;-7;-50;50
36852;-7;-50;50
36858;-6;-50;50
36864;-6;-50;21
36870;-6;-50;21
36876;-5;-50;21
36882;-5;-50;21
36888;-5;-50;21
36894;-5;-50;21
36900;-4;-50;41
36906;-4;-50;41
36912;-3;-50;41
36918;-3;-50;41
36924;-3;-50;41
36930;-3;-50;41
36936;-2;-50;45
36942;-2;-50;45
36948;-1;-50;45
36954;-1;-50;45
36960;-1;-50;45
36966;-1;-50;45
36972;0;-50;41
36978;0;-50;41
36984;1;-43;41
36990;1;-29;41
36996;1;-15;41
37002;1;-1;41
37008;2;21;39
37014;2;50;39
37020;2;50;39
37026;3;50;39
37032;3;50;39
37038;3;50;39
37044;3;50;39
37050;4;50;41
37056;5;50;41
37062;5;50;41
37068;5;50;41
37074;5;50;41
37080;5;50;41
37086;5;50;41
37092;5;50;41
37098;6;50;33
37104;6;50;33
37110;6;50;33
37119;7;50;33
37125;7;50;26
37131;7;50;26
37140;7;50;26
37146;7;50;26
37152;7;50;26
37158;7;50;26
37164;7;50;26
37170;7;50;26
37176;7;50;26
37185;7;50;26
37191;7;50;26
37197;7;50;26
37203;7;50;26
37209;7;50;26
37215;7;50;26
37221;7;50;26
37227;7;50;26
37233;7;50;26
37239;7;50;26
37245;7;50;26
37254;6;50;-5
37260;6;50;-5
37266;6;50;-5
37272;6;50;-5
37278;6;50;-5
37284;5;50;-27
37290;5;50;-27
37299;5;50;-27
37305;5;50;-27
37311;5;50;-27
37317;5;50;-27
37323;4;50;-27
37329;4;50;-19
37335;4;50;-19
37341;3;50;-50
37347;3;50;-50
37353;3;50;-50
37359;3;50;-50
37365;3;50;-50
37371;2;50;-25
37377;2;50;-25
37383;2;50;-25
37389;1;50;-25
37395;1;50;-42
37401;1;50;-42
37407;1;50;-42
37413;1;50;-42
37422;0;50;-23
37428;0;50;-23
37434;-1;43;-23
37440;-1;29;-23
37446;-1;15;-23
37452;-1;1;-23
37458;-1;-13;-23
37464;-2;-35;-34
37470;-2;-50;-34
37476;-2;-50;-34
37482;-2;-50;-34
37488;-3;-50;-34
37494;-3;-50;-34
37500;-3;-50;-34
37506;-3;-50;-34
37512;-3;-50;-34
37518;-3;-50;-34
37524;-3;-50;-34
37530;-4;-50;-34
37536;-4;-50;-17
37542;-4;-50;-17
37548;-4;-50;-17
37554;-5;-50;-17
37560;-5;-50;-32
37566;-5;-50;-32
37572;-5;-50;-32
37578;-5;-50;-32
37584;-5;-50;-32
37590;-5;-50;-32
37596;-5;-50;-32
37602;-5;-50;-32
37608;-5;-50;-32
37614;-5;-50;-32
37620;-5;-50;-32
37626;-5;-50;-32
37635;-5;-50;-32
37641;-5;-50;-32
37647;-5;-50;-32
37653;-5;-50;-32
37659;-5;-50;-32
37665;-5;-50;-32
37671;-5;-50;-32
37680;-5;-50;-32
37686;-5;-50;-32
37692;-5;-50;-32
37701;-5;-50;-32
37707;-4;-50;5
37713;-4;-50;5
37719;-4;-50;5
37725;-4;-50;5
37734;-3;-50;5
37740;-3;-50;25
37746;-3;-50;25
37752;-3;-50;25
37758;-3;-50;25
37764;-3;-50;25
37770;-3;-50;25
37776;-3;-50;25
37782;-3;-50;25
37788;-3;-50;25
37794;-2;-50;25
37800;-2;-50;13
37806;-2;-50;13
37812;-2;-50;13
37818;-2;-50;13
37824;-2;-50;13
37830;-1;-50;24
37836;-1;-50;24
37842;-1;-50;24
37848;-1;-50;24
37857;-1;-50;24
37863;-1;-50;24
37869;-1;-50;24
37875;0;-50;15
37881;0;-50;15
37887;0;-50;15
37893;0;-50;15
37902;1;-43;25
37908;1;-29;25
37914;1;-15;25
37920;1;-1;25
37926;1;13;25
37935;1;34;25
37941;1;48;25
37947;1;50;25
37953;1;50;25
37959;1;50;25
37965;1;50;25
37971;2;50;11
37977;2;50;11
37983;2;50;11
37992;2;50;11
37998;2;50;11
38004;2;50;11
38010;2;50;11
38016;2;50;11
38022;2;50;11
38028;3;50;14
38034;3;50;14
38040;3;50;14
38046;3;50;14
38052;3;50;14
38058;3;50;14
38064;3;50;14
38070;3;50;14
38076;3;50;14
38082;3;50;14
38088;3;50;14
38094;3;50;14
38100;3;50;14
38106;3;50;14
38112;3;50;14
38118;3;50;14
38124;3;50;14
38130;3;50;14
38139;3;50;14
38145;3;50;14
