tiempo;angulo;tiempoDev;derivada
22611;0;0;-1
22626;0;0;-1
22635;0;0;-1
22647;0;0;-1
22653;0;0;-1
22659;0;0;-1
22665;0;0;-1
22674;0;0;-1
22680;0;0;-1
22689;0;0;-1
22692;0;0;-1
22698;0;0;-1
22710;0;0;-1
22719;0;0;-1
22725;0;0;-1
22731;0;0;-1
22737;0;0;-1
22743;0;0;-1
22749;0;0;-1
22755;0;0;-1
22761;0;0;-1
22767;0;0;-1
22776;0;0;-1
22782;0;0;-1
22788;0;0;-1
22800;0;0;-1
22809;0;0;-1
22815;0;0;-1
22821;0;0;-1
22827;0;0;-1
22833;0;0;-1
22842;0;0;-1
22848;0;0;-1
22854;0;0;-1
22860;0;0;-1
22866;0;0;-1
22872;0;0;-1
22878;0;0;-1
22887;0;0;-1
22893;0;0;-1
22899;0;0;-1
22947;0;0;-1
22959;0;0;-1
22992;0;0;-1
22998;0;0;-1
23001;0;0;-1
23013;0;0;-1
23016;0;0;-1
23019;0;0;-1
23025;0;0;-1
23037;0;0;-1
23046;0;0;-1
23055;0;0;-1
23061;0;0;-1
23067;0;0;-1
23079;0;0;-1
23091;0;0;-1
23097;0;0;-1
23100;0;0;-1
23115;0;0;-1
23124;0;0;-1
23145;0;0;-1
23157;0;0;-1
23169;0;0;-1
23181;0;0;-1
23190;0;0;-1
23196;0;0;-1
23205;0;0;-1
23208;0;0;-1
23214;0;0;-1
23223;0;0;-1
23229;0;0;-1
23241;0;0;-1
23247;0;0;-1
23253;0;0;-1
23259;0;0;-1
23274;0;0;-1
23280;0;0;-1
23286;0;0;-1
23292;0;0;-1
23304;0;0;-1
23313;0;0;-1
23328;0;0;-1
23331;0;0;-1
23340;0;0;-1
23343;0;0;-1
23349;0;0;-1
23358;0;0;-1
23373;0;0;-1
23556;0;0;-1
23628;0;0;-1
23631;0;0;-1
23661;0;0;-1
23727;0;0;-1
23733;0;0;-1
23739;0;0;-1
23748;0;0;-1
23754;0;0;-1
23763;0;0;-1
23772;0;0;-1
23784;0;0;-1
23796;0;0;-1
23829;0;0;-1
23844;0;0;-1
23853;0;0;-1
23862;0;0;-1
23874;0;0;-1
23883;0;0;-1
23886;0;0;-1
23889;0;0;-1
23925;0;0;-1
23931;0;0;-1
23940;0;0;-1
23946;0;0;-1
23952;0;0;-1
23958;0;0;-1
23964;0;0;-1
23970;0;0;-1
23976;0;0;-1
23985;0;0;-1
23991;0;0;-1
23997;0;0;-1
24003;0;0;-1
24009;0;0;-1
24015;0;0;-1
24021;0;0;-1
24030;0;0;-1
24036;0;0;-1
24042;0;0;-1
24045;0;0;-1
24054;0;0;-1
24060;0;0;-1
24066;0;0;-1
24072;0;0;-1
24078;0;0;-1
24087;0;0;-1
24093;0;0;-1
24099;0;0;-1
24111;0;0;-1
24120;0;0;-1
24126;0;0;-1
24132;0;0;-1
24138;0;0;-1
24144;0;0;-1
24153;0;0;-1
24159;0;0;-1
24165;0;0;-1
24171;0;0;-1
24177;0;0;-1
24183;0;0;-1
24189;0;0;-1
24198;0;0;-1
24357;0;0;-1
24366;0;0;-1
24372;0;0;-1
24375;0;0;-1
24378;0;0;-1
24381;0;0;-1
24411;0;0;-1
24438;0;0;-1
24693;0;0;-1
24699;0;0;-1
24705;0;0;-1
24714;0;0;-1
24720;0;0;-1
24726;0;0;-1
24732;0;0;-1
24750;0;0;-1
24753;0;0;-1
24759;0;0;-1
24774;0;0;-1
24783;0;0;-1
24852;0;0;-1
24870;0;0;-1
24879;0;0;-1
24882;0;0;-1
24885;0;0;-1
24891;0;0;-1
24897;0;0;-1
24906;0;0;-1
24924;0;0;-1
24933;0;0;-1
24939;0;0;-1
24945;0;0;-1
24951;0;0;-1
24975;0;0;-1
25005;0;0;-1
25020;0;0;-1
25035;0;0;-1
25038;0;0;-1
25047;0;0;-1
25050;0;0;-1
25065;0;0;-1
25074;0;0;-1
25077;0;0;-1
25086;0;0;-1
25098;0;0;-1
25107;0;0;-1
25116;0;0;-1
25119;0;0;-1
25164;0;0;-1
25173;0;0;-1
25182;0;0;-1
25197;1;0;-1
25206;8;3;766
25212;13;3;533
25218;18;4;600
25224;25;3;1033
25227;28;3;766
25236;37;3;766
25242;42;3;733
25248;47;3;733
25251;51;3;733
25260;58;3;700
25269;67;3;700
25275;73;3;666
25281;79;3;633
25287;84;3;433
25296;90;3;400
25308;100;3;366
25320;109;2;500
25326;113;3;333
25332;117;3;333
25344;125;2;200
25353;130;4;200
