tiempo;error;integral;derivada
14268;0;1997;1
14274;0;3982;1
14280;-1;5967;0
14307;-5;10000;-110
14313;-6;10000;-110
14319;-7;10000;-110
14325;-7;10000;-110
14331;-8;10000;-110
14337;-9;10000;-333
14343;-9;10000;-333
14349;-10;10000;-333
14355;-11;10000;-333
14361;-11;10000;-333
14367;-11;10000;-295
14373;-12;10000;-295
14379;-13;10000;-295
14385;-13;10000;-295
14391;-14;10000;-395
14397;-14;10000;-395
14403;-15;10000;-395
14409;-15;10000;-395
14415;-15;10000;-382
14421;-15;10000;-382
14427;-16;10000;-382
14433;-16;10000;-432
14439;-16;10000;-432
14445;-17;10000;-432
14451;-17;10000;-432
14457;-17;10000;-432
14463;-17;10000;-1011
14469;-17;10000;-1011
14475;-17;10000;1
14481;-17;10000;1
14487;-17;10000;1
14493;-17;10000;1
14499;-17;10000;1
14505;-17;10000;1
14511;-17;10000;1
14517;-17;10000;1
14523;-17;10000;1
14529;-17;10000;1
14535;-16;10000;1
14541;-16;10000;-91
14547;-16;10000;-91
14553;-15;10000;-91
14559;-15;10000;-91
14565;-15;10000;-91
14571;-15;10000;-1717
14577;-14;10000;-1717
14583;-14;10000;-1717
14589;-13;10000;-852
14595;-13;10000;-852
14601;-12;10000;-852
14607;-12;10000;-988
14613;-11;10000;-988
14619;-11;10000;-988
14625;-10;10000;-988
14631;-10;10000;-988
14637;-9;10000;1364
14643;-8;10000;1364
14649;-8;10000;1364
14655;-7;10000;1364
14661;-7;10000;1229
14667;-6;10000;1229
14673;-6;10000;1229
14679;-5;10000;1229
14685;-5;10000;-1208
14691;-3;10000;-1208
14697;-3;10000;-1208
14703;-3;10000;-1208
14709;-2;10000;-1741
14715;-1;10000;-1741
14721;-1;10000;-1741
14727;0;10000;-1033
14730;0;10000;-1033
14736;1;10000;-1033
14742;1;10000;-1033
14748;2;10000;-1664
14862;15;10000;-1400
14868;15;10000;-1400
14874;16;10000;-787
14880;17;10000;-787
14886;17;10000;-787
14892;18;10000;-787
14898;18;10000;-787
14904;19;10000;-870
14910;19;10000;-870
14916;20;10000;-870
14922;20;10000;-870
14928;21;10000;-870
14934;21;10000;-833
14940;21;10000;-833
14946;22;10000;-833
14952;22;10000;-833
14958;22;10000;-611
14964;23;10000;-611
14970;23;10000;-611
14976;23;10000;-476
14982;23;10000;-476
14988;23;10000;-476
14994;23;10000;1
15000;23;10000;1
15006;23;10000;1
15015;23;10000;-15
15024;23;10000;1
15030;23;10000;1
15036;23;10000;1
15042;23;10000;1
15048;22;10000;57
15054;22;10000;57
15060;22;10000;57
15066;21;10000;57
15072;21;10000;57
15081;21;10000;-105
15087;20;10000;-105
15093;19;10000;-105
15099;19;10000;261
15105;18;10000;261
15111;17;10000;261
15117;17;10000;261
15123;16;10000;186
15129;15;10000;186
15135;15;10000;186
15141;14;10000;186
15147;13;10000;475
15153;12;10000;475
15159;11;10000;475
15165;10;10000;475
15171;9;10000;475
