tiempo;error;integral;derivada
111942;0;0;0
111948;0;0;0
111957;0;0;0
111966;0;0;0
111972;0;0;0
111978;0;0;0
111984;0;0;0
111990;0;0;0
111996;0;0;0
112002;0;0;0
112008;0;0;0
112014;0;0;0
112020;0;0;0
112026;0;0;0
112032;0;0;0
112038;0;0;0
112044;0;0;0
112050;0;0;0
112056;0;0;0
112062;0;0;0
112068;0;0;0
112074;0;0;0
112080;0;0;0
112086;0;0;0
112092;0;0;0
112101;0;0;0
112107;0;0;0
112113;0;0;0
112119;0;0;0
112125;0;0;0
112131;0;0;0
112137;0;0;0
112143;0;0;0
112149;0;0;0
112155;0;0;0
112161;0;0;0
112170;0;0;0
112176;0;0;0
112182;0;0;0
112191;0;0;0
112197;0;0;0
112203;0;0;0
112212;0;0;0
112218;0;0;0
112224;0;0;0
112230;0;0;0
112236;0;0;0
112242;0;0;0
112248;0;0;0
112254;0;0;0
112263;0;0;0
112269;0;0;0
112275;0;0;0
112281;0;0;0
112287;0;0;0
112293;0;0;0
112299;0;0;0
112305;0;0;0
112308;0;0;0
112314;0;0;0
112320;0;0;0
112326;0;0;0
112332;0;0;0
112338;0;0;0
112347;0;0;0
112353;0;0;0
112359;0;0;0
112365;0;0;0
112371;0;0;0
112377;0;0;0
112383;0;0;0
112392;0;0;0
112398;0;0;0
112404;0;0;0
112410;0;0;0
112416;0;0;0
112422;0;0;0
112428;0;0;0
112434;0;0;0
112440;0;0;0
112446;0;0;0
112452;0;0;0
112458;0;0;0
112464;0;0;0
112470;0;0;0
112476;0;0;0
112482;0;0;0
112488;0;0;0
112494;0;0;0
112500;0;0;0
112506;0;0;0
112515;0;0;0
112521;0;0;0
112527;0;0;0
112533;0;0;0
112539;0;0;0
112545;0;0;0
112551;0;0;0
112557;0;0;0
112563;0;0;0
112569;0;0;0
112575;0;0;0
112584;0;0;0
112587;0;0;0
112593;0;0;0
112599;0;0;0
112605;0;0;0
112611;0;0;0
112617;0;0;0
112623;0;0;0
112629;0;0;0
112638;0;0;0
112644;0;0;0
112650;0;0;0
112656;0;0;0
