tiempo;error;integral;derivada
9315;0;1098;0
9321;0;2196;0
9327;0;3294;0
9333;0;4392;0
9339;0;5490;0
9348;0;7137;0
9354;0;8235;0
9360;0;9333;0
9369;0;10000;0
9375;0;10000;0
9381;0;10000;0
9387;0;10000;0
9393;0;10000;0
9396;0;10000;0
9402;0;10000;0
9408;0;10000;0
9414;0;10000;0
9420;0;10000;0
9426;0;10000;0
9432;0;10000;0
9438;0;10000;0
9444;0;10000;0
9450;0;10000;0
9456;0;10000;0
9462;0;10000;0
9468;0;10000;0
9474;0;10000;0
9480;0;10000;0
9486;0;10000;0
9492;0;10000;0
9498;0;10000;0
9504;0;10000;0
9510;0;10000;0
9516;0;10000;0
9522;0;10000;0
9528;0;10000;0
9534;0;10000;0
9540;0;10000;0
9546;0;10000;0
9552;0;10000;0
9558;0;10000;0
9564;0;10000;0
9570;0;10000;0
9576;0;10000;0
9582;0;10000;0
9588;0;10000;0
9594;0;10000;0
9600;0;10000;0
9606;0;10000;0
9612;0;10000;0
9618;0;10000;0
9624;0;10000;0
9630;0;10000;0
9636;0;10000;0
9642;0;10000;0
9648;0;10000;0
9654;0;10000;0
9660;0;10000;0
9666;0;10000;0
9672;0;10000;0
9678;0;10000;0
9684;0;10000;0
9690;0;10000;0
9696;0;10000;0
9702;0;10000;0
9708;0;10000;0
9714;0;10000;0
9720;0;10000;0
9726;0;10000;0
9732;0;10000;0
9738;0;10000;0
9744;0;10000;0
9750;0;10000;0
9756;0;10000;0
9762;0;10000;0
9768;0;10000;0
9774;0;10000;0
9780;0;10000;0
9786;0;10000;0
9792;0;10000;0
9798;0;10000;0
9804;0;10000;0
9810;0;10000;0
9816;0;10000;0
9822;0;10000;0
9828;0;10000;0
9834;0;10000;0
9840;0;10000;0
9846;0;10000;0
9852;0;10000;0
9858;0;10000;0
9864;0;10000;0
9870;0;10000;0
9876;0;10000;0
9882;0;10000;0
9888;0;10000;0
9894;0;10000;0
9900;0;10000;0
9906;0;10000;0
9912;0;10000;0
9918;0;10000;0
9924;0;10000;0
9930;0;10000;0
9936;0;10000;0
9942;0;10000;0
9945;0;10000;0
9951;0;10000;0
9957;0;10000;0
9963;0;10000;0
9969;0;10000;0
9975;0;10000;0
9981;0;10000;0
9987;0;10000;0
9993;0;10000;0
9999;0;10000;0
10005;0;10000;0
10011;0;10000;0
10017;0;10000;0
10023;0;10000;0
10032;0;10000;0
10041;0;10000;0
10047;0;10000;0
10053;0;10000;0
10059;0;10000;0
10065;0;10000;0
10071;0;10000;0
10077;0;10000;0
10083;0;10000;0
10089;0;10000;0
10098;0;10000;0
10104;0;10000;0
10110;0;10000;0
10116;0;10000;0
10122;0;10000;0
10128;0;10000;0
10134;0;10000;0
10140;0;10000;0
10146;0;10000;0
10152;0;10000;0
10158;0;10000;0
10164;0;10000;0
10170;0;10000;0
10176;0;10000;0
10182;0;10000;0
10188;0;10000;0
10194;0;10000;0
10200;0;10000;0
10206;0;10000;0
10212;0;10000;0
10218;0;10000;0
10224;0;10000;0
10230;0;10000;0
10236;0;10000;0
10242;0;10000;0
10248;0;10000;0
10254;0;10000;0
10260;0;10000;0
10266;0;10000;0
10272;0;10000;0
10278;0;10000;0
10284;0;10000;0
10290;0;10000;0
10296;0;10000;0
10302;0;10000;0
10308;0;10000;0
10314;0;10000;0
10320;0;10000;0
10326;0;10000;0
10332;0;10000;0
10338;0;10000;0
10344;0;10000;0
10350;0;10000;0
10356;0;10000;0
10362;0;10000;0
10368;0;10000;0
10374;0;10000;0
10380;0;10000;0
10386;0;10000;0
10392;0;10000;0
10401;0;10000;0
10407;0;10000;0
10413;0;10000;0
10422;0;10000;0
10428;0;10000;0
10434;0;10000;0
10440;0;10000;0
10446;0;10000;0
10452;0;10000;0
10458;0;10000;0
10464;0;10000;0
10470;0;10000;0
10476;0;10000;0
10482;0;10000;0
10488;0;10000;0
10494;0;10000;0
10500;0;10000;0
10506;0;10000;0
10512;0;10000;0
10518;0;10000;0
10524;0;10000;0
10530;0;10000;0
10536;0;10000;0
10542;0;10000;0
10548;0;10000;0
10554;0;10000;0
10560;0;10000;0
10566;0;10000;0
10572;0;10000;0
10578;0;10000;0
10584;0;10000;0
10590;0;10000;0
10596;0;10000;0
10602;0;10000;0
10608;0;10000;0
10614;0;10000;0
10620;0;10000;0
10626;0;10000;0
