tiempo;error;integral;derivada
10113;0;0;0
10263;0;0;0
10272;0;0;0
10275;0;0;0
10278;0;0;0
10284;0;0;0
10287;0;0;0
10305;0;0;0
10311;0;0;0
10317;0;0;0
10326;0;0;0
10332;0;0;0
10338;0;0;0
10344;0;0;0
10350;0;0;0
10356;0;0;0
10362;0;0;0
10371;0;0;0
10377;0;0;0
10383;0;0;0
10395;0;0;0
10401;0;0;0
10404;0;0;0
10407;0;0;0
10416;0;0;0
10428;0;0;0
10434;0;0;0
10449;0;0;0
10461;0;0;0
10470;0;0;0
10476;0;0;0
10479;0;0;0
10485;0;0;0
10494;0;0;0
10500;0;0;0
10506;0;0;0
10512;0;0;0
10518;0;0;0
10524;0;0;0
10530;0;0;0
10539;0;0;0
10545;0;0;0
10551;0;0;0
10557;0;0;0
10563;0;0;0
10569;0;0;0
10575;0;0;0
10584;0;0;0
10596;0;0;0
10602;0;0;0
10608;0;0;0
10614;0;0;0
10620;0;0;0
10629;0;0;0
10641;0;0;0
10647;0;0;0
10653;0;0;0
10656;0;0;0
10662;0;0;0
10668;0;0;0
10674;0;0;0
10680;0;0;0
10686;0;0;0
10692;0;0;0
10698;0;0;0
10710;0;0;0
10719;0;0;0
10725;0;0;0
10731;0;0;0
10737;0;0;0
10743;0;0;0
10752;0;0;0
10758;0;0;0
10764;0;0;0
10770;0;0;0
10776;0;0;0
10782;0;0;0
10788;0;0;0
10797;0;0;0
10803;0;0;0
10809;0;0;0
10815;0;0;0
10821;0;0;0
10830;0;0;0
10836;0;0;0
10842;0;0;0
10848;0;0;0
10854;0;0;0
10860;0;0;0
10866;0;0;0
10872;0;0;0
10878;0;0;0
10887;0;0;0
10893;0;0;0
10899;0;0;0
10905;0;0;0
10911;0;0;0
10920;0;0;0
10926;0;0;0
10932;0;0;0
10938;0;0;0
10944;0;0;0
10956;0;0;0
10959;0;0;0
10965;0;0;0
10971;0;0;0
10977;0;0;0
10983;0;0;0
10989;0;0;0
10995;0;0;0
11001;0;0;0
11007;0;0;0
11013;0;0;0
11016;0;0;0
11022;0;0;0
11028;0;0;0
11034;0;0;0
11037;0;0;0
11043;0;0;0
11049;0;0;0
11055;0;0;0
11061;0;0;0
11067;0;0;0
11073;0;0;0
11079;0;0;0
11082;0;0;0
11088;0;0;0
11094;0;0;0
11100;0;0;0
11106;0;0;0
11112;0;0;0
11118;0;0;0
11124;0;0;0
11133;0;0;0
11139;0;0;0
11145;0;0;0
11151;0;0;0
11157;0;0;0
11166;0;0;0
11172;0;0;0
11178;0;0;0
11184;0;0;0
11190;0;0;0
11196;0;0;0
11202;0;0;0
11211;0;0;0
11217;0;0;0
11223;0;0;0
11229;0;0;0
11235;0;0;0
11241;0;0;0
11247;0;0;0
11256;0;0;0
11262;0;0;0
11268;0;0;0
11274;0;0;0
11280;0;0;0
11286;0;0;0
11292;0;0;0
11298;0;0;0
11304;0;0;0
11313;0;0;0
11319;0;0;0
11325;0;0;0
11334;0;0;0
11340;0;0;0
11346;0;0;0
11352;0;0;0
11358;0;0;0
11364;0;0;0
11370;0;0;0
11373;0;0;0
11379;0;0;0
11385;0;0;0
11391;0;0;0
11397;0;0;0
11403;0;0;0
11409;0;0;0
11415;0;0;0
11424;0;0;0
11430;0;0;0
11436;0;0;0
11442;0;0;0
11448;0;0;0
11460;0;0;0
11469;0;0;0
11475;0;0;0
11481;0;0;0
11487;0;0;0
11493;0;0;0
11502;0;0;0
11508;0;0;0
11514;0;0;0
11520;0;0;0
11526;0;0;0
11532;0;0;0
11538;0;0;0
11544;0;0;0
11550;0;0;0
11556;0;0;0
11562;0;0;0
11568;0;0;0
11574;0;0;0
11583;0;0;0
11592;0;0;0
11598;0;0;0
11604;0;0;0
11610;0;0;0
11616;0;0;0
11622;0;0;0
11628;0;0;0
11634;0;0;0
11640;0;0;0
11643;0;0;0
11649;0;0;0
11655;0;0;0
11661;0;0;0
11670;0;0;0
11676;0;0;0
11682;0;0;0
11688;0;0;0
11694;0;0;0
11700;0;0;0
11706;0;0;0
11715;0;0;0
11721;0;0;0
11727;0;0;0
11733;0;0;0
11739;0;0;0
11745;0;0;0
11751;0;0;0
11760;0;0;0
11766;0;0;0
11772;0;0;0
11778;0;0;0
11784;0;0;0
11790;0;0;0
11796;0;0;0
11805;0;0;0
11811;0;0;0
11817;0;0;0
11823;0;0;0
11829;0;0;0
11838;0;0;0
11844;0;0;0
11850;0;0;0
11856;0;0;0
11862;0;0;0
11868;0;0;0
11874;0;0;0
11880;0;0;0
11886;0;0;0
11895;0;0;0
11901;0;0;0
11907;0;0;0
11913;0;0;0
11919;0;0;0
11928;0;0;0
11934;0;0;0
11940;0;0;0
11946;0;0;0
11952;0;0;0
11958;0;0;0
11964;0;0;0
11973;0;0;0
11979;0;0;0
11985;0;0;0
11991;0;0;0
11997;0;0;0
12003;0;0;0
12009;0;0;0
12015;0;0;0
12021;0;0;0
12030;0;0;0
12036;0;0;0
12042;0;0;0
12048;0;0;0
12054;0;0;0
12063;0;0;0
12069;0;0;0
12075;0;0;0
12081;0;0;0
12087;0;0;0
12093;0;0;0
12099;0;0;0
12108;0;0;0
12114;0;0;0
12120;0;0;0
12126;0;0;0
12132;0;0;0
12141;0;0;0
12147;0;0;0
12153;0;0;0
12159;0;0;0
12165;0;0;0
12171;0;0;0
12177;0;0;0
12183;0;0;0
12189;0;0;0
12195;0;0;0
12201;0;0;0
12210;0;0;0
12213;0;0;0
12219;0;0;0
12225;0;0;0
12231;0;0;0
12237;0;0;0
12243;0;0;0
12249;7;7;0
12255;7;21;0
12264;7;42;0
12270;7;56;0
12276;7;70;0
12282;7;84;0
12288;7;98;0
12294;7;112;0
12300;7;126;0
12309;7;147;0
12315;15;169;11
12321;15;199;11
12327;15;229;11
12333;15;259;11
12345;15;319;11
12351;15;349;11
12357;15;379;11
12363;15;409;11
12369;15;439;11
12375;15;469;11
12381;15;499;11
12387;15;529;11
12393;23;575;11
12399;23;621;11
12405;23;667;11
12411;23;713;11
12417;31;767;11
12423;31;829;11
12429;31;891;11
12435;31;953;11
12441;31;1015;11
12447;31;1077;11
12456;31;1170;11
12468;39;1310;20
12474;39;1388;20
12480;39;1466;20
12489;39;1583;20
12495;47;1669;20
12501;47;1763;20
12507;47;1857;20
12513;47;1951;20
12519;47;2045;20
12525;47;2139;20
12534;47;2280;20
12540;47;2374;20
12546;47;2468;20
12552;47;2562;20
12558;54;2670;16
12564;54;2778;16
12570;54;2886;16
12576;54;2994;16
12582;54;3102;16
12585;54;3156;16
12591;54;3264;16
12597;62;3388;20
12603;62;3512;20
12609;62;3636;20
12615;62;3760;20
12624;62;3946;20
12630;62;4070;20
12636;62;4194;20
12642;62;4318;20
12648;62;4442;20
12654;62;4566;20
12660;62;4690;20
12669;62;4876;20
12675;62;5000;20
12681;62;5124;20
12687;62;5248;20
12693;62;5372;20
12699;62;5496;20
12705;62;5620;20
12717;70;5884;6
12723;70;6024;6
12729;70;6164;6
12735;70;6304;6
12741;70;6444;6
12747;70;6584;6
12753;70;6724;6
12759;70;6864;6
12765;70;7004;6
12771;70;7144;6
12774;70;7214;6
12780;70;7354;4
12786;62;7478;-11
12792;62;7602;-11
12798;62;7726;-11
12804;62;7850;-11
12810;62;7974;-11
12816;62;8098;-11
12822;62;8222;-11
12828;62;8346;-11
12834;62;8470;-11
12840;62;8594;-11
12846;62;8718;-11
12852;62;8842;-11
12858;62;8966;-11
12864;62;9090;-11
12870;62;9214;-11
12876;62;9338;-11
12882;62;9462;-11
12888;62;9586;-11
12894;62;9710;-11
12900;62;9834;-11
12906;62;9958;-11
12912;62;10000;-11
12918;54;10000;-6
12927;54;10000;-6
12933;54;10000;-6
12939;54;10000;-6
12945;54;10000;-6
12951;54;10000;-6
12957;54;10000;-6
12963;54;10000;-6
12969;54;10000;-6
12975;47;10000;-11
12981;47;10000;-11
12987;47;10000;-11
12993;47;10000;-11
12999;47;10000;-11
13005;47;10000;-11
13011;47;10000;-11
13017;47;10000;-11
13023;47;10000;-11
13029;47;10000;-11
13035;47;10000;-11
13041;47;10000;-11
13047;39;10000;-11
13053;39;10000;-11
13059;39;10000;-11
13065;39;10000;-11
13071;31;10000;-11
13077;31;10000;-11
13083;31;10000;-11
13089;31;10000;-11
13095;31;10000;-11
13101;23;10000;-30
13107;23;10000;-30
13113;23;10000;-30
13119;15;10000;-30
13125;15;10000;-30
13131;15;10000;-30
13137;15;10000;-30
13143;15;10000;-30
13149;15;10000;-30
13155;7;10000;-28
13161;7;10000;-28
13167;7;10000;-28
13173;7;10000;-28
13179;0;10000;-28
13185;0;10000;-28
13191;0;10000;-28
13197;0;10000;-28
13203;-7;9986;-31
13209;-7;9972;-31
13218;-15;9943;-31
13224;-15;9913;-31
13230;-15;9883;-31
13236;-15;9853;-31
13242;-15;9823;-31
13248;-23;9785;-32
13254;-23;9739;-32
13260;-23;9693;-32
13266;-23;9647;-32
