tiempo;error;integral;derivada
11694;0;0;0
11700;0;0;0
11706;0;0;0
11715;0;0;0
11724;0;0;0
11730;0;0;0
11736;0;0;0
11742;0;0;0
11748;0;0;0
11757;0;0;0
11763;0;0;0
11769;0;0;0
11775;0;0;0
11781;0;0;0
11787;0;0;0
11793;0;0;0
11799;0;0;0
11805;0;0;0
11811;0;0;0
11817;0;0;0
11826;0;0;0
11832;0;0;0
11838;0;0;0
11847;0;0;0
11853;0;0;0
11859;0;0;0
11865;0;0;0
11871;0;0;0
11877;0;0;0
11883;0;0;0
11892;0;0;0
11898;0;0;0
11904;0;0;0
11910;0;0;0
11916;0;0;0
11922;0;0;0
11928;0;0;0
11931;0;0;0
11937;0;0;0
11943;0;0;0
11949;0;0;0
11955;0;0;0
11961;0;0;0
11970;0;0;0
11976;0;0;0
11982;0;0;0
11988;0;0;0
11994;0;0;0
12000;0;0;0
12006;0;0;0
12012;0;0;0
12018;0;0;0
12027;0;0;0
12033;0;0;0
12042;0;0;0
12048;0;0;0
12054;0;0;0
12060;0;0;0
12066;0;0;0
12072;0;0;0
12078;0;0;0
12084;0;0;0
12093;0;0;0
12099;0;0;0
12105;0;0;0
12111;0;0;0
12117;0;0;0
12123;0;0;0
12129;0;0;0
12135;0;0;0
12141;0;0;0
12147;0;0;0
12153;0;0;0
12159;0;0;0
12165;0;0;0
12171;0;0;0
12177;0;0;0
12183;0;0;0
12189;0;0;0
12195;0;0;0
12201;0;0;0
12207;0;0;0
12213;0;0;0
12219;0;0;0
12228;0;0;0
12234;0;0;0
12240;0;0;0
12246;0;0;0
12252;0;0;0
12258;0;0;0
12264;0;0;0
12273;0;0;0
12279;0;0;0
12285;0;0;0
12291;0;0;0
12297;0;0;0
12303;0;0;0
12309;0;0;0
12318;0;0;0
12324;0;0;0
12330;0;0;0
12336;0;0;0
12342;0;0;0
12351;0;0;0
12357;0;0;0
12363;0;0;0
12369;0;0;0
12375;0;0;0
12381;0;0;0
12387;0;0;0
12396;0;0;0
12402;0;0;0
12408;0;0;0
12414;0;0;0
12420;0;0;0
12426;0;0;0
12432;0;0;0
12438;0;0;0
12444;0;0;0
12450;0;0;0
12456;0;0;0
12459;0;0;0
12465;0;0;0
12471;0;0;0
12477;0;0;0
12486;0;0;0
12492;0;0;0
12498;0;0;0
12504;0;0;0
12510;0;0;0
12519;0;0;0
12525;0;0;0
12531;0;0;0
12537;0;0;0
12543;0;0;0
12549;0;0;0
12555;0;0;0
12561;0;0;0
12567;0;0;0
12576;0;0;0
12582;0;0;0
12588;0;0;0
12594;0;0;0
12600;0;0;0
12609;0;0;0
12615;0;0;0
12621;0;0;0
12627;0;0;0
12633;0;0;0
12642;0;0;0
12648;0;0;0
12654;0;0;0
12660;0;0;0
12666;0;0;0
12672;0;0;0
12678;0;0;0
12687;0;0;0
12693;0;0;0
12699;0;0;0
12705;0;0;0
12711;0;0;0
12717;0;0;0
12723;0;0;0
12732;0;0;0
12738;0;0;0
12744;0;0;0
12750;0;0;0
12756;0;0;0
12762;0;0;0
12768;0;0;0
12774;0;0;0
12780;0;0;0
12786;0;0;0
12792;0;0;0
12801;0;0;0
12807;0;0;0
12813;0;0;0
12822;0;0;0
