
hola soy la grua
9572;0;0;0
9599;0;0;1
9649;0;0;1
9699;0;0;1
9749;0;0;1
9799;0;0;1
9849;0;0;1
9899;0;0;1
9949;0;0;1
9999;0;0;1
10049;0;0;1
10099;0;0;1
10149;0;0;1
10199;0;0;1
10249;0;0;1
10299;0;0;1
10349;0;0;1
10399;0;0;1
10449;0;0;1
10499;0;0;1
10549;0;0;1
10599;0;0;1
10649;0;0;1
10699;0;0;1
10749;0;0;1
10799;0;0;1
10849;0;0;1
10899;0;0;1
10949;0;0;1
10999;0;0;1
11049;0;0;1
11099;0;0;1
11149;0;0;1
11199;0;0;1
11249;0;0;1
11299;0;0;1
11349;0;0;1
11399;0;0;1
11449;0;0;1
11499;0;0;1
11549;0;0;1
11599;0;0;1
11649;0;0;1
11699;0;0;1
11749;0;0;1
11799;0;0;1
11849;0;0;1
11899;0;0;1
11949;0;0;1
11999;0;0;1
12049;0;0;1
12099;0;0;1
12149;0;0;1
12199;0;0;1
12249;0;0;1
12299;3;-376;1
12349;8;-1000;1
12399;11;-1000;1
12449;13;-1000;1
12499;14;-1000;1
12549;13;-1000;1
12599;9;-1000;1
12649;6;-753;1
12699;1;-251;1
12749;-3;376;1
12799;-7;878;1
12849;-9;1000;1
12899;-11;1000;1
12949;-12;1000;1
12999;-11;1000;1
13049;-9;1000;1
13099;-6;753;1
13149;-3;376;1
13199;0;0;1
13249;3;-376;1
13299;6;-753;1
13349;7;-878;1
13399;8;-1000;1
13449;25;-1000;1
13499;72;-1000;1
13549;117;-1000;1
13599;149;-1000;1
13649;167;-1000;1
13699;171;-1000;1
13749;161;-1000;1
13799;136;-1000;1
13849;98;-1000;1
13899;50;-1000;1
13949;-2;-124;1
13999;-53;1000;1
14049;-100;1000;1
14099;-135;1000;1
14149;-140;1000;1
14199;-118;1000;1
14249;-87;1000;1
14299;-46;1000;1
14349;0;502;1
14399;44;-1000;1
14449;85;-1000;1
14499;115;-1000;1
14549;133;-1000;1
14599;138;-1000;1
14649;131;-1000;1
14699;110;-1000;1
14749;79;-1000;1
14799;39;-1000;1
14849;-5;251;1
14899;-47;1000;1
14949;-84;1000;1
14999;-113;1000;1
15049;-128;1000;1
15099;-119;1000;1
15149;-90;1000;1
15199;-47;1000;1
15249;-1;627;1
15299;45;-1000;1
15349;89;-1000;1
15399;120;-1000;1
15449;139;-1000;1
15499;145;-1000;1
15549;138;-1000;1
15599;118;-1000;1
15649;86;-1000;1
15699;44;-1000;1
15749;-1;-251;1
15799;-46;1000;1
15849;-85;1000;1
15899;-117;1000;1
15949;-135;1000;1
15999;-139;1000;1
16049;-131;1000;1
16099;-106;1000;1
16149;-63;1000;1
16199;-17;1000;1
16249;31;-1000;1
16299;76;-1000;1
16349;113;-1000;1
16399;137;-1000;1
16449;147;-1000;1
16499;145;-1000;1
16549;129;-1000;1
16599;100;-1000;1
16649;61;-1000;1
16699;17;-1000;1
16749;-30;1000;1
16799;-72;1000;1
16849;-107;1000;1
16899;-131;1000;1
16949;-142;1000;1
16999;-128;1000;1
17049;-57;1000;1
17099;32;-1000;1
17149;115;-1000;1
17199;185;-1000;1
17249;242;-1000;1
17299;283;-1000;1
17349;312;-1000;1
17399;331;-1000;1
17449;343;-1000;1
17499;347;-1000;1
17549;346;-1000;1
17599;339;-1000;1
17649;325;-1000;1
17699;302;-1000;1
17749;269;-1000;1
17799;225;-1000;1
17849;167;-1000;1
17899;94;-1000;1
17949;12;-1000;1
17999;-70;1000;1
18049;-145;1000;1
18099;-134;1000;1
18149;-97;1000;1
