10648;0;0;0
10699;0;0;0
10749;0;0;0
10799;0;0;0
10849;0;0;0
10899;0;0;0
10949;0;0;0
10999;0;0;0
11049;0;0;0
11099;0;0;0
11149;0;0;0
11199;0;0;0
11249;0;0;0
11299;0;0;0
11349;0;0;0
11399;0;0;0
11449;0;0;0
11499;0;0;0
11549;0;0;0
11599;0;0;0
11649;0;0;0
11699;0;0;0
11749;0;0;0
11799;0;0;0
11849;0;0;0
11899;0;0;0
11949;0;0;0
11999;0;0;0
12049;0;0;0
12099;0;0;0
12149;0;0;0
12199;0;0;0
12249;0;0;0
12299;0;0;0
12349;0;0;0
12399;0;0;0
12449;0;0;0
12499;0;0;0
12549;0;0;0
12599;0;0;0
12649;0;0;0
12699;0;0;0
12749;0;0;0
12799;0;0;0
12849;0;0;0
12899;0;0;0
12949;0;0;0
12999;0;0;0
13049;0;0;0
13099;0;0;0
13149;0;0;0
13199;1;-11;0
13249;2;-24;0
13299;3;-36;0
13349;4;-49;0
13399;6;-75;0
13449;8;-99;0
13499;9;-112;0
13549;11;-137;8
13599;14;-174;0
13649;17;-212;8
13699;19;-224;0
13749;18;-224;0
13799;16;-200;0
13849;12;-150;-7
13899;8;-99;-8
13949;4;-49;0
13999;-2;11;0
14049;-6;75;-8
14099;-10;112;-8
14149;-12;150;0
14199;-13;161;0
14249;-12;150;0
14299;-10;124;0
14349;-6;75;7
14399;-2;36;8
14449;1;-11;7
14499;5;-49;0
14549;8;-99;8
14599;10;-124;0
14649;11;-137;8
14699;10;-124;0
14749;9;-112;0
14799;6;-75;0
14849;4;-49;0
14899;0;-11;0
14949;-2;24;0
14999;-4;49;0
15049;-6;75;0
15099;-6;75;0
15149;-6;75;0
15199;-5;62;0
15249;-4;49;0
15299;1;0;7
15349;26;-312;31
15399;60;-691;21
15449;86;-990;12
15499;104;-1000;5
15549;110;-1000;0
15599;105;-1000;-5
15649;89;-1000;-12
15699;64;-792;-27
15749;32;-420;-31
15799;-4;24;-30
15849;-37;457;-30
15899;-66;780;-21
15949;-88;1000;-18
15999;-102;1000;-5
16049;-102;1000;0
16099;-92;1000;12
16149;-72;878;13
16199;-46;588;29
16249;-15;200;31
16299;18;-212;23
16349;48;-576;23
16399;74;-867;20
16449;91;-1000;12
16499;98;-1000;0
16549;94;-1000;-6
16599;82;-969;-13
16649;60;-736;-28
16699;32;-409;-22
16749;0;-36;-24
16799;-30;348;-23
16849;-57;680;-21
16899;-77;899;-13
16949;-89;1000;-6
16999;-90;1000;6
17049;-82;969;13
17099;-64;792;13
17149;-42;529;22
17199;-13;200;23
17249;16;-174;24
17299;44;-516;22
17349;66;-769;14
17399;82;-950;6
17449;88;-1000;0
17499;84;-990;-6
17549;72;-867;-13
17599;52;-635;-28
17649;27;-360;-23
17699;-2;0;-32
17749;-28;348;-31
17799;-52;611;-14
17849;-69;814;-14
17899;-78;920;0
17949;-79;939;0
17999;-72;856;7
18049;-55;680;14
18099;-34;420;16
18149;-8;124;23
18199;19;-224;31
18249;42;-516;22
18299;62;-724;21
18349;72;-856;6
18399;78;-920;0
18449;73;-878;-6
18499;60;-736;-7
18549;41;-529;-15
18599;18;-249;-23
18649;-6;75;-32
18699;-30;348;-23
18749;-50;600;-22
18799;-63;747;0
18849;-70;835;-7
18899;-68;814;7
18949;-60;724;7
18999;-44;540;22
19049;-24;323;15
19099;-1;24;16
19149;22;-249;16
19199;42;-494;15
19249;56;-680;14
19299;66;-792;7
19349;67;-803;0
19399;61;-747;0
19449;48;-600;-14
19499;31;-396;-22
19549;10;-137;-15
19599;-12;124;-16
19649;-32;385;-23
19699;-48;576;-7
19749;-58;691;-7
19799;-61;736;0
19849;-57;702;0
19899;-48;588;14
19949;-32;409;23
19999;-14;174;16
20049;6;-62;24
20099;26;-312;23
20149;42;-505;7
20199;53;-635;0
20249;58;-702;0
20299;57;-691;-7
20349;49;-611;-7
20399;36;-470;-15
20449;20;-249;-15
20499;0;-11;-16
20549;-18;212;-16
20599;-34;420;-15
20649;-46;553;-8
20699;-52;635;-8
20749;-52;635;7
20799;-47;576;8
20849;-36;457;7
20899;-21;273;16
20949;-4;49;15
20999;13;-150;16
21049;28;-348;16
21099;41;-494;15
21149;48;-588;8
21199;50;-611;0
21249;46;-564;0
21299;38;-470;-8
21349;25;-323;-8
21399;10;-137;-8
21449;-6;75;-16
21499;-22;273;-15
21549;-34;409;-8
21599;-42;516;-7
21649;-45;553;0
21699;-43;529;7
21749;-36;444;8
21799;-25;312;15
21849;-11;150;15
21899;4;-36;15
21949;18;-224;15
21999;30;-372;7
22049;38;-470;16
22099;42;-516;0
22149;42;-516;0
22199;36;-444;-8
22249;27;-336;-8
22299;14;-187;-8
22349;1;-24;-16
22399;-13;161;-15
22449;-24;286;-8
22499;-33;396;-7
22549;-37;457;0
22599;-38;470;0
22649;-33;420;0
22699;-26;323;8
22749;-15;200;8
22799;-2;36;8
22849;10;-124;16
22899;21;-249;8
22949;30;-360;7
22999;35;-433;8
23049;36;-444;0
23099;32;-409;-7
23149;26;-323;-16
23199;17;-212;-8
23249;6;-75;-8
23299;-6;62;-8
23349;-16;200;-8
23399;-24;299;-8
23449;-30;372;-8
23499;-31;385;0
23549;-29;372;0
23599;-24;299;8
23649;-16;200;7
23699;-6;75;8
23749;4;-49;16
23799;14;-161;7
23849;22;-273;8
23899;27;-336;0
23949;29;-360;0
23999;28;-348;-7
24049;24;-299;-8
