tiempo;error;integral;derivada
7692;0;1000;-14
7698;0;2988;1
7704;-1;4962;1
7713;-1;7916;0
7719;-2;9876;0
7725;-2;10000;0
7731;-2;10000;0
7737;-3;10000;-438
7743;-4;10000;-438
7749;-5;10000;-438
7755;-6;10000;-438
7761;-6;10000;-438
7767;-7;10000;-122
7773;-7;10000;-122
7779;-8;10000;-122
7785;-9;10000;-122
7791;-9;10000;-122
7797;-10;10000;-311
7803;-11;10000;-311
7809;-11;10000;-311
7815;-11;10000;-311
7821;-12;10000;-311
7827;-13;10000;-416
7833;-13;10000;-416
7839;-14;10000;-416
7845;-15;10000;-416
7851;-15;10000;-288
7857;-15;10000;-288
7863;-15;10000;-288
7869;-15;10000;-288
7875;-15;10000;1
7881;-16;10000;105
7887;-16;10000;105
7893;-17;10000;105
7899;-17;10000;105
7905;-17;10000;105
7911;-17;10000;-2000
7917;-17;10000;-2000
7923;-17;10000;1
7929;-17;10000;1
7935;-17;10000;1
7941;-17;10000;1
7947;-17;10000;1
7953;-17;10000;1
7959;-17;10000;1
7965;-17;10000;1
7971;-17;10000;1
7977;-17;10000;1
7983;-16;10000;-74
7989;-16;10000;-74
7995;-16;10000;-74
8001;-15;10000;-74
8007;-15;10000;-74
8013;-15;10000;-1622
8019;-15;10000;-1622
8025;-14;10000;-1622
8031;-14;10000;-753
8037;-13;10000;-753
8043;-13;10000;-753
8049;-12;10000;-753
8055;-11;10000;1084
8061;-11;10000;1084
8067;-11;10000;1084
8073;-10;10000;1084
8079;-9;10000;1084
8085;-9;10000;1245
8091;-8;10000;1245
8097;-7;10000;1245
8103;-7;10000;1245
8109;-7;10000;-1741
8115;-6;10000;-1741
8121;-5;10000;-1741
8127;-5;10000;-1052
8133;-4;10000;-1052
8139;-3;10000;-1052
8145;-3;10000;-1052
8151;-2;10000;960
8157;-1;10000;960
8163;-1;10000;960
8169;0;10000;960
8175;1;10000;960
8181;1;10000;1089
8187;1;10000;1089
8193;2;10000;1089
8199;3;10000;1089
8205;3;10000;1089
8211;4;10000;1488
8217;5;10000;1488
8223;5;10000;1488
8229;5;10000;-1555
8235;6;10000;-1555
8241;7;10000;-1555
8247;7;10000;-1047
8253;8;10000;-1047
8259;9;10000;-1047
8265;9;10000;-1047
8271;9;10000;-1409
8277;9;10000;-1409
8283;10;10000;-1409
8289;10;10000;-1409
8295;11;10000;-1009
8301;11;10000;-1009
8307;11;10000;-1009
8313;12;10000;-903
8319;12;10000;-903
8325;13;10000;-903
8331;13;10000;-903
8337;13;10000;-903
8343;13;10000;-2600
8349;13;10000;-2600
8355;13;10000;1
8361;13;10000;1
8367;14;10000;-195
8373;14;10000;-195
8379;14;10000;-195
8385;14;10000;-195
8391;14;10000;-195
8397;14;10000;1
8403;14;10000;1
8409;14;10000;1
8415;14;10000;1
8421;13;10000;1
8427;13;10000;64
8433;13;10000;64
8439;13;10000;64
8445;13;10000;64
8451;13;10000;64
8457;13;10000;1
8463;13;10000;1
8469;12;10000;30
8475;12;10000;30
8481;11;10000;30
8487;11;10000;30
8493;11;10000;30
8499;11;9994;-1342
8505;10;9982;-1342
8511;9;9964;-1342
8517;9;9947;-25
8523;9;9916;-25
8529;9;9871;-25
8535;8;9820;-25
