tiempo;error;tiempoDev;derivada
36274;7;923;0
36324;7;939;0
36374;7;956;0
36424;7;973;0
36474;7;989;0
36524;7;1006;0
36574;7;1023;0
36624;7;1039;0
36674;7;1056;0
36724;7;1073;0
36774;7;1089;0
36824;7;1106;0
36874;7;1123;0
36924;7;1139;0
36974;7;1156;0
37024;7;1173;0
37074;7;1189;0
37124;7;1206;0
37174;7;1223;0
37224;7;1240;0
37274;7;1256;0
37324;7;1273;0
37374;7;1289;0
37424;7;1306;0
37474;7;1323;0
37524;7;1340;0
37574;7;1356;0
37624;47;1;800
37674;140;1;0
37724;241;1;0
37774;323;1;700
37824;360;4;175
37874;474;1;700
37924;667;1;1200
37974;840;1;900
38024;951;1;500
38074;998;1;200
38124;987;1;-100
38174;923;1;-600
38224;822;1;-900
38274;728;1;-600
38324;625;1;-600
38374;495;1;-1400
38424;353;1;-1500
38474;218;1;-700
38524;86;1;-800
38574;0;1;0
38624;31;2;0
38674;54;1;0
38724;78;1;0
38774;101;7;100
38824;117;5;0
38874;117;14;-57
38924;109;8;0
38974;101;6;0
39024;86;4;0
39074;78;10;0
39124;78;27;0
39174;62;2;0
39224;47;6;-116
39274;23;6;-133
39324;15;2;400
39374;94;1;0
39424;202;1;700
39474;309;1;800
39524;453;1;700
39574;625;1;1300
39624;813;1;1400
39674;970;1;600
39724;972;1;-500
39774;667;1;-2800
39824;94;1;-3100
39874;-542;1;-2700
39924;-920;1;-1600
39974;-996;1;200
40024;-904;1;700
40074;-770;1;500
40124;-655;1;600
40174;-594;1;0
40224;-575;8;0
40274;-619;2;-350
40324;-718;1;-1100
40374;-840;1;-900
40424;-966;1;-600
40474;-987;1;500
40524;-770;1;2000
40574;-278;1;4500
40624;346;1;3700
40674;799;1;2400
40724;991;1;500
40774;968;1;-600
40824;872;1;-400
40874;790;2;-450
40924;760;5;0
40974;780;1;500
41024;848;1;400
41074;946;1;600
41124;1139;1;14000
41174;908;1;-1200
41224;555;1;-3200
41274;15;1;-3200
41324;-555;1;-2600
41374;-911;1;-1300
41424;-998;1;-100
41474;-966;1;400
41524;-904;1;400
41574;-872;3;0
41624;-883;1;0
41674;-940;1;0
41724;-995;1;-200
41774;-968;1;600
41824;-760;1;1500
41874;-316;1;3700
41924;263;1;3800
41974;728;1;2100
42024;948;1;800
42074;999;1;0
42124;966;1;-200
42174;932;3;-100
42224;932;5;60
42274;968;1;400
42324;999;1;100
42374;955;1;-500
42424;723;1;-2100
42474;301;1;-2200
42524;-256;1;-3800
42574;-707;1;-2300
42624;-940;1;-800
42674;-998;1;0
42724;-987;1;100
42774;-972;3;66
42824;-980;2;-50
42874;-999;1;-100
42924;-975;1;500
42974;-835;1;1700
43024;-488;1;2100
43074;15;1;3000
43124;488;1;2800
43174;831;1;1300
43224;968;1;600
43274;1139;3;4666
43324;992;3;-33
43374;992;1;0
43424;999;2;0
43474;977;1;-300
43524;844;1;-1200
43574;562;1;-2500
43624;94;1;-3100
43674;-375;1;-2200
43724;-750;1;-1100
43774;-935;1;-600
43824;-993;1;-100
43874;-999;1;0
43924;-999;18;0
43974;-996;1;100
44024;-955;1;500
44074;-799;1;1000
44124;-495;1;2700
44174;-47;1;2300
44224;425;1;2800
44274;750;1;1600
44324;923;1;600
44374;987;1;100
44424;998;3;0
44474;998;6;0
44524;982;1;-100
44574;911;1;-600
44624;712;1;-1600
44674;353;1;-2200
44724;-78;1;-3100
44774;-502;1;-2100
44824;-799;1;-900
44874;-932;1;-300
44924;-982;1;-200
44974;-992;1;0
45024;-983;2;100
45074;-935;1;500
45124;-804;1;1400
45174;-542;1;2000
45224;-140;1;3100
45274;294;1;2300
45324;637;1;1200
45374;856;1;800
45424;948;1;200
45474;977;3;66
45524;977;3;-66
45574;946;1;-200
45624;852;1;-800
45674;643;1;-1200
45724;286;1;-2300
45774;-109;1;-3100
45824;-495;1;-2100
45874;-765;1;-1500
45924;-898;1;-400
45974;-953;1;-200
46024;-960;1;0
46074;-938;1;200
46124;-852;1;400
46174;-661;1;2300
46224;-375;1;1400
46274;31;1;3100
46324;411;1;2200
46374;684;1;1100
46424;852;1;800
46474;923;1;300
46524;940;5;0
46574;920;2;-150
46624;844;1;-400
46674;667;1;-1100
46724;389;1;-2200
46774;23;1;-2400
46824;-331;1;-2200
46874;-631;1;-1900
46924;-809;1;-500
46974;-891;1;-400
47024;-914;7;0
47074;-894;1;400
47124;-799;1;1000
47174;-643;1;1800
47224;-368;1;1400
47274;-7;1;2400
47324;323;1;1400
47374;612;1;1800
47424;780;1;1000
47474;868;2;400
47524;891;6;0
47574;868;1;0
47624;780;1;-1000
47674;606;1;-1900
47724;338;1;-2200
47774;0;1;-2300
47824;-338;1;-2200
47874;-587;1;-1200
47924;-760;1;-500
47974;-844;1;-400
48024;-860;10;0
48074;-822;1;500
48124;-718;1;1000
48174;-522;1;1300
48224;-271;1;1500
48274;62;1;2300
48324;353;1;1500
48374;606;1;1200
48424;750;1;600
48474;827;1;500
48524;835;10;0
48574;785;1;-500
48624;667;1;-600
48674;467;1;-1400
48724;195;1;-1500
48774;-109;1;-1500
48824;-397;1;-1500
48874;-612;1;-1200
48924;-739;1;0
48974;-794;2;0
49024;-790;2;200
49074;-728;1;0
49124;-587;1;1300
49174;-368;1;1400
49224;-86;1;1500
49274;195;1;1600
49324;453;1;1400
49374;643;1;1200
49424;734;1;600
49474;770;5;0
49524;750;1;0
49574;661;1;-1200
49624;502;1;-1300
49674;278;1;-1600
49724;0;1;-1500
49774;-278;1;-1500
49824;-481;1;-700
49874;-643;1;-600
49924;-723;1;0
49974;-734;3;0
50024;-684;1;600
50074;-562;1;1300
50124;-397;1;1400
50174;-148;1;1600
50224;125;1;1600
50274;353;1;1500
50324;549;1;1400
50374;667;1;600
50424;707;4;0
50474;695;2;-300
50524;625;1;-600
50574;488;1;-1400
50624;278;1;-1600
50674;31;1;-1600
50724;-202;1;-700
50774;-425;1;-1400
50824;-575;2;-650
50874;-655;3;-200
50924;-673;9;0
50974;-631;2;300
51024;-535;1;0
51074;-360;1;1500
51124;-140;1;1600
51174;86;1;800
51224;316;1;1500
51274;488;1;700
51324;600;1;0
51374;649;3;0
51424;637;2;-300
51474;575;1;0
51524;439;1;-700
51574;248;1;-1500
51624;31;1;-1600
51674;-195;1;-1600
51724;-382;1;-700
51774;-522;1;-1300
51824;-594;3;-233
51874;-612;9;0
51924;-562;2;300
51974;-460;1;700
52024;-309;1;700
52074;-117;1;1600
52124;109;1;1500
52174;301;1;700
52224;446;1;700
52274;549;1;0
52324;594;7;100
52374;575;1;0
52424;495;2;-700
52474;368;2;-700
52524;202;1;-1600
52574;0;1;-700
52624;-202;1;-1500
52674;-360;1;-700
52724;-481;1;-700
52774;-542;5;-140
52824;-542;14;50
52874;-488;2;350
52924;-389;1;800
52974;-233;1;1500
53024;-62;1;800
53074;140;1;1500
53124;301;1;1500
53174;425;1;700
53224;509;1;0
53274;529;7;0
53324;502;3;-233
53374;418;1;-700
53424;294;1;-700
53474;125;1;-1500
53524;-54;1;-700
53574;-218;1;-1600
53624;-360;1;-700
53674;-446;1;0
53724;-481;5;0
53774;-467;2;350
53824;-411;1;700
53874;-301;1;800
53924;-156;1;1500
53974;15;1;1500
54024;171;2;750
54074;316;1;700
54124;411;1;700
54174;467;2;350
54224;467;3;0
54274;425;2;0
54324;338;1;0
54374;202;1;-800
54424;47;1;-1500
54474;-109;1;-1500
54524;-248;1;-700
54574;-353;1;0
54624;-418;1;0
54674;-432;9;0
54724;-404;1;0
54774;-331;2;350
54824;-218;1;700
54874;-78;1;800
54924;62;1;0
54974;210;1;800
55024;323;1;700
55074;382;2;0
55124;411;8;0
55174;397;2;-350
55224;346;2;-350
55274;248;1;-800
55324;125;1;0
55374;-15;1;-800
55424;-148;2;-400
55474;-263;1;0
55524;-338;1;0
55574;-375;4;0
55624;-375;4;0
55674;-331;1;0
55724;-248;2;400
55774;-133;2;350
55824;-7;1;800
55874;125;2;800
55924;233;1;800
55974;316;2;350
56024;360;1;0
56074;368;13;0
56124;338;3;0
56174;263;1;0
56224;164;2;-350
56274;47;1;-700
56324;-78;2;-800
56374;-187;1;-800
56424;-271;2;-400
56474;-316;2;0
56524;-331;9;0
56574;-309;1;0
56624;-248;1;800
56674;-156;1;800
56724;-62;1;800
56774;47;1;0
56824;156;1;0
56874;241;2;400
56924;294;2;0
56974;316;7;0
57024;309;5;0
57074;256;2;-350
57124;179;2;-400
57174;86;2;-400
57224;-15;1;-800
57274;-117;2;-400
57324;-202;1;-700
57374;-256;3;-266
57424;-286;1;0
57474;-278;5;0
57524;-241;4;175
57574;-171;1;0
57624;-94;1;700
57674;0;1;0
57724;94;1;0
57774;171;1;0
57824;233;1;0
57874;263;5;0
57924;263;2;0
57974;241;1;0
58024;187;1;0
58074;109;1;-800
58124;31;2;0
58174;-62;1;-800
58224;-140;1;-700
58274;-195;1;0
58324;-233;4;-200
58374;-233;1;0
58424;-218;2;0
58474;-171;3;0
58524;-109;2;400
58574;-31;1;0
58624;47;1;0
58674;117;2;400
58724;171;2;0
58774;210;2;0
58824;218;14;0
58874;210;3;0
58924;171;1;0
58974;117;3;-266
59024;47;1;-700
59074;-15;2;0
59124;-86;3;-266
59174;-140;2;0
59224;-171;5;0
59274;-187;11;0
59324;-179;13;61
59374;-156;3;0
59424;-109;2;0
59474;-47;2;350
59524;15;2;400
59574;70;1;0
59624;125;1;0
59674;156;4;0
59724;171;9;0
59774;171;5;0
59824;148;6;-133
59874;117;1;0
59924;62;1;0
59974;7;4;-200
60024;-47;1;0
60074;-94;2;0
60124;-125;5;0
60174;-140;10;0
60224;-140;5;0
60274;-125;1;0
60324;-94;1;0
60374;-47;2;350
60424;-7;2;0
60474;39;4;200
60524;78;4;0
60574;117;6;133
60624;133;3;0
60674;140;11;0
60724;125;7;0
60774;94;3;-233
60824;62;2;0
60874;23;2;0
60924;-15;2;0
60974;-54;6;-116
61024;-86;1;0
61074;-101;7;0
61124;-109;16;0
61174;-101;6;0
61224;-78;4;0
61274;-47;2;0
61324;-15;3;0
61374;15;3;0
61424;47;3;0
61474;78;1;0
61524;94;9;88
61574;94;16;0
61624;94;33;0
61674;78;5;0
61724;54;2;0
61774;31;6;0
61824;0;4;0
61874;-31;3;-266
61924;-47;5;0
61974;-62;6;0
62024;-62;22;0
62074;-62;39;0
62124;-47;6;116
62174;-39;3;0
62224;-15;1;0
62274;0;4;0
62324;15;8;0
62374;39;10;80
62424;47;12;0
62474;54;14;0
62524;62;13;0
62574;47;15;-46
62624;39;1;0
62674;23;12;-66
62724;15;9;0
62774;-7;10;-70
62824;-15;9;0
62874;-31;2;0
62924;-31;18;0
62974;-31;35;0
63024;-23;51;15
63074;-15;7;0
63124;-7;3;0
63174;0;8;0
63224;7;8;0
63274;15;16;0
63324;23;9;0
63374;31;5;0
63424;31;22;0
63474;23;5;0
63524;23;22;0
63574;15;16;0
63624;7;4;0
63674;0;7;0
63724;0;24;0
63774;-7;7;0
63824;-7;24;0
63874;-7;41;0
63924;0;11;0
63974;0;27;0
64024;0;44;0
64074;0;60;0
64124;0;77;0
64174;0;94;0
64224;0;110;0
64274;0;127;0
64324;0;144;0
64374;0;160;0
64424;0;177;0
64474;0;194;0
64524;0;211;0
64574;0;227;0
64624;0;244;0
64674;0;260;0
64724;0;277;0
64774;0;294;0
64824;0;310;0
64874;0;327;0
64924;0;344;0
64974;0;360;0
65024;0;377;0
65074;0;394;0
65124;0;410;0
65174;0;427;0
65224;0;444;0
65274;0;460;0
65324;0;477;0
65374;0;494;0
65424;0;510;0
65474;0;527;0
65524;0;544;0
65574;0;560;0
65624;0;577;0
65674;0;594;0
65724;0;610;0
65774;0;627;0
65824;0;644;0
65874;0;660;0
65924;0;677;0
65974;0;694;0
66024;0;711;0
66074;0;727;0
66124;0;744;0
66174;0;760;0
66224;0;777;0
66274;0;794;0
66324;0;810;0
66374;0;827;0
66424;0;844;0
66474;0;860;0
66524;0;877;0
66574;0;894;0
66624;0;910;0
66674;0;927;0
66724;0;944;0
66774;0;960;0
66824;0;977;0
66924;0;1010;0
66974;0;1027;0
67024;0;1044;0
