tiempo;error;tiempoDev;derivada
12315;0;0;0
12339;0;0;0
12366;0;0;0
12390;0;0;0
12414;0;0;0
12441;0;0;0
12465;0;0;0
12492;0;0;0
12516;0;0;0
12540;0;0;0
12567;0;0;0
12591;0;0;0
12618;0;0;0
12642;0;0;0
12666;0;0;0
12693;0;0;0
12717;0;0;0
12744;0;0;0
12768;0;0;0
12792;0;0;0
12819;0;0;0
12843;0;0;0
12870;0;0;0
12894;0;0;0
12918;0;0;0
12945;0;0;0
12969;0;0;0
12996;0;0;0
13020;0;0;0
13044;0;0;0
13071;0;0;0
13095;0;0;0
13122;0;0;0
13146;0;0;0
13170;0;0;0
13197;0;0;0
13563;0;0;0
13587;0;0;0
13611;0;0;0
13638;0;0;0
13662;0;0;0
13689;0;0;0
13713;0;0;0
13737;0;0;0
13764;0;0;0
13788;0;0;0
13815;0;0;0
13839;0;0;0
13863;0;0;0
13890;0;0;0
13914;0;0;0
13941;0;0;0
13965;0;0;0
13989;0;0;0
14016;0;0;0
14052;0;0;0
14079;0;0;0
14103;0;0;0
14130;0;0;0
14154;0;0;0
14178;0;0;0
14205;0;0;0
14229;0;0;0
14256;0;0;0
14280;0;0;0
14304;0;0;0
14331;0;0;0
14355;0;0;0
14382;0;0;0
14406;0;0;0
14430;0;0;0
14457;0;0;0
14481;0;0;0
14508;0;0;0
14532;0;0;0
14556;0;0;0
14583;0;0;0
14607;0;0;0
14634;0;0;0
14658;0;0;0
14682;0;0;0
14709;0;0;0
14733;0;0;0
14760;0;0;0
14784;0;0;0
14808;0;0;0
14835;0;0;0
14859;0;0;0
14886;0;0;0
14910;0;0;0
14934;0;0;0
14961;0;0;0
14985;0;0;0
15012;0;0;0
15036;0;0;0
15060;0;0;0
15087;0;0;0
15111;0;0;0
15138;0;0;0
15162;0;0;0
15186;0;0;0
15213;0;0;0
15237;0;0;0
15267;7;15247;0
15300;23;39;41
15333;47;41;58
15363;62;41;58
15396;78;39;58
15426;86;41;39
15459;86;41;39
15489;94;57;14
15522;86;49;-16
15555;86;49;-16
15588;70;41;-19
15624;54;40;-40
15657;31;31;-48
15690;15;38;-63
15723;-7;46;-50
15756;-23;34;-67
15792;-39;34;-67
15828;-54;48;-50
15864;-70;43;-34
15900;-78;54;-29
15936;-78;54;-29
15972;-78;54;-29
16005;-70;90;8
16035;-62;46;17
16071;-54;46;17
16104;-39;53;28
16137;-23;42;38
16170;-15;35;45
16203;0;36;41
16233;15;39;38
16263;23;39;38
16296;39;44;36
16326;39;44;36
16359;54;53;30
16389;54;53;30
16422;54;53;30
16452;54;53;30
16485;47;184;8
16518;39;165;-4
16551;31;44;-18
16584;23;44;-18
16617;7;50;-32
16650;0;50;-30
16683;-15;41;-36
16719;-23;41;-36
16755;-31;65;-24
16788;-39;65;-24
16824;-39;65;-24
16860;-39;65;-24
16896;-39;65;-24
16932;-39;65;-24
16968;-31;275;-5
17001;-23;237;3
17037;-23;237;3
17070;-7;32;25
17100;-7;32;25
17133;0;44;15
17160;7;44;15
17190;7;44;15
17220;15;93;16
17250;15;93;16
17283;23;61;13
17313;23;61;13
17346;23;61;13
17376;23;61;13
17409;15;110;-7
17442;15;110;-7
17475;7;68;-11
17508;7;68;-11
17538;0;87;-8
17568;0;87;-8
17601;-7;41;-17
17634;-7;41;-17
17667;-7;134;-5
17700;-15;94;-8
17733;-15;94;-8
17769;-15;94;-8
17802;-15;94;-8
17835;-7;161;4
17868;-7;161;4
17898;-7;161;4
17931;-7;161;4
17961;-7;161;4
17994;-7;161;4
18024;-7;161;4
18057;-7;161;4
18087;-7;161;4
18117;0;261;2
18147;0;261;2
18177;0;261;2
18207;0;261;2
18234;0;261;2
18264;0;261;2
18294;0;261;2
18324;0;261;2
18354;0;261;2
18381;0;261;2
18411;0;261;2
18441;-7;347;-2
18474;-23;347;-2
18510;-86;33;-166
18549;-140;37;-145
18588;-187;32;-121
18630;-225;43;-90
18666;-233;43;-90
18705;-233;32;25
18741;-225;32;25
18777;-195;42;35
18813;-156;31;100
18849;-109;33;118
18885;-54;37;148
18921;0;31;151
18954;47;33;139
18987;94;32;146
19023;140;36;130
19059;171;33;118
19092;195;31;74
19128;210;46;50
19161;210;46;50
19194;195;49;-16
19230;179;39;-38
19266;140;31;-74
19302;101;32;-96
19338;54;36;-108
19374;7;35;-134
19410;-39;35;-134
19446;-86;34;-138
19485;-133;33;-118
19527;-164;39;-79
19563;-179;39;-79
19602;-195;32;-25
19638;-179;38;42
19674;-171;38;42
19710;-148;38;39
19746;-117;38;63
19782;-70;35;88
19815;-31;39;120
19851;7;39;120
19884;47;32;118
19917;86;36;108
19950;117;32;100
19986;140;34;91
20019;156;31;74
20052;164;42;38
20085;164;42;38
20121;148;63;-12
20157;133;40;-40
20193;101;35;-65
20226;70;31;-74
20262;39;33;-96
20295;7;34;-114
20331;-39;31;-96
20367;-70;39;-102
20403;-101;33;-93
20442;-125;35;-88
20478;-140;35;-68
20517;-148;43;-34
20556;-140;68;11
20589;-133;68;11
20625;-117;45;33
20661;-86;39;61
20694;-54;31;74
20730;-23;36;86
20763;0;37;86
20793;23;36;83
20823;54;36;88
20856;70;36;88
20886;86;43;72
20919;109;31;51
20955;117;43;53
20988;117;43;53
21021;117;43;53
21054;101;98;-8
21087;86;42;-35
21123;70;40;-60
21156;39;37;-62
21189;23;37;-62
21222;-7;43;-74
21255;-31;39;-76
21291;-54;31;-77
21327;-70;43;-53
21363;-86;36;-66
21399;-101;41;-36
21438;-101;41;-36
21474;-101;41;-36
21510;-86;113;6
21546;-78;43;37
21579;-54;32;50
21612;-39;31;48
21645;-23;36;66
21678;-7;36;66
21711;15;46;50
21741;31;39;58
21774;47;48;50
21804;54;48;50
21837;70;42;35
21867;70;42;35
21900;70;42;35
21930;70;42;35
21963;70;42;35
21993;54;181;-4
22026;47;31;-22
22059;39;31;-22
22095;15;33;-48
22125;7;33;-48
22158;-7;35;-42
22194;-23;45;-51
22230;-39;36;-44
22266;-54;50;-30
22302;-54;50;-30
22335;-54;50;-30
22371;-54;50;-30
22407;-54;50;-30
22443;-47;172;4
22476;-39;172;4
22512;-23;63;25
22545;-15;48;33
22578;-7;48;33
22608;0;48;31
22638;7;48;31
22668;23;53;28
22701;23;53;28
22731;31;66;24
22764;39;66;24
22794;39;66;24
22827;39;66;24
22857;39;66;24
22890;31;228;7
22920;23;194;-4
22956;23;194;-4
22989;7;53;-15
23019;7;53;-15
23052;-7;72;-20
23085;-7;72;-20
23121;-15;61;-24
23154;-23;37;-21
23190;-23;37;-21
23226;-23;37;-21
23262;-23;37;-21
23298;-23;37;-21
23334;-23;37;-21
23370;-23;37;-21
23403;-15;256;3
23439;-15;256;3
23469;-7;56;14
23502;-7;56;14
23532;0;77;9
23559;0;77;9
23586;7;53;13
23616;7;53;13
23646;7;53;13
23676;7;53;13
23706;7;53;13
23733;7;53;13
23763;7;53;13
23793;7;53;13
23823;7;53;13
23853;7;53;13
23880;7;53;13
23910;0;337;-2
23943;0;337;-2
23973;0;337;-2
24006;0;337;-2
24036;0;337;-2
24069;0;337;-2
24099;0;337;-2
24132;0;337;-2
24162;0;337;-2
24195;0;337;-2
24225;0;337;-2
24258;0;337;-2
24288;0;337;-2
24321;0;337;-2
24351;0;337;-2
24384;0;337;-2
24414;0;337;-2
24447;0;337;-2
24477;0;337;-2
24510;0;337;-2
24540;0;337;-2
24573;0;337;-2
24603;0;337;-2
24636;0;337;-2
24666;0;337;-2
24699;0;337;-2
24729;0;337;-2
24762;0;337;-2
24792;0;337;-2
24825;0;337;-2
24855;0;337;-2
24888;0;337;-2
24918;0;337;-2
24951;0;337;-2
24981;0;337;-2
25014;0;337;-2
25044;0;337;-2
25077;0;337;-2
25107;0;337;-2
25140;0;337;-2
25170;0;337;-2
25203;0;337;-2
25233;0;337;-2
25266;0;337;-2
25296;0;337;-2
25329;0;337;-2
25359;0;337;-2
25392;0;337;-2
25422;0;337;-2
25455;0;337;-2
25485;0;337;-2
25518;0;337;-2
25548;0;337;-2
25581;0;337;-2
25611;0;337;-2
25644;0;337;-2
25674;0;337;-2
25707;-15;1769;0
25743;-54;33;-48
25779;-140;31;-229
25818;-248;32;-287
25860;-353;33;-254
25899;-418;34;-214
25938;-453;33;-151
25977;-460;38;-73
26016;-439;46;15
26049;-404;37;75
26088;-331;34;147
26124;-241;34;194
26163;-133;33;254
26199;-23;36;300
26235;94;33;306
26268;195;33;306
26304;278;31;245
26340;353;35;214
26376;404;36;141
26412;425;34;82
26445;432;34;82
26478;418;62;-11
26514;375;32;-90
26550;316;31;-138
26589;225;33;-181
26628;117;36;-252
26664;7;33;-309
26700;-94;32;-290
26739;-195;33;-257
26778;-286;32;-265
26817;-353;32;-187
26859;-397;33;-157
26898;-411;38;-94
26934;-397;66;10
26970;-360;34;85
27006;-309;32;140
27045;-225;33;181
27081;-140;33;230
27120;-39;32;243
27153;54;33;284
27189;148;31;274
27225;225;34;252
27261;294;33;184
27297;346;33;157
27330;368;31;70
27366;375;31;70
27399;360;75;-10
27435;331;31;-70
27471;286;35;-125
27507;210;32;-190
27546;125;31;-222
27582;31;31;-225
27618;-54;31;-280
27657;-148;32;-240
27699;-241;31;-222
27738;-301;31;-170
27777;-338;35;-128
27816;-353;42;-71
27855;-346;51;13
27891;-316;36;63
