tiempo;angulo;integral;derivada
19293;17;50;69
19299;17;50;69
19305;18;50;69
19311;18;50;33
19320;18;50;33
19326;19;50;50
19332;19;50;50
19338;19;50;50
19344;19;50;50
19350;19;50;50
19359;19;50;50
19365;19;50;50
19371;19;50;50
19377;19;50;50
19383;19;50;50
19389;19;50;50
19395;19;50;50
19401;19;50;50
19407;19;50;50
19413;19;50;50
19419;19;50;50
19425;18;50;-8
19431;18;50;-8
19440;17;50;-8
19446;17;50;-8
19452;17;50;-8
19461;16;50;-41
19467;15;50;-41
19473;15;50;-41
19479;15;50;-41
19485;14;50;-66
19494;13;50;-66
19500;13;50;-66
19506;12;50;-75
19512;11;50;-75
19518;11;50;-75
19527;9;50;-88
19533;9;50;-88
19539;8;50;-88
19545;7;50;-88
19551;7;50;-88
19557;6;50;-93
19563;5;50;-93
19572;4;50;-94
19578;3;50;-94
19584;3;50;-94
19590;2;50;-94
19596;1;50;-114
19602;0;50;-114
19608;-1;50;-114
19620;-2;14;-87
19629;-3;-47;-100
19641;-5;-50;-100
19647;-5;-50;-100
19653;-6;-50;-100
19659;-7;-50;-100
19665;-7;-50;-78
19674;-8;-50;-78
19680;-9;-50;-88
19686;-10;-50;-88
19692;-10;-50;-88
19698;-11;-50;-94
19704;-11;-50;-94
19710;-12;-50;-94
19716;-13;-50;-71
19722;-13;-50;-71
19728;-14;-50;-71
19734;-14;-50;-71
19743;-15;-50;-69
19749;-15;-50;-69
19755;-15;-50;-69
19761;-16;-50;-34
19767;-16;-50;-34
19773;-16;-50;-34
19779;-17;-50;-47
19788;-17;-50;-47
19794;-17;-50;-47
19800;-17;-50;-47
19803;-17;-50;-47
19809;-17;-50;-47
19815;-17;-50;-47
19821;-17;-50;-47
19827;-17;-50;-47
19833;-17;-50;-47
19839;-17;-50;-47
19845;-17;-50;-47
19851;-17;-50;-47
19857;-17;-50;-47
19863;-17;-50;-47
19869;-17;-50;-47
19875;-16;-50;-47
19881;-16;-50;8
19887;-16;-50;8
19893;-15;-50;8
19899;-15;-50;47
19905;-15;-50;47
19911;-15;-50;47
19917;-15;-50;47
19923;-14;-50;32
19929;-13;-50;32
19935;-13;-50;32
19941;-13;-50;32
19947;-12;-50;57
19953;-11;-50;57
19959;-11;-50;57
19965;-10;-50;57
19971;-10;-50;72
19977;-9;-50;72
19983;-9;-50;72
19989;-8;-50;76
19998;-7;-50;76
20004;-7;-50;76
20010;-6;-50;71
20016;-5;-50;71
20022;-5;-50;71
20028;-4;-50;71
20034;-3;-50;80
20043;-3;-50;80
20049;-2;-50;84
20055;-1;-50;84
20061;-1;-50;84
20067;0;-50;84
20073;1;-50;75
20079;1;-36;75
20082;1;-29;75
20088;2;-15;75
20094;2;15;71
20100;3;50;71
20109;4;50;80
20115;5;50;80
20121;5;50;80
20127;6;50;80
20133;6;50;80
20139;7;50;80
20145;7;50;80
20151;8;50;80
20157;8;50;62
20160;9;50;62
20166;9;50;62
20172;9;50;62
20178;10;50;62
20184;10;50;61
20190;11;50;61
20199;11;50;61
20205;11;50;61
20211;12;50;61
20217;12;50;47
20223;12;50;47
20229;13;50;47
20235;13;50;47
20244;13;50;47
20250;13;50;47
20256;13;50;47
20262;13;50;47
20268;13;50;47
20274;13;50;47
20280;13;50;47
20289;13;50;47
20295;13;50;47
20301;13;50;47
20307;13;50;47
20313;13;50;47
20325;13;50;47
20328;13;50;47
20334;13;50;47
20340;13;50;47
20346;13;50;47
20352;12;50;47
20358;12;50;8
20367;12;50;8
20373;11;50;-5
20379;11;50;-5
20385;11;50;-5
20391;10;50;-5
20397;10;50;-34
20403;9;50;-34
20412;9;50;-34
20418;9;50;-34
20421;8;50;-34
20427;8;50;-51
20433;7;50;-51
20439;7;50;-51
20448;6;50;-51
20454;6;50;-60
20460;5;50;-60
20466;5;50;-60
20472;5;50;-60
20481;3;50;-61
20493;3;50;-61
20499;2;50;-69
20505;1;50;-69
20514;1;50;-69
20520;0;50;-69
20526;0;50;-62
20532;-1;43;-62
20538;-1;29;-62
20544;-2;7;-71
20550;-2;-23;-71
20559;-3;-50;-71
20571;-4;-50;-71
20577;-4;-50;-55
20583;-5;-50;-55
20592;-5;-50;-55
20598;-6;-50;-55
20604;-6;-50;-59
20610;-7;-50;-59
20616;-7;-50;-59
20622;-7;-50;-59
20628;-7;-50;-59
20631;-8;-50;-59
20637;-8;-50;-45
20643;-9;-50;-45
20649;-9;-50;-45
20655;-9;-50;-45
20661;-9;-50;-45
20667;-10;-50;-45
20673;-10;-50;-45
20679;-10;-50;-45
20685;-11;-50;-44
20688;-11;-50;-44
20694;-11;-50;-44
20700;-11;-50;-44
20706;-11;-50;-44
20712;-11;-50;-44
20718;-11;-50;-44
20727;-11;-50;-44
20733;-11;-50;-44
20739;-11;-50;-44
20745;-11;-50;-44
20751;-11;-50;-44
20760;-11;-50;-44
20766;-11;-50;-44
20772;-11;-50;-44
20778;-11;-50;-44
20784;-11;-50;-44
20790;-11;-50;-44
20796;-11;-50;-44
20802;-11;-50;-44
20808;-10;-50;6
20814;-10;-50;6
20820;-10;-50;6
20829;-9;-50;36
20838;-9;-50;36
20844;-9;-50;36
20850;-9;-50;36
20856;-8;-50;29
20862;-8;-50;29
20874;-7;-50;29
20880;-7;-50;29
20886;-7;-50;29
20892;-7;-50;29
20898;-6;-50;36
20904;-6;-50;36
20910;-5;-50;36
20916;-5;-50;36
20922;-5;-50;36
20928;-5;-50;36
20934;-4;-50;47
20940;-3;-50;47
20946;-3;-50;47
20952;-3;-50;47
20961;-2;-50;47
20967;-2;-50;51
20973;-2;-50;51
20979;-1;-50;51
20985;-1;-50;51
20991;-1;-50;51
20997;0;-50;45
21009;1;-36;45
21012;1;-29;45
21018;1;-15;45
21024;1;-1;45
21030;2;21;44
21039;2;50;44
21045;3;50;44
21051;3;50;44
21057;3;50;44
21063;4;50;45
21069;4;50;45
21075;5;50;45
21084;5;50;45
21090;5;50;45
21096;5;50;45
21102;6;50;45
21108;6;50;40
21114;6;50;40
21120;7;50;40
21129;7;50;38
21135;7;50;38
21141;7;50;38
21147;7;50;38
21153;7;50;38
21156;7;50;38
21162;7;50;38
21168;7;50;38
21174;8;50;38
21180;8;50;14
21186;8;50;14
21192;8;50;14
21198;8;50;14
21207;8;50;14
21213;8;50;14
21219;8;50;14
21225;8;50;14
21231;8;50;14
21237;8;50;14
21243;8;50;14
21249;7;50;14
21255;7;50;-10
21261;7;50;-10
21267;7;50;-10
21276;7;50;-10
21282;7;50;-10
21288;7;50;-10
21297;7;50;-10
21303;6;50;-10
21309;6;50;-12
21315;6;50;-12
21321;6;50;-12
21327;5;50;-38
21333;5;50;-38
21339;5;50;-38
21345;5;50;-38
21348;5;50;-38
21354;5;50;-38
21360;4;50;-38
21366;4;50;-22
21372;4;50;-22
21378;3;50;-22
21381;3;50;-22
21387;3;50;-22
21393;3;50;-22
21399;3;50;-22
21405;2;50;-38
21411;2;50;-38
21417;2;50;-38
21423;1;50;-50
21429;1;50;-50
21435;1;50;-50
21444;1;50;-50
21450;0;50;-25
21456;0;50;-25
21462;-1;43;-25
21468;-1;29;-25
21477;-1;8;-25
21483;-1;-6;-25
21489;-2;-36;-39
21495;-2;-50;-39
21501;-2;-50;-39
21507;-3;-50;-38
21513;-3;-50;-38
21522;-3;-50;-38
21528;-3;-50;-38
21534;-3;-50;-38
21540;-3;-50;-38
21546;-4;-50;-20
21552;-4;-50;-20
21558;-4;-50;-20
21564;-5;-50;-20
21570;-5;-50;-42
21576;-5;-50;-42
21582;-5;-50;-42
21591;-5;-50;-42
21597;-5;-50;-42
21603;-5;-50;-42
21609;-5;-50;-42
21615;-5;-50;-42
21627;-5;-50;-42
21633;-5;-50;-42
21639;-5;-50;-42
21645;-5;-50;-42
21651;-5;-50;-42
21654;-5;-50;-42
21660;-5;-50;-42
21666;-5;-50;-42
21672;-5;-50;-42
21681;-5;-50;-42
21687;-5;-50;-42
21693;-5;-50;-42
21699;-5;-50;-42
21705;-5;-50;-42
21711;-5;-50;-42
21717;-5;-50;-42
21723;-5;-50;-42
21729;-5;-50;-42
21735;-5;-50;-42
21741;-5;-50;-42
21747;-5;-50;-42
21753;-4;-50;4
21759;-4;-50;4
21762;-4;-50;4
21768;-4;-50;4
21774;-3;-50;4
21780;-3;-50;33
21792;-3;-50;33
21798;-3;-50;33
21804;-3;-50;33
21810;-3;-50;33
21816;-3;-50;33
21825;-3;-50;33
21831;-2;-50;15
21837;-2;-50;15
21843;-2;-50;15
21849;-2;-50;15
21858;-1;-50;27
21864;-1;-50;27
21870;-1;-50;27
21876;-1;-50;27
21882;-1;-50;27
21891;-1;-50;27
21897;0;-50;27
21903;0;-50;17
21909;0;-50;17
21915;0;-50;17
21918;0;-50;17
21924;1;-43;28
21930;1;-29;28
21936;1;-15;28
21942;1;-1;28
21948;1;13;28
21954;1;27;28
21960;1;41;28
21969;1;50;28
21975;1;50;28
21981;2;50;28
21987;2;50;13
21993;2;50;13
21999;2;50;13
22005;2;50;13
22011;2;50;13
22017;2;50;13
22023;3;50;19
22029;3;50;19
22038;3;50;19
22044;3;50;19
22050;3;50;19
22062;3;50;19
22068;3;50;19
22074;3;50;19
22083;3;50;19
22095;3;50;19
22104;3;50;19
22110;3;50;19
22116;3;50;19
22122;3;50;19
22128;3;50;19
22134;3;50;19
22140;3;50;19
22146;3;50;19
22152;3;50;19
22155;3;50;19
22161;3;50;19
22167;3;50;19
22173;3;50;19
22179;3;50;19
22185;3;50;19
22194;3;50;19
22200;2;50;-4
22206;2;50;-4
22212;2;50;-4
22218;2;50;-4
22227;2;50;-4
22233;2;50;-4
22239;2;50;-4
22245;2;50;-4
22251;2;50;-4
22260;1;50;-14
22266;1;50;-14
22272;1;50;-14
22278;1;50;-14
22284;1;50;-14
22290;1;50;-14
22296;1;50;-14
22305;1;50;-14
22311;1;50;-14
22317;1;50;-14
22323;1;50;-14
22329;1;50;-14
22335;1;50;-14
22341;0;50;-8
22350;0;50;-8
22356;0;50;-8
22362;0;50;-8
22368;0;50;-8
22374;0;50;-8
22380;0;50;-8
22386;-1;50;-8
22392;-1;36;-15
22398;-1;22;-15
22404;-1;8;-15
22410;-1;-6;-15
22416;-1;-20;-15
22422;-1;-34;-15
22428;-1;-48;-15
22434;-1;-50;-15
22440;-1;-50;-15
22446;-1;-50;-15
22452;-1;-50;-15
22458;-1;-50;-15
22464;-1;-50;-15
22470;-1;-50;-15
22479;-1;-50;-15
22485;-1;-50;-15
22497;-1;-50;-15
22503;-1;-50;-15
22509;-1;-50;-15
22515;-1;-50;-15
22521;-1;-50;-15
22530;-1;-50;-15
22536;-1;-50;-15
22542;-1;-50;-15
22548;-1;-50;-15
22554;-1;-50;-15
22560;-1;-50;-15
22566;-1;-50;-15
22575;-1;-50;-15
22581;-1;-50;-15
22587;-1;-50;-15
22593;-1;-50;-15
22599;-1;-50;-15
22605;-1;-50;-15
22611;-1;-50;-15
22614;-1;-50;-15
22620;-1;-50;-15
22626;-1;-50;-15
22632;-1;-50;-15
22638;-1;-50;-15
22644;-1;-50;-15
22650;-1;-50;-15
22656;-1;-50;-15
22662;-1;-50;-15
22668;-1;-50;-15
22671;-1;-50;-15
22677;-1;-50;-15
22683;-1;-50;-15
22689;-1;-50;-15
22695;-1;-50;-15
22701;-1;-50;-15
22710;-1;-50;-15
22716;-1;-50;-15
22722;-1;-50;-15
22728;-1;-50;-15
22734;-1;-50;-15
22743;-1;-50;-15
22749;-1;-50;-15
22755;-1;-50;-15
22761;-1;-50;-15
22767;-1;-50;-15
22776;-1;-50;-15
22782;-1;-50;-15
22788;-1;-50;-15
22794;-1;-50;-15
22800;-1;-50;-15
22806;-1;-50;-15
22812;-1;-50;-15
22818;-1;-50;-15
22824;-1;-50;-15
22830;-1;-50;-15
22836;-1;-50;-15
22845;-1;-50;-15
22851;-1;-50;-15
22857;-1;-50;-15
22863;-1;-50;-15
22869;-1;-50;-15
22875;-1;-50;-15
22881;-1;-50;-15
22890;-1;-50;-15
22896;-1;-50;-15
22902;-1;-50;-15
22905;-1;-50;-15
22911;-1;-50;-15
22917;-1;-50;-15
22923;-1;-50;-15
22929;-1;-50;-15
22935;-1;-50;-15
22944;-1;-50;-15
22950;-1;-50;-15
22956;-1;-50;-15
22962;-1;-50;-15
22968;-1;-50;-15
22974;-1;-50;-15
22980;-1;-50;-15
22986;-1;-50;-15
22992;-1;-50;-15
22995;-1;-50;-15
23001;-1;-50;-15
23007;-1;-50;-15
23013;-1;-50;-15
23025;-1;-50;-15
23034;-1;-50;-15
23040;-1;-50;-15
23046;-1;-50;-15
23052;-1;-50;-15
23058;-1;-50;-15
23064;-1;-50;-15
23070;-1;-50;-15
23079;-1;-50;-15
23085;-1;-50;-15
23091;-1;-50;-15
23097;-1;-50;-15
23103;-1;-50;-15
23106;-1;-50;-15
23112;-1;-50;-15
23118;-1;-50;-15
23124;-1;-50;-15
23130;-1;-50;-15
23136;-1;-50;-15
23142;-1;-50;-15
23148;-1;-50;-15
23151;-1;-50;-15
23157;-1;-50;-15
23163;-1;-50;-15
23169;-1;-50;-15
23175;-1;-50;-15
23181;-1;-50;-15
23187;-1;-50;-15
23193;-1;-50;-15
23202;-1;-50;-15
23208;-1;-50;-15
23214;-1;-50;-15
23226;-1;-50;-15
23232;-1;-50;-15
23238;-1;-50;-15
23244;-1;-50;-15
23250;-1;-50;-15
23256;-1;-50;-15
23262;-1;-50;-15
23268;-1;-50;-15
23280;-1;-50;-15
23286;-1;-50;-15
23295;-1;-50;-15
23301;-1;-50;-15
23307;-1;-50;-15
23310;-1;-50;-15
23316;-1;-50;-15
23322;-1;-50;-15
23328;-1;-50;-15
23331;-1;-50;-15
23337;-1;-50;-15
23343;-1;-50;-15
23349;-1;-50;-15
23355;-1;-50;-15
23361;-1;-50;-15
23367;-1;-50;-15
23373;-1;-50;-15
23379;-1;-50;-15
23385;-1;-50;-15
23391;-1;-50;-15
23397;-1;-50;-15
23403;-1;-50;-15
23409;-1;-50;-15
23415;-1;-50;-15
23421;-1;-50;-15
23427;-1;-50;-15
23433;-1;-50;-15
23439;-1;-50;-15
23442;-1;-50;-15
23448;-1;-50;-15
23454;-1;-50;-15
23460;0;-50;0
23466;1;-50;0
23472;1;-36;0
23478;1;-22;0
23484;2;0;57
23493;3;50;57
23499;5;50;57
23505;6;50;141
23511;7;50;141
23517;9;50;141
23529;11;50;172
23535;13;50;172
23541;14;50;172
23547;15;50;172
23553;17;50;172
23562;18;50;177
23568;19;50;177
23574;20;50;121
23583;22;50;121
23595;24;50;147
23601;25;50;147
23607;26;50;147
23616;27;50;127
23622;28;50;127
23628;29;50;127
23634;29;50;88
23640;30;50;88
23646;30;50;88
23652;31;50;76
23655;31;50;76
23661;31;50;76
23667;32;50;76
23673;32;50;76
23679;33;50;60
23685;33;50;60
23691;33;50;60
23697;33;50;60
23706;33;50;60
23712;33;50;60
23718;33;50;60
23727;33;50;60
23733;33;50;60
23739;32;50;-12
23745;32;50;-12
23751;31;50;-12
23757;31;50;-12
23763;31;50;-12
23775;30;50;-48
23781;29;50;-48
23787;28;50;-48
23793;27;50;-83
23799;27;50;-83
23808;25;50;-115
23814;25;50;-115
23820;24;50;-115
23826;23;50;-115
23832;21;50;-109
23841;20;50;-109
23847;19;50;-143
23853;18;50;-143
23859;17;50;-143
23865;16;50;-127
23871;15;50;-127
23877;13;50;-127
23883;12;50;-127
23889;11;50;-147
23892;10;50;-147
23898;9;50;-147
23904;7;50;-177
23910;6;50;-177
23916;5;50;-177
23922;3;50;-163
23928;2;50;-163
23934;1;50;-163
23943;-1;43;-172
23949;-2;21;-172
23955;-3;-25;-172
23961;-5;-50;-172
23967;-6;-50;-172
23973;-7;-50;-172
23979;-9;-50;-155
23985;-10;-50;-155
23991;-11;-50;-155
23997;-12;-50;-155
24003;-13;-50;-160
