tiempo;angulo;tiempoDev;derivada
10068;0;0;-1
10074;0;0;-1
10080;0;0;-1
10086;0;0;-1
10092;0;0;-1
10098;0;0;-1
10104;0;0;-1
10110;0;0;-1
10116;0;0;-1
10119;0;0;-1
10125;0;0;-1
10131;0;0;-1
10137;0;0;-1
10146;0;0;-1
10152;0;0;-1
10158;0;0;-1
10164;0;0;-1
10170;0;0;-1
10176;0;0;-1
10182;0;0;-1
10188;0;0;-1
10194;0;0;-1
10203;0;0;-1
10209;0;0;-1
10215;0;0;-1
10221;0;0;-1
10227;0;0;-1
10236;0;0;-1
10242;0;0;-1
10248;0;0;-1
10254;0;0;-1
10260;0;0;-1
10266;0;0;-1
10272;0;0;-1
10275;0;0;-1
10281;0;0;-1
10287;0;0;-1
10293;0;0;-1
10305;0;0;-1
10311;0;0;-1
10317;0;0;-1
10323;0;0;-1
10329;0;0;-1
10338;0;0;-1
10350;0;0;-1
10356;0;0;-1
10362;0;0;-1
10371;0;0;-1
10377;0;0;-1
10383;0;0;-1
10392;0;0;-1
10398;0;0;-1
10404;0;0;-1
10410;0;0;-1
10416;0;0;-1
10422;0;0;-1
10428;0;0;-1
10434;0;0;-1
10440;0;0;-1
10449;0;0;-1
10455;0;0;-1
10461;0;0;-1
10467;0;0;-1
10473;0;0;-1
10479;0;0;-1
10485;0;0;-1
10494;0;0;-1
10500;0;0;-1
10506;0;0;-1
10512;0;0;-1
10518;0;0;-1
10524;0;0;-1
10530;0;0;-1
10536;0;0;-1
10542;0;0;-1
10551;0;0;-1
10557;0;0;-1
10566;0;0;-1
10572;0;0;-1
10578;0;0;-1
10584;0;0;-1
10590;0;0;-1
10596;0;0;-1
10602;0;0;-1
10608;0;0;-1
10614;0;0;-1
10620;0;0;-1
10629;0;0;-1
10635;0;0;-1
10641;0;0;-1
10647;0;0;-1
10653;0;0;-1
10656;0;0;-1
10662;0;0;-1
10668;0;0;-1
10674;0;0;-1
10680;0;0;-1
10686;0;0;-1
10689;0;0;-1
10695;0;0;-1
10701;0;0;-1
10707;0;0;-1
10713;0;0;-1
10719;0;0;-1
10725;0;0;-1
10731;0;0;-1
10740;0;0;-1
10746;0;0;-1
10752;0;0;-1
10764;0;0;-1
10770;0;0;-1
10776;0;0;-1
10785;0;0;-1
10791;0;0;-1
10797;0;0;-1
10803;0;0;-1
10809;0;0;-1
10815;0;0;-1
10821;0;0;-1
10830;0;0;-1
10836;0;0;-1
10842;0;0;-1
10848;0;0;-1
10854;0;0;-1
10863;0;0;-1
10869;0;0;-1
10875;0;0;-1
10881;0;0;-1
10887;0;0;-1
10893;0;0;-1
10899;0;0;-1
10905;0;0;-1
10911;0;0;-1
10920;0;0;-1
10926;0;0;-1
10932;0;0;-1
10938;0;0;-1
10944;0;0;-1
10953;0;0;-1
10959;0;0;-1
10965;0;0;-1
10971;0;0;-1
10977;0;0;-1
10983;0;0;-1
10989;0;0;-1
10998;0;0;-1
11004;0;0;-1
11010;0;0;-1
11016;0;0;-1
11022;0;0;-1
11031;0;0;-1
11037;0;0;-1
11043;0;0;-1
11049;0;0;-1
11055;0;0;-1
11061;0;0;-1
11067;0;0;-1
11076;0;0;-1
11082;0;0;-1
11088;0;0;-1
11094;0;0;-1
11100;0;0;-1
11106;0;0;-1
11112;0;0;-1
11115;0;0;-1
11121;0;0;-1
11133;0;0;-1
11139;0;0;-1
11145;0;0;-1
11151;0;0;-1
11157;0;0;-1
11160;0;0;-1
11166;0;0;-1
11172;0;0;-1
11178;0;0;-1
11184;0;0;-1
11190;0;0;-1
11196;0;0;-1
11202;0;0;-1
11211;0;0;-1
11217;0;0;-1
11223;0;0;-1
11229;0;0;-1
11235;0;0;-1
11244;0;0;-1
11250;0;0;-1
11256;0;0;-1
11262;0;0;-1
11268;0;0;-1
11274;0;0;-1
11280;0;0;-1
11283;0;0;-1
11289;0;0;-1
11295;0;0;-1
11301;0;0;-1
11307;0;0;-1
11313;0;0;-1
11319;0;0;-1
11325;0;0;-1
11334;0;0;-1
11340;0;0;-1
11346;0;0;-1
11352;0;0;-1
11358;0;0;-1
11364;0;0;-1
11370;0;0;-1
11376;0;0;-1
11382;0;0;-1
11385;0;0;-1
11391;0;0;-1
11397;0;0;-1
11403;0;0;-1
11412;0;0;-1
11418;0;0;-1
11424;0;0;-1
11430;0;0;-1
11436;0;0;-1
11442;0;0;-1
11448;0;0;-1
11454;0;0;-1
11460;0;0;-1
11469;0;0;-1
11475;0;0;-1
11481;0;0;-1
11487;0;0;-1
11493;0;0;-1
11496;0;0;-1
11502;0;0;-1
11508;0;0;-1
11514;0;0;-1
11520;0;0;-1
11526;0;0;-1
11532;0;0;-1
11538;0;0;-1
11547;0;0;-1
11553;0;0;-1
11559;0;0;-1
11565;0;0;-1
11571;0;0;-1
11580;0;0;-1
11586;0;0;-1
11592;0;0;-1
11598;0;0;-1
11604;0;0;-1
11610;0;0;-1
11616;0;0;-1
11622;0;0;-1
11628;0;0;-1
11637;0;0;-1
11643;0;0;-1
11649;0;0;-1
11655;0;0;-1
11661;0;0;-1
11670;0;0;-1
11676;0;0;-1
11682;0;0;-1
11688;0;0;-1
11694;0;0;-1
11700;0;0;-1
11706;0;0;-1
11709;0;0;-1
11715;0;0;-1
11721;0;0;-1
11727;0;0;-1
11733;0;0;-1
11739;0;0;-1
11748;0;0;-1
11754;0;0;-1
11760;0;0;-1
11766;0;0;-1
11772;0;0;-1
11778;0;0;-1
11784;0;0;-1
11790;0;0;-1
11796;0;0;-1
11802;0;0;-1
11817;0;0;-1
11823;0;0;-1
11829;0;0;-1
11838;0;0;-1
11850;0;0;-1
11856;0;0;-1
11862;0;0;-1
11868;0;0;-1
11874;0;0;-1
11883;0;0;-1
11889;0;0;-1
