tiempo;error;tiempoDev;derivada
15424;0;2;0
15474;0;18;0
15524;0;35;0
15574;0;52;0
15624;0;68;0
15674;0;85;0
15724;0;102;0
15774;0;119;0
15824;0;135;0
15874;0;152;0
15924;0;169;0
15974;0;185;0
16024;0;202;0
16074;0;219;0
16124;0;235;0
16174;0;252;0
16224;0;269;0
16274;0;285;0
16324;0;302;0
16374;0;318;0
16424;15;4;0
16474;78;1;8
16524;156;1;0
16574;263;1;15
16624;460;1;21
16674;701;1;11
16724;831;1;4
16774;887;1;0
16824;891;2;0
16874;844;1;-8
16924;723;1;-11
16974;522;1;-20
17024;202;1;-23
17074;-156;1;-16
17124;-453;1;-14
17174;-684;1;-11
17224;-813;1;-4
17274;-856;4;0
17324;-835;1;5
17374;-744;1;11
17424;-587;1;13
17474;-331;1;22
17524;-15;1;16
17574;286;1;15
17624;555;1;20
17674;718;1;6
17724;804;2;5
17774;827;6;0
17824;790;1;-4
17874;690;1;-11
17924;509;1;-13
17974;241;1;-22
18024;-54;1;-23
18074;-353;1;-22
18124;-575;1;-13
18174;-718;1;-6
18224;-785;2;-5
18274;-790;16;0
18324;-734;2;5
18374;-606;1;6
18424;-397;1;14
18474;-125;1;15
18524;156;1;23
18574;411;1;14
18624;600;1;6
18674;718;1;6
18724;765;5;5
18774;744;2;-6
18824;673;1;-5
18874;522;1;-13
18924;309;1;-14
18974;39;1;-15
19024;-233;1;-15
19074;-460;1;-14
19124;-612;1;-6
19174;-707;1;0
19224;-728;6;0
19274;-684;1;6
19324;-575;1;6
19374;-397;1;14
19424;-171;1;16
19474;94;1;24
19524;338;1;15
19574;515;1;6
19624;643;1;6
19674;695;1;0
19724;690;1;0
19774;625;1;-6
19824;495;1;-14
19874;301;1;-8
19924;54;1;-16
19974;-179;1;-8
20024;-382;2;-14
20074;-460;3;0
20124;-481;9;0
20174;-439;1;0
20224;-353;1;0
20274;-233;1;0
20324;-62;1;16
20374;101;1;7
20424;248;1;7
20474;368;1;8
20524;439;1;0
20574;460;7;0
20624;439;1;0
20674;368;1;-7
20724;263;2;-15
20774;125;1;0
20824;-39;1;-8
20874;-187;1;-8
20924;-309;1;-8
20974;-389;2;-7
21024;-425;2;0
21074;-418;3;0
21124;-360;2;8
21174;-271;1;7
21224;-140;1;0
21274;0;1;0
21324;140;1;7
21374;263;1;0
21424;360;2;7
21474;397;4;0
21524;404;13;-7
21574;368;2;0
21624;294;1;-7
21674;179;2;-8
21724;47;1;0
21774;-94;1;-16
21824;-218;2;-16
21874;-309;1;-8
21924;-353;3;0
21974;-368;5;7
22024;-346;2;0
22074;-286;1;0
22124;-187;1;0
22174;-62;1;8
22224;62;1;8
22274;179;1;8
22324;271;2;8
22374;338;2;7
22424;353;10;0
22474;338;3;-8
22524;294;1;0
22574;202;1;-8
22624;94;1;-7
22674;-15;1;-8
22724;-133;2;-8
22774;-233;1;-8
22824;-294;2;-8
22874;-323;6;-7
22924;-309;3;0
22974;-263;2;8
23024;-187;1;8
23074;-94;1;0
23124;15;1;8
23174;125;1;8
23224;210;2;8
23274;271;2;0
23324;301;4;0
23374;301;4;0
23424;263;1;0
23474;202;1;0
23524;109;3;-16
23574;15;1;-8
23624;-78;1;0
23674;-171;1;-7
23724;-233;2;-8
23774;-263;5;0
23824;-271;15;0
23874;-248;3;0
23924;-187;1;8
23974;-117;3;8
24024;-31;1;0
24074;62;1;0
24124;148;2;8
24174;210;2;8
24224;248;2;0
24274;256;13;0
24324;241;2;0
24374;195;3;-7
24424;125;1;-8
24474;54;1;0
24524;-31;1;0
24574;-109;2;0
24624;-171;1;0
24674;-210;2;0
24724;-225;8;0
24774;-218;6;0
24824;-171;2;8
24874;-125;1;0
24924;-54;1;0
24974;23;2;8
25024;94;1;0
25074;148;1;0
25124;187;4;0
25174;210;4;0
25224;202;3;0
25274;179;2;0
25324;125;1;-8
25374;70;3;-8
25424;0;1;-7
25474;-62;1;0
25524;-125;2;-8
25574;-156;2;0
25624;-171;10;0
25674;-171;6;0
25724;-156;4;0
25774;-117;1;0
25824;-62;1;0
25874;-7;1;0
25924;54;3;7
25974;101;1;0
26024;140;3;0
26074;156;10;0
26124;164;15;0
