tiempo;error;tiempoDev;derivada
15525;0;3;0
15549;0;11;0
15576;0;20;0
15603;0;29;0
15630;0;38;0
15657;0;47;0
15687;0;57;0
15714;0;66;0
15741;0;75;0
15768;0;84;0
15795;0;93;0
15822;0;102;0
15852;0;112;0
15882;0;122;0
15909;0;131;0
15939;0;141;0
15969;0;151;0
15999;0;161;0
16029;0;171;0
16056;0;180;0
16086;0;190;0
16116;0;200;0
16146;0;210;0
16176;0;220;0
16203;0;229;0
16233;0;239;0
16263;0;249;0
16293;0;259;0
16323;0;269;0
16350;0;278;0
16380;0;288;0
16410;0;298;0
16440;0;308;0
16470;0;318;0
16497;0;327;0
16527;0;337;0
16557;0;347;0
16587;0;357;0
16617;0;367;0
16644;0;376;0
16674;0;386;0
16704;0;396;0
16734;0;406;0
16764;0;416;0
16791;0;425;0
16821;0;435;0
16851;0;445;0
16881;0;455;0
16911;0;465;0
16938;0;474;0
16968;0;484;0
16998;0;494;0
17028;0;504;0
17058;0;514;0
17085;0;523;0
17115;0;533;0
17145;0;543;0
17175;0;553;0
17205;0;563;0
17232;0;572;0
17262;0;582;0
17292;0;592;0
17322;0;602;0
17352;0;612;0
17379;0;621;0
17409;0;631;0
17439;0;641;0
17469;0;651;0
17499;0;661;0
17526;0;670;0
17556;0;680;0
17586;0;690;0
17616;0;700;0
17646;0;710;0
17673;0;719;0
17703;0;729;0
17733;0;739;0
17763;0;749;0
17793;0;759;0
17820;0;768;0
17850;0;778;0
17880;0;788;0
17910;0;798;0
17940;0;808;0
17967;0;817;0
17997;0;827;0
18027;0;837;0
18057;0;847;0
18087;0;857;0
18114;0;866;0
18144;0;876;0
18174;0;886;0
18204;0;896;0
18234;0;906;0
18261;0;915;0
18291;0;925;0
18321;0;935;0
18351;0;945;0
18381;0;955;0
18408;0;964;0
18438;0;974;0
18468;0;984;0
18498;0;994;0
18528;0;1004;0
18558;0;1014;0
18591;0;1025;0
18621;0;1035;0
18654;0;1046;0
18684;0;1056;0
18717;0;1067;0
18747;0;1077;0
18780;0;1088;0
18810;0;1098;0
18843;0;1109;0
18873;0;1119;0
18906;0;1130;0
18936;0;1140;0
18969;0;1151;0
18999;0;1161;0
19032;0;1172;0
19062;0;1182;0
19095;0;1193;0
19125;0;1203;0
19158;0;1214;0
19203;0;1229;0
19236;0;1240;0
19284;0;1256;0
19329;0;1271;0
19362;0;1282;0
19392;0;1292;0
19425;0;1303;0
19455;0;1313;0
19488;0;1324;0
19518;0;1334;0
19581;0;1355;0
19599;7;1361;0
19677;23;15;53
19788;39;32;25
19851;39;53;15
20016;7;23;-34
20046;-7;9;-77
20079;-15;13;-61
20115;-23;12;-66
20151;-23;24;-33
20187;-23;36;-22
20223;-23;48;-16
20256;-23;59;-13
20292;0;3;233
20322;47;2;400
20355;117;3;533
20388;187;2;400
20421;241;2;400
20457;286;3;266
20610;278;3;-266
20700;133;2;-350
20784;-54;1;-700
20934;-286;3;-266
21030;-294;26;26
21066;-263;3;266
21171;-109;2;400
21240;31;1;800
21648;62;2;-400
21681;7;3;-266
21825;-210;5;-160
21864;-241;7;-114
21903;-256;12;-66
21939;-248;19;42
21975;-233;7;114
22101;-70;1;800
22134;-23;2;400
22230;125;3;266
22263;164;4;200
22296;195;4;200
22329;218;6;133
22365;225;12;58
22398;218;17;-41
22434;202;7;-114
22470;171;3;-266
22503;140;4;-200
22575;39;2;-400
