tiempo;angulo;tiempoDev;derivada
25035;-1;152;-4
25071;-1;152;-4
25104;-1;152;-4
25137;-1;152;-4
25170;-1;152;-4
25203;-1;152;-4
25239;-1;152;-4
25272;-1;152;-4
25305;-1;152;-4
25338;-1;152;-4
25371;-1;152;-4
25407;-1;152;-4
25440;-1;152;-4
25473;-1;152;-4
25506;-1;152;-4
25539;-1;152;-4
25575;-1;152;-4
25608;-1;152;-4
25641;-1;152;-4
25674;-1;152;-4
25707;-1;152;-4
25743;-1;152;-4
25776;-1;152;-4
25809;-1;152;-4
25842;-1;152;-4
25875;-1;152;-4
25911;-1;152;-4
25944;-1;152;-4
25977;-1;152;-4
26010;-1;152;-4
26043;-1;152;-4
26079;-1;152;-4
26112;-1;152;-4
26145;-1;152;-4
26178;-1;152;-4
26211;-1;152;-4
26247;-1;152;-4
26280;-1;152;-4
26313;-1;152;-4
26346;-1;152;-4
26379;-1;152;-4
26415;-1;152;-4
26448;-1;152;-4
26481;-1;152;-4
26514;-1;152;-4
26547;-1;152;-4
26583;-1;152;-4
26616;-1;152;-4
26649;-1;152;-4
26682;-1;152;-4
26715;-1;152;-4
26751;-1;152;-4
26784;-1;152;-4
26817;-1;152;-4
26850;-1;152;-4
26883;-1;152;-4
26919;-2;2330;0
26952;-3;2330;0
26985;-3;2330;0
27018;-4;104;-15
27054;-4;104;-15
27090;-4;104;-15
27126;-3;113;7
27156;-3;113;7
27189;-3;113;7
27219;-3;113;7
27252;-2;96;8
27279;-1;44;18
27312;-1;44;18
27342;0;62;11
27372;1;39;17
27402;1;39;17
27429;1;39;17
27459;1;39;17
27489;1;39;17
27519;1;39;17
27549;1;39;17
27576;1;39;17
27606;1;39;17
27636;1;39;17
27666;1;39;17
27696;1;39;17
27723;1;39;17
27753;0;383;-1
27786;0;383;-1
27816;0;383;-1
27849;0;383;-1
27879;0;383;-1
27912;0;383;-1
27942;0;383;-1
27975;0;383;-1
28005;0;383;-1
28038;0;383;-1
28068;0;383;-1
28101;0;383;-1
28131;0;383;-1
28164;0;383;-1
28194;0;383;-1
28227;0;383;-1
28257;0;383;-1
28290;0;383;-1
28320;0;383;-1
28353;0;383;-1
28383;0;383;-1
28416;0;383;-1
28446;0;383;-1
28479;0;383;-1
28509;0;383;-1
28542;0;383;-1
28572;0;383;-1
28605;0;383;-1
28635;0;383;-1
28668;0;383;-1
28698;0;383;-1
28731;0;383;-1
28761;0;383;-1
28794;0;383;-1
28824;0;383;-1
28857;0;383;-1
28887;0;383;-1
28920;0;383;-1
28950;0;383;-1
28983;0;383;-1
29013;0;383;-1
29046;0;383;-1
29076;0;383;-1
29109;0;383;-1
29139;0;383;-1
29172;0;383;-1
29202;0;383;-1
29235;1;1483;0
29265;3;1483;0
29295;7;40;60
29328;13;38;123
29361;17;31;125
29394;23;38;102
29427;29;34;135
29460;40;33;209
29496;52;34;261
29529;66;32;268
29562;78;33;269
29595;89;31;229
29628;97;33;184
29664;104;32;125
29697;110;35;91
29733;116;36;86
29766;121;35;82
29799;127;34;82
29832;131;37;67
29865;139;33;60
29901;147;32;90
29934;157;32;78
29967;163;35;71
30000;173;33;51
30033;180;31;45
30069;191;32;34
30102;201;34;14
30135;210;31;3
30168;223;35;-17
30204;237;32;-50
30240;251;32;-75
30276;267;33;-148
30315;284;33;-193
30351;300;31;-225
30390;315;32;-209
30426;325;33;-221
30465;335;33;-178
30504;344;33;-184
30540;351;31;-138
30579;361;32;-184
30615;371;33;-181
30654;383;35;-262
30693;395;32;-265
30729;408;33;-215
30765;420;31;177
30801;434;31;296
30837;449;34;308
30873;465;32;312
30909;481;31;309
30945;496;32;275
30981;513;34;238
31017;527;31;245
31053;543;32;168
31086;557;32;165
31122;567;31;67
31158;577;31;48
31191;583;32;28
31224;589;35;20
31257;593;36;8
31290;597;38;2
31320;600;38;2
31353;605;96;1
31386;611;71;-1
31419;622;32;-12
31455;632;34;-35
31491;640;32;-50
31527;648;34;-44
31563;657;33;-75
31599;666;31;-93
31632;672;33;-72
31668;680;40;-97
31704;687;35;-82
31740;694;31;-116
31779;702;33;-96
31815;709;31;-125
31854;719;33;-127
31890;726;36;-155
31929;734;32;-125
31965;740;31;-112
32004;746;31;-112
32043;751;39;-92
32079;754;47;-61
32112;755;47;-61
32148;757;37;-40
32184;759;42;-35
32220;761;37;-37
32256;762;49;-30
32292;764;45;-35
32328;765;45;-35
32364;767;45;-33
32400;769;35;-42
32436;771;36;-41
32469;773;40;-37
32505;775;43;-37
32541;779;32;-71
32577;783;34;-67
32613;787;35;-88
32649;793;32;-121
32688;798;35;-111
32724;803;37;-108
32760;807;31;100
32796;811;38;84
32829;813;38;84
32865;816;39;58
32898;817;40;60
32931;817;40;60
32964;817;40;60
33000;815;104;-7
33036;813;37;-43
33072;809;34;-67
33108;805;35;-68
33141;802;38;-81
33177;798;37;-83
33213;794;36;86
33246;791;41;75
33279;788;41;75
33312;786;45;71
33348;785;43;53
33381;785;43;53
33414;785;43;53
33447;786;121;-6
33483;788;35;-42
33519;791;37;-64
33555;794;39;-58
33591;797;39;-58
33627;801;44;-72
33663;803;53;15
33696;807;36;66
33729;809;36;63
33762;811;38;42
33795;811;38;42
33831;813;36;22
33864;813;36;22
33897;811;108;7
33933;810;33;-24
33969;808;36;-44
34002;806;36;-44
34038;803;39;-58
34074;801;43;-55
34110;797;35;-22
34146;795;44;54
34179;793;39;58
34212;791;39;41
34245;790;39;41
34278;789;59;27
34314;789;59;27
34347;790;68;-11
34383;791;32;-25
34419;793;35;-22
34455;794;45;-33
34488;796;38;-42
34524;798;32;-50
34560;801;33;-45
34596;803;34;44
34629;805;38;42
34665;806;39;41
34698;807;39;41
34731;808;39;41
34764;808;74;20
34797;808;74;20
34833;807;70;-11
34869;806;58;-12
34905;805;58;-12
34941;803;54;-29
34977;801;42;-38
35010;800;43;-34
35046;798;36;41
35082;797;36;41
35115;795;53;30
35148;794;53;30
35181;794;60;26
35214;794;60;26
35250;794;60;26
35283;795;134;-5
35319;795;134;-5
35355;797;55;-14
35388;797;55;-14
35424;799;61;-26
35460;800;57;-26
35496;801;57;-26
35532;802;64;23
35565;803;64;23
35598;803;64;23
35634;804;88;18
35667;804;88;18
35700;804;88;18
35733;804;88;18
35769;803;132;-6
35805;803;132;-6
35841;802;72;-11
35874;801;34;-23
35910;800;54;-12
35946;799;54;-12
35982;798;75;20
36015;798;75;20
36051;797;54;14
36084;797;54;14
36117;797;54;14
36150;797;54;14
36183;797;54;14
36219;798;175;-4
36252;798;175;-4
36288;799;75;-10
36324;799;75;-10
36360;799;75;-10
36396;800;88;-7
36429;801;59;11
36462;801;59;11
36495;801;59;11
36531;801;59;11
36564;801;59;11
36597;801;59;11
36630;801;59;11
36663;801;59;11
36699;801;59;11
36732;801;59;11
36765;801;59;11
36798;800;353;-1
36834;800;353;-1
36870;800;353;-1
36906;800;353;-1
36942;800;353;-1
36978;800;353;-1
37014;800;353;-1
37050;800;353;-1
37086;800;353;-1
37122;800;353;-1
37155;800;353;-1
37191;800;353;-1
37227;800;353;-1
37263;800;353;-1
37299;800;353;-1
37335;800;353;-1
37371;800;353;-1
37407;800;353;-1
37443;800;353;-1
37479;800;353;-1
37512;800;353;-1
37548;800;353;-1
37584;800;353;-1
37620;800;353;-1
37656;800;353;-1
37692;800;353;-1
37728;800;353;-1
37764;800;353;-1
37800;800;353;-1
37836;800;353;-1
37869;800;353;-1
37905;800;353;-1
37941;800;353;-1
37977;800;353;-1
38013;800;353;-1
38049;800;353;-1
38085;800;353;-1
38121;800;353;-1
38157;800;353;-1
38193;800;353;-1
38226;800;353;-1
38262;800;353;-1
38298;800;353;-1
38334;800;353;-1
38370;800;353;-1
38406;800;353;-1
38442;800;353;-1
38478;800;353;-1
38514;800;353;-1
38550;800;353;-1
38583;800;353;-1
38619;800;353;-1
38655;800;353;-1
38691;800;353;-1
38727;809;31;177
38763;828;33;403
38799;855;33;545
38835;881;33;506
38871;902;33;412
38907;919;32;271
38940;928;34;182
38976;938;31;93
39012;952;32;131
39045;971;31;129
39081;996;32;68
39117;1025;33;-36
39156;1062;33;-203
39195;1097;33;-366
39234;1125;33;-436
39273;1148;33;-424
39315;1167;31;-358
39354;1184;31;-322
39393;1198;31;-300
39435;1214;33;-166
39474;1229;31;300
39510;1245;31;319
39549;1265;31;351
39585;1287;33;354
39624;1317;33;418
39663;1353;33;342
39699;1395;33;209
39738;1447;33;-75
39774;1503;33;-487
39813;1569;33;992
39852;1638;33;716
39891;1703;33;948
39927;1755;33;618
39966;1806;33;203
40005;1847;33;-100
40044;1878;33;-260
40083;1902;33;-318
40125;1921;31;-270
40164;1932;32;-203
40203;1939;31;-154
40242;1941;42;-83
40281;1939;41;17
40317;1934;40;70
40353;1925;32;150
40389;1912;31;187
40428;1892;34;267
40467;1865;33;278
40503;1833;34;258
40542;1778;33;112
40578;1711;33;-415
40620;1626;33;922
40656;1552;33;443
40695;1474;33;-464
40737;1401;33;390
40773;1347;33;-154
40815;1292;33;-518
40854;1248;33;-706
40893;1209;33;-751
40932;1168;31;551
40971;1126;33;778
41010;1079;33;709
41046;1031;33;584
41082;975;33;309
41121;906;33;-151
41157;836;33;-760
41196;759;33;-66
41229;697;33;-676
41268;629;33;784
41304;575;33;203
41340;529;33;-230
41376;489;33;-493
41415;453;33;-600
41454;419;31;-658
41490;390;33;-330
41529;358;32;653
41565;326;34;641
41601;290;33;603
41637;248;33;530
41670;204;33;369
41706;149;33;69
41742;87;33;-403
41778;19;33;-942
41814;-48;33;607
41850;-113;33;855
41886;-171;33;-615
41928;-227;33;-115
41967;-273;33;230
42003;-307;33;409
42042;-337;33;503
42081;-361;31;441
42117;-382;33;460
42156;-404;32;437
42195;-426;31;-225
42234;-449;33;-445
42273;-477;32;-493
42315;-511;34;-479
42354;-550;33;-442
42393;-591;33;-321
42432;-597;33;-87
42468;-583;38;2
42504;-573;31;32
42540;-569;33;39
42573;-573;50;6
42609;-583;34;-32
42648;-600;31;-41
42684;-595;37;-8
42717;-555;31;6
42753;-505;33;233
42792;-456;33;775
42831;-411;33;872
42867;-371;33;212
42906;-327;33;-827
42945;-277;33;-772
42984;-220;33;-687
43026;-151;33;84
43062;-81;33;724
43095;-16;33;-685
43134;62;33;-413
43170;131;33;-646
43206;192;33;812
43242;245;33;190
43278;268;33;-245
43317;256;36;-147
43353;234;33;163
43389;204;33;109
43425;167;33;-54
43461;123;33;-303
43497;73;33;-645
43533;18;33;988
43566;-33;33;819
43602;-85;33;840
43638;-134;33;-918
43680;-180;33;-554
43719;-213;33;-24
43758;-239;33;90
43791;-253;31;129
43830;-263;33;96
43866;-263;33;96
43902;-257;70;15
43938;-245;32;-96
43977;-223;32;-106
44016;-193;33;-42
44055;-155;33;112
44094;-107;33;357
44130;-56;33;703
44166;-5;33;963
44199;43;33;-834
44235;95;33;-937
44271;137;33;881
44307;175;31;267
44343;205;33;66
44376;223;33;-39
44412;238;36;-77
44448;244;35;-51
44484;244;72;-25
44517;237;43;6
44550;223;36;52
44583;204;32;75
44616;178;31;41
44652;142;33;-239
44688;101;33;-484
44727;49;33;-775
44763;0;33;955
44796;-21;33;-851
44832;-21;31;-122
44871;-16;44;70
44904;-11;33;118
44940;-5;31;125
44973;-3;37;105
45006;-1;44;36
45039;-2;44;36
45069;-2;44;36
45102;-1;126;12
45132;1;102;6
45162;1;102;6
45192;1;102;6
45219;-1;106;-6
45255;-2;106;-6
45288;-2;106;-6
45321;-2;106;-6
45354;-1;229;-3
45387;-1;229;-3
45423;-1;229;-3
45456;0;229;3
45486;0;229;3
45513;0;229;3
45543;1;90;7
45570;1;90;7
45597;1;90;7
45627;1;90;7
45654;1;90;7
45681;1;90;7
45708;1;90;7
45735;1;90;7
45765;0;219;-3
45795;0;219;-3
45828;0;219;-3
45858;0;219;-3
45891;0;219;-3
45921;0;219;-3
45954;0;219;-3
45984;0;219;-3
46017;0;219;-3
46047;0;219;-3
46080;0;219;-3
46110;0;219;-3
46143;0;219;-3
46173;0;219;-3
46206;0;219;-3
46236;0;219;-3
46269;0;219;-3
46299;0;219;-3
46332;0;219;-3
46362;0;219;-3
46395;0;219;-3
46425;0;219;-3
46458;0;219;-3
46488;0;219;-3
46521;0;219;-3
46551;0;219;-3
46584;0;219;-3
46614;0;219;-3
46647;0;219;-3
46677;0;219;-3
46710;0;219;-3
46740;0;219;-3
46773;0;219;-3
46803;0;219;-3
46836;0;219;-3
46866;0;219;-3
46899;0;219;-3
46929;0;219;-3
46962;0;219;-3
46992;0;219;-3
47025;0;219;-3
47055;0;219;-3
47088;0;219;-3
47118;0;219;-3
47151;0;219;-3
47181;0;219;-3
47214;0;219;-3
47244;0;219;-3
47277;0;219;-3
47307;0;219;-3
47340;0;219;-3
47370;0;219;-3
47403;0;219;-3
47433;0;219;-3
47466;0;219;-3
47496;0;219;-3
47529;0;219;-3
47559;0;219;-3
47592;0;219;-3
47622;0;219;-3
47655;0;219;-3
47685;0;219;-3
47718;0;219;-3
47748;0;219;-3
47781;0;219;-3
47811;0;219;-3
47844;0;219;-3
47874;0;219;-3
47907;0;219;-3
47937;0;219;-3
47970;0;219;-3
48000;0;219;-3
48033;0;219;-3
48063;0;219;-3
48096;0;219;-3
48126;0;219;-3
48159;0;219;-3
48189;0;219;-3
48222;0;219;-3
48252;0;219;-3
48285;0;219;-3
48315;0;219;-3
48348;0;219;-3
48378;0;219;-3
48411;0;219;-3
48441;0;219;-3
48474;0;219;-3
48504;0;219;-3
48537;0;219;-3
48567;0;219;-3
48600;0;219;-3
48630;0;219;-3
48663;0;219;-3
48693;0;219;-3
48726;0;219;-3
48756;0;219;-3
48789;0;219;-3
48819;0;219;-3
48852;0;219;-3
48882;0;219;-3
48915;0;219;-3
48945;0;219;-3
48978;0;219;-3
49008;0;219;-3
49041;0;219;-3
49071;0;219;-3
49104;0;219;-3
49134;0;219;-3
49167;0;219;-3
49197;0;219;-3
49230;0;219;-3
49260;0;219;-3
49293;0;219;-3
49323;0;219;-3
49356;0;219;-3
49386;0;219;-3
49419;0;219;-3
49449;0;219;-3
49482;0;219;-3
49512;0;219;-3
49545;0;219;-3
49575;0;219;-3
49608;0;219;-3
49638;0;219;-3
49671;0;219;-3
49701;0;219;-3
49734;0;219;-3
49764;0;219;-3
49797;0;219;-3
49827;0;219;-3
49860;0;219;-3
49890;0;219;-3
49923;0;219;-3
49953;0;219;-3
49986;0;219;-3
50016;0;219;-3
50049;0;219;-3
50079;0;219;-3
50112;0;219;-3
50142;0;219;-3
50175;0;219;-3
