9785;0;0;0
9824;0;0;0
9874;0;0;0
9924;0;0;0
9974;0;0;0
10024;0;0;0
10074;0;0;0
10124;0;0;0
10174;0;0;0
10224;0;0;0
10274;0;0;0
10324;0;0;0
10374;0;0;0
10424;0;0;0
10474;0;0;0
10524;0;0;0
10649;0;0;0
10674;0;0;0
10699;0;0;0
10724;0;0;0
10874;0;0;0
10924;0;0;0
10974;0;0;0
11024;0;0;0
11349;0;0;0
11374;0;0;0
11449;-5;62;-800
11524;-26;312;-800
11574;-44;529;-800
11699;-64;769;0
11749;-60;736;0
11799;-49;611;700
11849;-34;433;700
11899;-14;187;800
11949;7;-86;1500
11999;27;-323;700
12074;49;-600;700
12124;58;-691;0
12174;59;-713;-700
12224;54;-668;0
12274;43;-540;-800
12324;27;-360;-800
12374;9;-124;-800
12424;-11;124;-800
12474;-29;348;-800
12524;-43;529;-800
12574;-53;646;-700
12624;-56;680;0
12674;-53;646;700
12724;-44;553;0
12774;-30;385;700
12824;-14;187;800
12874;5;-49;800
12924;22;-262;800
12974;36;-433;0
13024;47;-576;700
13074;51;-622;0
13124;50;-611;0
13174;43;-529;-700
13224;31;-409;0
13274;16;-212;-700
13324;-1;0;-700
13374;-17;200;-800
13424;-31;385;-800
13474;-42;516;-700
13524;-47;576;0
13574;-47;588;0
13624;-43;529;0
13674;-33;409;700
13724;-19;249;800
13774;-4;62;0
13824;11;-137;1600
13874;26;-312;800
13924;36;-444;700
13974;43;-516;0
14024;44;-540;0
14074;40;-505;0
14124;32;-409;0
14174;20;-262;-700
14224;6;-86;-800
14274;-8;86;-700
14324;-21;262;-800
14374;-32;396;-700
14424;-39;481;-700
14474;-41;505;0
14524;-39;481;0
14574;-32;409;0
14624;-22;273;800
14674;-9;124;800
14724;3;-36;0
14774;16;-187;0
14824;27;-336;800
14874;33;-409;0
14924;37;-457;0
14974;35;-433;-700
15024;30;-372;-800
15074;21;-273;-800
15124;11;-137;-800
15174;-1;11;-700
15224;-14;161;-700
15274;-23;286;0
15324;-31;385;-800
15374;-34;420;0
15424;-33;420;0
15474;-29;360;800
15524;-22;286;0
15574;-13;161;800
15624;-2;24;0
15674;9;-112;800
15724;19;-224;0
15774;26;-312;0
15824;29;-360;0
15874;30;-372;0
15924;27;-336;0
15974;21;-262;0
16024;13;-161;0
16074;3;-36;0
16124;-7;75;0
16174;-16;200;-800
16224;-23;286;-800
16274;-27;336;0
16324;-28;348;0
16374;-25;312;700
16424;-20;262;0
16474;-14;174;800
16524;-5;62;800
16574;3;-36;0
16624;11;-137;0
16674;18;-224;700
