tiempo;angulo;tiempoDev;derivada
11133;0;0;0
11139;0;0;0
11145;0;0;0
11151;0;0;0
11157;0;0;0
11163;0;0;0
11166;0;0;0
11172;0;0;0
11178;0;0;0
11184;0;0;0
11190;0;0;0
11196;0;0;0
11202;0;0;0
11208;0;0;0
11211;0;0;0
11217;0;0;0
11223;0;0;0
11229;0;0;0
11235;0;0;0
11241;0;0;0
11247;0;0;0
11253;0;0;0
11256;0;0;0
11262;0;0;0
11268;0;0;0
11274;0;0;0
11280;0;0;0
11286;0;0;0
11292;0;0;0
11298;0;0;0
11307;0;0;0
11313;0;0;0
11319;0;0;0
11325;0;0;0
11331;0;0;0
11334;0;0;0
11340;0;0;0
11346;0;0;0
11352;0;0;0
11358;0;0;0
11364;0;0;0
11370;0;0;0
11376;0;0;0
11382;0;0;0
11388;0;0;0
11397;0;0;0
11403;0;0;0
11409;0;0;0
11415;0;0;0
11421;0;0;0
11430;0;0;0
11436;0;0;0
11442;0;0;0
11448;0;0;0
11454;0;0;0
11463;0;0;0
11469;0;0;0
11475;0;0;0
11481;0;0;0
11487;0;0;0
11493;0;0;0
11499;0;0;0
11508;0;0;0
11514;0;0;0
11520;0;0;0
11526;0;0;0
11532;0;0;0
11538;0;0;0
11544;0;0;0
11550;0;0;0
11556;0;0;0
11565;0;0;0
11571;0;0;0
11577;0;0;0
11583;0;0;0
11589;0;0;0
11598;0;0;0
11604;0;0;0
11610;0;0;0
11616;0;0;0
11622;0;0;0
11631;0;0;0
11637;0;0;0
11643;0;0;0
11649;0;0;0
11655;0;0;0
11661;0;0;0
11667;0;0;0
11676;0;0;0
11682;0;0;0
11688;0;0;0
11694;0;0;0
11700;0;0;0
11706;0;0;0
11712;0;0;0
11721;0;0;0
11727;0;0;0
11733;0;0;0
11739;0;0;0
11745;0;0;0
11751;0;0;0
11757;0;0;0
11766;0;0;0
11772;0;0;0
11778;0;0;0
11784;0;0;0
11790;0;0;0
11799;0;0;0
11805;0;0;0
11811;0;0;0
11817;0;0;0
11823;0;0;0
11829;0;0;0
11835;0;0;0
11841;0;0;0
11847;0;0;0
11856;0;0;0
11862;0;0;0
11868;0;0;0
11874;0;0;0
11880;0;0;0
11889;0;0;0
11895;0;0;0
11901;0;0;0
11907;0;0;0
11913;0;0;0
11919;0;0;0
11925;0;0;0
11931;0;0;0
11937;0;0;0
11946;0;0;0
11952;0;0;0
11958;0;0;0
11967;0;0;0
11973;0;0;0
11979;0;0;0
11985;0;0;0
11991;0;0;0
11997;0;0;0
12003;0;0;0
12006;0;0;0
12012;0;0;0
12018;0;0;0
12024;0;0;0
12030;0;0;0
12036;0;0;0
12042;0;0;0
12048;0;0;0
12057;0;0;0
12063;0;0;0
12069;0;0;0
12075;0;0;0
12081;0;0;0
12087;0;0;0
12093;0;0;0
12099;0;0;0
12105;0;0;0
12114;0;0;0
12120;0;0;0
12126;0;0;0
12132;0;0;0
12141;0;0;0
12147;0;0;0
12153;0;0;0
12159;0;0;0
12165;0;0;0
12171;0;0;0
12180;0;0;0
12186;0;0;0
12192;0;0;0
12198;0;0;0
12204;0;0;0
12210;0;0;0
12216;0;0;0
12225;0;0;0
12231;0;0;0
12237;0;0;0
12243;0;0;0
12249;0;0;0
12255;0;0;0
12261;0;0;0
12270;0;0;0
12276;0;0;0
12282;0;0;0
12288;0;0;0
12294;0;0;0
12300;0;0;0
12306;0;0;0
12315;0;0;0
12321;0;0;0
