tiempo;error;integral;derivada
14943;0;0;0
14949;0;0;0
14955;0;0;0
14961;0;0;0
14970;0;0;0
14976;0;0;0
14982;0;0;0
14985;0;0;0
14991;0;0;0
14997;0;0;0
15003;0;0;0
15009;0;0;0
15015;0;0;0
15021;0;0;0
15027;0;0;0
15033;0;0;0
15039;0;0;0
15042;0;0;0
15048;0;0;0
15054;0;0;0
15060;0;0;0
15066;0;0;0
15072;0;0;0
15075;0;0;0
15081;0;0;0
15087;0;0;0
15093;0;0;0
15099;0;0;0
15105;0;0;0
15111;0;0;0
15117;0;0;0
15123;0;0;0
15129;0;0;0
15138;0;0;0
15144;0;0;0
15150;0;0;0
15156;0;0;0
15162;0;0;0
15171;0;0;0
15177;0;0;0
15183;0;0;0
15189;0;0;0
15195;0;0;0
15198;0;0;0
15204;0;0;0
15210;0;0;0
15216;0;0;0
15222;0;0;0
15228;0;0;0
15234;0;0;0
15240;0;0;0
15249;0;0;0
15255;0;0;0
15261;0;0;0
15267;0;0;0
15273;0;0;0
15279;0;0;0
15285;0;0;0
15291;0;0;0
15297;0;0;0
15306;0;0;0
15312;0;0;0
15318;0;0;0
15327;0;0;0
15333;0;0;0
15339;0;0;0
15345;0;0;0
15351;0;0;0
15357;0;0;0
15363;0;0;0
15372;0;0;0
15378;0;0;0
15384;0;0;0
15390;0;0;0
15396;0;0;0
15402;0;0;0
15408;0;0;0
15411;0;0;0
15417;0;0;0
15423;0;0;0
15429;0;0;0
15435;0;0;0
15441;0;0;0
15447;0;0;0
15453;0;0;0
15459;0;0;0
15465;0;0;0
15471;0;0;0
15477;0;0;0
15486;0;0;0
15495;0;0;0
15501;0;0;0
15507;0;0;0
15513;0;0;0
15519;0;0;0
15525;0;0;0
15531;0;0;0
15540;0;0;0
15546;0;0;0
15552;0;0;0
15558;0;0;0
15564;0;0;0
15570;0;0;0
15576;0;0;0
15582;0;0;0
15588;0;0;0
15597;0;0;0
15603;0;0;0
15609;0;0;0
15615;0;0;0
15621;0;0;0
15627;0;0;0
15633;0;0;0
15636;0;0;0
15642;0;0;0
15648;0;0;0
15654;0;0;0
15663;0;0;0
15669;0;0;0
15675;0;0;0
15681;0;0;0
15687;0;0;0
15693;0;0;0
15699;0;0;0
15708;0;0;0
15714;0;0;0
15720;0;0;0
15726;0;0;0
15732;0;0;0
15738;0;0;0
15744;0;0;0
15747;0;0;0
15753;0;0;0
15759;0;0;0
15765;0;0;0
15771;0;0;0
15777;0;0;0
15783;0;0;0
15789;0;0;0
15795;0;0;0
15801;0;0;0
15810;0;0;0
15816;0;0;0
15822;0;0;0
15828;0;0;0
15834;0;0;0
15837;0;0;0
15843;0;0;0
15849;0;0;0
15855;0;0;0
15861;0;0;0
15867;0;0;0
15876;0;0;0
15882;0;0;0
15888;0;0;0
15894;0;0;0
15900;0;0;0
15906;0;0;0
15912;0;0;0
15915;0;0;0
15921;0;0;0
15927;0;0;0
15933;0;0;0
15939;0;0;0
15945;0;0;0
15951;0;0;0
15957;0;0;0
15963;0;0;0
15969;0;0;0
15978;0;0;0
15984;0;0;0
15990;0;0;0
15993;0;0;0
15999;0;0;0
16005;0;0;0
16011;0;0;0
16017;0;0;0
16023;0;0;0
16029;0;0;0
16035;0;0;0
16041;0;0;0
16047;0;0;0
16056;0;0;0
16068;0;0;0
16074;0;0;0
16080;0;0;0
16089;0;0;0
16095;0;0;0
16101;0;0;0
16107;0;0;0
16113;0;0;0
16119;0;0;0
16125;0;0;0
16134;0;0;0
16140;0;0;0
16146;0;0;0
16152;0;0;0
16158;0;0;0
16167;0;0;0
16173;0;0;0
16179;0;0;0
16185;0;0;0
16191;0;0;0
16197;0;0;0
16203;0;0;0
16209;0;0;0
16215;0;0;0
16221;0;0;0
16227;0;0;0
16230;0;0;0
16236;0;0;0
16242;0;0;0
16248;0;0;0
16257;0;0;0
16263;0;0;0
16269;0;0;0
16275;0;0;0
16281;0;0;0
16287;0;0;0
16293;0;0;0
16299;0;0;0
16305;0;0;0
16311;0;0;0
16317;0;0;0
16320;0;0;0
16326;0;0;0
16335;0;0;0
16341;0;0;0
16347;0;0;0
16353;0;0;0
16359;0;0;0
16365;0;0;0
16371;0;0;0
16377;0;0;0
16383;0;0;0
16392;0;0;0
16398;0;0;0
16404;0;0;0
16410;0;0;0
16416;0;0;0
16419;0;0;0
16425;0;0;0
16431;0;0;0
16437;0;0;0
16443;0;0;0
16449;0;0;0
16455;0;0;0
16461;0;0;0
16470;0;0;0
16476;0;0;0
16482;0;0;0
16488;0;0;0
16494;0;0;0
16500;0;0;0
16506;0;0;0
16515;0;0;0
16521;0;0;0
16527;0;0;0
16533;0;0;0
16539;0;0;0
16545;0;0;0
16551;0;0;0
16557;0;0;0
16563;0;0;0
16572;0;0;0
16578;0;0;0
16584;0;0;0
16590;0;0;0
16596;0;0;0
16605;0;0;0
16611;0;0;0
16617;0;0;0
16623;0;0;0
16629;0;0;0
16635;0;0;0
16641;0;0;0
16650;0;0;0
16656;0;0;0
16662;0;0;0
16668;0;0;0
16674;0;0;0
16683;0;0;0
16689;0;0;0
16695;0;0;0
16701;0;0;0
16707;0;0;0
16713;0;0;0
16719;0;0;0
16722;0;0;0
16728;0;0;0
16734;0;0;0
16740;0;0;0
16746;0;0;0
16752;0;0;0
16755;0;0;0
16761;0;0;0
16767;0;0;0
16773;0;0;0
16779;0;0;0
16785;0;0;0
16791;0;0;0
16797;0;0;0
16806;0;0;0
16812;0;0;0
16818;0;0;0
16824;0;0;0
16830;0;0;0
16836;0;0;0
16842;0;0;0
16851;0;0;0
16857;0;0;0
16863;0;0;0
16869;0;0;0
16875;0;0;0
16884;0;0;0
16890;0;0;0
16896;0;0;0
16902;0;0;0
16908;0;0;0
16914;0;0;0
16920;0;0;0
16929;0;0;0
16935;0;0;0
16941;0;0;0
16947;0;0;0
16953;0;0;0
16959;0;0;0
16965;0;0;0
16974;0;0;0
16986;0;0;0
16992;0;0;0
16995;0;0;0
17001;0;0;0
17007;0;0;0
17013;0;0;0
17019;0;0;0
17025;0;0;0
17031;0;0;0
17037;0;0;0
17043;0;0;0
17052;0;0;0
17058;0;0;0
17064;0;0;0
17070;0;0;0
17076;0;0;0
17082;0;0;0
17088;0;0;0
17097;0;0;0
17103;0;0;0
17109;0;0;0
17115;0;0;0
17121;0;0;0
17127;0;0;0
17133;0;0;0
17139;0;0;0
17145;0;0;0
17154;0;0;0
17160;0;0;0
17166;0;0;0
17172;0;0;0
17178;0;0;0
17184;0;0;0
17190;0;0;0
17199;0;0;0
17205;0;0;0
17211;0;0;0
17220;0;0;0
17226;0;0;0
17232;0;0;0
17238;0;0;0
17244;0;0;0
17250;0;0;0
17256;0;0;0
17262;0;0;0
17268;0;0;0
17274;0;0;0
17280;0;0;0
17289;0;0;0
17295;0;0;0
17301;0;0;0
17307;0;0;0
17313;0;0;0
17316;0;0;0
17322;0;0;0
17328;0;0;0
17334;0;0;0
17340;0;0;0
17346;0;0;0
17349;0;0;0
17355;0;0;0
17361;0;0;0
17367;0;0;0
17373;0;0;0
17379;0;0;0
17388;0;0;0
17394;0;0;0
17400;0;0;0
17406;0;0;0
17412;0;0;0
17418;0;0;0
17424;0;0;0
17433;0;0;0
17439;0;0;0
17445;0;0;0
17451;0;0;0
17457;0;0;0
17463;0;0;0
17469;0;0;0
17472;0;0;0
17478;0;0;0
17484;0;0;0
17490;0;0;0
17496;0;0;0
17502;0;0;0
17508;0;0;0
17514;0;0;0
17517;0;0;0
17523;0;0;0
17529;0;0;0
17535;0;0;0
17541;0;0;0
17547;0;0;0
17556;0;0;0
17562;0;0;0
17568;0;0;0
17574;0;0;0
17580;0;0;0
17586;0;0;0
17592;0;0;0
17601;0;0;0
17607;0;0;0
17613;0;0;0
17619;0;0;0
17625;0;0;0
17631;0;0;0
17637;0;0;0
17643;0;0;0
17649;0;0;0
17658;0;0;0
17664;0;0;0
17670;0;0;0
17676;0;0;0
17682;0;0;0
17685;0;0;0
17691;0;0;0
17697;0;0;0
17703;0;0;0
17709;0;0;0
17715;0;0;0
17724;0;0;0
17730;0;0;0
17736;0;0;0
17742;0;0;0
17748;0;0;0
17754;0;0;0
17760;0;0;0
17766;0;0;0
17772;0;0;0
17778;0;0;0
17784;0;0;0
17793;0;0;0
17799;0;0;0
17805;0;0;0
17814;0;0;0
17820;0;0;0
17826;0;0;0
17832;0;0;0
17838;0;0;0
17844;0;0;0
17850;0;0;0
17853;0;0;0
17859;0;0;0
17865;0;0;0
17871;0;0;0
17877;0;0;0
17883;0;0;0
17889;0;0;0
17895;0;0;0
17898;0;0;0
17904;0;0;0
17910;0;0;0
17916;0;0;0
17922;0;0;0
17928;0;0;0
17931;0;0;0
17937;0;0;0
17943;0;0;0
17949;0;0;0
17955;0;0;0
17961;0;0;0
17967;0;0;0
17973;0;0;0
17976;0;0;0
17982;0;0;0
17988;0;0;0
17994;0;0;0
18000;0;0;0
18006;0;0;0
18012;0;0;0
18018;0;0;0
18021;0;0;0
18027;0;0;0
18033;0;0;0
18039;0;0;0
18045;0;0;0
18051;0;0;0
18060;0;0;0
18066;0;0;0
18072;0;0;0
18078;0;0;0
18084;0;0;0
18090;0;0;0
18096;0;0;0
18105;0;0;0
18111;0;0;0
18117;0;0;0
18123;0;0;0
18129;0;0;0
18135;0;0;0
18141;0;0;0
18147;0;0;0
18153;0;0;0
18159;0;0;0
18165;0;0;0
18171;0;0;0
18177;0;0;0
18183;0;0;0
18189;0;0;0
18195;0;0;0
18201;0;0;0
18207;0;0;0
18213;0;0;0
18219;0;0;0
18225;0;0;0
18231;0;0;0
18240;0;0;0
18246;0;0;0
18252;0;0;0
18258;0;0;0
18264;0;0;0
18273;0;0;0
18279;0;0;0
18285;0;0;0
18291;0;0;0
18297;0;0;0
18303;0;0;0
18309;0;0;0
18318;0;0;0
18324;0;0;0
18330;0;0;0
18336;0;0;0
18342;0;0;0
18348;0;0;0
18354;0;0;0
18363;0;0;0
18369;0;0;0
18375;0;0;0
18381;0;0;0
18387;0;0;0
18393;0;0;0
18399;0;0;0
18408;0;0;0
18414;0;0;0
18420;0;0;0
18426;0;0;0
18432;0;0;0
18441;0;0;0
18447;0;0;0
18453;0;0;0
18459;0;0;0
18465;0;0;0
18471;0;0;0
18477;0;0;0
18480;0;0;0
18486;0;0;0
18492;0;0;0
18498;0;0;0
18504;0;0;0
18510;0;0;0
18516;0;0;0
18522;0;0;0
18525;0;0;0
18531;0;0;0
18537;0;0;0
18543;0;0;0
