tiempo;error;integral;derivada
29787;143;1988;1
29793;143;3962;1
29799;143;5922;1
29805;143;7868;1
29811;143;9801;1
29817;143;10000;1
29823;143;10000;1
29829;143;10000;1
29835;143;10000;1
29841;143;10000;1
29847;143;10000;1
29853;143;10000;1
29859;143;10000;1
29865;143;10000;1
29871;143;10000;1
29877;143;10000;1
29883;143;10000;1
29889;143;10000;1
29895;143;10000;1
29901;143;10000;1
29907;143;10000;1
29913;143;10000;1
29919;143;10000;1
29925;143;10000;1
29931;143;10000;1
29937;143;10000;1
29943;143;10000;1
29949;143;10000;1
29955;143;10000;1
29961;143;10000;1
29967;143;10000;1
29973;143;10000;1
29979;143;10000;1
29985;143;10000;1
29991;143;10000;1
29997;143;10000;1
30003;143;10000;1
30012;143;10000;1
30018;143;10000;1
30024;143;10000;1
30030;143;10000;1
30036;143;10000;1
30042;143;10000;1
30048;143;10000;1
30054;143;10000;1
30060;143;10000;1
30066;143;10000;1
30072;143;10000;1
30078;143;10000;1
30084;143;10000;1
30090;143;10000;1
30096;143;10000;1
30102;143;10000;1
30108;143;10000;1
30114;143;10000;1
30120;143;10000;1
30126;143;10000;1
30132;143;10000;1
30138;143;10000;1
30144;143;10000;1
30150;143;10000;1
30156;143;10000;1
30162;143;10000;1
30168;143;10000;1
30174;143;10000;1
30180;143;10000;1
30186;143;10000;1
30192;143;10000;1
30198;143;10000;1
30204;143;10000;1
30210;143;10000;1
30216;143;10000;1
30222;143;10000;1
30228;143;10000;1
30234;143;10000;1
30240;143;10000;1
30246;143;10000;1
30252;143;10000;1
30258;143;10000;1
30264;143;10000;1
30270;143;10000;1
30276;143;10000;1
30282;143;10000;1
30288;143;10000;1
30294;143;10000;1
30300;143;10000;1
30306;143;10000;1
30312;143;10000;1
30318;143;10000;1
30324;143;10000;1
30330;143;10000;1
30336;143;10000;1
30342;143;10000;1
30348;143;10000;1
30354;143;10000;1
30360;143;10000;1
30369;143;10000;1
30375;143;10000;1
30381;143;10000;1
30387;143;10000;1
30393;143;10000;1
30399;143;10000;1
30405;143;10000;1
30411;143;10000;1
30417;143;10000;1
30762;143;10000;1
30768;143;10000;1
30774;143;10000;1
30780;143;10000;1
30786;143;10000;1
30792;143;10000;1
30798;143;10000;0
30807;143;10000;1
30813;143;10000;1
30819;143;10000;1
30825;143;10000;1
30831;143;10000;1
30837;143;10000;1
30843;143;10000;1
30849;143;10000;1
30855;143;10000;1
30861;143;10000;1
30867;143;10000;1
30873;143;10000;1
30879;143;10000;1
30885;143;10000;1
30891;143;10000;1
30897;143;10000;1
30903;143;10000;1
30909;143;10000;1
30915;143;10000;1
30921;143;10000;1
30927;143;10000;1
30933;143;10000;1
30939;143;10000;1
30945;143;10000;1
30951;143;10000;1
30957;143;10000;1
30963;143;10000;1
30969;143;10000;1
30975;143;10000;1
30981;143;10000;1
30987;143;10000;1
30993;143;10000;1
30999;143;10000;0
31005;143;10000;1
31011;143;10000;1
31017;143;10000;1
31023;143;10000;1
31029;143;10000;1
31035;143;10000;1
31041;143;10000;1
31047;143;10000;1
31053;143;10000;0
31059;143;10000;1
31065;143;10000;1
31071;143;10000;1
31077;143;10000;1
31083;143;10000;1
31089;143;10000;1
31095;143;10000;1
31101;143;10000;1
31107;143;10000;1
31113;143;10000;1
31119;143;10000;1
31125;143;10000;1
31131;143;10000;1
31137;143;10000;1
31143;143;10000;1
31149;143;10000;1
31155;143;10000;1
31161;143;10000;1
31167;143;10000;1
31173;143;10000;1
31179;143;10000;1
31188;143;10000;1
31194;143;10000;1
31200;143;10000;1
31206;143;10000;1
31212;143;10000;1
31218;143;10000;1
31224;143;10000;1
31230;143;10000;1
31236;143;10000;1
31239;143;10000;1
31245;143;10000;1
31251;143;10000;1
31257;143;10000;1
31263;143;10000;1
31269;143;10000;1
31275;143;10000;1
31281;143;10000;1
31287;143;10000;1
31293;143;10000;1
31299;143;10000;1
31305;143;10000;1
31311;143;10000;1
31317;143;10000;1
31323;143;10000;1
31329;143;10000;1
31335;143;10000;1
31341;143;10000;1
31347;143;10000;1
31353;143;10000;0
31359;143;10000;1
31365;143;10000;1
31371;143;10000;1
31377;143;10000;1
31383;143;10000;1
31389;143;10000;1
31395;143;10000;1
31401;143;10000;1
31407;143;10000;1
31413;143;10000;1
31419;143;10000;1
31425;143;10000;1
31431;143;10000;1
31437;143;10000;1
31443;143;10000;1
31449;143;10000;1
31455;143;10000;1
31461;143;10000;1
31467;143;10000;1
31473;143;10000;1
31479;143;10000;1
31485;143;10000;1
31491;143;10000;1
31497;143;10000;1
31503;143;10000;1
31509;143;10000;1
31515;143;10000;1
31521;143;10000;1
31527;143;10000;1
31536;143;10000;1
31542;143;10000;1
31548;143;10000;1
31554;143;10000;1
31560;143;10000;1
31566;143;10000;0
31572;143;10000;1
31578;143;10000;1
31584;143;10000;1
31590;143;10000;1
31596;143;10000;1
31602;143;10000;1
31608;143;10000;1
31614;143;10000;0
31620;143;10000;1
31626;143;10000;1
31632;143;10000;1
31638;143;10000;1
31644;143;10000;0
31650;143;10000;1
31656;143;10000;0
31662;143;10000;1
31668;143;10000;0
31674;143;10000;1
31680;143;10000;1
31686;143;10000;1
31692;143;10000;1
31698;143;10000;0
31704;143;10000;1
31710;143;10000;1
31716;143;10000;0
31722;143;10000;0
31728;143;10000;1
31734;143;10000;1
31740;143;10000;0
31746;143;10000;0
31752;143;10000;1
31758;143;10000;1
31764;143;10000;1
31770;143;10000;1
31776;143;10000;0
31782;143;10000;0
31788;143;10000;0
31794;143;10000;0
31800;143;10000;0
31806;143;10000;0
31812;143;10000;0
31818;143;10000;0
31824;143;10000;0
31830;143;10000;0
31836;143;10000;0
31842;143;10000;0
31848;143;10000;0
31854;143;10000;0
31860;143;10000;0
31866;143;10000;0
31872;143;10000;1
31878;143;10000;1
31884;143;10000;1
31890;143;10000;0
31896;143;10000;0
31902;143;10000;0
31908;143;10000;1
31914;143;10000;1
31920;143;10000;0
31926;143;10000;0
31932;143;10000;0
31938;143;10000;1
31944;143;10000;0
31950;143;10000;0
31956;143;10000;0
31962;143;10000;1
31968;143;10000;0
31974;143;10000;0
31980;143;10000;1
31986;143;10000;0
31992;143;10000;0
31998;143;10000;1
32004;143;10000;0
32010;143;10000;0
32016;143;10000;0
32022;143;10000;0
