tiempo;error;tiempoDev;derivada
17824;0;2;350
17874;0;18;38
17924;0;34;20
17974;0;52;13
18024;0;68;10
18074;0;84;8
18124;0;102;6
18174;0;118;5
18224;0;134;5
18274;0;152;4
18324;0;168;4
18374;0;184;3
18424;0;202;3
18474;0;218;3
18524;0;234;2
18574;0;252;2
18624;0;268;2
18674;0;284;2
18724;0;302;2
18774;0;318;2
18824;0;334;2
18874;0;352;1
18924;0;368;1
18974;0;384;1
19024;0;402;1
19074;0;418;1
19124;0;434;1
19174;0;452;1
19224;0;468;1
19274;0;484;1
19324;0;502;1
19374;0;518;1
19424;0;534;1
19474;0;552;1
19524;0;568;1
19574;0;584;1
19624;0;602;1
19674;0;618;1
19724;0;634;1
19774;0;652;1
19824;0;668;1
19874;0;684;1
19924;0;702;0
19974;0;718;0
20024;0;734;0
20074;0;752;0
20124;0;768;0
20174;0;784;0
20224;0;802;0
20274;0;818;0
20324;0;834;0
20374;0;852;0
20424;0;868;0
20474;0;884;0
20524;0;902;0
20574;0;918;0
20624;0;934;0
20674;0;952;0
20724;0;968;0
20774;0;984;0
20824;0;1002;0
20874;0;1018;0
20924;0;1034;0
20974;0;1052;0
21024;0;1068;0
21074;0;1084;0
21124;0;1102;0
21174;0;1118;0
21224;0;1134;0
21274;0;1152;0
21324;0;1168;0
21374;0;1184;0
21424;0;1202;0
21474;0;1218;0
21524;0;1234;0
21574;0;1252;0
21624;0;1268;0
21674;0;1284;0
21724;0;1302;0
21774;0;1318;0
21824;0;1334;0
21874;0;1352;0
21924;0;1368;0
21974;7;1382;0
22024;31;10;80
22074;39;16;50
22124;70;2;400
22174;101;2;350
22224;125;6;133
22274;164;6;133
22324;202;4;175
22374;256;2;400
22424;301;2;350
22474;346;4;200
22524;382;6;116
22574;418;4;175
22624;446;6;116
22674;481;6;116
22724;515;4;150
22774;555;2;300
22824;587;4;150
22874;619;6;100
22924;649;2;300
22974;684;4;150
23024;723;4;150
23074;755;2;250
23124;785;2;250
23174;809;4;125
23224;835;4;100
23274;852;6;66
23324;872;8;50
23374;891;4;100
23424;911;4;75
23474;932;2;150
23524;946;4;75
23574;953;6;33
23624;964;4;50
23674;968;8;-25
23724;968;14;14
23774;968;30;6
23824;968;48;4
23874;970;58;3
23924;970;74;2
23974;970;92;2
24024;970;108;1
24074;970;124;1
24124;970;142;1
24174;970;158;1
24224;970;174;1
24274;970;192;1
24324;970;208;0
24374;970;224;0
24424;970;242;0
24474;970;258;0
24524;970;274;0
24574;970;292;0
24624;970;308;0
24674;970;324;0
24724;970;342;0
24774;970;358;0
24824;970;374;0
24874;970;392;0
24924;970;408;0
24974;970;424;0
25024;970;442;0
25074;970;458;0
25124;970;474;0
25174;970;492;0
25224;970;508;0
25274;970;524;0
25324;970;542;0
25374;970;558;0
25424;970;574;0
25474;970;592;0
25524;970;608;0
25574;970;624;0
25624;970;642;0
25674;970;658;0
25724;970;674;0
25774;970;692;0
25824;970;708;0
25874;970;724;0
25924;970;742;0
25974;970;758;0
26024;970;774;0
26074;970;792;0
26124;970;808;0
26174;970;824;0
26224;970;842;0
26274;970;858;0
26324;970;874;0
26374;970;892;0
26424;970;908;0
26474;970;924;0
26524;970;942;0
26574;970;958;0
26624;970;974;0
26674;970;992;0
26724;970;1008;0
26774;970;1024;0
26824;970;1042;0
26874;970;1058;0
26924;970;1074;0
26974;970;1092;0
27024;970;1108;0
27074;970;1124;0
27124;970;1142;0
27174;970;1158;0
27224;970;1174;0
27274;970;1192;0
27324;970;1208;0
27374;970;1224;0
27424;970;1242;0
27474;970;1258;0
27524;970;1274;0
27574;970;1292;0
27624;970;1308;0
27674;970;1324;0
27724;970;1342;0
27774;970;1358;0
27824;970;1374;0
27874;970;1392;0
27924;970;1408;0
27974;946;2;-250
28024;864;2;-800
28074;690;2;-1400
28124;368;2;-2150
28174;-39;2;-2700
28224;-425;2;-2200
28274;-701;2;-1450
28324;-868;2;-800
28374;-938;2;-300
28424;-955;6;-33
28474;-935;2;250
28524;-864;2;800
28574;-712;2;1050
28624;-418;2;1750
28674;-39;2;1950
28724;323;2;2250
28774;631;2;1550
28824;818;2;750
28874;901;2;200
28924;929;6;50
28974;914;4;-150
29024;848;2;-600
29074;690;2;-1100
29124;432;2;-2100
29174;78;2;-2350
29224;-301;2;-2250
29274;-581;2;-1600
29324;-785;2;-1250
29374;-880;2;-200
29424;-911;4;-75
29474;-894;2;350
29524;-813;2;900
29574;-667;2;1150
29624;-404;2;1750
29674;-62;2;1950
29724;271;2;1900
29774;568;2;1650
29824;755;2;1050
29874;848;2;400
29924;880;4;100
29974;856;2;-400
30024;780;2;-700
30074;619;2;-1200
30124;346;2;-1450
30174;23;2;-2350
30224;-309;2;-1900
30274;-575;2;-1300
30324;-744;2;-800
30374;-835;2;-200
30424;-856;12;-66
30474;-822;2;400
30524;-728;2;1050
30574;-542;2;1650
30624;-294;2;1850
30674;23;2;1900
30724;338;2;1450
30774;594;2;1300
30824;734;2;550
30874;813;2;450
30924;827;12;41
30974;780;2;-450
31024;667;2;-850
31074;474;2;-1750
31124;202;2;-1900
31174;-117;2;-1950
31224;-404;2;-1450
31274;-606;2;-950
31324;-744;2;-800
31374;-794;4;-100
31424;-794;4;125
31474;-728;2;300
31524;-581;2;1250
31574;-375;2;1400
31624;-101;2;1600
31674;195;2;1550
31724;432;2;1050
31774;625;2;950
31824;718;2;300
31874;760;6;83
31924;739;2;-250
31974;655;2;-900
32024;502;2;-1000
32074;263;2;-1550
32124;0;2;-1550
32174;-271;2;-1550
32224;-495;2;-1050
32274;-643;2;-900
32324;-723;2;-550
32374;-734;6;83
32424;-684;2;850
32474;-568;2;950
32524;-389;2;1450
32574;-164;2;1550
32624;101;2;1200
32674;353;2;1500
32724;529;2;1000
32774;655;2;600
32824;695;6;83
32874;684;6;-83
32924;619;2;-300
32974;474;2;-1050
33024;278;2;-1150
33074;23;2;-1550
33124;-225;2;-1500
33174;-425;2;-1050
33224;-575;2;-650
33274;-655;2;-300
33324;-673;12;-50
33374;-631;2;300
33424;-529;2;650
33474;-353;2;1050
33524;-148;2;1550
33574;94;2;1600
33624;301;2;1500
33674;474;2;700
33724;594;2;650
33774;637;4;150
33824;625;6;-100
33874;555;2;-650
33924;418;2;-1050
33974;233;2;-1150
34024;7;2;-1600
34074;-195;2;-800
34124;-389;2;-750
34174;-522;2;-650
34224;-594;2;-350
34274;-606;12;-50
34324;-562;2;300
34374;-453;2;700
34424;-309;2;1100
34474;-109;2;1200
34524;101;2;1550
34574;294;2;1100
34624;446;2;700
34674;542;2;650
34724;581;8;87
34774;555;2;-350
34824;481;2;-700
34874;353;2;-1100
34924;179;2;-1150
34974;-15;2;-1100
35024;-210;2;-800
35074;-375;2;-750
35124;-488;2;-350
35174;-542;2;-350
35224;-542;14;50
35274;-488;2;700
35324;-389;2;700
35374;-233;2;1150
35424;-54;2;1600
35474;133;2;1200
35524;301;2;1150
35574;418;2;700
35624;502;2;350
35674;515;12;50
35724;488;2;-350
35774;404;2;-350
35824;271;2;-1150
35874;117;2;-800
35924;-70;2;-750
35974;-241;2;-1550
36024;-368;2;-700
36074;-446;2;-350
36124;-488;4;-175
36174;-467;8;87
36224;-411;2;350
36274;-301;2;750
36324;-148;2;1150
36374;7;2;800
36424;171;2;1150
36474;301;2;750
36524;397;4;350
36574;446;8;175
36624;453;10;-70
36674;404;2;-350
36724;316;2;-750
36774;179;2;-1150
36824;39;2;-1150
36874;-125;2;-1200
36924;-256;2;-750
36974;-353;2;-750
37024;-418;4;-175
37074;-432;14;-50
37124;-404;2;350
37174;-323;2;750
37224;-225;2;800
37274;-86;2;1150
37324;62;2;750
37374;195;2;800
37424;301;2;750
37474;375;2;350
37524;397;10;80
37574;382;20;-40
37624;323;2;-400
37674;233;2;-750
37724;109;2;-800
37774;-31;2;-800
37824;-164;2;-400
37874;-271;2;-750
37924;-338;4;-175
37974;-375;6;-116
38024;-368;22;-31
38074;-323;2;400
38124;-248;2;400
38174;-133;2;800
38224;-7;2;800
38274;109;2;750
38324;218;2;400
38374;301;2;350
38424;346;2;400
38474;346;18;44
38524;316;4;-175
38574;248;2;-400
38624;148;2;-400
38674;31;2;-800
38724;-86;2;-400
38774;-187;2;-750
38824;-271;4;-375
38874;-316;4;-175
38924;-331;10;-80
38974;-301;2;400
39024;-248;2;400
39074;-164;2;750
39124;-54;2;800
39174;39;2;400
39224;148;2;350
39274;225;2;350
39324;278;4;175
39374;301;8;87
39424;286;8;-100
39474;241;2;-350
39524;164;2;-400
39574;70;2;-800
39624;-23;2;-800
39674;-125;2;-400
39724;-202;2;-350
39774;-256;2;-400
39824;-278;8;-87
39874;-271;22;31
39924;-241;4;175
39974;-171;4;400
40024;-94;2;350
40074;-7;2;400
40124;86;2;800
40174;164;2;400
40224;218;4;200
40274;248;6;116
40324;248;8;-100
40374;218;4;-175
40424;164;2;-400
40474;101;4;-400
40524;7;2;-400
40574;-70;2;-400
40624;-148;2;-750
40674;-195;2;-400
40724;-225;6;-116
40774;-233;22;-36
40824;-210;2;400
40874;-164;4;200
40924;-109;2;400
40974;-39;2;400
41024;39;2;800
41074;109;2;400
41124;164;2;400
41174;195;4;200
41224;202;20;35
41274;187;26;-26
41324;156;4;-200
41374;101;2;-400
41424;39;2;-400
41474;-23;2;-400
41524;-94;2;-400
41574;-140;4;-175
41624;-171;8;-87
41674;-187;16;-50
41724;-179;22;36
41774;-148;8;100
41824;-109;4;200
41874;-47;6;266
41924;7;4;350
41974;62;4;200
42024;109;4;200
42074;140;6;116
42124;156;14;57
42174;156;30;26
42224;133;4;-175
42274;94;4;-175
42324;54;4;-200
42374;0;2;-350
42424;-54;2;-350
42474;-101;4;-200
42524;-133;8;-100
42574;-140;16;-43
42624;-140;14;57
42674;-125;8;100
42724;-94;4;175
42774;-54;4;200
42824;-7;4;200
42874;31;4;200
42924;70;2;400
42974;94;8;100
43024;109;16;50
43074;117;24;33
43124;101;8;-100
43174;78;8;-100
43224;47;6;-116
43274;7;2;-400
43324;-23;6;-133
43374;-54;6;-116
43424;-86;4;-200
43474;-101;10;-70
43524;-101;26;-26
43574;-94;36;19
43624;-70;6;133
43674;-47;6;116
43724;-23;6;133
43774;7;4;175
43824;31;8;100
43874;54;6;116
43924;70;10;80
43974;70;26;30
44024;70;42;19
44074;54;12;-66
44124;39;10;-80
44174;15;8;-100
44224;-7;8;-87
44274;-23;12;-66
44324;-47;14;-57
44374;-54;16;-43
44424;-54;32;-21
44474;-54;48;-14
44524;-47;60;11
44574;-31;14;57
44624;-15;16;50
44674;0;10;70
44724;7;16;43
44774;23;14;57
44824;31;24;33
44874;39;24;33
44924;39;40;20
44974;23;16;-50
45024;23;32;-25
45074;7;12;-66
45124;0;20;-35
45174;-7;22;-31
45224;-23;30;-26
45274;-23;32;-25
45324;-23;48;-16
45374;-23;64;-12
45424;-23;82;-9
45474;-15;82;9
45524;-7;28;28
45574;-7;46;17
45624;0;40;17
45674;7;26;26
45724;7;44;15
45774;7;60;11
45824;7;76;9
45874;7;94;7
45924;0;90;-7
45974;0;106;-6
46024;0;124;-5
46074;0;140;-5
46124;0;156;-4
46174;0;174;-4
46224;0;190;-3
46274;0;206;-3
46324;0;224;-3
46374;0;240;-2
46424;0;256;-2
46474;0;274;-2
46524;0;290;-2
46574;0;306;-2
46624;0;324;-2
46674;0;340;-2
46724;0;356;-1
46774;0;374;-1
46824;0;390;-1
46874;0;406;-1
46924;0;424;-1
46974;0;440;-1
47024;0;456;-1
47074;0;474;-1
47124;0;490;-1
47174;0;506;-1
47224;0;524;-1
47274;0;540;-1
47324;0;556;-1
47374;0;574;-1
47424;0;590;-1
47474;0;606;-1
47524;0;624;-1
47574;0;640;-1
47624;0;656;-1
47674;0;674;-1
47724;0;690;-1
47774;0;706;0
47824;0;724;0
47874;0;740;0
47924;0;756;0
47974;0;774;0
48024;0;790;0
48074;0;806;0
48124;0;824;0
48174;0;840;0
48224;0;856;0
48274;0;874;0
48324;0;890;0
48374;0;906;0
48424;0;924;0
48474;0;940;0
48524;0;956;0
48574;0;974;0
48624;0;990;0
48674;0;1006;0
48724;0;1024;0
48774;0;1040;0
48824;0;1056;0
48874;0;1074;0
48924;0;1090;0
48974;0;1106;0
49024;0;1124;0
49074;0;1140;0
49124;0;1156;0
49174;0;1174;0
49224;0;1190;0
49274;0;1206;0
49324;0;1224;0
49374;0;1240;0
49424;0;1256;0
49474;0;1274;0
49524;0;1290;0
49574;0;1306;0
49624;0;1324;0
49674;0;1340;0
49724;0;1356;0
49774;0;1374;0
49824;0;1390;0
49874;0;1406;0
49924;0;1424;0
49974;0;1440;0
50024;0;1456;0
50074;0;1474;0
50124;0;1490;0
50174;0;1506;0
50224;0;1524;0
50274;0;1540;0
50324;0;1556;0
50374;0;1574;0
50424;0;1590;0
50474;0;1606;0
50524;0;1624;0
50574;0;1640;0
50624;0;1656;0
50674;0;1674;0
50724;0;1690;0
50774;0;1706;0
50824;0;1724;0
50874;0;1740;0
50924;0;1756;0
