tiempo;angulo;tiempoDev;derivada
22596;0;22593;0
22602;0;22593;0
22611;0;22593;0
22617;0;22593;0
22623;0;22593;0
22629;0;22593;0
22635;0;22593;0
22641;0;22593;0
22647;0;22593;0
22653;0;22593;0
22659;0;22593;0
22665;0;22593;0
22671;0;22593;0
22677;0;22593;0
22683;0;22593;0
22689;0;22593;0
22695;0;22593;0
22701;0;22593;0
22707;0;22593;0
22713;0;22593;0
22719;0;22593;0
22725;0;22593;0
22731;0;22593;0
22737;0;22593;0
22743;0;22593;0
22749;0;22593;0
22755;0;22593;0
22761;0;22593;0
22767;0;22593;0
22773;0;22593;0
22779;0;22593;0
22785;0;22593;0
22791;0;22593;0
22797;0;22593;0
22803;0;22593;0
22812;0;22593;0
22818;0;22593;0
22824;0;22593;0
22830;0;22593;0
22836;0;22593;0
22842;0;22593;0
22848;0;22593;0
22854;0;22593;0
22860;0;22593;0
22863;0;22593;0
22869;0;22593;0
22875;0;22593;0
22881;0;22593;0
22887;0;22593;0
22893;0;22593;0
22899;0;22593;0
22905;0;22593;0
22911;0;22593;0
22917;0;22593;0
22923;0;22593;0
22929;0;22593;0
22935;0;22593;0
22941;0;22593;0
22947;0;22593;0
22953;0;22593;0
22959;0;22593;0
22965;0;22593;0
22971;0;22593;0
22977;0;22593;0
22983;0;22593;0
22989;0;22593;0
22995;0;22593;0
23001;0;22593;0
23007;0;22593;0
23013;0;22593;0
23019;0;22593;0
23025;0;22593;0
23031;0;22593;0
23037;0;22593;0
23043;0;22593;0
23049;0;22593;0
23055;0;22593;0
23061;0;22593;0
23067;0;22593;0
23073;0;22593;0
23079;0;22593;0
23085;0;22593;0
23091;0;22593;0
23097;0;22593;0
23103;0;22593;0
23109;0;22593;0
23115;0;22593;0
23121;0;22593;0
23127;0;22593;0
23133;0;22593;0
23139;0;22593;0
23148;0;22593;0
23154;0;22593;0
23160;0;22593;0
23166;0;22593;0
23172;0;22593;0
23178;0;22593;0
23184;0;22593;0
23190;0;22593;0
23196;0;22593;0
23199;0;22593;0
23205;0;22593;0
23211;0;22593;0
23217;0;22593;0
23226;0;22593;0
23232;0;22593;0
23238;0;22593;0
23244;0;22593;0
23250;0;22593;0
23256;0;22593;0
23262;0;22593;0
23268;0;22593;0
23274;0;22593;0
23280;0;22593;0
23286;0;22593;0
23292;0;22593;0
23298;0;22593;0
23304;0;22593;0
23310;0;22593;0
23316;0;22593;0
23322;0;22593;0
23328;0;22593;0
23334;0;22593;0
23340;0;22593;0
23346;0;22593;0
23352;0;22593;0
23358;0;22593;0
23364;0;22593;0
23370;0;22593;0
23376;0;22593;0
23382;0;22593;0
23388;0;22593;0
23394;0;22593;0
23400;0;22593;0
23406;0;22593;0
23412;0;22593;0
23418;0;22593;0
23424;0;22593;0
23430;0;22593;0
23436;0;22593;0
23442;0;22593;0
23448;0;22593;0
23454;0;22593;0
23460;0;22593;0
23466;0;22593;0
23475;0;22593;0
23481;0;22593;0
23487;0;22593;0
23496;0;22593;0
23502;0;22593;0
23508;0;22593;0
23514;0;22593;0
23520;0;22593;0
23526;0;22593;0
23532;0;22593;0
23538;0;22593;0
23544;0;22593;0
23550;0;22593;0
23556;0;22593;0
23562;0;22593;0
23568;0;22593;0
23574;0;22593;0
23580;0;22593;0
23586;0;22593;0
23592;0;22593;0
23598;0;22593;0
23607;0;22593;0
23613;0;22593;0
23619;0;22593;0
23625;0;22593;0
23631;0;22593;0
23637;0;22593;0
23643;0;22593;0
23649;0;22593;0
23655;0;22593;0
23661;0;22593;0
23667;0;22593;0
23673;0;22593;0
23679;0;22593;0
23685;0;22593;0
23691;0;22593;0
23697;0;22593;0
23703;0;22593;0
23709;0;22593;0
23715;0;22593;0
23721;0;22593;0
23727;0;22593;0
23733;0;22593;0
23739;0;22593;0
23745;0;22593;0
23751;0;22593;0
23757;0;22593;0
23763;0;22593;0
23769;0;22593;0
23775;0;22593;0
23781;0;22593;0
23787;0;22593;0
23793;0;22593;0
23799;0;22593;0
23805;0;22593;0
23811;0;22593;0
23817;0;22593;0
23823;0;22593;0
23829;0;22593;0
23835;0;22593;0
23841;0;22593;0
23847;0;22593;0
23853;0;22593;0
23859;0;22593;0
23865;0;22593;0
23871;0;22593;0
23877;0;22593;0
23883;0;22593;0
23889;0;22593;0
23892;0;22593;0
23898;0;22593;0
23904;0;22593;0
23910;0;22593;0
23916;0;22593;0
23922;0;22593;0
23928;0;22593;0
23934;0;22593;0
23940;0;22593;0
23946;0;22593;0
23952;0;22593;0
23958;0;22593;0
23964;0;22593;0
23970;0;22593;0
23976;0;22593;0
23982;0;22593;0
23988;0;22593;0
23994;0;22593;0
24000;0;22593;0
24006;0;22593;0
24012;0;22593;0
24018;0;22593;0
24024;0;22593;0
24030;0;22593;0
24036;0;22593;0
24042;0;22593;0
24048;0;22593;0
24054;0;22593;0
24060;0;22593;0
24066;0;22593;0
24072;0;22593;0
24078;0;22593;0
24084;0;22593;0
24090;0;22593;0
24096;0;22593;0
24102;0;22593;0
24108;0;22593;0
24114;0;22593;0
24123;0;22593;0
24129;0;22593;0
24135;0;22593;0
24141;0;22593;0
24147;0;22593;0
24153;0;22593;0
24159;0;22593;0
24165;0;22593;0
24171;0;22593;0
24180;0;22593;0
24186;0;22593;0
24192;0;22593;0
24195;0;22593;0
24201;0;22593;0
24207;0;22593;0
24213;0;22593;0
24219;0;22593;0
24225;0;22593;0
24231;0;22593;0
24237;0;22593;0
24243;0;22593;0
24249;0;22593;0
24255;0;22593;0
24261;0;22593;0
24267;0;22593;0
24273;0;22593;0
24279;0;22593;0
24285;0;22593;0
24291;0;22593;0
24297;0;22593;0
24303;0;22593;0
24309;0;22593;0
24315;0;22593;0
24321;0;22593;0
24327;0;22593;0
24333;0;22593;0
24339;0;22593;0
24345;0;22593;0
24351;0;22593;0
24357;0;22593;0
24363;0;22593;0
24369;0;22593;0
24375;0;22593;0
24381;0;22593;0
24387;0;22593;0
24393;0;22593;0
24399;0;22593;0
24405;0;22593;0
24411;0;22593;0
24417;0;22593;0
24423;0;22593;0
24429;0;22593;0
24435;0;22593;0
24441;0;22593;0
24447;0;22593;0
24453;0;22593;0
24459;0;22593;0
24465;0;22593;0
24471;0;22593;0
24477;0;22593;0
24483;0;22593;0
24489;0;22593;0
24495;0;22593;0
24501;0;22593;0
24507;0;22593;0
24516;0;22593;0
24522;0;22593;0
24528;0;22593;0
24534;0;22593;0
24540;0;22593;0
24546;0;22593;0
24552;0;22593;0
24558;0;22593;0
24564;0;22593;0
24570;0;22593;0
24576;0;22593;0
24582;0;22593;0
24588;0;22593;0
24594;0;22593;0
24600;0;22593;0
24606;0;22593;0
24615;0;22593;0
24621;0;22593;0
24627;0;22593;0
24633;0;22593;0
24639;0;22593;0
24645;0;22593;0
24651;0;22593;0
24657;0;22593;0
24663;0;22593;0
24669;0;22593;0
24675;0;22593;0
24681;0;22593;0
24687;0;22593;0
24693;0;22593;0
24699;0;22593;0
24705;0;22593;0
24711;0;22593;0
24717;0;22593;0
24723;0;22593;0
24729;0;22593;0
24735;0;22593;0
24741;0;22593;0
24747;0;22593;0
24753;0;22593;0
24759;0;22593;0
24765;0;22593;0
24771;0;22593;0
24777;0;22593;0
24783;0;22593;0
24789;0;22593;0
24795;0;22593;0
24801;0;22593;0
24807;0;22593;0
24813;0;22593;0
24819;0;22593;0
24825;0;22593;0
24831;0;22593;0
24837;0;22593;0
24843;0;22593;0
24849;0;22593;0
24855;0;22593;0
24861;0;22593;0
24867;0;22593;0
24873;0;22593;0
24879;0;22593;0
24885;0;22593;0
24891;0;22593;0
24897;0;22593;0
24903;0;22593;0
24909;0;22593;0
24915;0;22593;0
24921;0;22593;0
24930;0;22593;0
24936;0;22593;0
24942;0;22593;0
24948;0;22593;0
24954;0;22593;0
24960;0;22593;0
24966;0;22593;0
24972;0;22593;0
24978;0;22593;0
24984;0;22593;0
24990;0;22593;0
24996;0;22593;0
25002;0;22593;0
25008;0;22593;0
25014;0;22593;0
25020;0;22593;0
25026;0;22593;0
25032;0;22593;0
25038;0;22593;0
25044;0;22593;0
25050;0;22593;0
25056;0;22593;0
25065;0;22593;0
25071;0;22593;0
25077;0;22593;0
25083;0;22593;0
25089;0;22593;0
25098;0;22593;0
25104;0;22593;0
25110;0;22593;0
25116;0;22593;0
25122;0;22593;0
25128;0;22593;0
25134;0;22593;0
25140;0;22593;0
25146;0;22593;0
25152;0;22593;0
25158;0;22593;0
25164;0;22593;0
25170;0;22593;0
25176;0;22593;0
25182;0;22593;0
25188;0;22593;0
25194;0;22593;0
25200;0;22593;0
25206;0;22593;0
25212;0;22593;0
25221;0;22593;0
25227;0;22593;0
25233;0;22593;0
25239;0;22593;0
25245;0;22593;0
25251;0;22593;0
25257;0;22593;0
25263;0;22593;0
25269;0;22593;0
25275;0;22593;0
25281;0;22593;0
25287;0;22593;0
25293;0;22593;0
25299;0;22593;0
25305;0;22593;0
25311;0;22593;0
25317;0;22593;0
25323;0;22593;0
25329;0;22593;0
25335;0;22593;0
25341;0;22593;0
25347;0;22593;0
25353;0;22593;0
25359;0;22593;0
25365;0;22593;0
25371;0;22593;0
25377;0;22593;0
25383;0;22593;0
25389;0;22593;0
25395;0;22593;0
25401;0;22593;0
25407;0;22593;0
25413;0;22593;0
25419;0;22593;0
25425;0;22593;0
25431;0;22593;0
25437;0;22593;0
25443;0;22593;0
25449;0;22593;0
25455;0;22593;0
25461;0;22593;0
25467;0;22593;0
25473;0;22593;0
25479;0;22593;0
25485;0;22593;0
25491;0;22593;0
25497;0;22593;0
25503;0;22593;0
25509;0;22593;0
25515;0;22593;0
25521;0;22593;0
25527;0;22593;0
25533;0;22593;0
25539;0;22593;0
25545;0;22593;0
25551;0;22593;0
25557;0;22593;0
25563;0;22593;0
25569;0;22593;0
25575;0;22593;0
25581;0;22593;0
25587;0;22593;0
25593;0;22593;0
25599;0;22593;0
25605;0;22593;0
25614;0;22593;0
25620;0;22593;0
25626;0;22593;0
25632;0;22593;0
25638;0;22593;0
25644;0;22593;0
25650;0;22593;0
25656;0;22593;0
25662;0;22593;0
25668;0;22593;0
25674;0;22593;0
25680;0;22593;0
25686;0;22593;0
25692;0;22593;0
25698;0;22593;0
25704;0;22593;0
25710;0;22593;0
25716;0;22593;0
25722;0;22593;0
25728;0;22593;0
25734;0;22593;0
25740;0;22593;0
25746;0;22593;0
25752;0;22593;0
25758;0;22593;0
25764;0;22593;0
25770;0;22593;0
25776;0;22593;0
25782;0;22593;0
25788;0;22593;0
25794;0;22593;0
25800;0;22593;0
25806;0;22593;0
25812;0;22593;0
25818;0;22593;0
25824;0;22593;0
25830;0;22593;0
25836;0;22593;0
25842;0;22593;0
25848;0;22593;0
25854;0;22593;0
25860;0;22593;0
25866;0;22593;0
25872;0;22593;0
25878;0;22593;0
25884;0;22593;0
25887;0;22593;0
25893;0;22593;0
25899;0;22593;0
25905;0;22593;0
25911;0;22593;0
25917;0;22593;0
25920;0;22593;0
25926;0;22593;0
25932;0;22593;0
25938;0;22593;0
25944;0;22593;0
25950;0;22593;0
25956;0;22593;0
25962;0;22593;0
25971;0;22593;0
25977;0;22593;0
25983;0;22593;0
25989;0;22593;0
25995;0;22593;0
26001;0;22593;0
26007;0;22593;0
26013;0;22593;0
26019;0;22593;0
26025;0;22593;0
26031;0;22593;0
26037;0;22593;0
26043;0;22593;0
26049;0;22593;0
26055;0;22593;0
26061;0;22593;0
26067;0;22593;0
26073;0;22593;0
26079;0;26077;0
26085;0;26077;0
26091;0;26077;0
26097;0;26077;0
26103;0;26077;0
26109;0;26077;0
26115;0;26077;0
26121;0;26077;0
26127;0;26077;0
26133;0;26077;0
26139;0;26077;0
26145;0;26077;0
26151;0;26077;0
26157;0;26077;0
26163;0;26077;0
26172;0;26077;0
26178;0;26077;0
26184;0;26077;0
26190;0;26077;0
26196;0;26077;0
26202;0;26077;0
26208;0;26077;0
26214;0;26077;0
26220;0;26077;0
26226;0;26077;0
26232;0;26077;0
26238;0;26077;0
26244;0;26077;0
26250;0;26077;0
26256;0;26077;0
26262;0;26077;0
26268;0;26077;0
26274;0;26077;0
26280;0;26077;0
26286;0;26077;0
26292;0;26077;0
26298;0;26077;0
26304;0;26077;0
26310;0;26077;0
26316;0;26077;0
26322;0;26077;0
26328;0;26077;0
26334;0;26077;0
26340;0;26077;0
26346;0;26077;0
26352;0;26077;0
26358;0;26077;0
26364;0;26077;0
26370;0;26077;0
26376;0;26077;0
26382;0;26077;0
26388;0;26077;0
26394;0;26077;0
26400;0;26077;0
26406;0;26077;0
26412;0;26077;0
26418;0;26077;0
26424;0;26077;0
26430;0;26077;0
26436;0;26077;0
26442;0;26077;0
26448;0;26077;0
26454;0;26077;0
26460;0;26077;0
26466;0;26077;0
26472;0;26077;0
26478;0;26077;0
26487;0;26077;0
26493;0;26077;0
26499;0;26077;0
26505;0;26077;0
26511;0;26077;0
26517;0;26077;0
26523;0;26077;0
26529;0;26077;0
26535;0;26077;0
