tiempo;error;integral;derivada;setPoint
24126;2416;10000;-492;1020;
24132;2384;10000;-469;1020;
24138;2355;10000;-469;1020;
24144;2323;10000;-469;1020;
24150;2291;10000;-469;1020;
24156;2259;10000;-469;1020;
24162;2227;10000;-469;1020;
24168;2195;10000;-469;1020;
24174;2163;10000;-469;1020;
24180;2131;10000;-275;1020;
24186;2099;10000;-275;1020;
24192;2067;10000;-275;1020;
24198;2035;10000;-16;1020;
24204;2003;10000;-16;1020;
24210;1971;10000;-16;1020;
24216;1939;10000;-16;1020;
24222;1923;10000;-16;1020;
24228;1911;10000;-36;1020;
24234;1879;10000;-36;1020;
24240;1847;10000;-36;1020;
24246;1831;10000;-36;1020;
24252;1825;10000;-36;1020;
24258;1793;10000;-36;1020;
24264;1777;10000;-36;1020;
24270;1745;10000;-36;1020;
24276;1713;10000;-36;1020;
24282;1697;10000;-36;1020;
24288;1665;10000;-298;1020;
24294;1641;10000;-298;1020;
24300;1617;10000;-298;1020;
24306;1593;10000;-298;1020;
24312;1569;10000;-298;1020;
24318;1564;10000;-139;1020;
24324;1540;10000;-139;1020;
24330;1524;10000;-139;1020;
24336;1500;10000;-139;1020;
24342;1476;10000;-139;1020;
24348;1452;10000;-139;1020;
24354;1436;10000;-139;1020;
24360;1432;10000;-139;1020;
24366;1408;10000;-139;1020;
24372;1392;10000;-139;1020;
24378;1368;10000;-236;1020;
24384;1352;10000;-236;1020;
24390;1328;10000;-236;1020;
24396;1312;10000;-236;1020;
24402;1288;10000;-236;1020;
24408;1272;10000;-236;1020;
24414;1256;10000;-236;1020;
24420;1232;10000;-152;1020;
24426;1216;10000;-8;1020;
24432;1219;10000;-27;1020;
24438;1203;10000;-27;1020;
24444;1179;10000;-27;1020;
24450;1163;10000;-27;1020;
24456;1147;10000;-27;1020;
24462;1131;10000;-27;1020;
24468;1115;10000;-27;1020;
24474;1099;10000;-27;1020;
24480;1083;10000;-27;1020;
24486;1067;10000;-27;1020;
24492;1051;10000;-168;1020;
24498;1055;10000;-28;1020;
24504;1039;10000;-28;1020;
24510;1023;10000;-28;1020;
24516;1007;10000;-28;1020;
24522;991;10000;-28;1020;
24528;983;10000;-28;1020;
24534;967;10000;-28;1020;
24540;951;10000;-28;1020;
24546;935;10000;-28;1020;
24552;927;10000;-28;1020;
24558;911;10000;-8;1020;
24567;906;10000;-27;1020;
24573;898;10000;-27;1020;
24579;882;10000;-27;1020;
24585;866;10000;-27;1020;
24591;878;10000;-27;1020;
24597;862;10000;-27;1020;
24603;854;10000;-27;1020;
24609;838;10000;-27;1020;
24615;822;10000;-27;1020;
24621;810;10000;-152;1020;
24627;817;10000;-152;1020;
24633;825;10000;-152;1020;
24639;813;10000;-152;1020;
24645;801;10000;-152;1020;
24651;808;10000;-118;1020;
24657;816;10000;-118;1020;
24663;804;10000;-118;1020;
24669;792;10000;-118;1020;
24675;793;10000;-118;1020;
24681;800;10000;-118;1020;
24687;808;10000;-118;1020;
24693;813;10000;-118;1020;
24699;801;10000;-118;1020;
24705;789;10000;-118;1020;
24711;809;10000;-216;1020;
24717;810;10000;-216;1020;
24723;818;10000;-216;1020;
24729;806;10000;-216;1020;
24735;820;10000;-216;1020;
24741;808;10000;-216;1020;
24747;822;10000;-216;1020;
24753;810;10000;-216;1020;
24759;811;10000;-216;1020;
24765;812;10000;-216;1020;
24771;813;10000;-244;1020;
24777;814;10000;-244;1020;
24783;802;10000;-244;1020;
24789;796;10000;-244;1020;
24795;797;10000;-244;1020;
24801;798;10000;-244;1020;
24807;793;10000;-244;1020;
24813;781;10000;-244;1020;
24819;782;10000;-244;1020;
24825;776;10000;-182;1020;
24831;781;10000;-182;1020;
24837;776;10000;-182;1020;
24843;764;10000;-182;1020;
24849;758;10000;-182;1020;
24858;749;10000;-182;1020;
24864;737;10000;-182;1020;
24870;738;10000;-182;1020;
24876;736;10000;-182;1020;
24882;724;10000;-166;1020;
24888;719;10000;-166;1020;
24894;717;10000;-166;1020;
24900;705;10000;-166;1020;
24906;700;10000;-166;1020;
24912;692;10000;-166;1020;
24918;680;10000;-166;1020;
24924;678;10000;-166;1020;
24930;673;10000;-166;1020;
24936;665;10000;-125;1020;
24942;659;10000;-125;1020;
24948;651;10000;-125;1020;
24954;650;10000;-125;1020;
24960;638;10000;-125;1020;
24966;630;10000;-125;1020;
24972;622;10000;-125;1020;
24978;616;10000;-125;1020;
24984;608;10000;-125;1020;
24990;600;10000;-103;1020;
24996;592;10000;-103;1020;
25002;580;10000;-103;1020;
25008;572;10000;-103;1020;
25014;564;10000;-103;1020;
25020;556;10000;-103;1020;
25026;548;10000;-103;1020;
25032;540;10000;-103;1020;
25038;2586;10000;-103;1020;
25044;2554;10000;-2142;1020;
25050;2506;10000;-2142;1020;
25056;432;10000;-2142;1020;
25062;428;10000;-2142;1020;
25068;420;10000;-2142;1020;
25074;416;10000;-2142;1020;
25080;410;10000;-2142;1020;
25086;404;10000;-2142;1020;
25092;398;10000;-2142;1020;
25098;392;10000;1930;1020;
25104;386;10000;1930;1020;
25110;380;10000;1930;1020;
25116;374;10000;1930;1020;
25122;370;10000;1930;1020;
25128;364;10000;1930;1020;
25134;358;10000;1930;1020;
25140;348;10000;-32;1020;
25146;342;10000;-32;1020;
25152;336;10000;-32;1020;
25158;332;10000;-32;1020;
25164;328;10000;-32;1020;
25170;322;10000;-32;1020;
25176;318;10000;-32;1020;
25182;312;10000;-32;1020;
25188;308;10000;-32;1020;
25194;297;10000;-32;1020;
25200;293;10000;-39;1020;
25206;283;10000;-39;1020;
25212;279;10000;-39;1020;
25218;275;10000;-39;1020;
25224;271;10000;-39;1020;
25230;260;10000;-39;1020;
25236;256;10000;-39;1020;
25242;252;10000;-39;1020;
25248;248;10000;-39;1020;
25254;244;10000;-23;1020;
25260;247;10000;-23;1020;
25266;245;10000;-23;1020;
25272;241;10000;-23;1020;
25278;243;10000;-23;1020;
25284;246;10000;-23;1020;
25290;242;10000;-23;1020;
25296;246;10000;-50;1020;
25302;242;10000;-50;1020;
25308;2292;10000;-50;1020;
25314;220;10000;-50;1020;
25320;218;10000;-50;1020;
25326;208;10000;-50;1020;
25332;192;10000;-50;1020;
25338;176;10000;-50;1020;
25344;154;10000;-50;1020;
25350;120;10000;-50;1020;
25356;79;10000;59;1020;
25362;40;10000;59;1020;
25368;-12;9999;59;1020;
25374;-63;9985;59;1020;
25380;-127;9954;59;1020;
25386;-209;9900;59;1020;
25395;-360;9768;59;1020;
25401;-466;9642;59;1020;
25407;-601;9481;59;1020;
25413;-719;9284;59;1020;
25419;-902;9043;966;1020;
25425;-1076;8749;966;1020;
25431;-1249;8406;966;1020;
25437;-1498;7997;966;1020;
25443;-1688;7533;966;1020;
25449;-1900;7005;966;1020;
25455;-2147;6408;966;1020;
25461;-2401;5738;966;1020;
25467;-2698;4989;966;1020;
25473;-2978;4156;966;1020;
25479;-3248;3246;2879;1020;
25488;-3688;1723;2879;1020;
25494;-3978;610;2879;1020;
25500;-4327;-601;2879;1020;
25506;-4630;-1899;2879;1020;
25512;-4933;-3290;2879;1020;
25518;-5294;-4777;2879;1020;
25524;-5642;-6365;2879;1020;
25530;-6004;-8055;2879;1020;
25536;-6365;-9848;2879;1020;
25542;-6668;-10000;4415;1020;
25548;-7017;-10000;4415;1020;
25554;-7313;-10000;4415;1020;
25560;-7558;-10000;4415;1020;
25566;-7887;-10000;4415;1020;
25572;-8157;-10000;4415;1020;
25578;-8428;-10000;4415;1020;
25584;-8685;-10000;4415;1020;
25590;-8969;-10000;4415;1020;
25596;-9200;-10000;4415;1020;
25602;-9380;-10000;3853;1020;
25608;-9553;-10000;3853;1020;
25614;-9713;-10000;3853;1020;
25620;-9866;-10000;3853;1020;
25626;-10007;-10000;3853;1020;
25632;-10134;-10000;3853;1020;
25638;-10249;-10000;3853;1020;
25644;-10331;-10000;3853;1020;
25650;-10400;-10000;3853;1020;
25656;-10443;-10000;3853;1020;
25662;-10473;-10000;2053;1020;
25668;-10522;-10000;2053;1020;
25674;-10546;-10000;2053;1020;
25680;-10576;-10000;2053;1020;
25686;-10580;-10000;2053;1020;
25692;-10584;-10000;2053;1020;
25698;-10575;-10000;2053;1020;
25704;-10546;-10000;2053;1020;
25710;-10531;-10000;2053;1020;
25716;-10502;-10000;2053;1020;
25722;-10467;-10000;954;1020;
25728;-10426;-10000;954;1020;
25734;-10391;-10000;954;1020;
25740;-10356;-10000;954;1020;
25746;-10308;-10000;954;1020;
25752;-10266;-10000;954;1020;
25758;-10218;-10000;954;1020;
25764;-10170;-10000;954;1020;
25770;-10122;-10000;954;1020;
25776;-10074;-10000;954;1020;
25782;-10026;-10000;519;1020;
25788;-9978;-10000;519;1020;
25794;-9962;-10000;519;1020;
25800;-9914;-10000;519;1020;
25806;-9866;-10000;519;1020;
25812;-9818;-10000;519;1020;
25818;-9770;-10000;519;1020;
25824;-9722;-10000;519;1020;
25830;-9674;-10000;519;1020;
25836;-9620;-10000;362;1020;
25842;-9565;-10000;362;1020;
25848;-9511;-10000;362;1020;
25854;-9450;-10000;362;1020;
25860;-9395;-10000;362;1020;
25866;-9328;-10000;362;1020;
25872;-9254;-10000;362;1020;
25878;-9186;-10000;362;1020;
25884;-9099;-10000;362;1020;
25890;-9019;-10000;362;1020;
25896;-8919;-10000;285;1020;
25902;-8812;-10000;285;1020;
25908;-8706;-10000;285;1020;
25914;-8586;-10000;285;1020;
25920;-8441;-10000;285;1020;
25926;-8315;-10000;285;1020;
25932;-8156;-10000;285;1020;
25938;-7985;-10000;285;1020;
25944;-7807;-10000;285;1020;
25950;-7622;-10000;285;1020;
25956;-7399;-10000;-554;1020;
25962;-7162;-10000;-554;1020;
25968;-6913;-10000;-554;1020;
25974;-6657;-10000;-554;1020;
25980;-6388;-10000;-554;1020;
25986;-6112;-10000;-554;1020;
25992;-5785;-10000;-554;1020;
25998;-5490;-10000;-554;1020;
26004;-5136;-10000;-554;1020;
26010;-4776;-10000;-554;1020;
26016;-4410;-10000;-554;1020;
26022;-3985;-10000;-2202;1020;
26028;-3605;-10000;-2202;1020;
26034;-3213;-10000;-2202;1020;
26040;-2866;-10000;-2202;1020;
26046;-2483;-10000;-2202;1020;
26052;-2093;-10000;-2202;1020;
26058;-1658;-10000;-2202;1020;
26064;-1284;-10000;-2202;1020;
26070;-858;-10000;-2202;1020;
26076;-489;-10000;-2202;1020;
26082;-132;-10000;-3413;1020;
26088;220;-9967;-3413;1020;
26094;559;-9829;-3413;1020;
26100;889;-9596;-3413;1020;
26106;1204;-9278;-3413;1020;
26112;1507;-8873;-3413;1020;
26118;1756;-8391;-3413;1020;
26124;2029;-7829;-3413;1020;
26130;2296;-7195;-3413;1020;
26136;2511;-6494;-3413;1020;
26142;2713;-5734;-3413;1020;
26148;2893;-4919;-3372;1020;
26154;3059;-4056;-3372;1020;
26160;3268;-3136;-3372;1020;
26166;3382;-2177;-3372;1020;
26172;3516;-1179;-3372;1020;
26178;3611;-158;-3372;1020;
26184;3700;889;-3372;1020;
26190;3756;1956;-3372;1020;
26196;3831;3042;-3372;1020;
26202;3894;4150;-3372;1020;
26208;3943;5270;-2047;1020;
26214;3973;6398;-2047;1020;
26220;3977;7531;-2047;1020;
26226;3994;8669;-2047;1020;
26232;3992;9809;-2047;1020;
26238;3983;10000;-2047;1020;
26244;3987;10000;-2047;1020;
26250;3958;10000;-2047;1020;
26256;3930;10000;-2047;1020;
26262;3914;10000;-2047;1020;
26268;3879;10000;-948;1020;
26274;3851;10000;-948;1020;
26280;3809;10000;-948;1020;
26286;3774;10000;-948;1020;
26292;3733;10000;-948;1020;
26298;3685;10000;-948;1020;
26304;3643;10000;-948;1020;
26310;3602;10000;-948;1020;
26316;3554;10000;-948;1020;
26322;3506;10000;-948;1020;
26328;3458;10000;-545;1020;
26334;3410;10000;-545;1020;
26340;3362;10000;-545;1020;
26346;3307;10000;-545;1020;
26352;3253;10000;-545;1020;
26358;3205;10000;-545;1020;
26364;3150;10000;-545;1020;
26370;3089;10000;-310;1020;
26376;3022;10000;-310;1020;
26382;2961;10000;-310;1020;
26388;2893;10000;-310;1020;
26394;2842;10000;-310;1020;
26400;2774;10000;-310;1020;
26406;2723;10000;-310;1020;
26412;2623;10000;-310;1020;
26418;2552;10000;-310;1020;
26424;2474;10000;-310;1020;
26430;2381;10000;-130;1020;
26436;2277;10000;-130;1020;
26442;2167;10000;-130;1020;
26448;2038;10000;-130;1020;
26454;1915;10000;-130;1020;
26460;1782;10000;-130;1020;
26466;1646;10000;-130;1020;
26472;1492;10000;-130;1020;
26478;1325;10000;-130;1020;
26484;1127;10000;-130;1020;
26490;916;10000;861;1020;
26496;731;10000;861;1020;
26502;508;10000;861;1020;
26508;351;10000;861;1020;
26514;41;10000;861;1020;
26520;-199;9961;861;1020;
26526;-488;9840;861;1020;
26532;-785;9641;861;1020;
26538;-1005;9374;861;1020;
26544;-1307;9027;861;1020;
26550;-1563;8607;2419;1020;
26556;-1825;8105;2419;1020;
26562;-2183;7508;2419;1020;
26568;-2495;6822;2419;1020;
26574;-2769;6052;2419;1020;
26580;-3072;5200;2419;1020;
26586;-3329;4268;2419;1020;
26592;-3691;3239;2419;1020;
26598;-3993;2124;2419;1020;
26604;-4296;922;2419;1020;
26610;-4606;-377;3874;1020;
26616;-4909;-1755;3874;1020;
26622;-5160;-3212;3874;1020;
26628;-5404;-4739;3874;1020;
26634;-5649;-6336;3874;1020;
26640;-5932;-8014;3874;1020;
26646;-6203;-9764;3874;1020;
26652;-6428;-10000;3874;1020;
26658;-6685;-10000;3874;1020;
26664;-6936;-10000;3874;1020;
26670;-7135;-10000;3671;1020;
26676;-7282;-10000;3671;1020;
26682;-7462;-10000;3671;1020;
26688;-7596;-10000;3671;1020;
26694;-7723;-10000;3671;1020;
26700;-7844;-10000;3671;1020;
26706;-7985;-10000;3671;1020;
26712;-8060;-10000;3671;1020;
26718;-8188;-10000;3671;1020;
26724;-8244;-10000;3671;1020;
26730;-8300;-10000;2125;1020;
26736;-8349;-10000;2125;1020;
26742;-8373;-10000;2125;1020;
26748;-8409;-10000;2125;1020;
26754;-8420;-10000;2125;1020;
26760;-8450;-10000;2125;1020;
26766;-8454;-10000;2125;1020;
26772;-8458;-10000;2125;1020;
26778;-8455;-10000;2125;1020;
26784;-8453;-10000;2125;1020;
26790;-8431;-10000;1091;1020;
26796;-8409;-10000;1091;1020;
26802;-8387;-10000;1091;1020;
26808;-8345;-10000;1091;1020;
26814;-8310;-10000;1091;1020;
26820;-8282;-10000;1091;1020;
26826;-8247;-10000;1091;1020;
26832;-8205;-10000;1091;1020;
26838;-8157;-10000;1091;1020;
26844;-8109;-10000;1091;1020;
26850;-8061;-10000;590;1020;
26856;-8013;-10000;590;1020;
26862;-7965;-10000;590;1020;
26868;-7917;-10000;590;1020;
26874;-7863;-10000;590;1020;
26880;-7802;-10000;590;1020;
26886;-7747;-10000;590;1020;
26892;-7686;-10000;297;1020;
26898;-7619;-10000;297;1020;
26904;-7545;-10000;297;1020;
26910;-7471;-10000;297;1020;
26916;-7397;-10000;297;1020;
26922;-7323;-10000;297;1020;
26928;-7229;-10000;297;1020;
26934;-7129;-10000;297;1020;
26940;-7029;-10000;297;1020;
26946;-6923;-10000;297;1020;
26952;-6797;-10000;78;1020;
26958;-6684;-10000;78;1020;
26964;-6551;-10000;78;1020;
26970;-6432;-10000;78;1020;
26976;-6280;-10000;78;1020;
26982;-6102;-10000;78;1020;
26988;-5943;-10000;78;1020;
26994;-5746;-10000;78;1020;
27000;-5542;-10000;78;1020;
27009;-5211;-10000;-697;1020;
27015;-4988;-10000;-697;1020;
27021;-4758;-10000;-697;1020;
27027;-4482;-10000;-697;1020;
27033;-4239;-10000;-697;1020;
27039;-3944;-10000;-697;1020;
27045;-3643;-10000;-697;1020;
27051;-3335;-10000;-697;1020;
27057;-3014;-10000;-697;1020;
27063;-2602;-10000;-697;1020;
27069;-2284;-10000;-1999;1020;
27075;-1966;-10000;-1999;1020;
27081;-1589;-10000;-1999;1020;
27087;-1273;-10000;-1999;1020;
27093;-951;-10000;-1999;1020;
27099;-640;-10000;-1999;1020;
27105;-275;-10000;-1999;1020;
27111;85;-9988;-1999;1020;
27117;433;-9895;-1999;1020;
27123;731;-9709;-1999;1020;
27129;1066;-9425;-1999;1020;
27135;1355;-9058;-3306;1020;
27141;1690;-8604;-3306;1020;
27147;1951;-8067;-3306;1020;
27153;2227;-7452;-3306;1020;
27159;2465;-6758;-3306;1020;
27165;2713;-5995;-3306;1020;
27171;2983;-5158;-3306;1020;
27177;3179;-4261;-3306;1020;
27183;3391;-3303;-3306;1020;
27189;3596;-2292;-3306;1020;
27195;3795;-1224;-3202;1020;
27201;3981;-108;-3202;1020;
27207;4122;1055;-3202;1020;
27213;4256;2263;-3202;1020;
27219;4416;3511;-3202;1020;
27225;4504;4790;-3202;1020;
27231;4619;6101;-3202;1020;
27237;4720;7443;-3202;1020;
27243;4789;8805;-3202;1020;
27249;4852;10000;-3202;1020;
27255;4908;10000;-2212;1020;
27261;4964;10000;-2212;1020;
27267;4987;10000;-2212;1020;
27273;5004;10000;-2212;1020;
27279;5041;10000;-2212;1020;
27285;5051;10000;-2212;1020;
27291;5062;10000;-2212;1020;
27297;5053;10000;-2212;1020;
27303;5057;10000;-2212;1020;
27309;5041;10000;-2212;1020;
27315;5006;10000;-1058;1020;
27321;4991;10000;-1058;1020;
27327;4956;10000;-1058;1020;
27333;4934;10000;-1058;1020;
27339;4899;10000;-1058;1020;
27345;4864;10000;-1058;1020;
27351;4829;10000;-1058;1020;
27357;4781;10000;-1058;1020;
27363;4733;10000;-1058;1020;
27369;4685;10000;-1058;1020;
27375;4637;10000;-575;1020;
27381;4589;10000;-575;1020;
27387;4528;10000;-575;1020;
27393;4467;10000;-575;1020;
27399;4419;10000;-575;1020;
27405;4345;10000;-575;1020;
27411;4284;10000;-239;1020;
27417;4223;10000;-239;1020;
27423;4142;10000;-239;1020;
27429;4062;10000;-239;1020;
27435;3981;10000;-239;1020;
27441;3881;10000;-239;1020;
27447;3775;10000;-239;1020;
27453;3688;10000;-239;1020;
27459;3562;10000;-239;1020;
27465;3468;10000;-239;1020;
27471;3329;10000;-5;1020;
27477;3184;10000;-5;1020;
27483;3032;10000;-5;1020;
27489;2880;10000;-5;1020;
27495;2715;10000;-5;1020;
27501;2566;10000;-5;1020;
27507;2410;10000;-5;1020;
27513;2248;10000;-5;1020;
27519;1999;10000;-5;1020;
27525;1807;10000;-5;1020;
27531;1587;10000;-5;1020;
27537;1335;10000;1069;1020;
27543;1118;10000;1069;1020;
27549;900;10000;1069;1020;
27555;635;10000;1069;1020;
27561;363;10000;1069;1020;
27567;131;10000;1069;1020;
27573;-143;9980;1069;1020;
27579;-419;9882;1069;1020;
27585;-697;9704;1069;1020;
27591;-971;9447;1069;1020;
27597;-1300;9103;2497;1020;
27603;-1583;8672;2497;1020;
27609;-1872;8167;2497;1020;
27615;-2146;7575;2497;1020;
27621;-2419;6912;2497;1020;
27627;-2722;6155;2497;1020;
27633;-3041;5314;2497;1020;
27639;-3298;4391;2497;1020;
27645;-3556;3395;2497;1020;
27651;-3813;2333;2497;1020;
27657;-4012;1206;3486;1020;
27663;-4257;8;3486;1020;
27669;-4501;-1259;3486;1020;
27675;-4791;-2602;3486;1020;
27681;-5007;-4017;3486;1020;
27687;-5232;-5496;3486;1020;
27693;-5457;-7039;3486;1020;
27699;-5623;-8631;3486;1020;
27705;-5790;-10000;3486;1020;
27711;-5950;-10000;3486;1020;
27717;-6103;-10000;3138;1020;
27723;-6289;-10000;3138;1020;
27729;-6391;-10000;3138;1020;
27735;-6525;-10000;3138;1020;
27741;-6646;-10000;3138;1020;
27747;-6734;-10000;3138;1020;
27753;-6816;-10000;3138;1020;
27759;-6892;-10000;3138;1020;
27765;-6961;-10000;3138;1020;
27771;-7030;-10000;3138;1020;
27777;-7060;-10000;1969;1020;
27783;-7116;-10000;1969;1020;
27789;-7146;-10000;1969;1020;
27795;-7169;-10000;1969;1020;
27801;-7167;-10000;1969;1020;
27807;-7184;-10000;1969;1020;
27813;-7175;-10000;1969;1020;
27819;-7166;-10000;1969;1020;
27825;-7157;-10000;1969;1020;
27831;-7148;-10000;1969;1020;
27837;-7119;-10000;1026;1020;
27843;-7091;-10000;1026;1020;
27849;-7075;-10000;1026;1020;
27855;-7027;-10000;1026;1020;
27861;-6999;-10000;1026;1020;
27867;-6964;-10000;1026;1020;
27873;-6916;-10000;1026;1020;
27879;-6868;-10000;1026;1020;
27885;-6820;-10000;1026;1020;
27891;-6772;-10000;568;1020;
27897;-6711;-10000;568;1020;
27903;-6643;-10000;568;1020;
27909;-6595;-10000;568;1020;
27918;-6499;-10000;568;1020;
27924;-6412;-10000;568;1020;
27930;-6344;-10000;184;1020;
27936;-6238;-10000;184;1020;
27942;-6170;-10000;184;1020;
27948;-6064;-10000;184;1020;
27954;-5970;-10000;184;1020;
27960;-5877;-10000;184;1020;
27966;-5757;-10000;184;1020;
27972;-5622;-10000;184;1020;
27978;-5496;-10000;184;1020;
27984;-5370;-10000;-82;1020;
27996;-5046;-10000;-82;1020;
28002;-4875;-10000;-82;1020;
28008;-4703;-10000;-82;1020;
28014;-4525;-10000;-82;1020;
28020;-4341;-10000;-82;1020;
28026;-4117;-10000;-82;1020;
28032;-3881;-10000;-82;1020;
28038;-3683;-10000;-82;1020;
28044;-3440;-10000;-970;1020;
28050;-3191;-10000;-970;1020;
28056;-2935;-10000;-970;1020;
28062;-2672;-10000;-970;1020;
28068;-2374;-10000;-970;1020;
28074;-2069;-10000;-970;1020;
28080;-1764;-10000;-970;1020;
28086;-1454;-10000;-970;1020;
28092;-1144;-10000;-970;1020;
28098;-835;-10000;-970;1020;
28104;-576;-10000;-2232;1020;
28110;-269;-10000;-2232;1020;
28116;38;-9995;-2232;1020;
28122;291;-9935;-2232;1020;
28128;592;-9789;-2232;1020;
28134;886;-9551;-2232;1020;
28140;1220;-9224;-2232;1020;
28146;1510;-8815;-2232;1020;
28152;1785;-8326;-2232;1020;
28158;2058;-7757;-2232;1020;
28164;2341;-7108;-3139;1020;
28170;2540;-6395;-3139;1020;
28176;2801;-5607;-3139;1020;
28182;3039;-4755;-3139;1020;
28188;3231;-3849;-3139;1020;
28194;3456;-2878;-3139;1020;
28200;3636;-1855;-3139;1020;
28206;3815;-774;-3139;1020;
28212;3982;355;-3139;1020;
28218;4187;1538;-3139;1020;
28224;4302;2760;-2889;1020;
28230;4455;4025;-2889;1020;
28236;4602;5332;-2889;1020;
28242;4736;6679;-2889;1020;
28248;4870;8059;-2889;1020;
28254;4959;9470;-2889;1020;
28260;5047;10000;-2889;1020;
28266;5129;10000;-2889;1020;
28272;5205;10000;-2889;1020;
28278;5274;10000;-2889;1020;
28284;5284;10000;-1942;1020;
28290;5321;10000;-1942;1020;
28296;5351;10000;-1942;1020;
28302;5381;10000;-1942;1020;
28308;5411;10000;-1942;1020;
28314;5408;10000;-1942;1020;
28320;5432;10000;-1942;1020;
28329;5433;10000;-1942;1020;
28335;5424;10000;-1942;1020;
28341;5395;10000;-1942;1020;
28347;5367;10000;-1039;1020;
28422;4759;10000;-507;1020;
28467;4043;10000;-155;1020;
28473;3943;10000;-155;1020;
28479;3817;10000;-155;1020;
28497;3322;10000;-155;1020;
28515;2846;10000;-155;1020;
28524;2574;10000;515;1020;
28530;2354;10000;515;1020;
28536;2133;10000;515;1020;
28542;1906;10000;515;1020;
28548;1627;10000;515;1020;
28554;1434;10000;515;1020;
28563;1150;10000;515;1020;
28569;868;10000;515;1020;
28575;624;10000;515;1020;
28584;244;10000;1887;1020;
28590;-44;9994;1887;1020;
28596;-284;9934;1887;1020;
28608;-764;9602;1887;1020;
28614;-1051;9323;1887;1020;
28620;-1334;8963;1887;1020;
28626;-1615;8529;1887;1020;
28632;-1845;8022;1887;1020;
28638;-2163;7430;1887;1020;
28644;-2391;6768;3036;1020;
28674;-3542;2398;3036;1020;
28680;-3786;1337;3036;1020;
28686;-4031;212;3036;1020;
28695;-4328;-1592;3036;1020;
28701;-4507;-2864;3036;1020;
28707;-4687;-4194;3133;1020;
28713;-4866;-5569;3133;1020;
28719;-5033;-6999;3133;1020;
28725;-5154;-8463;3133;1020;
28731;-5314;-9973;3133;1020;
28737;-5467;-10000;3133;1020;
28743;-5575;-10000;3133;1020;
28749;-5716;-10000;3133;1020;
28755;-5817;-10000;3133;1020;
28761;-5873;-10000;3133;1020;
28767;-5962;-10000;2261;1020;
28773;-6018;-10000;2261;1020;
28779;-6067;-10000;2261;1020;
28785;-6143;-10000;2261;1020;
28791;-6192;-10000;2261;1020;
28797;-6229;-10000;2261;1020;
28806;-6282;-10000;2261;1020;
28815;-6306;-10000;2261;1020;
28821;-6310;-10000;2261;1020;
28827;-6314;-10000;1351;1020;
28833;-6318;-10000;1351;1020;
28839;-6270;-10000;1351;1020;
28851;-6245;-10000;1351;1020;
28860;-6201;-10000;1351;1020;
28869;-6147;-10000;1351;1020;
28881;-6051;-10000;1351;1020;
28887;-6003;-10000;707;1020;
28893;-5955;-10000;707;1020;
28899;-5907;-10000;707;1020;
28905;-5833;-10000;707;1020;
28917;-5717;-10000;707;1020;
28923;-5643;-10000;707;1020;
28929;-5550;-10000;219;1020;
28938;-5434;-10000;219;1020;
28944;-5334;-10000;219;1020;
28950;-5234;-10000;219;1020;
28959;-5076;-10000;219;1020;
28965;-4943;-10000;219;1020;
28971;-4837;-10000;219;1020;
28977;-4704;-10000;219;1020;
28983;-4559;-10000;219;1020;
28989;-4387;-10000;-203;1020;
28995;-4242;-10000;-203;1020;
29001;-4090;-10000;-203;1020;
29007;-3905;-10000;-203;1020;
29013;-3753;-10000;-203;1020;
29019;-3556;-10000;-203;1020;
29025;-3319;-10000;-203;1020;
29031;-3115;-10000;-203;1020;
29040;-2811;-10000;-203;1020;
29049;-2454;-10000;-203;1020;
29055;-2201;-10000;-1080;1020;
29061;-1994;-10000;-1080;1020;
29067;-1689;-10000;-1080;1020;
29073;-1445;-10000;-1080;1020;
29079;-1195;-10000;-1080;1020;
29085;-893;-10000;-1080;1020;
29091;-637;-10000;-1080;1020;
29097;-382;-10000;-1080;1020;
29103;-131;-10000;-1080;1020;
29109;124;-9981;-1080;1020;
29115;420;-9890;-2459;1020;
29121;620;-9728;-2459;1020;
29127;913;-9482;-2459;1020;
29133;1211;-9159;-2459;1020;
29139;1485;-8756;-2459;1020;
29145;1715;-8286;-2459;1020;
29151;1952;-7742;-2459;1020;
29157;2226;-7126;-2459;1020;
29163;2441;-6449;-2459;1020;
29184;3181;-3568;-3088;1020;
29205;3798;-16;-3088;1020;
29211;3977;1103;-3088;1020;
29217;4150;2271;-3088;1020;
29223;4271;3481;-3088;1020;
29229;4392;4725;-3088;1020;
29277;5204;10000;-2586;1020;
29280;5205;10000;-2586;1020;
29286;5254;10000;-2586;1020;
29295;5314;10000;-2586;1020;
29301;5324;10000;-1676;1020;
29307;5335;10000;-1676;1020;
29313;5345;10000;-1676;1020;
29319;5356;10000;-1676;1020;
29325;5360;10000;-1676;1020;
29331;5364;10000;-1676;1020;
29337;5368;10000;-1676;1020;
29343;5346;10000;-1676;1020;
29352;5292;10000;-1676;1020;
29358;5270;10000;-916;1020;
29364;5222;10000;-916;1020;
29370;5200;10000;-916;1020;
29463;3905;10000;-402;1020;
29475;3685;10000;-402;1020;
29478;3588;10000;164;1020;
29496;3139;10000;164;1020;
29502;2941;10000;164;1020;
29508;2766;10000;164;1020;
29520;2413;10000;164;1020;
29523;2274;10000;164;1020;
29529;2079;10000;164;1020;
29541;1638;10000;1049;1020;
29571;512;10000;1049;1020;
29574;410;10000;1049;1020;
29580;164;10000;1049;1020;
29586;-84;9988;1049;1020;
29589;-182;9962;1049;1020;
