tiempo;error;integral;derivada;setPoint
29634;-2036;7439;2265;1020;
29646;-2463;6107;2265;1020;
29649;-2597;5736;2265;1020;
29703;-4261;-3314;2965;1020;
29709;-4395;-4560;2965;1020;
29715;-4568;-5857;2965;1020;
29721;-4734;-7201;2965;1020;
29727;-4855;-8580;2658;1020;
29814;-5675;-10000;1728;1020;
29817;-5643;-10000;1728;1020;
29829;-5664;-10000;1728;1020;
29835;-5616;-10000;1728;1020;
29841;-5594;-10000;1728;1020;
29847;-5579;-10000;1032;1020;
29853;-5557;-10000;1032;1020;
29859;-5509;-10000;1032;1020;
29865;-5487;-10000;1032;1020;
29871;-5439;-10000;1032;1020;
29877;-5391;-10000;1032;1020;
29883;-5317;-10000;1032;1020;
29889;-5269;-10000;1032;1020;
29895;-5195;-10000;1032;1020;
29901;-5114;-10000;1032;1020;
29907;-5040;-10000;405;1020;
29913;-4966;-10000;405;1020;
30072;-430;-10000;-865;1020;
30261;4914;10000;-2667;1020;
30348;4997;10000;-1048;1020;
30354;4949;10000;-1048;1020;
30363;4885;10000;-1048;1020;
30369;4837;10000;-1048;1020;
30375;4763;10000;-1048;1020;
30381;4682;10000;-1048;1020;
30387;4634;10000;-432;1020;
30393;4560;10000;-432;1020;
30399;4480;10000;-432;1020;
30405;4399;10000;-432;1020;
30411;4293;10000;-432;1020;
30417;4212;10000;-432;1020;
30423;4099;10000;-432;1020;
30429;3986;10000;-432;1020;
30435;3841;10000;-432;1020;
30441;3689;10000;-432;1020;
30447;3569;10000;88;1020;
30453;3450;10000;88;1020;
30459;3330;10000;88;1020;
30465;3133;10000;88;1020;
30471;2974;10000;88;1020;
30477;2770;10000;88;1020;
30483;2621;10000;88;1020;
30489;2411;10000;88;1020;
30495;2294;10000;88;1020;
30501;2093;10000;88;1020;
30507;1892;10000;862;1020;
30513;1685;10000;862;1020;
30519;1487;10000;862;1020;
30525;1289;10000;862;1020;
30534;984;10000;862;1020;
30543;682;10000;862;1020;
30549;485;10000;862;1020;
30555;239;10000;862;1020;
30573;-454;9847;1849;1020;
30606;-1686;8109;1849;1020;
30639;-2778;4518;2506;1020;
30693;-4169;-4621;2574;1020;
30744;-4916;-10000;2574;1020;
30750;-4940;-10000;1929;1020;
30756;-4970;-10000;1929;1020;
30762;-5032;-10000;1929;1020;
30828;-4979;-10000;1110;1020;
30843;-4899;-10000;1110;1020;
30858;-4739;-10000;1110;1020;
30867;-4642;-10000;1110;1020;
30870;-4610;-10000;480;1020;
30927;-3681;-10000;-33;1020;
30933;-3562;-10000;-33;1020;
30942;-3332;-10000;-33;1020;
30948;-3167;-10000;-33;1020;
30954;-3002;-10000;-33;1020;
30960;-2892;-10000;-33;1020;
30966;-2682;-10000;-33;1020;
30972;-2526;-10000;-33;1020;
30978;-2348;-10000;-33;1020;
30984;-2147;-10000;-33;1020;
30990;-1940;-10000;-777;1020;
30996;-1771;-10000;-777;1020;
31002;-1573;-10000;-777;1020;
31008;-1367;-10000;-777;1020;
31014;-1169;-10000;-777;1020;
31029;-607;-10000;-777;1020;
31035;-404;-10000;-777;1020;
31050;98;-9986;-1729;1020;
31143;3135;-2177;-2364;1020;
31212;4398;10000;-2480;1020;
31218;4467;10000;-2480;1020;
31323;4581;10000;-1176;1020;
31329;4533;10000;-1176;1020;
31335;4485;10000;-1176;1020;
31344;4372;10000;-535;1020;
31356;4205;10000;-535;1020;
31401;3447;10000;-42;1020;
31407;3327;10000;-42;1020;
31464;1848;10000;708;1020;
31470;1741;10000;708;1020;
31476;1527;10000;708;1020;
31482;1321;10000;708;1020;
31491;1069;10000;708;1020;
31497;865;10000;708;1020;
31503;710;10000;708;1020;
31509;507;10000;708;1020;
31515;304;10000;708;1020;
31521;105;10000;1553;1020;
31527;-97;9987;1553;1020;
31533;-290;9919;1553;1020;
31539;-486;9795;1553;1020;
31545;-732;9608;1553;1020;
31551;-921;9359;1553;1020;
31560;-1203;8884;1553;1020;
31566;-1447;8485;1553;1020;
31572;-1617;8036;1553;1020;
31578;-1795;7536;1553;1020;
31641;-3481;-623;2366;1020;
31707;-4439;-10000;1920;1020;
31767;-4576;-10000;1136;1020;
31773;-4567;-10000;1136;1020;
31776;-4584;-10000;1136;1020;
31779;-4552;-10000;1136;1020;
31782;-4536;-10000;1136;1020;
31785;-4504;-10000;1136;1020;
31788;-4527;-10000;1136;1020;
31791;-4495;-10000;1136;1020;
31794;-4479;-10000;1136;1020;
31797;-4447;-10000;1136;1020;
31800;-4431;-10000;1136;1020;
31803;-4399;-10000;1136;1020;
31806;-4383;-10000;1136;1020;
31809;-4351;-10000;1136;1020;
31812;-4335;-10000;1136;1020;
31815;-4303;-10000;1136;1020;
31818;-4287;-10000;598;1020;
31821;-4255;-10000;598;1020;
31848;-3897;-10000;598;1020;
31872;-3523;-10000;122;1020;
31962;-1246;-10000;-277;1020;
31968;-1041;-10000;-277;1020;
31992;-325;-10000;-1148;1020;
31998;-126;-10000;-1148;1020;
32004;76;-9990;-1148;1020;
32019;567;-9726;-1148;1020;
32043;1330;-8583;-1986;1020;
32049;1508;-8167;-1986;1020;
32106;2987;-1790;-2243;1020;
32130;3481;1963;-2243;1020;
32136;3569;2977;-2243;1020;
32142;3658;4017;-2243;1020;
32148;3746;5083;-2243;1020;
32154;3835;6167;-2024;1020;
32160;3923;7283;-2024;1020;
32166;4005;8423;-2024;1020;
32172;4087;9585;-2024;1020;
32178;4124;10000;-2024;1020;
32184;4199;10000;-2024;1020;
32193;4204;10000;-2024;1020;
32199;4234;10000;-2024;1020;
32208;4332;10000;-2024;1020;
32214;4362;10000;-1487;1020;
32220;4392;10000;-1487;1020;
32226;4328;10000;-1487;1020;
32232;4358;10000;-1487;1020;
32244;4334;10000;-1487;1020;
32250;4286;10000;-1487;1020;
32259;4300;10000;-1487;1020;
32271;4236;10000;-1487;1020;
32277;4188;10000;-834;1020;
32283;4140;10000;-834;1020;
32289;4092;10000;-834;1020;
32310;3806;10000;-834;1020;
32316;3758;10000;-834;1020;
32322;3677;10000;-834;1020;
32331;3535;10000;-834;1020;
32337;3448;10000;-220;1020;
32343;3361;10000;-220;1020;
32349;3235;10000;-220;1020;
32355;3148;10000;-220;1020;
32358;3038;10000;-220;1020;
32364;2906;10000;-220;1020;
32370;2796;10000;-220;1020;
32376;2663;10000;-220;1020;
32382;2508;10000;-220;1020;
32388;2391;10000;-220;1020;
32394;2213;10000;387;1020;
32400;2090;10000;387;1020;
32406;1974;10000;387;1020;
32412;1776;10000;387;1020;
32418;1607;10000;387;1020;
32424;1447;10000;387;1020;
32439;1074;10000;387;1020;
32445;915;10000;387;1020;
32451;718;10000;387;1020;
32457;567;10000;1214;1020;
32463;358;10000;1214;1020;
32469;209;10000;1214;1020;
32475;5;10000;1214;1020;
32481;-144;9967;1214;1020;
32487;-344;9884;1214;1020;
32493;-489;9753;1214;1020;
32499;-679;9566;1214;1020;
32505;-872;9331;1214;1020;
32511;-1064;9041;1214;1020;
32517;-1250;8699;1901;1020;
32526;-1516;8087;1901;1020;
32532;-1702;7614;1901;1020;
32538;-1826;7099;1901;1020;
32544;-1959;6547;1901;1020;
32550;-2135;5943;1901;1020;
32556;-2305;5298;1901;1020;
32571;-2657;3492;1901;1020;
32577;-2804;2701;2162;1020;
32583;-2922;1879;2162;1020;
32589;-3069;1015;2162;1020;
32595;-3118;128;2162;1020;
32601;-3213;-788;2162;1020;
32607;-3308;-1730;2162;1020;
32613;-3449;-2705;2162;1020;
32622;-3567;-4215;2162;1020;
32628;-3701;-5261;2162;1020;
32634;-3744;-6325;2162;1020;
32640;-3832;-7415;1988;1020;
32646;-3914;-8523;1988;1020;
32652;-3957;-9642;1988;1020;
32658;-3994;-10000;1988;1020;
32664;-4014;-10000;1988;1020;
32670;-4051;-10000;1988;1020;
32676;-4087;-10000;1988;1020;
32682;-4124;-10000;1988;1020;
32688;-4154;-10000;1988;1020;
32694;-4145;-10000;1988;1020;
32700;-4142;-10000;1302;1020;
32706;-4172;-10000;1302;1020;
32712;-4163;-10000;1302;1020;
32718;-4154;-10000;1302;1020;
32724;-4145;-10000;1302;1020;
32730;-4097;-10000;1302;1020;
32736;-4088;-10000;1302;1020;
32742;-4040;-10000;1302;1020;
32748;-3992;-10000;1302;1020;
32754;-3944;-10000;1302;1020;
32760;-3896;-10000;682;1020;
32766;-3848;-10000;682;1020;
32772;-3800;-10000;682;1020;
32778;-3713;-10000;682;1020;
32784;-3626;-10000;682;1020;
32790;-3578;-10000;682;1020;
32796;-3491;-10000;210;1020;
32802;-3404;-10000;210;1020;
32808;-3317;-10000;210;1020;
32814;-3230;-10000;210;1020;
32820;-3098;-10000;210;1020;
32826;-3011;-10000;210;1020;
32832;-2878;-10000;210;1020;
32838;-2768;-10000;210;1020;
32844;-2636;-10000;-126;1020;
32850;-2519;-10000;-126;1020;
32859;-2341;-10000;-126;1020;
32865;-2202;-10000;-126;1020;
32871;-2040;-10000;-126;1020;
32877;-1933;-10000;-126;1020;
32883;-1765;-10000;-126;1020;
32889;-1596;-10000;-126;1020;
32895;-1436;-10000;-126;1020;
32901;-1329;-10000;-126;1020;
32907;-1116;-10000;-912;1020;
32913;-957;-10000;-912;1020;
32919;-806;-10000;-912;1020;
32925;-651;-10000;-912;1020;
32931;-494;-10000;-912;1020;
32937;-291;-10000;-912;1020;
32943;-137;-10000;-912;1020;
32949;13;-9999;-912;1020;
32955;214;-9954;-912;1020;
32961;359;-9859;-912;1020;
32967;557;-9715;-1577;1020;
32973;701;-9522;-1577;1020;
32979;890;-9282;-1577;1020;
32985;1084;-8986;-1577;1020;
32991;1268;-8637;-1577;1020;
32997;1394;-8252;-1577;1020;
33003;1526;-7829;-1577;1020;
33009;1704;-7356;-1577;1020;
33015;1844;-6835;-1577;1020;
33021;2013;-6266;-1577;1020;
33027;2183;-5656;-2026;1020;
33033;2300;-5005;-2026;1020;
33039;2470;-4312;-2026;1020;
33045;2571;-3587;-2026;1020;
33051;2689;-2831;-2026;1020;
33060;2820;-1637;-2026;1020;
33066;2983;-797;-2026;1020;
33072;3078;77;-2026;1020;
33078;3173;972;-2026;1020;
33084;3268;1894;-2026;1020;
33090;3363;2842;-2044;1020;
33096;3406;3810;-2044;1020;
33102;3494;4804;-2044;1020;
33108;3537;5810;-2044;1020;
33114;3626;6841;-2044;1020;
33120;3669;7884;-2044;1020;
33126;3712;8940;-2044;1020;
33132;3748;10000;-2044;1020;
33138;3791;10000;-2044;1020;
33144;3873;10000;-2044;1020;
33150;3864;10000;-2044;1020;
33156;3901;10000;-1539;1020;
33162;3898;10000;-1539;1020;
33168;3889;10000;-1539;1020;
33174;3926;10000;-1539;1020;
33180;3901;10000;-1539;1020;
33186;3892;10000;-1539;1020;
33192;3883;10000;-1539;1020;
33198;3880;10000;-1539;1020;
33204;3871;10000;-1539;1020;
33210;3823;10000;-1539;1020;
33216;3814;10000;-944;1020;
33222;3766;10000;-944;1020;
33228;3718;10000;-944;1020;
33234;3670;10000;-944;1020;
33240;3622;10000;-944;1020;
33246;3535;10000;-944;1020;
33252;3448;10000;-944;1020;
33258;3400;10000;-944;1020;
33264;3268;10000;-944;1020;
33270;3220;10000;-944;1020;
33276;3133;10000;-279;1020;
33282;3000;10000;-279;1020;
33288;2913;10000;-279;1020;
33294;2826;10000;-279;1020;
33300;2710;10000;-279;1020;
33306;2616;10000;-279;1020;
33312;2500;10000;-279;1020;
33318;2383;10000;-279;1020;
33324;2260;10000;-279;1020;
33330;2144;10000;-279;1020;
33336;1975;10000;299;1020;
33342;1852;10000;299;1020;
33348;1729;10000;299;1020;
33354;1622;10000;299;1020;
33360;1462;10000;299;1020;
33366;1347;10000;299;1020;
33372;1188;10000;299;1020;
33378;1029;10000;299;1020;
33384;870;10000;299;1020;
33390;711;10000;299;1020;
33396;605;10000;997;1020;
33402;402;10000;997;1020;
33408;247;10000;997;1020;
33414;146;10000;997;1020;
33420;-4;10000;997;1020;
33426;-205;9957;997;1020;
33432;-402;9858;997;1020;
33438;-548;9716;997;1020;
33444;-692;9533;997;1020;
33450;-833;9302;997;1020;
33456;-1019;9025;1620;1020;
33462;-1211;8693;1620;1020;
33468;-1337;8323;1620;1020;
33474;-1521;7902;1620;1020;
33480;-1603;7450;1620;1020;
33486;-1795;6953;1620;1020;
33492;-1912;6419;1620;1020;
33498;-2036;5844;1620;1020;
33504;-2206;5227;1620;1020;
33510;-2323;4577;1620;1020;
33516;-2441;3892;1910;1020;
33522;-2542;3169;1910;1020;
33528;-2660;2415;1910;1020;
33534;-2755;1631;1910;1020;
33540;-2872;823;1910;1020;
33546;-2922;-16;1910;1020;
33552;-3069;-883;1910;1020;
33558;-3128;-1771;1910;1020;
33564;-3177;-2680;1910;1020;
33585;-3417;-6021;1791;1020;
33591;-3506;-7013;1791;1020;
33597;-3549;-8018;1791;1020;
33603;-3592;-9042;1791;1020;
33609;-3635;-10000;1791;1020;
33615;-3671;-10000;1791;1020;
33621;-3669;-10000;1791;1020;
33630;-3735;-10000;1791;1020;
33636;-3732;-10000;1377;1020;
33642;-3723;-10000;1377;1020;
33648;-3760;-10000;1377;1020;
33654;-3712;-10000;1377;1020;
33660;-3709;-10000;1377;1020;
33666;-3700;-10000;1377;1020;
33672;-3691;-10000;1377;1020;
33678;-3643;-10000;1377;1020;
33684;-3641;-10000;1377;1020;
33690;-3593;-10000;786;1020;
33696;-3545;-10000;786;1020;
33702;-3497;-10000;786;1020;
33708;-3449;-10000;786;1020;
33714;-3401;-10000;786;1020;
33720;-3307;-10000;786;1020;
33726;-3220;-10000;786;1020;
33732;-3172;-10000;786;1020;
33738;-3085;-10000;786;1020;
33744;-2992;-10000;263;1020;
33750;-2905;-10000;263;1020;
33756;-2827;-10000;263;1020;
33762;-2695;-10000;263;1020;
33768;-2663;-10000;263;1020;
33774;-2530;-10000;263;1020;
33780;-2407;-10000;263;1020;
33786;-2336;-10000;263;1020;
33792;-2213;-10000;263;1020;
33798;-2090;-10000;263;1020;
33804;-1922;-10000;-259;1020;
33810;-1799;-10000;-259;1020;
33816;-1676;-10000;-259;1020;
33822;-1569;-10000;-259;1020;
33828;-1454;-10000;-259;1020;
33834;-1295;-10000;-259;1020;
33840;-1136;-10000;-259;1020;
33846;-1029;-10000;-259;1020;
33852;-863;-10000;-259;1020;
33858;-756;-10000;-259;1020;
33864;-599;-10000;-966;1020;
33870;-441;-10000;-966;1020;
33876;-292;-10000;-966;1020;
33882;-139;-10000;-966;1020;
33888;12;-9999;-966;1020;
33894;167;-9960;-966;1020;
33900;312;-9879;-966;1020;
33906;510;-9749;-966;1020;
33912;606;-9584;-966;1020;
33918;795;-9372;-966;1020;
33924;933;-9119;-1624;1020;
33930;1081;-8825;-1624;1020;
33936;1206;-8485;-1624;1020;
33942;1339;-8109;-1624;1020;
33948;1525;-7687;-1624;1020;
33954;1657;-7228;-1624;1020;
33960;1790;-6732;-1624;1020;
33966;1914;-6191;-1624;1020;
33972;2032;-5616;-1624;1020;
33978;2201;-5000;-1624;1020;
33984;2273;-4364;-1624;1020;
33990;2391;-3687;-1918;1020;
33996;2508;-2984;-1918;1020;
34002;2603;-2253;-1918;1020;
34011;2741;-1104;-1918;1020;
34017;2806;-309;-1918;1020;
34023;2901;516;-1918;1020;
34029;3012;1364;-1918;1020;
34035;3062;2233;-1918;1020;
34044;3134;3562;-1918;1020;
34050;3229;4480;-1677;1020;
34056;3272;5410;-1677;1020;
34062;3315;6352;-1677;1020;
34068;3313;7300;-1677;1020;
34074;3401;8266;-1677;1020;
34080;3399;9238;-1677;1020;
34086;3442;10000;-1677;1020;
34092;3439;10000;-1677;1020;
34098;3466;10000;-1677;1020;
34104;3457;10000;-1677;1020;
34110;3500;10000;-1324;1020;
34116;3452;10000;-1324;1020;
34122;3489;10000;-1324;1020;
34128;3486;10000;-1324;1020;
34134;3438;10000;-1324;1020;
34140;3429;10000;-1324;1020;
34146;3381;10000;-1324;1020;
34152;3333;10000;-1324;1020;
34158;3285;10000;-1324;1020;
34164;3237;10000;-1324;1020;
34170;3189;10000;-649;1020;
34176;3141;10000;-649;1020;
34182;3093;10000;-649;1020;
34188;3061;10000;-649;1020;
34194;3013;10000;-649;1020;
34200;2926;10000;-649;1020;
34206;2833;10000;-649;1020;
34212;2801;10000;-649;1020;
34218;2668;10000;-649;1020;
34224;2636;10000;-649;1020;
34230;2497;10000;-172;1020;
34236;2426;10000;-172;1020;
34242;2303;10000;-172;1020;
34248;2226;10000;-172;1020;
34254;2103;10000;-172;1020;
34260;2025;10000;-172;1020;
34266;1902;10000;-172;1020;
34272;1779;10000;-172;1020;
34278;1672;10000;-172;1020;
34284;1549;10000;-172;1020;
34290;1434;10000;471;1020;
34296;1321;10000;471;1020;
34302;1154;10000;471;1020;
34308;1047;10000;471;1020;
34314;941;10000;471;1020;
34320;782;10000;471;1020;
34326;673;10000;471;1020;
34332;515;10000;471;1020;
34338;358;10000;471;1020;
34344;254;10000;471;1020;
34350;102;10000;1098;1020;
34356;-48;9994;1098;1020;
34362;-196;9952;1098;1020;
34368;-296;9875;1098;1020;
34374;-494;9749;1098;1020;
34380;-590;9595;1098;1020;
34386;-731;9394;1098;1020;
34392;-875;9151;1098;1020;
34398;-1061;8863;1098;1020;
34404;-1194;8536;1098;1020;
34410;-1327;8172;1599;1020;
34416;-1415;7775;1599;1020;
34428;-1673;6878;1599;1020;
34437;-1894;6100;1599;1020;
34443;-2012;5538;1599;1020;
34449;-2084;4949;1599;1020;
34455;-2201;4326;1599;1020;
34461;-2319;3676;1599;1020;
34464;-2355;3340;1599;1020;
34470;-2420;2655;1599;1020;
34476;-2522;1940;1767;1020;
34482;-2587;1207;1767;1020;
34488;-2705;440;1767;1020;
34494;-2800;-348;1767;1020;
34500;-2849;-1159;1767;1020;
34506;-2915;-1993;1767;1020;
34512;-3010;-2847;1767;1020;
34518;-3007;-3710;1767;1020;
34524;-3102;-4593;1767;1020;
34530;-3100;-5482;1767;1020;
34536;-3159;-6380;1475;1020;
34542;-3202;-7290;1475;1020;
34548;-3199;-8199;1475;1020;
34554;-3242;-9121;1475;1020;
34560;-3240;-10000;1475;1020;
34566;-3283;-10000;1475;1020;
34572;-3280;-10000;1475;1020;
34578;-3278;-10000;1475;1020;
34584;-3321;-10000;1475;1020;
34590;-3318;-10000;1475;1020;
34596;-3309;-10000;1117;1020;
34605;-3229;-10000;1117;1020;
34611;-3181;-10000;1117;1020;
34617;-3179;-10000;1117;1020;
34623;-3131;-10000;1117;1020;
34629;-3128;-10000;1117;1020;
34635;-3096;-10000;1117;1020;
34641;-3048;-10000;1117;1020;
34647;-2955;-10000;1117;1020;
34653;-2907;-10000;533;1020;
34662;-2797;-10000;533;1020;
34668;-2765;-10000;533;1020;
34674;-2717;-10000;533;1020;
34680;-2646;-10000;533;1020;
34686;-2553;-10000;533;1020;
34692;-2430;-10000;533;1020;
34698;-2398;-10000;533;1020;
34704;-2259;-10000;533;1020;
34710;-2181;-10000;56;1020;
34716;-2104;-10000;56;1020;
34722;-1981;-10000;56;1020;
34728;-1874;-10000;56;1020;
34734;-1796;-10000;56;1020;
34740;-1673;-10000;56;1020;
34746;-1612;-10000;56;1020;
34752;-1445;-10000;56;1020;
34758;-1338;-10000;56;1020;
34764;-1216;-10000;-547;1020;
34770;-1103;-10000;-547;1020;
34776;-944;-10000;-547;1020;
34782;-830;-10000;-547;1020;
34788;-725;-10000;-547;1020;
34794;-615;-10000;-547;1020;
34800;-510;-10000;-547;1020;
34806;-300;-10000;-547;1020;
34812;-199;-10000;-547;1020;
34818;-47;-10000;-547;1020;
34824;102;-9986;-1138;1020;
34830;203;-9936;-1138;1020;
34836;350;-9844;-1138;1020;
34842;500;-9716;-1138;1020;
34848;589;-9555;-1138;1020;
34854;737;-9352;-1138;1020;
34860;875;-9115;-1138;1020;
34866;1023;-8838;-1138;1020;
34872;1149;-8522;-1138;1020;
34878;1229;-8177;-1138;1020;
34884;1369;-7793;-1138;1020;
34890;1495;-7379;-1529;1020;
34896;1583;-6934;-1529;1020;
34902;1760;-6446;-1529;1020;
34908;1832;-5929;-1529;1020;
34914;1966;-5376;-1529;1020;
34920;2083;-4793;-1529;1020;
34926;2155;-4191;-1529;1020;
34932;2221;-3562;-1529;1020;
34938;2338;-2900;-1529;1020;
34944;2388;-2223;-1529;1020;
34950;2505;-1520;-1609;1020;
34956;2571;-791;-1609;1020;
34962;2620;-45;-1609;1020;
34968;2686;717;-1609;1020;
34974;2735;1494;-1609;1020;
34980;2801;2289;-1609;1020;
34986;2844;3105;-1609;1020;
34992;2909;3931;-1609;1020;
34998;2952;4769;-1609;1020;
35004;3002;5623;-1609;1020;
35010;2999;6484;-1407;1020;
35016;3013;7346;-1407;1020;
35022;3056;8214;-1407;1020;
35028;3099;9094;-1407;1020;
35034;3051;9969;-1407;1020;
35040;3094;10000;-1407;1020;
35046;3091;10000;-1407;1020;
35052;3105;10000;-1407;1020;
35058;3057;10000;-1407;1020;
35064;3054;10000;-1407;1020;
35070;3052;10000;-981;1020;
35076;3004;10000;-981;1020;
35082;3017;10000;-981;1020;
35088;2969;10000;-981;1020;
35094;2921;10000;-981;1020;
35100;2873;10000;-981;1020;
35106;2841;10000;-981;1020;
35112;2793;10000;-981;1020;
35118;2761;10000;-981;1020;
35124;2668;10000;-981;1020;
35130;2636;10000;-416;1020;
35136;2542;10000;-416;1020;
35142;2465;10000;-416;1020;
35148;2433;10000;-416;1020;
35154;2339;10000;-416;1020;
35160;2262;10000;-416;1020;
35166;2184;10000;-416;1020;
35172;2107;10000;-416;1020;
35178;2029;10000;-416;1020;
35184;1906;10000;90;1020;
35190;1845;10000;90;1020;
35196;1722;10000;90;1020;
35202;1660;10000;90;1020;
35208;1539;10000;90;1020;
35214;1424;10000;90;1020;
35220;1348;10000;90;1020;
35226;1189;10000;90;1020;
35232;1127;10000;90;1020;
35238;1014;10000;90;1020;
35244;900;10000;606;1020;
35250;795;10000;606;1020;
35256;633;10000;606;1020;
35262;528;10000;606;1020;
35268;422;10000;606;1020;
35277;265;10000;606;1020;
35283;112;10000;606;1020;
35289;-38;9995;606;1020;
35295;-141;9963;606;1020;
35301;-288;9888;606;1020;
35307;-386;9785;1154;1020;
35313;-529;9642;1154;1020;
35319;-677;9464;1154;1020;
35325;-815;9245;1154;1020;
35331;-907;8993;1154;1020;
35337;-1048;8700;1154;1020;
35346;-1173;8217;1154;1020;
35352;-1305;7851;1154;1020;
35358;-1439;7455;1154;1020;
35364;-1519;7028;1457;1020;
35370;-1592;6572;1457;1020;
35376;-1724;6085;1457;1020;
35382;-1858;5569;1457;1020;
35388;-1930;5024;1457;1020;
35394;-1995;4460;1457;1020;
35400;-2067;3868;1457;1020;
35406;-2185;3249;1457;1020;
35412;-2250;2612;1457;1020;
35418;-2316;1956;1457;1020;
35424;-2381;1280;1438;1020;
35430;-2499;578;1438;1020;
35436;-2503;-131;1438;1020;
35442;-2568;-858;1438;1020;
35448;-2627;-1604;1438;1020;
35454;-2677;-2364;1438;1020;
35460;-2697;-3136;1438;1020;
35466;-2740;-3920;1438;1020;
35472;-2805;-4723;1438;1020;
35478;-2848;-5525;1438;1020;
35484;-2852;-6336;1271;1020;
35490;-2866;-7156;1271;1020;
35496;-2863;-7969;1271;1020;
35502;-2861;-8790;1271;1020;
35508;-2920;-9619;1271;1020;
35514;-2872;-10000;1271;1020;
35520;-2869;-10000;1271;1020;
35526;-2883;-10000;1271;1020;
35532;-2880;-10000;1271;1020;
35538;-2832;-10000;1271;1020;
35544;-2846;-10000;826;1020;
35550;-2798;-10000;826;1020;
35556;-2766;-10000;826;1020;
35562;-2718;-10000;826;1020;
35568;-2686;-10000;826;1020;
35574;-2638;-10000;826;1020;
35580;-2606;-10000;826;1020;
35586;-2558;-10000;826;1020;
35592;-2526;-10000;826;1020;
35598;-2448;-10000;826;1020;
35604;-2355;-10000;338;1020;
35610;-2323;-10000;338;1020;
35616;-2245;-10000;338;1020;
35622;-2168;-10000;338;1020;
35628;-2090;-10000;338;1020;
35634;-2013;-10000;338;1020;
35640;-1890;-10000;338;1020;
35646;-1874;-10000;338;1020;
35652;-1744;-10000;338;1020;
35658;-1667;-10000;-173;1020;
35664;-1597;-10000;-173;1020;
35670;-1476;-10000;-173;1020;
35676;-1369;-10000;-173;1020;
35682;-1293;-10000;-173;1020;
35688;-1179;-10000;-173;1020;
35694;-1118;-10000;-173;1020;
35700;-1004;-10000;-173;1020;
35706;-891;-10000;-173;1020;
35712;-781;-10000;-173;1020;
35718;-672;-10000;-643;1020;
35724;-514;-10000;-643;1020;
35730;-409;-10000;-643;1020;
35736;-299;-10000;-643;1020;
35742;-197;-10000;-643;1020;
35748;-46;-10000;-643;1020;
35754;58;-9992;-643;1020;
35760;155;-9955;-643;1020;
35766;256;-9890;-643;1020;
35772;401;-9782;-643;1020;
35778;501;-9647;-1141;1020;
35784;649;-9477;-1141;1020;
35790;735;-9274;-1141;1020;
35796;879;-9030;-1141;1020;
35802;968;-8759;-1141;1020;
35808;1101;-8459;-1141;1020;
35814;1189;-8134;-1141;1020;
35820;1263;-7779;-1141;1020;
35826;1403;-7393;-1141;1020;
35832;1483;-6976;-1141;1020;
35838;1608;-6523;-1427;1020;
35844;1688;-6046;-1427;1020;
35850;1770;-5539;-1427;1020;
35856;1842;-5018;-1427;1020;
35862;1907;-4472;-1427;1020;
35868;2041;-3896;-1427;1020;
35874;2113;-3299;-1427;1020;
35880;2178;-2682;-1427;1020;
35886;2244;-2046;-1427;1020;
35892;2293;-1394;-1427;1020;
35898;2359;-725;-1343;1020;
35904;2431;-36;-1343;1020;
35910;2444;664;-1343;1020;
35916;2510;1376;-1343;1020;
35922;2559;2101;-1343;1020;
35946;2656;5078;-1343;1020;
35952;2699;5844;-1343;1020;
35982;2695;9705;-1089;1020;
35988;2693;10000;-1089;1020;
35994;2661;10000;-1089;1020;
36000;2658;10000;-1089;1020;
36006;2626;10000;-1089;1020;
36012;2624;10000;-1089;1020;
36018;2592;10000;-680;1020;
36024;2560;10000;-680;1020;
36030;2512;10000;-680;1020;
36036;2480;10000;-680;1020;
36042;2448;10000;-680;1020;
36048;2400;10000;-680;1020;
36054;2368;10000;-680;1020;
36063;2274;10000;-680;1020;
36069;2197;10000;-213;1020;
36075;2165;10000;-213;1020;
36081;2087;10000;-213;1020;
36087;2010;10000;-213;1020;
36093;1932;10000;-213;1020;
36099;1848;10000;-213;1020;
36105;1787;10000;-213;1020;
36111;1709;10000;-213;1020;
36117;1648;10000;-213;1020;
36123;1564;10000;-213;1020;
36129;1449;10000;151;1020;
36135;1373;10000;151;1020;
36141;1311;10000;151;1020;
36147;1190;10000;151;1020;
36153;1076;10000;151;1020;
36159;1015;10000;151;1020;
36165;895;10000;151;1020;
36171;789;10000;151;1020;
36177;680;10000;151;1020;
36183;626;10000;151;1020;
36189;465;10000;676;1020;
36195;409;10000;676;1020;
36201;305;10000;676;1020;
36207;146;10000;676;1020;
36213;47;10000;676;1020;
36219;-57;9992;676;1020;
36225;-153;9957;676;1020;
36231;-254;9892;676;1020;
36237;-399;9792;676;1020;
36243;-497;9665;676;1020;
36249;-593;9496;1111;1020;
36255;-735;9293;1111;1020;
36261;-827;9064;1111;1020;
36267;-916;8810;1111;1020;
36273;-945;8539;1111;1020;
36279;-1085;8236;1111;1020;
36285;-1219;7901;1111;1020;
36291;-1299;7536;1111;1020;
36297;-1387;7147;1111;1020;
36303;-1460;6735;1111;1020;
36309;-1548;6300;1211;1020;
36315;-1628;5842;1211;1020;
36321;-1702;5363;1211;1020;
36327;-1774;4862;1211;1020;
36333;-1855;4338;1211;1020;
36339;-1927;3786;1211;1020;
36345;-1993;3215;1211;1020;
36351;-2058;2625;1211;1020;
36357;-2130;2022;1211;1020;
36363;-2196;1401;1211;1020;
