tiempo;error;tiempoDev;derivada
30801;-7;3006;0
30834;-7;3039;0
30867;-7;3072;0
30903;-7;3108;0
30936;-7;3141;0
30969;-7;3174;0
31002;-7;3207;0
31035;-7;3240;0
31071;-7;3276;0
31104;-7;3309;0
31137;-7;3342;0
31170;-7;3375;0
31203;-7;3408;0
31239;-7;3444;0
31272;-7;3477;0
31305;-7;3510;0
31338;-7;3543;0
31371;-7;3576;0
31407;-7;3612;0
31440;-7;3645;0
31473;-7;3678;0
31506;-7;3711;0
31539;-7;3744;0
31575;-7;3780;0
31608;-7;3813;0
31641;-7;3846;0
31674;-7;3879;0
31707;-7;3912;0
31743;-7;3948;0
31776;-7;3981;0
31809;-7;4014;0
31842;-7;4047;0
31875;-7;4080;0
31911;-7;4116;0
31944;-7;4149;0
31977;-7;4182;0
32010;-7;4215;0
32043;-7;4248;0
32079;-7;4284;0
32112;-7;4317;0
32145;-7;4350;0
32178;-7;4383;0
32211;-7;4416;0
32247;-7;4452;0
32280;-7;4485;0
32313;7;15;46
32343;31;9;88
32373;54;15;46
32403;86;9;88
32436;101;18;38
32466;117;24;33
32502;133;30;26
32535;133;63;12
32568;133;96;8
32601;117;24;-33
32637;101;21;-38
32670;78;18;-44
32706;47;12;-58
32739;23;12;-66
32772;-7;9;-77
32802;-31;15;-53
32838;-54;21;-33
32874;-86;12;-66
32910;-101;24;-29
32949;-117;33;-24
32985;-117;69;-11
33024;-117;108;-7
33060;-109;129;6
33096;-86;12;66
33129;-70;18;44
33162;-47;18;38
33198;-23;12;66
33231;0;15;46
33261;15;24;33
33291;39;12;66
33324;54;21;33
33354;70;21;38
33387;78;45;17
33417;86;48;16
33450;86;81;9
33477;86;108;7
33510;86;141;5
33543;70;30;-26
33576;54;18;-44
33609;39;18;-44
33642;23;21;-38
33675;7;27;-29
33708;-15;21;-38
33744;-39;6;-133
33780;-54;15;-46
33816;-62;36;-22
33852;-70;39;-20
33888;-70;75;-10
33921;-70;108;-7
33957;-70;144;-5
33993;-62;165;4
34026;-54;48;16
34059;-39;21;38
34095;-31;36;22
34128;-15;30;26
34161;-7;36;22
34191;7;27;25
34221;23;15;53
34251;23;45;17
34284;39;30;26
34314;39;60;13
34347;47;78;10
34377;47;108;7
34410;47;141;5
34440;39;120;-6
34473;39;153;-5
34506;31;78;-10
34542;23;54;-14
34575;7;30;-26
34605;0;36;-19
34638;-7;36;-19
34674;-15;54;-14
34710;-23;60;-13
34746;-31;69;-11
34779;-39;48;-16
34815;-39;84;-9
34851;-39;120;-6
34887;-31;126;6
34920;-23;39;20
34953;-23;72;11
34986;-23;105;7
35019;-15;99;8
35049;-7;57;14
35082;0;54;12
35112;0;84;8
35139;7;57;12
35169;7;87;8
35196;7;114;6
35226;15;111;7
35256;15;141;5
35289;15;174;4
35319;15;204;3
35352;15;237;3
35382;7;165;-4
35415;7;198;-4
35445;7;228;-3
35478;7;261;-3
35508;0;153;-4
35541;0;186;-3
35571;-7;81;-8
35604;-7;114;-6
35637;-7;147;-4
35670;-7;180;-3
35703;-7;213;-3
35739;-7;249;-2
35772;-7;282;-2
35805;-7;315;-2
35838;-7;348;-2
35871;-7;381;-1
35907;-7;417;-1
35940;-7;450;-1
35973;-7;483;-1
36006;-7;516;-1
36039;-7;549;-1
36075;-7;585;-1
36108;-7;618;-1
36141;-7;651;-1
36174;-7;684;-1
36207;-7;717;0
36240;-7;750;0
36270;-7;780;0
36303;-7;813;0
36333;-7;843;0
36366;-7;876;0
36396;-7;906;0
36429;-7;939;0
36459;-7;969;0
36492;-7;1002;0
36525;-7;1035;0
36558;-7;1068;0
36591;-7;1101;0
36624;-7;1134;0
36660;-7;1170;0
36693;-7;1203;0
36726;-7;1236;0
36759;-7;1269;0
36792;-7;1302;0
36828;-7;1338;0
36861;-7;1371;0
36894;-7;1404;0
36927;-7;1437;0
36960;-7;1470;0
36996;-7;1506;0
37029;-7;1539;0
37062;-7;1572;0
37095;-7;1605;0
37128;-7;1638;0
37164;-7;1674;0
37197;-7;1707;0
37230;-7;1740;0
37263;-7;1773;0
37296;-7;1806;0
37332;-7;1842;0
37365;-7;1875;0
37398;-7;1908;0
37431;-7;1941;0
37464;-7;1974;0
37500;-7;2010;0
37533;-7;2043;0
37566;-7;2076;0
37599;-7;2109;0
37632;-7;2142;0
37668;-7;2178;0
37701;-7;2211;0
37734;-7;2244;0
37767;-7;2277;0
37800;-7;2310;0
37836;-7;2346;0
37869;-7;2379;0
37902;-7;2412;0
37935;-7;2445;0
37968;-7;2478;0
38004;-7;2514;0
38037;-7;2547;0
38070;-7;2580;0
38103;-7;2613;0
38136;-7;2646;0
38169;7;15;46
38199;94;3;266
38232;225;3;500
38265;346;3;500
38301;432;9;155
38334;509;3;233
38367;549;12;58
38400;568;21;28
38433;568;54;11
38469;529;3;-200
38505;460;3;-233
38541;375;3;-233
38577;263;3;-266
38613;125;3;-266
38646;-7;3;-466
38682;-148;3;-500
38718;-271;3;-266
38757;-389;3;-233
38796;-467;6;-116
38832;-522;6;-116
38871;-542;24;-29
38907;-529;9;66
38943;-488;3;233
38976;-432;3;233
39012;-346;3;233
39048;-241;3;500
39168;187;3;266
39201;294;3;266
39234;382;6;116
39267;446;6;233
39303;495;9;77
39333;509;24;29
39369;502;36;-19
39402;474;6;-116
39438;418;3;-233
39474;338;3;-266
39510;241;3;-233
39546;117;3;-533
39579;0;3;-500
39615;-125;3;-266
39651;-233;3;-266
39690;-338;3;-233
39726;-411;6;-116
39765;-460;9;-77
39801;-474;30;-23
39837;-474;66;-10
39876;-439;9;77
39909;-382;3;233
39945;-309;3;233
39981;-210;3;266
40017;-101;3;266
40050;7;3;233
40083;117;6;266
40116;210;3;266
40149;301;6;250
40182;368;6;133
40215;411;9;77
40248;439;18;38
40281;446;39;17
40317;432;12;-58
40350;397;9;-77
40386;338;6;-133
40422;256;3;-233
40458;156;3;-266
40491;54;3;-533
40524;-39;6;-266
40563;-156;6;-133
40599;-256;3;-266
40638;-331;6;-133
40674;-389;6;-116
40713;-418;18;-38
40749;-425;45;-15
40785;-404;9;77
40821;-368;9;77
40854;-309;3;233
40890;-233;3;266
40926;-140;3;266
40962;-39;3;266
40992;47;3;266
41025;133;6;266
41058;218;3;266
41091;286;3;266
41124;346;3;266
41157;375;9;77
41190;389;18;38
41223;389;51;13
41259;360;3;-266
41292;331;9;-77
41328;263;3;-266
41364;187;3;-266
41400;101;9;-177
41433;7;3;-266
41466;-78;3;-266
41505;-171;3;-233
41541;-256;3;-266
41580;-316;3;-233
41616;-353;9;-77
41655;-368;30;-26
41691;-360;48;16
41727;-338;12;66
41763;-301;9;88
41799;-233;6;133
41832;-164;3;233
41868;-86;6;250
41904;7;3;233
41934;78;3;266
41967;156;3;266
42000;218;6;133
42033;271;3;266
42066;316;6;116
42099;331;21;38
42132;338;45;15
42165;331;63;-11
42201;301;9;-88
42234;256;6;-116
42270;195;3;-233
42306;125;6;-133
42339;54;6;-133
42372;-23;3;-266
42408;-101;9;-166
42447;-179;6;-133
42483;-241;6;-133
42522;-286;9;-88
42558;-316;12;-58
42597;-316;51;-13
42633;-301;12;66
42669;-271;6;116
42705;-225;3;266
42741;-164;3;233
42774;-109;6;133
42810;-31;3;266
42840;31;3;266
42873;101;3;233
42906;156;6;133
42939;210;3;266
42975;256;6;133
43008;278;15;46
43041;286;33;24
43074;286;66;12
43110;263;15;-53
43146;233;12;-66
43179;187;9;-88
43215;133;9;-77
43248;70;6;-133
43281;7;6;-133
43317;-62;6;-133
43353;-133;3;-266
43389;-179;9;-88
43425;-225;9;-77
43464;-256;18;-44
43500;-271;30;-26
43539;-263;54;14
43575;-248;21;38
43611;-210;6;133
43647;-164;6;116
43680;-117;6;133
43716;-54;6;133
43749;7;3;233
43779;54;9;166
43809;101;6;116
43842;148;9;88
43875;187;12;66
43908;218;12;66
43941;233;21;38
43974;241;36;22
44010;233;60;-13
44046;210;18;-44
44079;179;9;-88
44115;133;6;-116
44151;86;6;-133
44184;31;6;-133
44217;-23;3;-266
44250;-70;3;-266
44286;-125;9;-88
44325;-164;12;-66
44361;-195;15;-53
44400;-218;27;-29
44436;-225;42;-16
44475;-210;21;38
44511;-187;9;88
44544;-164;12;58
44580;-125;9;88
44616;-70;3;266
44646;-31;6;133
44679;15;6;133
44712;54;9;77
44742;94;9;88
44772;133;6;133
44805;156;18;44
44838;179;15;53
44871;187;36;22
44907;195;54;14
44940;179;30;-26
44976;164;21;-33
45012;133;15;-46
45048;94;9;-77
45081;54;9;-88
45111;15;9;-88
45144;-23;9;-88
45180;-70;3;-266
45213;-109;6;-133
45252;-140;15;-46
45291;-164;15;-53
45327;-171;39;-17
45366;-171;78;-8
45402;-164;93;7
45435;-148;21;38
45471;-125;18;44
45507;-86;6;133
45540;-54;12;66
45573;-15;9;88
45603;15;9;88
45633;47;9;88
45663;70;15;53
45693;101;6;116
45729;125;15;53
45762;133;33;24
45795;140;57;12
45828;140;30;-26
45864;133;39;-17
45900;117;18;-44
45936;94;18;-38
45969;70;15;-53
46002;39;12;-66
46035;7;12;-66
46068;-23;12;-66
46104;-54;15;-46
46140;-86;12;-66
46176;-109;18;-44
46212;-125;30;-26
46251;-133;42;-19
46287;-133;78;-10
46326;-117;24;33
46362;-109;39;20
46395;-86;15;53
46428;-62;18;44
46461;-39;15;53
46494;-15;21;38
46527;7;18;38
46557;39;6;133
46590;54;18;38
46620;70;21;38
46653;86;24;33
46683;94;42;19
46716;101;39;17
46749;101;72;9
46782;94;84;-8
46815;78;30;-26
46848;70;33;-24
46881;47;21;-33
46914;23;6;-133
46950;7;18;-44
46980;-15;15;-53
47016;-39;6;-133
47052;-54;18;-38
47088;-70;15;-53
47124;-78;39;-20
47160;-86;48;-16
47196;-86;84;-9
47229;-86;117;-6
47265;-70;30;26
47298;-62;39;20
47331;-54;39;20
47364;-39;27;29
47397;-23;21;38
47433;-7;27;29
47463;7;21;33
47493;23;15;53
47523;31;33;24
47556;39;39;20
47586;54;24;29
47619;54;57;12
47649;54;87;8
47679;54;117;5
47712;54;150;4
47745;47;162;-4
47778;39;51;-15
47811;23;18;-44
47844;15;36;-22
47877;7;39;-20
47910;-7;24;-29
47943;-15;42;-19
47979;-23;54;-14
48015;-39;30;-26
48051;-39;66;-12
48084;-47;81;-9
48120;-47;117;-6
48153;-39;81;9
48186;-39;114;7
48219;-31;87;9
48252;-23;36;22
48285;-23;69;11
48318;-7;27;29
48351;-7;60;13
48381;0;63;11
48408;7;48;14
48438;7;78;8
48468;15;81;9
48498;23;51;15
48528;23;81;9
48558;23;111;7
48591;23;144;5
48621;23;174;4
48654;15;159;-5
48687;15;192;-4
48720;7;81;-9
48750;7;111;-7
48780;0;81;-8
48810;0;111;-6
48843;-7;63;-11
48876;-7;96;-7
48906;-15;87;-9
48942;-15;123;-6
48978;-15;159;-5
49014;-15;195;-4
49050;-15;231;-3
49086;-15;267;-2
49119;-7;219;3
49152;-7;252;3
49182;-7;282;2
49215;-7;315;2
49245;-7;345;2
49278;-7;378;2
49308;-7;408;1
49341;-7;441;1
49371;-7;471;1
49404;-7;504;1
49434;-7;534;1
49467;-7;567;1
49497;-7;597;1
49530;-7;630;1
49560;-7;660;1
49593;-7;693;1
49623;-7;723;1
49656;-7;756;1
49686;-7;786;1
49719;-7;819;0
49749;-7;849;0
49782;-7;882;0
49812;-7;912;0
49845;-7;945;0
49875;-7;975;0
49908;-7;1008;0
49941;-7;1041;0
49974;-7;1074;0
50010;-7;1110;0
50043;-7;1143;0
50076;-7;1176;0
50109;-7;1209;0
50142;15;12;66
50172;86;3;266
50205;195;3;533
50241;286;3;266
50274;368;6;133
50307;418;6;116
50340;460;6;116
50373;467;33;21
50406;460;51;-13
50442;425;6;-116
50475;375;9;-155
50511;301;3;-266
50547;195;3;-500
50583;94;3;-233
50616;-15;3;-266
50652;-133;6;-266
50691;-241;3;-266
50727;-323;3;-233
50766;-389;9;-77
50802;-432;9;-77
50838;-439;36;-19
50877;-432;60;11
50913;-397;9;77
50946;-346;6;116
50982;-271;9;166
51018;-171;3;266
51054;-70;3;266
51087;31;3;266
51120;125;3;266
51153;210;3;266
51186;286;3;266
51219;346;6;133
51255;382;15;46
51288;404;18;38
51321;404;24;-29
51357;389;18;-44
51393;346;9;-77
51426;286;3;-266
51462;210;6;-133
51498;117;6;-266
51531;23;3;-266
51567;-78;3;-266
51603;-164;6;-133
51642;-263;3;-233
51678;-316;9;-77
51717;-368;9;-88
51753;-382;27;-25
51789;-382;33;21
51825;-360;12;66
51861;-316;6;116
51897;-256;6;116
51933;-179;6;266
51969;-94;3;233
52002;-7;3;266
52032;70;3;266
52065;148;3;266
52098;218;6;133
52134;278;6;116
52167;323;9;77
52200;346;21;38
52233;353;45;15
52266;346;57;-12
52302;316;6;-116
52335;271;3;-233
52371;210;3;-266
52407;133;3;-233
52443;54;9;-177
52476;-23;6;-133
52512;-117;6;-266
52551;-187;6;-133
52587;-256;6;-133
52626;-301;9;-77
52662;-323;21;-33
52701;-331;48;-16
52737;-316;21;33
52773;-286;9;88
52806;-241;6;116
52842;-179;6;133
52878;-109;6;133
52911;-39;6;133
52944;39;6;266
52974;101;3;233
53007;164;3;266
53040;210;6;133
53076;256;9;88
53106;286;9;88
53139;294;33;24
53172;294;27;-25
53208;278;24;-33
53244;241;6;-116
53280;195;6;-116
53316;133;3;-233
53352;70;6;-133
53385;0;3;-233
53418;-62;6;-133
53454;-133;6;-133
53493;-195;3;-266
53529;-241;3;-266
53568;-271;9;-88
53604;-278;36;-19
53643;-271;51;13
53676;-256;18;38
53712;-225;12;66
53748;-171;9;88
53784;-117;3;266
53817;-54;3;266
53853;7;3;233
53883;54;6;116
53913;101;9;77
53946;156;6;133
53979;195;9;88
54012;225;9;77
54045;241;21;38
54078;248;42;16
54111;241;51;-13
54147;218;18;-38
54183;179;6;-133
54216;140;6;-133
54252;86;3;-266
54285;39;6;-133
54318;-15;6;-133
54354;-70;6;-133
54390;-125;12;-66
54429;-171;9;-77
54465;-202;15;-46
54504;-225;18;-38
54540;-225;54;-12
54579;-218;84;8
54612;-195;6;116
54648;-164;9;77
54681;-133;9;77
54714;-86;6;133
54747;-39;9;88
54780;7;9;77
54807;47;9;88
54840;86;12;66
54870;133;3;266
54903;156;18;44
54936;179;18;44
54969;195;24;33
55002;195;57;14
55038;187;78;-10
55074;164;9;-77
55107;140;12;-66
55143;101;3;-266
55176;70;12;-66
55209;23;6;-133
55242;-23;3;-266
55275;-54;12;-58
55311;-101;9;-77
55347;-140;9;-77
55386;-164;15;-53
55422;-179;24;-33
55461;-179;63;-12
55497;-171;81;9
55533;-156;24;33
55566;-133;12;58
55602;-101;9;88
55635;-62;9;88
55668;-23;3;266
55701;7;9;77
55728;39;6;133
55761;70;12;66
55791;101;9;77
55824;125;15;53
55857;140;27;25
55893;148;42;19
55926;148;75;10
55959;140;93;-8
55992;133;33;-21
56028;109;21;-38
56064;78;15;-53
56097;47;12;-58
56130;15;12;-66
56163;-15;12;-66
56199;-54;6;-116
56235;-86;6;-133
56271;-109;15;-53
56307;-125;30;-26
56346;-133;48;-16
56382;-133;15;46
56418;-133;51;13
56454;-117;27;29
56490;-94;15;46
56523;-70;12;66
56556;-47;18;38
56589;-23;15;53
56622;7;12;58
56652;31;12;66
56685;54;12;58
56715;70;18;44
56748;86;24;33
56778;101;15;46
56814;101;51;13
56847;101;84;8
56877;101;114;6
56910;86;21;-38
56946;70;15;-53
56979;54;18;-44
57012;31;15;-53
57045;7;9;-88
57075;-7;12;-58
57111;-31;18;-44
57147;-54;15;-46
57183;-70;15;-53
57219;-86;18;-44
57255;-86;54;-14
57288;-86;87;-9
57324;-86;123;-6
57360;-78;141;5
57393;-70;36;22
57426;-54;24;33
57459;-39;15;53
57495;-23;15;53
57528;-7;18;44
57558;7;15;46
57588;23;12;66
57618;31;30;26
57651;39;39;20
57681;54;27;25
57714;54;60;11
57744;54;90;7
57774;54;120;5
57807;54;153;4
57837;54;183;3
57870;39;30;-26
57903;31;42;-19
57936;23;39;-20
57972;7;30;-26
58002;-7;15;-46
58035;-15;36;-22
58071;-23;48;-16
58107;-39;30;-26
58143;-39;66;-12
58179;-47;87;-9
58212;-47;120;-6
58248;-47;156;-5
58284;-39;138;5
58317;-39;171;4
58350;-23;30;26
58383;-23;63;12
58416;-7;30;26
58449;-7;63;12
58479;7;27;25
58509;7;57;12
58536;15;60;13
58569;15;93;8
58599;23;69;11
58629;23;99;8
58659;23;129;6
58692;23;162;4
58722;23;192;4
58755;15;183;-4
58788;15;216;-3
58821;7;75;-10
58851;7;105;-7
58881;0;84;-8
58911;-7;39;-17
58944;-7;72;-9
58977;-7;105;-6
59010;-15;102;-7
59046;-15;138;-5
59082;-15;174;-4
59118;-15;210;-3
59154;-15;246;-3
59190;-15;282;-2
59223;-15;315;-2
59259;-7;279;2
59289;-7;309;2
59322;-7;342;2
59352;-7;372;2
59385;-7;405;1
59415;-7;435;1
59448;-7;468;1
59478;-7;498;1
59511;-7;531;1
59541;-7;561;1
59574;-7;594;1
59604;-7;624;1
59637;-7;657;1
59667;-7;687;1
59700;-7;720;1
59730;-7;750;1
59763;-7;783;1
59793;-7;813;0
59826;-7;846;0
59856;-7;876;0
59889;-7;909;0
59919;-7;939;0
59952;-7;972;0
59982;-7;1002;0
60015;-7;1035;0
60051;-7;1071;0
60081;7;15;46
60111;15;30;26
60141;31;24;33
60174;47;27;29
60204;54;30;23
60237;62;48;16
60267;62;78;10
60300;62;3;-266
60333;62;36;-22
60366;54;66;-12
60399;47;57;-12
60432;39;45;-17
60468;23;30;-26
60501;7;24;-33
60531;-7;12;-58
60564;-15;36;-22
60600;-31;30;-26
60636;-39;36;-22
60672;-47;60;-13
60708;-54;54;-12
60744;-54;90;-7
60777;-47;78;8
60810;-39;48;16
60843;-39;81;9
60873;-31;63;12
60909;-23;48;16
60942;-7;21;38
60972;-7;51;15
61002;7;24;29
61032;7;54;12
61062;15;63;12
61095;23;51;15
61125;23;81;9
61155;23;111;7
61188;23;144;5
61218;23;174;4
61251;23;207;3
61281;23;237;3
61314;15;237;-3
61347;7;51;-15
61380;7;84;-9
61407;0;69;-10
61440;-7;39;-17
61473;-7;72;-9
61506;-15;75;-10
61542;-15;111;-7
61575;-23;87;-9
61611;-23;123;-6
61647;-23;159;-5
61680;-15;117;6
61716;-15;153;5
61749;-15;186;4
61782;-15;219;3
61815;-7;150;5
61845;-7;180;4
61878;-7;213;3
61908;-7;243;3
61941;-7;276;2
61971;-7;306;2
62004;0;219;3
62031;0;246;2
62061;0;276;2
62091;0;306;2
62121;0;336;2
62151;0;366;1
62178;0;393;1
62208;0;423;1
62238;0;453;1
62268;0;483;1
62298;0;513;1
62325;0;540;1
62355;0;570;1
62385;0;600;1
62415;0;630;1
62445;0;660;1
62472;0;687;1
62502;0;717;0
62532;0;747;0
62562;0;777;0
62592;0;807;0
62619;7;633;1
62649;23;12;66
62682;54;9;77
62712;70;15;53
62742;86;24;33
62772;101;24;29
62808;117;24;33
62841;117;57;14
62874;117;90;8
62907;101;18;-44
62943;86;15;-53
62976;70;18;-44
63009;47;18;-38
63042;23;12;-66
63075;0;18;-38
63108;-23;18;-44
63144;-54;9;-77
63180;-70;15;-53
63213;-86;24;-33
63249;-101;24;-29
63288;-101;63;-11
63324;-101;99;-7
63360;-94;120;5
63396;-86;39;20
63429;-70;30;26
63462;-54;30;26
63495;-31;18;44
63528;-15;27;29
63561;7;12;58
63591;23;12;66
63624;39;15;53
63654;54;15;46
63687;62;33;24
63717;70;33;24
63750;70;66;12
63780;70;96;8
63810;70;126;6
63843;62;138;-5
63876;54;54;-14
63909;39;30;-26
63942;23;21;-38
63978;7;21;-38
64008;-7;12;-58
64044;-23;18;-44
64080;-39;12;-66
64113;-39;45;-17
64149;-54;33;-21
64185;-54;69;-10
64221;-54;105;-6
64257;-54;141;-4
64293;-47;153;4
64326;-39;48;16
64359;-31;51;15
64392;-23;39;20
64425;-7;21;38
64458;0;33;21
64488;7;33;21
64515;15;42;19
64548;23;33;24
64578;23;63;12
64611;31;69;11
64641;31;99;8
64671;31;129;6
64701;31;159;5
64734;23;132;-6
64767;23;165;-4
64800;15;72;-11
64833;7;33;-24
64866;7;66;-12
64896;0;63;-11
64929;-7;42;-16
64962;-15;51;-15
64998;-15;87;-9
65031;-23;69;-11
65067;-23;105;-7
65103;-23;141;-5
65139;-23;177;-4
65175;-23;213;-3
65208;-23;246;-3
65244;-15;237;3
65277;-15;270;2
65310;-7;93;8
65343;-7;126;6
65373;-7;156;5
65406;-7;189;4
65436;0;138;5
65466;0;168;4
65493;0;195;3
65523;0;225;3
65553;0;255;2
65583;0;285;2
65613;0;315;2
65640;0;342;2
65670;0;372;1
65700;0;402;1
65730;0;432;1
65760;0;462;1
65787;0;489;1
65817;0;519;1
65847;0;549;1
65877;0;579;1
65907;0;609;1
65934;0;636;1
65964;0;666;1
65994;0;696;1
66024;0;726;0
66054;0;756;0
66081;0;783;0
66111;0;813;0
66141;0;843;0
66171;0;873;0
66201;0;903;0
66228;0;930;0
66258;0;960;0
66288;0;990;0
66318;0;1020;0
66351;0;1053;0
66381;0;1083;0
66414;0;1116;0
66444;0;1146;0
66477;0;1179;0
66507;0;1209;0
66540;0;1242;0
66570;0;1272;0
66603;0;1305;0
66633;0;1335;0
66666;0;1368;0
66696;0;1398;0
66729;0;1431;0
66759;0;1461;0
66792;7;1380;0
66822;7;1410;0
66855;23;27;29
66885;54;6;116
66918;86;9;88
66948;133;3;266
66981;195;3;266
67014;271;3;266
67050;360;3;233
67083;453;3;233
67116;549;3;233
67149;631;3;200
67182;712;3;166
67218;780;3;166
67251;827;6;83
67284;868;3;133
67317;898;6;66
67347;920;3;100
67380;943;3;100
67413;955;9;22
67446;972;6;33
67476;982;6;33
67509;993;3;33
67539;998;3;33
67572;999;12;-1675
67608;991;3;-33
67641;972;3;-66
67677;938;3;-166
67713;898;3;-100
67746;864;6;-66
67782;827;3;-133
67818;809;15;-26
67851;799;30;-16
67887;794;48;-10
67923;790;48;-8
67956;785;33;-15
67992;775;12;-41
68025;755;6;-83
68058;723;6;-83
68094;673;6;-83
68127;606;6;-216
68163;542;6;-116
68199;467;6;-116
68235;404;6;-116
68271;368;12;-58
68307;360;39;-20
68340;397;6;133
68373;453;6;116
68406;529;3;233
68439;625;3;200
68475;739;3;366
68508;848;3;433
68541;943;3;266
68943;-831;3;300
68979;-755;3;166
69015;-695;6;100
69048;-655;6;100
69084;-649;39;15
69123;-673;9;-66
69159;-728;3;-166
69195;-809;3;-333
69234;-894;3;-233
69273;-977;3;-166
69309;-997;3;33
69342;-932;3;266
69378;-718;3;700
69417;-323;3;1000
