 T0001357850 A-00024 V-01462 d01462 
 T0001360331 A-00026 V-01588 d01588 
 T0001361369 A-00027 V-01038 d01038 
 T0001373104 A-00026 V+11735 d11735 
 T0001374344 A-00025 V+01240 d01240 
 T0001375406 A-00024 V+01062 d01062 
 T0001376089 A-00023 V+00683 d00683 
 T0001377170 A-00022 V+01081 d01081 
 T0001377930 A-00021 V+00760 d00760 
 T0001379149 A-00020 V+01219 d01219 
 T0001380133 A-00019 V+00984 d00984 
 T0001381073 A-00018 V+00940 d00940 
 T0001381630 A-00017 V+00557 d00557 
 T0001382210 A-00016 V+00580 d00580 
 T0001382943 A-00015 V+00733 d00733 
 T0001384600 A-00013 V+00602 d00602 
 T0001387144 A-00010 V+00994 d00994 
 T0001388418 A-00008 V+00805 d00805 
 T0001389999 A-00006 V+01065 d01065 
 T0001392046 A-00003 V+00675 d00675 
 T0001393844 A-00001 V+00629 d00629 
 T0001395368 A+00001 V+00679 d00679 
T0001397657 A+00003 V+00977 d00977 
 T0001399877 A+00005 V+01131 d01131 
 T0001401749 A+00006 V+01872 d01872 
 T0001402882 A+00007 V+01133 d01133 
 T0001405224 A+00008 V+02342 d02342 
 T0001416047 A+00007 V-10823 d10823 
 T0001417746 A+00006 V-01699 d01699 
 T0001418513 A+00005 V-00767 d00767 
 T0001419937 A+00004 V-01424 d01424 
 T0001420997 A+00003 V-01060 d01060 
 T0001422406 A+00002 V-01409 d01409 
 T0001423391 A+00001 V-00985 d00985 
 T0001424691 A+00000 V-01300 d01300 
 T0001425267 A-00001 V-00576 d00576 
 T0001426178 A-00002 V-00911 d00911 
 T0001426715 A-00003 V-00537 d00537 
 T0001428017 A-00004 V-01302 d01302 
 T0001428653 A-00005 V-00636 d00636 
 T0001430277 A-00007 V-00623 d00623 
 T0001432159 A-00009 V-00818 d00818 
 T0001433843 A-00011 V-00780 d00780 
 T0001436039 A-00013 V-00994 d00994 
 T0001437777 A-00015 V-00717 d00717 
 T0001439344 A-00016 V-01567 d01567 
 T0001441726 A-00018 V-01256 d01256 
 T0001442726 A-00019 V-01000 d01000 
 T0001444739 A-00020 V-02013 d02013 
 T0001446976 A-00021 V-02237 d02237 
 T0001459365 A-00020 V+12389 d12389 
 T0001461084 A-00019 V+01719 d01719 
 T0001462753 A-00018 V+01669 d01669 
 T0001463870 A-00017 V+01117 d01117 
 T0001465644 A-00016 V+01774 d01774 
 T0001466800 A-00015 V+01156 d01156 
 T0001468217 A-00014 V+01417 d01417 
 T0001468906 A-00013 V+00689 d00689 
 T0001470350 A-00012 V+01444 d01444 
 T0001471774 A-00011 V+01424 d01424 
 T0001472670 A-00010 V+00896 d00896 
 T0001473139 A-00009 V+00469 d00469 
 T0001473872 A-00008 V+00733 d00733 
 T0001474791 A-00007 V+00919 d00919 
 T0001476669 A-00006 V+01878 d01878 
 T0001477399 A-00005 V+00730 d00730 
 T0001478594 A-00004 V+01195 d01195 
 T0001479257 A-00003 V+00663 d00663 
 T0001481900 A-00001 V+01046 d01046 
 T0001483579 A+00000 V+01679 d01679 
 T0001484672 A+00001 V+01093 d01093 
 T0001487265 A+00002 V+02593 d02593 
 T0001489708 A+00003 V+02443 d02443 
 T0001503418 A+00002 V-13710 d13710 
 T0001505205 A+00001 V-01787 d01787 
 T0001507713 A+00000 V-02508 d02508 
 T0001509136 A-00001 V-01423 d01423 
 T0001510907 A-00002 V-01771 d01771 
 T0001511735 A-00003 V-00828 d00828 
 T0001513443 A-00004 V-01708 d01708 
 T0001514371 A-00005 V-00928 d00928 
 T0001516054 A-00006 V-01683 d01683 
 T0001516916 A-00007 V-00862 d00862 
 T0001518613 A-00008 V-01697 d01697 
 T0001519680 A-00009 V-01067 d01067 
 T0001521195 A-00010 V-01515 d01515 
 T0001522247 A-00011 V-01052 d01052 
 T0001524110 A-00012 V-01863 d01863 
 T0001525585 A-00013 V-01475 d01475 
 T0001527658 A-00014 V-02073 d02073 
 T0001529878 A-00015 V-02220 d02220 
 T0001531812 A-00016 V-01934 d01934 
 T0001537745 A-00017 V-05933 d05933 
 T0001541508 A-00016 V+03763 d03763 
 T0001547268 A-00015 V+05760 d05760 
 T0001551995 A-00014 V+04727 d04727 
 T0001553164 A-00013 V+01169 d01169 
 T0001554244 A-00012 V+01080 d01080 
 T0001555521 A-00011 V+01277 d01277 
 T0001558915 A-00010 V+03394 d03394 
 T0001560114 A-00009 V+01199 d01199 
 T0001561524 A-00008 V+01410 d01410 
 T0001563090 A-00007 V+01566 d01566 
 T0001565463 A-00006 V+02373 d02373 
 T0001566609 A-00005 V+01146 d01146 
 T0001569070 A-00004 V+02461 d02461 
 T0001570703 A-00003 V+01633 d01633 
 T0001574298 A-00002 V+03595 d03595 
 T0001576573 A-00001 V+02275 d02275 
 T0001593714 A-00002 V-17141 d17141 
 T0001595695 A-00003 V-01981 d01981 
 T0001599536 A-00004 V-03841 d03841 
 T0001601417 A-00005 V-01881 d01881 
 T0001604438 A-00006 V-03021 d03021 
 T0001605930 A-00007 V-01492 d01492 
 T0001608984 A-00008 V-03054 d03054 
 T0001611172 A-00009 V-02188 d02188 
 T0001614190 A-00010 V-03018 d03018 
 T0001616252 A-00011 V-02062 d02062 
 T0001621443 A-00012 V-05191 d05191 
 T0001638786 A-00011 V+17343 d17343 
 T0001644410 A-00010 V+05624 d05624 
 T0001647297 A-00009 V+02887 d02887 
 T0001650676 A-00008 V+03379 d03379 
 T0001653963 A-00007 V+03287 d03287 
 T0001658315 A-00006 V+04352 d04352 
 T0001661473 A-00005 V+03158 d03158 
 T0001668938 A-00004 V+07465 d07465 
 T0001684389 A-00005 V-15451 d15451 
 T0001691867 A-00006 V-07478 d07478 
 T0001695255 A-00007 V-03388 d03388 
 T0001702405 A-00008 V-07150 d07150 
 T0001708183 A-00009 V-05778 d05778 
 T0001734618 A-00008 V+26435 d26435 
 T0001743236 A-00007 V+08618 d08618 
